,Archbishop,Avancer,Dumpus,Prince Carlos,Threetimeslucky,Yazh,Salt City,Super Mind,Cheeky Secrets,Harpers Jewel,Billabull,I Told Rubick
12-01-2023 14:48:17.519521,"(12.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.083333333333336)","(4.0, 4.8, 4.699300699300699)","(4.8, 5.7, 5.544444444444444)","(3.5, 4.1, 4.0878676470588236)","(71.0, 90.0, 86.81818181818181)","(11.0, 14.5, 14.012195121951219)","(81.0, 120.0, 104.0909090909091)","(31.0, 60.0, 58.18181818181818)","(6.5, 8.8, 8.62857142857143)","(41.0, 80.0, 78.75)","(31.0, 50.0, 49.03030303030303)"
12-01-2023 14:48:18.875758,"(11.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.083333333333336)","(3.9, 4.8, 4.695652173913043)","(4.8, 5.6, 5.541085271317829)","(3.5, 4.1, 4.03030303030303)","(71.0, 90.0, 86.07142857142857)","(11.0, 14.5, 14.012195121951219)","(81.0, 120.0, 101.53846153846153)","(31.0, 60.0, 56.266666666666666)","(6.5, 8.8, 8.62857142857143)","(41.0, 80.0, 89.375)","(31.0, 50.0, 49.03030303030303)"
12-01-2023 14:48:20.221041,"(11.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.083333333333336)","(3.9, 4.8, 4.695652173913043)","(4.8, 5.6, 5.541085271317829)","(3.5, 4.2, 4.0285714285714285)","(71.0, 90.0, 86.5)","(11.0, 14.5, 14.012195121951219)","(81.0, 120.0, 102.85714285714286)","(31.0, 60.0, 50.8)","(6.5, 8.8, 8.707692307692309)","(41.0, 110.0, 90.5)","(31.0, 50.0, 49.03030303030303)"
12-01-2023 14:48:21.564949,"(11.0, 14.5, 14.460526315789474)","(41.0, 55.0, 53.44444444444444)","(3.9, 4.8, 4.692957746478873)","(4.8, 5.6, 5.541085271317829)","(3.5, 4.2, 4.0285714285714285)","(71.0, 90.0, 86.5)","(11.0, 14.5, 14.012195121951219)","(81.0, 120.0, 102.85714285714286)","(31.0, 55.0, 53.6875)","(6.5, 8.8, 8.718181818181819)","(41.0, 95.0, 90.5)","(31.0, 50.0, 45.58762886597938)"
12-01-2023 14:48:22.996439,"(11.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.083333333333336)","(3.9, 4.8, 4.69041095890411)","(4.8, 5.6, 5.530275229357798)","(3.5, 4.2, 4.0285714285714285)","(71.0, 90.0, 86.5)","(11.0, 14.5, 14.023809523809524)","(81.0, 120.0, 102.85714285714286)","(31.0, 55.0, 48.46153846153846)","(6.5, 8.8, 8.718181818181819)","(41.0, 95.0, 88.75)","(31.0, 46.0, 45.58762886597938)"
12-01-2023 14:48:24.463330,"(11.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.8125)","(3.9, 4.7, 4.69041095890411)","(4.8, 5.6, 5.530275229357798)","(3.5, 4.2, 4.022222222222222)","(71.0, 90.0, 86.5)","(11.0, 14.5, 14.023809523809524)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.46153846153846)","(6.5, 8.8, 8.718181818181819)","(41.0, 100.0, 90.5)","(31.0, 46.0, 45.58762886597938)"
12-01-2023 14:48:25.880453,"(12.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.8125)","(4.0, 4.7, 4.69041095890411)","(4.8, 5.6, 5.530275229357798)","(3.5, 4.2, 4.0634146341463415)","(71.0, 90.0, 86.5)","(11.0, 14.5, 13.452380952380953)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.46153846153846)","(6.5, 8.8, 8.570731707317073)","(41.0, 95.0, 87.77777777777777)","(31.0, 46.0, 45.58762886597938)"
12-01-2023 14:48:27.254890,"(12.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.083333333333336)","(4.0, 4.7, 4.69041095890411)","(4.8, 5.6, 5.471140939597316)","(3.5, 4.2, 4.044444444444444)","(71.0, 90.0, 86.5)","(11.0, 14.5, 13.205882352941176)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.46153846153846)","(6.5, 8.6, 8.566666666666666)","(41.0, 90.0, 87.77777777777777)","(31.0, 46.0, 45.58762886597938)"
12-01-2023 14:48:28.577122,"(12.0, 14.5, 14.460526315789474)","(41.0, 55.0, 52.083333333333336)","(4.0, 4.7, 4.69041095890411)","(4.8, 5.6, 5.471140939597316)","(3.5, 4.2, 4.022222222222222)","(71.0, 90.0, 86.5)","(11.0, 14.5, 13.205882352941176)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.46153846153846)","(6.5, 8.6, 8.56)","(41.0, 90.0, 88.33333333333333)","(31.0, 46.0, 45.58762886597938)"
12-01-2023 14:48:29.920593,"(12.0, 14.5, 14.403225806451612)","(41.0, 55.0, 53.92307692307692)","(4.0, 4.7, 4.6825)","(4.8, 5.6, 5.471140939597316)","(3.5, 4.2, 4.022222222222222)","(71.0, 90.0, 86.5)","(11.0, 14.5, 13.205882352941176)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.46153846153846)","(6.5, 8.6, 8.72820512820513)","(41.0, 90.0, 87.77777777777777)","(31.0, 46.0, 45.58762886597938)"
12-01-2023 14:48:31.307853,"(12.0, 14.5, 14.39655172413793)","(41.0, 55.0, 52.8125)","(4.0, 4.7, 4.596370967741935)","(4.8, 5.6, 5.468085106382979)","(3.5, 4.2, 4.022222222222222)","(71.0, 90.0, 88.15789473684211)","(11.0, 14.5, 13.205882352941176)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.63636363636363)","(6.5, 8.8, 8.611764705882354)","(51.0, 90.0, 87.77777777777777)","(31.0, 46.0, 43.67619047619048)"
12-01-2023 14:48:32.727214,"(12.0, 13.5, 13.277777777777779)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.596311475409836)","(4.8, 5.6, 5.468085106382979)","(3.5, 4.2, 4.022222222222222)","(71.0, 90.0, 86.5)","(11.0, 14.5, 13.5)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.63636363636363)","(6.5, 8.8, 8.571428571428571)","(51.0, 90.0, 87.77777777777777)","(31.0, 44.0, 43.67619047619048)"
12-01-2023 14:48:34.139818,"(12.0, 13.5, 13.192307692307692)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.596311475409836)","(4.8, 5.6, 5.468085106382979)","(3.5, 4.2, 4.016393442622951)","(71.0, 90.0, 85.88235294117646)","(11.0, 14.0, 13.5)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.73170731707317)","(6.5, 8.8, 8.600000000000001)","(51.0, 90.0, 88.33333333333333)","(31.0, 44.0, 43.67619047619048)"
12-01-2023 14:48:35.544543,"(12.0, 13.5, 13.346153846153847)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.596234309623431)","(4.8, 5.6, 5.468085106382979)","(3.5, 4.2, 4.0208)","(71.0, 90.0, 86.5)","(11.0, 14.0, 13.533333333333333)","(81.0, 120.0, 102.85714285714286)","(31.0, 50.0, 48.73170731707317)","(6.5, 8.8, 8.600000000000001)","(51.0, 90.0, 88.33333333333333)","(31.0, 44.0, 43.934065934065934)"
12-01-2023 14:48:36.959759,"(12.0, 13.5, 12.61111111111111)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.597160883280757)","(4.8, 5.6, 5.5054945054945055)","(3.5, 4.2, 4.0473684210526315)","(71.0, 90.0, 86.5)","(11.0, 14.0, 13.461538461538462)","(81.0, 120.0, 110.0)","(31.0, 50.0, 48.75)","(6.5, 8.8, 8.713513513513513)","(51.0, 90.0, 88.33333333333333)","(31.0, 44.0, 43.892857142857146)"
12-01-2023 14:48:38.339025,"(11.0, 13.5, 13.055555555555555)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.5971153846153845)","(4.8, 5.6, 5.553260869565217)","(3.5, 4.2, 4.124137931034483)","(71.0, 90.0, 86.5)","(11.0, 14.0, 13.153846153846153)","(81.0, 120.0, 110.0)","(31.0, 50.0, 48.75)","(6.5, 8.8, 8.730434782608697)","(51.0, 90.0, 84.66666666666667)","(31.0, 44.0, 43.892857142857146)"
12-01-2023 14:48:39.740854,"(11.0, 13.5, 12.954022988505747)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.597124600638978)","(4.8, 5.6, 5.502272727272727)","(3.5, 4.2, 4.124137931034483)","(71.0, 90.0, 86.5)","(11.0, 14.0, 13.153846153846153)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 8.8, 8.730434782608697)","(51.0, 90.0, 86.25)","(31.0, 44.0, 43.892857142857146)"
12-01-2023 14:48:41.091285,"(11.0, 13.0, 12.954022988505747)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.597124600638978)","(4.8, 5.6, 5.551136363636363)","(3.5, 4.2, 4.1125)","(71.0, 90.0, 86.5)","(11.0, 14.0, 13.153846153846153)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 8.8, 8.770000000000001)","(51.0, 90.0, 86.25)","(31.0, 44.0, 43.892857142857146)"
12-01-2023 14:48:42.445110,"(11.0, 13.0, 12.958823529411765)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.6, 4.673880597014925)","(4.8, 5.6, 5.535820895522388)","(3.5, 4.2, 4.11081081081081)","(71.0, 90.0, 85.41666666666667)","(11.0, 14.0, 13.214285714285714)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 8.8, 8.764999999999999)","(51.0, 90.0, 85.38461538461539)","(31.0, 44.0, 45.2)"
12-01-2023 14:48:43.790911,"(11.0, 13.0, 12.833333333333334)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.7, 4.671774193548387)","(4.8, 5.6, 5.535820895522388)","(3.5, 4.2, 4.129032258064516)","(71.0, 90.0, 86.5)","(11.0, 14.0, 13.375)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 9.2, 8.8125)","(51.0, 90.0, 78.5)","(31.0, 46.0, 45.2)"
12-01-2023 14:48:45.138860,"(11.0, 13.0, 12.833333333333334)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.7, 4.671774193548387)","(4.8, 5.6, 5.535820895522388)","(3.5, 4.2, 4.120481927710843)","(71.0, 90.0, 77.85714285714286)","(11.0, 13.5, 13.375)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 9.2, 8.8125)","(51.0, 80.0, 78.84615384615384)","(31.0, 46.0, 45.2)"
12-01-2023 14:48:46.462800,"(11.0, 13.5, 12.715686274509803)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.7, 4.678494623655914)","(4.8, 5.6, 5.524561403508772)","(3.5, 4.2, 4.120481927710843)","(71.0, 80.0, 76.66666666666667)","(11.0, 13.5, 13.333333333333334)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 9.2, 8.897560975609757)","(51.0, 80.0, 82.6923076923077)","(31.0, 46.0, 45.2)"
12-01-2023 14:48:47.817514,"(11.0, 13.5, 12.715686274509803)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.7, 4.705035971223022)","(4.8, 5.6, 5.525)","(3.5, 4.2, 4.120481927710843)","(71.0, 80.0, 76.66666666666667)","(11.0, 13.5, 13.447368421052632)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 9.2, 8.897560975609757)","(51.0, 85.0, 82.6923076923077)","(31.0, 46.0, 45.2)"
12-01-2023 14:48:49.175355,"(11.0, 13.5, 13.11111111111111)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.8, 4.705035971223022)","(4.8, 5.6, 5.525)","(3.5, 4.2, 4.120481927710843)","(71.0, 80.0, 76.66666666666667)","(11.0, 13.5, 13.456521739130435)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(6.5, 9.2, 8.636363636363637)","(51.0, 85.0, 82.6923076923077)","(31.0, 46.0, 45.2)"
12-01-2023 14:48:50.587437,"(11.0, 13.5, 13.0)","(41.0, 55.0, 53.970588235294116)","(4.0, 4.8, 4.642622950819672)","(4.8, 5.6, 5.5200000000000005)","(3.6, 4.2, 4.127472527472528)","(71.0, 80.0, 75.6896551724138)","(11.0, 13.5, 13.466666666666667)","(81.0, 120.0, 112.85714285714286)","(31.0, 50.0, 48.75)","(7.0, 9.2, 8.914285714285715)","(51.0, 85.0, 82.6923076923077)","(31.0, 46.0, 45.2)"
12-01-2023 14:48:52.009640,"(11.0, 13.5, 13.045454545454545)","(41.0, 55.0, 54.36363636363636)","(4.0, 4.8, 4.728888888888888)","(4.8, 5.7, 5.490697674418605)","(3.6, 4.2, 4.127472527472528)","(71.0, 80.0, 75.6896551724138)","(11.0, 13.5, 13.3)","(81.0, 120.0, 117.05882352941177)","(31.0, 50.0, 48.5)","(7.0, 9.2, 8.753488372093024)","(51.0, 85.0, 82.6923076923077)","(31.0, 46.0, 45.2)"
12-01-2023 14:48:53.364640,"(11.0, 13.5, 12.710526315789474)","(41.0, 55.0, 54.0)","(4.0, 4.8, 4.743225806451613)","(4.8, 5.7, 5.406593406593407)","(3.6, 4.2, 4.138461538461539)","(71.0, 80.0, 75.6896551724138)","(11.0, 13.5, 13.38888888888889)","(81.0, 120.0, 117.05882352941177)","(31.0, 50.0, 49.18181818181818)","(6.5, 8.8, 8.756521739130436)","(51.0, 85.0, 82.6923076923077)","(31.0, 46.0, 45.130434782608695)"
12-01-2023 14:48:54.793568,"(11.0, 13.5, 12.818181818181818)","(41.0, 55.0, 54.0)","(4.0, 4.8, 4.743225806451613)","(4.8, 5.5, 5.4375)","(3.6, 4.2, 4.162913907284769)","(71.0, 80.0, 76.21212121212122)","(11.0, 13.5, 13.125)","(81.0, 120.0, 117.29729729729729)","(31.0, 50.0, 49.265306122448976)","(6.5, 8.8, 8.892857142857142)","(51.0, 85.0, 84.1891891891892)","(31.0, 46.0, 45.59183673469388)"
12-01-2023 14:48:56.162809,"(11.0, 13.5, 13.094594594594595)","(41.0, 55.0, 54.125)","(4.0, 4.8, 4.751111111111111)","(4.8, 5.5, 5.4375)","(3.6, 4.2, 4.162162162162162)","(71.0, 80.0, 76.21212121212122)","(11.0, 13.5, 12.65)","(81.0, 120.0, 117.29729729729729)","(31.0, 50.0, 49.265306122448976)","(7.0, 9.0, 8.877611940298507)","(51.0, 85.0, 84.1891891891892)","(31.0, 46.0, 45.59183673469388)"
12-01-2023 14:48:57.493727,"(11.0, 13.5, 13.094594594594595)","(41.0, 55.0, 54.18604651162791)","(4.0, 4.8, 4.747826086956522)","(4.8, 5.5, 5.437777777777778)","(3.6, 4.2, 4.123728813559322)","(71.0, 80.0, 76.21212121212122)","(11.0, 13.5, 12.65)","(81.0, 120.0, 117.29729729729729)","(31.0, 50.0, 49.265306122448976)","(7.0, 9.0, 8.877611940298507)","(51.0, 85.0, 84.1891891891892)","(31.0, 46.0, 45.583333333333336)"
12-01-2023 14:48:58.884528,"(11.0, 13.5, 13.151162790697674)","(41.0, 55.0, 54.18604651162791)","(4.0, 4.8, 4.752808988764045)","(4.8, 5.5, 5.437313432835821)","(3.6, 4.3, 4.193333333333333)","(71.0, 80.0, 76.21212121212122)","(11.0, 13.5, 13.330645161290322)","(81.0, 120.0, 117.29729729729729)","(31.0, 50.0, 49.2)","(6.5, 9.0, 8.867532467532468)","(51.0, 85.0, 84.1891891891892)","(31.0, 46.0, 45.57446808510638)"
12-01-2023 14:49:00.165751,"(11.0, 13.5, 13.151162790697674)","(41.0, 55.0, 54.18604651162791)","(4.0, 4.8, 4.773248407643312)","(4.8, 5.5, 5.408695652173914)","(3.6, 4.2, 4.123529411764705)","(71.0, 80.0, 76.21212121212122)","(11.0, 13.5, 13.3359375)","(81.0, 120.0, 117.36842105263158)","(31.0, 50.0, 49.2)","(7.0, 9.0, 8.867532467532468)","(51.0, 85.0, 84.16666666666667)","(31.0, 46.0, 45.57446808510638)"
12-01-2023 14:49:01.520117,"(11.0, 13.5, 13.37037037037037)","(41.0, 55.0, 53.75)","(4.0, 4.8, 4.766666666666667)","(4.8, 5.5, 5.408695652173914)","(3.6, 4.3, 4.1499999999999995)","(71.0, 80.0, 76.21212121212122)","(11.0, 13.5, 13.770992366412214)","(81.0, 120.0, 106.76470588235294)","(31.0, 50.0, 56.25)","(7.0, 9.0, 8.768253968253969)","(51.0, 85.0, 87.90697674418604)","(31.0, 46.0, 51.0625)"
12-01-2023 14:49:02.892078,"(11.0, 13.5, 13.444444444444445)","(41.0, 55.0, 53.775510204081634)","(4.0, 4.8, 4.765106382978723)","(4.8, 5.5, 5.401219512195122)","(3.6, 4.3, 4.146551724137931)","(71.0, 80.0, 76.21212121212122)","(11.0, 14.0, 12.6)","(81.0, 120.0, 107.8125)","(31.0, 75.0, 57.142857142857146)","(7.0, 8.8, 8.741463414634147)","(51.0, 90.0, 87.95454545454545)","(31.0, 55.0, 51.5531914893617)"
12-01-2023 14:49:04.223394,"(11.0, 13.5, 13.428571428571429)","(41.0, 55.0, 53.775510204081634)","(4.0, 4.8, 4.767826086956521)","(4.8, 5.5, 5.401219512195122)","(3.6, 4.2, 4.1310810810810805)","(71.0, 80.0, 76.29032258064517)","(11.0, 13.5, 13.0)","(81.0, 120.0, 109.16666666666667)","(31.0, 70.0, 58.0)","(7.0, 8.8, 8.741463414634147)","(51.0, 90.0, 87.95454545454545)","(31.0, 55.0, 51.5531914893617)"
12-01-2023 14:49:05.576747,"(11.0, 13.5, 13.428571428571429)","(41.0, 55.0, 53.775510204081634)","(4.0, 4.8, 4.767826086956521)","(4.8, 5.5, 5.449375)","(3.6, 4.2, 4.142696629213483)","(71.0, 80.0, 76.29032258064517)","(11.0, 13.5, 12.763157894736842)","(81.0, 120.0, 109.16666666666667)","(31.0, 70.0, 58.0)","(7.0, 8.8, 8.741463414634147)","(51.0, 90.0, 87.95454545454545)","(31.0, 55.0, 50.333333333333336)"
12-01-2023 14:49:07.015718,"(11.0, 13.5, 13.375)","(41.0, 55.0, 53.983050847457626)","(4.0, 4.8, 4.682242990654205)","(4.8, 5.5, 5.396932515337423)","(3.6, 4.2, 4.107766990291262)","(71.0, 80.0, 76.29032258064517)","(11.0, 13.5, 13.675)","(81.0, 120.0, 105.86206896551724)","(31.0, 70.0, 58.0)","(7.0, 8.8, 8.574025974025973)","(51.0, 90.0, 87.95454545454545)","(31.0, 55.0, 52.529411764705884)"
12-01-2023 14:49:08.448802,"(11.0, 13.5, 13.404761904761905)","(41.0, 55.0, 53.983050847457626)","(4.0, 4.7, 4.682242990654205)","(4.8, 5.5, 5.432773109243698)","(3.6, 4.2, 4.033333333333333)","(71.0, 80.0, 77.44444444444444)","(11.0, 14.0, 13.645833333333334)","(81.0, 110.0, 106.47058823529412)","(31.0, 70.0, 58.0)","(7.0, 8.6, 8.557333333333332)","(51.0, 90.0, 87.95454545454545)","(31.0, 55.0, 52.63157894736842)"
12-01-2023 14:49:09.796509,"(11.0, 13.5, 13.386363636363637)","(41.0, 55.0, 54.193548387096776)","(4.0, 4.7, 4.756937799043062)","(4.8, 5.5, 5.441935483870967)","(3.6, 4.1, 4.051724137931035)","(71.0, 80.0, 77.5)","(11.0, 14.0, 12.840909090909092)","(81.0, 110.0, 104.375)","(31.0, 70.0, 65.71428571428571)","(6.5, 8.6, 8.563076923076922)","(51.0, 90.0, 88.2)","(41.0, 55.0, 52.857142857142854)"
12-01-2023 14:49:11.083826,"(11.0, 13.5, 13.386363636363637)","(41.0, 55.0, 54.193548387096776)","(4.0, 4.8, 4.756937799043062)","(4.8, 5.5, 5.3830188679245285)","(3.6, 4.1, 4.090243902439024)","(71.0, 80.0, 77.5)","(11.0, 13.0, 13.117647058823529)","(81.0, 110.0, 104.70588235294117)","(31.0, 70.0, 65.71428571428571)","(6.5, 8.6, 8.561904761904762)","(51.0, 90.0, 88.36363636363636)","(41.0, 55.0, 59.03225806451613)"
12-01-2023 14:49:12.448740,"(11.0, 14.0, 13.5875)","(41.0, 55.0, 54.152542372881356)","(4.0, 4.7, 4.689285714285714)","(4.8, 5.4, 5.3)","(3.6, 4.1, 4.087931034482758)","(71.0, 80.0, 77.55319148936171)","(11.0, 14.0, 13.166666666666666)","(81.0, 110.0, 97.17391304347827)","(31.0, 70.0, 65.86206896551724)","(6.5, 8.6, 8.565217391304348)","(51.0, 90.0, 87.14285714285714)","(41.0, 60.0, 58.285714285714285)"
12-01-2023 14:49:13.747399,"(11.0, 14.0, 13.254545454545454)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.7, 4.690366972477064)","(4.8, 5.3, 5.270391061452514)","(3.6, 4.1, 4.087826086956522)","(71.0, 80.0, 77.60416666666667)","(11.0, 14.0, 13.123076923076923)","(81.0, 100.0, 97.17391304347827)","(31.0, 70.0, 66.0)","(6.5, 8.6, 8.57391304347826)","(51.0, 90.0, 87.27272727272727)","(41.0, 60.0, 59.0)"
12-01-2023 14:49:15.089643,"(11.0, 14.0, 13.068965517241379)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.7, 4.734275618374558)","(4.8, 5.3, 5.271195652173913)","(3.6, 4.1, 4.123529411764705)","(71.0, 80.0, 77.60416666666667)","(11.0, 13.5, 13.070175438596491)","(81.0, 100.0, 97.17391304347827)","(31.0, 70.0, 66.0)","(6.5, 8.6, 8.568421052631578)","(51.0, 90.0, 87.27272727272727)","(41.0, 60.0, 60.714285714285715)"
12-01-2023 14:49:16.378795,"(11.0, 13.5, 13.068965517241379)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.8, 4.732404181184669)","(4.8, 5.3, 5.270555555555555)","(3.6, 4.2, 4.230508474576271)","(71.0, 80.0, 77.60416666666667)","(11.0, 13.5, 13.070175438596491)","(81.0, 100.0, 98.84615384615384)","(31.0, 70.0, 66.0)","(6.5, 8.6, 8.568421052631578)","(51.0, 90.0, 87.27272727272727)","(41.0, 65.0, 59.8)"
12-01-2023 14:49:17.731145,"(11.0, 13.5, 13.065573770491802)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.8, 4.732404181184669)","(4.8, 5.3, 5.278395061728395)","(3.6, 4.3, 4.2405228758169935)","(71.0, 80.0, 77.60416666666667)","(12.0, 13.5, 13.046296296296296)","(81.0, 100.0, 98.84615384615384)","(41.0, 70.0, 66.0)","(6.5, 8.6, 8.568421052631578)","(51.0, 90.0, 87.27272727272727)","(41.0, 65.0, 59.8)"
12-01-2023 14:49:19.153345,"(11.0, 13.0, 12.719780219780219)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.8, 4.742857142857143)","(4.8, 5.3, 5.273076923076923)","(3.6, 4.3, 4.182857142857142)","(71.0, 80.0, 77.60416666666667)","(11.0, 13.5, 13.046296296296296)","(81.0, 100.0, 98.84615384615384)","(41.0, 70.0, 66.25)","(6.5, 8.6, 8.527710843373494)","(51.0, 90.0, 87.27272727272727)","(41.0, 65.0, 59.8)"
12-01-2023 14:49:20.545707,"(11.0, 13.0, 12.673076923076923)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.8, 4.742857142857143)","(4.8, 5.3, 5.266019417475728)","(3.6, 4.3, 4.14954128440367)","(71.0, 80.0, 77.60416666666667)","(11.0, 13.5, 13.046296296296296)","(81.0, 100.0, 98.84615384615384)","(41.0, 70.0, 66.36363636363636)","(6.5, 8.6, 8.523076923076923)","(51.0, 90.0, 87.27272727272727)","(41.0, 65.0, 59.8)"
12-01-2023 14:49:21.906901,"(11.0, 13.0, 12.673076923076923)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.8, 4.732423208191126)","(4.8, 5.3, 5.284821428571428)","(3.6, 4.3, 4.123655913978494)","(71.0, 80.0, 77.6)","(11.0, 13.5, 13.091666666666667)","(81.0, 100.0, 98.92857142857143)","(41.0, 70.0, 66.47058823529412)","(6.5, 8.6, 8.26153846153846)","(51.0, 90.0, 87.3913043478261)","(41.0, 65.0, 60.0)"
12-01-2023 14:49:23.333067,"(11.0, 13.0, 12.646153846153846)","(41.0, 55.0, 54.21875)","(4.0, 4.8, 4.736942675159235)","(4.8, 5.3, 5.285470085470085)","(3.6, 4.3, 4.206077348066298)","(71.0, 80.0, 77.6470588235294)","(11.0, 13.5, 13.139705882352942)","(81.0, 100.0, 99.0)","(41.0, 70.0, 66.12903225806451)","(6.5, 8.6, 8.341935483870968)","(51.0, 90.0, 87.6)","(41.0, 65.0, 60.35714285714286)"
12-01-2023 14:49:24.799855,"(11.0, 13.0, 12.68918918918919)","(41.0, 55.0, 54.21875)","(4.0, 4.8, 4.749618320610686)","(4.8, 5.3, 5.284888888888889)","(3.6, 4.3, 4.258158995815899)","(71.0, 80.0, 77.6470588235294)","(11.0, 13.5, 13.123076923076923)","(81.0, 100.0, 99.0)","(41.0, 70.0, 66.36363636363636)","(6.5, 8.6, 8.341935483870968)","(51.0, 90.0, 87.6)","(41.0, 65.0, 60.172413793103445)"
12-01-2023 14:49:26.169548,"(11.0, 13.0, 12.77127659574468)","(41.0, 55.0, 54.30555555555556)","(4.0, 4.8, 4.7823232323232325)","(4.8, 5.3, 5.2876811594202895)","(3.6, 4.3, 4.234358974358974)","(71.0, 80.0, 77.81818181818181)","(11.0, 13.5, 13.221590909090908)","(81.0, 100.0, 99.21052631578948)","(41.0, 70.0, 64.44444444444444)","(6.5, 8.6, 8.292307692307691)","(51.0, 90.0, 87.93103448275862)","(41.0, 65.0, 61.31578947368421)"
12-01-2023 14:49:27.529845,"(11.0, 13.0, 12.77127659574468)","(41.0, 55.0, 54.30555555555556)","(4.0, 4.8, 4.7805)","(4.8, 5.3, 5.294509803921568)","(3.6, 4.3, 4.234704370179949)","(71.0, 80.0, 77.81818181818181)","(11.0, 13.5, 13.224719101123595)","(81.0, 100.0, 99.21052631578948)","(41.0, 70.0, 66.875)","(6.5, 8.6, 8.24705882352941)","(51.0, 90.0, 87.93103448275862)","(41.0, 65.0, 59.8)"
12-01-2023 14:49:28.966199,"(11.0, 13.0, 12.809734513274336)","(41.0, 55.0, 54.32432432432432)","(4.0, 4.8, 4.782781456953642)","(4.8, 5.3, 5.290030211480363)","(3.6, 4.3, 4.240305010893246)","(71.0, 80.0, 77.93103448275862)","(11.0, 13.5, 13.273148148148149)","(81.0, 100.0, 99.28571428571429)","(41.0, 70.0, 67.61904761904762)","(6.5, 8.6, 8.378461538461538)","(51.0, 90.0, 88.125)","(41.0, 60.0, 59.516129032258064)"
12-01-2023 14:49:30.417625,"(11.0, 13.0, 12.809734513274336)","(41.0, 55.0, 54.44444444444444)","(4.0, 4.8, 4.782781456953642)","(4.8, 5.3, 5.2916923076923075)","(3.6, 4.3, 4.240043763676149)","(71.0, 80.0, 77.93103448275862)","(11.0, 13.5, 13.27927927927928)","(81.0, 100.0, 99.5)","(41.0, 70.0, 66.20689655172414)","(6.5, 8.6, 8.328301886792453)","(51.0, 90.0, 88.38709677419355)","(41.0, 60.0, 59.84375)"
12-01-2023 14:49:31.837292,"(11.0, 13.0, 12.809734513274336)","(41.0, 55.0, 54.166666666666664)","(4.0, 4.8, 4.781384248210023)","(4.8, 5.3, 5.299682539682539)","(3.6, 4.3, 4.244646464646465)","(71.0, 80.0, 78.0)","(11.0, 13.5, 13.297520661157025)","(81.0, 100.0, 102.5)","(41.0, 70.0, 67.1875)","(6.5, 8.6, 7.855384615384615)","(51.0, 90.0, 88.4375)","(41.0, 60.0, 59.868421052631575)"
