,Little Franky,Somersby,Sapphire Pixie,Oh Louise,Rolling Riot,Mac Frenzy
11-01-2023 11:57:08.584356,"(9.0, 19.5, 16.5)","(1.3, 1.46, 1.4588387096774194)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 13.657894736842104)"
11-01-2023 11:57:09.782305,"(9.0, 19.0, 15.3)","(1.3, 1.44, 1.4398881431767336)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 31.52)","(10.0, 15.5, 13.657894736842104)"
11-01-2023 11:57:10.783730,"(9.0, 19.0, 15.3)","(1.3, 1.44, 1.4398881431767336)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 31.52)","(10.0, 15.5, 13.657894736842104)"
11-01-2023 11:57:11.753924,"(9.0, 19.0, 15.3)","(1.3, 1.44, 1.4398881431767336)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 31.52)","(10.0, 15.5, 13.657894736842104)"
11-01-2023 11:57:12.728516,"(9.0, 19.0, 16.302083333333332)","(1.3, 1.44, 1.4397787610619468)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 31.52)","(10.0, 15.5, 13.909090909090908)"
11-01-2023 11:57:13.839263,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.439890590809628)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.35)","(21.0, 38.0, 31.52)","(10.0, 15.5, 13.909090909090908)"
11-01-2023 11:57:14.946764,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.439678800856531)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.252173913043478)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.909090909090908)"
11-01-2023 11:57:15.951102,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.439678800856531)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.35)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.909090909090908)"
11-01-2023 11:57:17.034751,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.439678800856531)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.252173913043478)","(21.0, 38.0, 30.8)","(10.0, 15.5, 14.40625)"
11-01-2023 11:57:17.932846,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.439678800856531)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.35)","(21.0, 38.0, 30.8)","(10.0, 15.5, 14.5)"
11-01-2023 11:57:18.924166,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.47, 1.4643074003795067)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.252173913043478)","(21.0, 38.0, 30.8)","(10.0, 15.5, 14.041666666666666)"
11-01-2023 11:57:20.001920,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.45, 1.449781181619256)","(41.0, 70.0, 59.733333333333334)","(4.2, 7.8, 7.35)","(21.0, 38.0, 30.8)","(10.0, 15.5, 14.1)"
11-01-2023 11:57:21.103890,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4397413793103448)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.35)","(21.0, 38.0, 30.8)","(10.0, 15.5, 14.1)"
11-01-2023 11:57:22.261867,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4397413793103448)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.35)","(21.0, 38.0, 30.8)","(10.0, 15.5, 14.1)"
11-01-2023 11:57:23.488928,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4397413793103448)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.252173913043478)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.75)"
11-01-2023 11:57:24.519577,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4398474945533768)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.252173913043478)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.75)"
11-01-2023 11:57:25.505845,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4398474945533768)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.35)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.75)"
11-01-2023 11:57:26.641860,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4399554565701558)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.25)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.75)"
11-01-2023 11:57:27.660663,"(9.0, 19.0, 16.5625)","(1.3, 1.44, 1.4398458149779736)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.25)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.75)"
11-01-2023 11:57:28.747242,"(9.0, 19.0, 16.5625)","(1.3, 1.44, 1.4399554565701558)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.344827586206897)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.75)"
11-01-2023 11:57:29.788897,"(9.0, 19.0, 16.5625)","(1.3, 1.44, 1.4398458149779736)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.25)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.75)"
11-01-2023 11:57:30.782066,"(9.0, 19.0, 16.5625)","(1.3, 1.44, 1.4399554565701558)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.344827586206897)","(21.0, 38.0, 30.8)","(10.0, 15.5, 13.8)"
11-01-2023 11:57:31.711627,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4399549549549548)","(41.0, 70.0, 60.375)","(4.2, 7.6, 7.433333333333334)","(21.0, 36.0, 33.9)","(10.0, 15.0, 13.8)"
11-01-2023 11:57:32.594245,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4398444444444445)","(41.0, 70.0, 60.375)","(4.2, 7.6, 7.266666666666667)","(21.0, 36.0, 31.72222222222222)","(10.0, 14.5, 13.65625)"
11-01-2023 11:57:33.592744,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.44, 1.4399554565701558)","(41.0, 70.0, 60.375)","(4.2, 7.6, 7.339130434782609)","(21.0, 36.0, 30.689655172413794)","(10.0, 14.5, 13.6)"
11-01-2023 11:57:34.601229,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.45, 1.4497339246119734)","(41.0, 70.0, 52.5)","(4.2, 7.6, 7.229629629629629)","(21.0, 36.0, 29.333333333333332)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:35.710263,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.47, 1.4690929705215419)","(41.0, 70.0, 56.0)","(4.2, 7.6, 7.2875)","(21.0, 34.0, 29.333333333333332)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:36.854544,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.47, 1.4696304849884527)","(41.0, 70.0, 57.27272727272727)","(4.4, 7.6, 7.229629629629629)","(21.0, 34.0, 29.333333333333332)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:38.021624,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.47, 1.4642857142857142)","(41.0, 70.0, 57.27272727272727)","(4.4, 7.6, 7.2875)","(21.0, 34.0, 29.238095238095237)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:39.036355,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.47, 1.46325)","(41.0, 70.0, 61.42857142857143)","(4.4, 7.6, 7.2875)","(21.0, 34.0, 29.652173913043477)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:39.966456,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.47, 1.4658620689655173)","(41.0, 70.0, 57.27272727272727)","(4.4, 7.6, 7.229629629629629)","(21.0, 34.0, 29.652173913043477)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:40.930587,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.44, 1.4398349056603772)","(41.0, 70.0, 58.333333333333336)","(4.4, 7.6, 7.296969696969697)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.5)"
11-01-2023 11:57:41.849214,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.46, 1.4594988066825776)","(41.0, 70.0, 57.27272727272727)","(4.4, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:42.828474,"(9.0, 19.0, 16.666666666666668)","(1.3, 1.46, 1.459855072463768)","(41.0, 70.0, 61.42857142857143)","(4.4, 7.6, 7.2875)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:43.704509,"(9.0, 19.0, 16.60185185185185)","(1.3, 1.46, 1.4597115384615384)","(41.0, 70.0, 61.42857142857143)","(4.4, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:44.675547,"(9.0, 19.0, 16.520833333333332)","(1.3, 1.47, 1.4690543735224586)","(41.0, 70.0, 61.42857142857143)","(4.4, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:45.672087,"(9.0, 19.0, 16.520833333333332)","(1.3, 1.47, 1.4690543735224586)","(41.0, 70.0, 61.42857142857143)","(4.4, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:46.657334,"(10.0, 19.0, 16.520833333333332)","(1.3, 1.47, 1.4690543735224586)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:47.563776,"(10.0, 19.0, 16.520833333333332)","(1.3, 1.46, 1.4525)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.2875)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:48.542659,"(10.0, 19.0, 16.520833333333332)","(1.3, 1.46, 1.4552380952380952)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:49.475943,"(10.0, 19.0, 16.520833333333332)","(1.3, 1.46, 1.4527999999999999)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.2875)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:50.476191,"(10.0, 19.0, 16.520833333333332)","(1.3, 1.46, 1.4552380952380952)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:51.470488,"(10.0, 19.0, 17.133333333333333)","(1.3, 1.46, 1.4527999999999999)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.2875)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:52.466931,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.46, 1.4527999999999999)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.2875)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:53.452459,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.46, 1.456)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:54.400608,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:55.372138,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:56.276799,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:57.281323,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:58.334811,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:57:59.513920,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:00.605837,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:01.688816,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:02.734176,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:03.723701,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:04.672628,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:05.610722,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:06.539926,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(4.6, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:07.535925,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:08.675615,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:09.698479,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:10.605490,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:11.490387,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:12.390193,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:13.356427,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:14.429827,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:15.500917,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:16.515408,"(10.0, 19.0, 16.984848484848484)","(1.3, 1.47, 1.458)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.229629629629629)","(21.0, 34.0, 29.161290322580644)","(10.0, 14.5, 13.428571428571429)"
11-01-2023 11:58:17.541393,"(10.0, 19.0, 18.0)","(1.3, 1.47, 1.4630232558139535)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.290322580645161)","(21.0, 29.0, 26.8)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:18.482106,"(10.0, 19.0, 18.0)","(1.3, 1.47, 1.4616666666666667)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.290322580645161)","(21.0, 29.0, 26.8)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:19.535690,"(10.0, 19.0, 18.0)","(1.3, 1.47, 1.461111111111111)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.230769230769231)","(21.0, 29.0, 26.125)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:20.468431,"(10.0, 19.0, 18.0)","(1.3, 1.47, 1.4559259259259258)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.230769230769231)","(21.0, 29.0, 25.941176470588236)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:21.475958,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4541666666666666)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.290322580645161)","(21.0, 29.0, 25.941176470588236)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:22.415624,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4541666666666666)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.230769230769231)","(21.0, 29.0, 25.941176470588236)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:23.356480,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4541666666666666)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.290322580645161)","(21.0, 29.0, 26.11111111111111)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:24.333542,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4541666666666666)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.290322580645161)","(21.0, 29.0, 26.02857142857143)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:25.315273,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.459090909090909)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.230769230769231)","(21.0, 29.0, 26.02857142857143)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:26.285169,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.459090909090909)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.290322580645161)","(21.0, 29.0, 26.02857142857143)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:27.223666,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4617647058823529)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.6, 7.290322580645161)","(21.0, 29.0, 26.02857142857143)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:28.136116,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.459090909090909)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.4, 7.24)","(21.0, 29.0, 26.02857142857143)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:29.027366,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4618518518518517)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.4, 7.044444444444444)","(21.0, 29.0, 26.870967741935484)","(10.0, 14.5, 13.461538461538462)"
11-01-2023 11:58:29.919351,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4688235294117646)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.4, 6.8)","(21.0, 29.0, 27.181818181818183)","(10.0, 14.5, 13.4)"
11-01-2023 11:58:30.859175,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4691666666666667)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.2, 7.140000000000001)","(21.0, 29.0, 27.095238095238095)","(10.0, 14.5, 13.545454545454545)"
11-01-2023 11:58:31.805314,"(10.0, 19.0, 18.238095238095237)","(1.3, 1.47, 1.4691666666666667)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.2, 7.08)","(21.0, 29.0, 27.095238095238095)","(10.0, 14.5, 13.666666666666666)"
11-01-2023 11:58:32.981602,"(10.0, 19.0, 18.307692307692307)","(1.3, 1.47, 1.4689473684210526)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.2, 6.76)","(21.0, 29.0, 27.466666666666665)","(10.0, 14.5, 13.666666666666666)"
11-01-2023 11:58:33.898291,"(10.0, 19.0, 18.142857142857142)","(1.3, 1.48, 1.4689473684210526)","(41.0, 70.0, 61.42857142857143)","(5.0, 7.2, 6.76)","(21.0, 34.0, 27.466666666666665)","(10.0, 14.5, 13.666666666666666)"
11-01-2023 11:58:34.773244,"(10.0, 19.0, 18.142857142857142)","(1.3, 1.48, 1.4638461538461538)","(41.0, 70.0, 67.1875)","(5.0, 7.2, 6.6499999999999995)","(21.0, 34.0, 29.333333333333332)","(10.0, 14.5, 13.666666666666666)"
11-01-2023 11:58:35.663241,"(10.0, 19.0, 18.142857142857142)","(1.3, 1.48, 1.4638461538461538)","(41.0, 70.0, 67.1875)","(5.0, 7.2, 6.627272727272727)","(21.0, 34.0, 30.307692307692307)","(10.0, 14.5, 13.666666666666666)"
11-01-2023 11:58:36.625319,"(10.0, 19.0, 18.647058823529413)","(1.3, 1.48, 1.4638461538461538)","(41.0, 70.0, 67.1875)","(5.0, 7.2, 6.627272727272727)","(21.0, 34.0, 30.307692307692307)","(10.0, 14.5, 13.75)"
11-01-2023 11:58:37.613926,"(10.0, 21.0, 20.666666666666668)","(1.3, 1.48, 1.4616129032258065)","(41.0, 70.0, 67.85714285714286)","(5.0, 7.2, 6.8062499999999995)","(21.0, 34.0, 30.63157894736842)","(10.0, 14.5, 13.75)"
11-01-2023 11:58:38.571167,"(11.0, 21.0, 19.125)","(1.3, 1.48, 1.458888888888889)","(41.0, 70.0, 67.1875)","(5.0, 7.2, 6.8062499999999995)","(21.0, 34.0, 31.142857142857142)","(10.0, 14.5, 13.75)"
11-01-2023 11:58:39.538184,"(11.0, 21.0, 20.166666666666668)","(1.3, 1.48, 1.4663636363636363)","(41.0, 70.0, 67.1875)","(5.0, 7.2, 6.8062499999999995)","(21.0, 34.0, 30.57142857142857)","(10.0, 14.5, 14.0)"
11-01-2023 11:58:40.424251,"(11.0, 21.0, 19.103448275862068)","(1.3, 1.46, 1.4544444444444444)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.8062499999999995)","(21.0, 34.0, 30.57142857142857)","(10.0, 14.5, 14.0)"
11-01-2023 11:58:41.277710,"(11.0, 21.0, 18.692307692307693)","(1.3, 1.48, 1.4663636363636363)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.8062499999999995)","(21.0, 34.0, 29.294117647058822)","(10.0, 14.5, 13.75)"
11-01-2023 11:58:42.257950,"(11.0, 21.0, 19.536585365853657)","(1.3, 1.48, 1.4633333333333334)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.8062499999999995)","(21.0, 34.0, 29.294117647058822)","(10.0, 14.5, 13.833333333333334)"
11-01-2023 11:58:43.346131,"(11.0, 21.0, 20.347826086956523)","(1.3, 1.47, 1.4674137931034483)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.829411764705882)","(21.0, 34.0, 29.294117647058822)","(10.0, 14.5, 14.0)"
11-01-2023 11:58:44.366173,"(11.0, 21.0, 20.074074074074073)","(1.3, 1.47, 1.4564285714285714)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.829411764705882)","(21.0, 34.0, 29.294117647058822)","(10.0, 14.5, 14.0)"
11-01-2023 11:58:45.289740,"(11.0, 21.0, 20.074074074074073)","(1.3, 1.45, 1.446219512195122)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.892682926829268)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.5, 14.0)"
11-01-2023 11:58:46.203959,"(11.0, 21.0, 20.4)","(1.3, 1.45, 1.4457303370786516)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.906976744186046)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 14.0)"
11-01-2023 11:58:47.038396,"(11.0, 21.0, 20.4)","(1.3, 1.45, 1.4457303370786516)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.906976744186046)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.916666666666666)"
11-01-2023 11:58:47.950335,"(11.0, 21.0, 20.4)","(1.3, 1.45, 1.4457303370786516)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.926086956521739)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.9)"
11-01-2023 11:58:48.900359,"(11.0, 21.0, 20.4)","(1.3, 1.45, 1.4457303370786516)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.926086956521739)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.9)"
11-01-2023 11:58:49.820147,"(11.0, 21.0, 20.4)","(1.3, 1.45, 1.4470833333333333)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.906976744186046)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.9)"
11-01-2023 11:58:50.850223,"(11.0, 21.0, 20.4)","(1.3, 1.45, 1.446865671641791)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.818181818181818)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.9)"
11-01-2023 11:58:51.780958,"(11.0, 21.0, 19.625)","(1.3, 1.45, 1.446865671641791)","(41.0, 70.0, 68.0)","(5.0, 7.2, 6.818181818181818)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.9)"
