,Blue Cod,Barry Bowler,Sweet Silver,Big Time Dora,Big Time Gift,Bounty Hunter,Jay Jay Go
16-12-2022 11:58:08.459899,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 5.172727272727273)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:09.524828,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 5.172727272727273)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:10.559408,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 5.172727272727273)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:11.568457,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 5.172727272727273)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:12.599310,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 5.172727272727273)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:13.595036,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5)","(3.3, 6.4, 5.468965517241379)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:14.648368,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:15.739233,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:16.790220,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:17.817702,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:18.829809,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:19.918111,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:58:21.178277,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 16.866666666666667)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 63.73076923076923)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:22.303014,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:23.513349,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:24.673976,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:25.802120,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:26.818925,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:27.830729,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:28.984845,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:30.147922,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:31.304657,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:32.392189,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:33.552436,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:34.568578,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:35.925774,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:36.966847,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:38.029204,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:39.134817,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:40.296689,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:41.288228,"(19.0, 80.0, 69.41666666666667)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:42.272951,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:43.290112,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:44.358283,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:45.478729,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:46.557763,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:47.664786,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:48.821283,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:49.908564,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:51.058603,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 63.73076923076923)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:52.013649,"(19.0, 90.0, 75.3)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 63.73076923076923)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:52.949724,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:53.915972,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:54.932201,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:55.946394,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:57.132984,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:58.170856,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:58:59.159669,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:00.337739,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:01.381898,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:02.489088,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:03.731906,"(19.0, 90.0, 77.75)","(3.6, 6.4, 4.795833333333333)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:04.736631,"(19.0, 160.0, 67.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:05.885248,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5375)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:07.019722,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.657407407407407)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:08.065913,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.657407407407407)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:08.998637,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.657407407407407)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:09.967206,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.657407407407407)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:10.957717,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.727941176470588)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:11.909588,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.2875)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.727941176470588)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:12.889545,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.2875)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.727941176470588)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:13.844305,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.2875)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.3076923076923075)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:14.799895,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.2875)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.3076923076923075)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:15.745358,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.2875)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.3076923076923075)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:16.665711,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.2875)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:17.622451,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.2875)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:18.852587,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 63.73076923076923)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:19.834683,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 16.269230769230766)"
16-12-2022 11:59:21.046494,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:22.090370,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:23.094406,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:24.333987,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:25.615667,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:26.696849,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:27.765589,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:28.809547,"(19.0, 90.0, 77.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:29.785996,"(19.0, 160.0, 67.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:30.824011,"(19.0, 160.0, 67.75)","(3.6, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.3, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.5, 19.0, 10.125)"
16-12-2022 11:59:31.833300,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:33.040101,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:34.134470,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:35.221419,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:36.270775,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 4.630000000000001)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:37.298213,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 22.0, 16.866666666666667)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:38.286078,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:39.355213,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:40.450391,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 23.0, 17.53333333333333)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:41.580469,"(19.0, 160.0, 67.75)","(3.7, 6.2, 4.7125)","(7.5, 25.0, 10.688888888888888)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:42.714265,"(19.0, 160.0, 52.75)","(3.7, 6.2, 4.7125)","(7.5, 25.0, 11.0)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:43.759244,"(19.0, 160.0, 52.75)","(3.7, 6.2, 4.7125)","(7.5, 25.0, 16.95)","(3.1, 5.0, 4.5131578947368425)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:44.875194,"(19.0, 160.0, 52.75)","(3.7, 6.2, 4.7125)","(7.5, 25.0, 16.95)","(3.1, 5.0, 4.229166666666666)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
16-12-2022 11:59:45.999175,"(19.0, 160.0, 52.75)","(3.7, 6.2, 4.7125)","(7.5, 25.0, 16.95)","(3.1, 5.0, 4.229166666666666)","(3.4, 6.4, 5.6625000000000005)","(19.0, 170.0, 71.32142857142857)","(5.0, 19.0, 10.125)"
