,Elegantly Wasted,Thumbs Up,Love Letter,Farmor Smitten,Nothing Matters,Butterfly Bloom,Yumar,Flying Yumi
14-12-2022 14:43:41.182574,"(6.0, 8.4, 8.133333333333333)","(1.95, 2.2, 2.1885714285714286)","(21.0, 30.0, 27.454545454545453)","(6.0, 9.4, 9.200000000000001)","(5.5, 6.4, 6.063157894736842)","(7.5, 15.5, 15.0)","(19.0, 32.0, 31.5)","(51.0, 100.0, 79.16666666666667)"
14-12-2022 14:43:42.275615,"(6.0, 8.4, 8.133333333333333)","(1.95, 2.2, 2.1733333333333333)","(21.0, 30.0, 27.454545454545453)","(6.0, 9.4, 9.200000000000001)","(5.5, 6.4, 6.063157894736842)","(7.5, 15.5, 14.535714285714286)","(19.0, 32.0, 31.571428571428573)","(51.0, 100.0, 83.33333333333333)"
14-12-2022 14:43:43.247346,"(6.0, 8.4, 8.215384615384616)","(1.95, 2.18, 2.166666666666667)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.4, 9.186666666666667)","(5.5, 6.4, 6.15)","(7.5, 15.5, 14.535714285714286)","(20.0, 34.0, 31.571428571428573)","(51.0, 100.0, 83.33333333333333)"
14-12-2022 14:43:44.252549,"(6.0, 8.4, 8.36)","(1.95, 2.2, 2.175294117647059)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.4, 9.2)","(5.5, 6.4, 6.1241379310344835)","(7.5, 15.5, 14.0)","(20.0, 34.0, 31.333333333333332)","(51.0, 100.0, 82.6086956521739)"
14-12-2022 14:43:45.222975,"(6.0, 8.8, 8.533333333333333)","(1.95, 2.2, 2.175294117647059)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.4, 8.971428571428572)","(5.5, 6.4, 6.1241379310344835)","(7.5, 14.5, 14.369565217391305)","(20.0, 34.0, 31.333333333333332)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 14:43:46.197041,"(6.0, 8.6, 8.299999999999999)","(1.95, 2.2, 2.175294117647059)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.4, 8.971428571428572)","(5.5, 6.4, 6.1241379310344835)","(7.5, 14.5, 14.369565217391305)","(20.0, 34.0, 31.333333333333332)","(51.0, 100.0, 81.73913043478261)"
14-12-2022 14:43:47.143959,"(6.0, 8.6, 8.299999999999999)","(1.95, 2.2, 2.175294117647059)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.4, 8.971428571428572)","(5.5, 6.4, 6.0600000000000005)","(7.5, 14.5, 14.3125)","(20.0, 34.0, 31.333333333333332)","(51.0, 100.0, 80.9090909090909)"
14-12-2022 14:43:48.141856,"(6.0, 8.6, 8.299999999999999)","(1.95, 2.2, 2.1715789473684213)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.4, 8.923076923076923)","(5.5, 6.4, 6.0600000000000005)","(7.5, 14.5, 13.722222222222221)","(20.0, 34.0, 31.333333333333332)","(51.0, 100.0, 80.9090909090909)"
14-12-2022 14:43:49.154554,"(6.0, 8.6, 8.299999999999999)","(1.95, 2.2, 2.1662500000000002)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.6, 8.923076923076923)","(5.5, 6.4, 6.0600000000000005)","(8.0, 14.5, 14.0)","(20.0, 34.0, 31.176470588235293)","(51.0, 100.0, 80.9090909090909)"
14-12-2022 14:43:50.239261,"(6.0, 8.6, 8.299999999999999)","(1.95, 2.2, 2.1662500000000002)","(21.0, 30.0, 27.333333333333332)","(6.0, 9.6, 9.11111111111111)","(5.5, 6.4, 5.795454545454545)","(8.0, 14.5, 13.833333333333334)","(20.0, 34.0, 31.44)","(51.0, 100.0, 81.05263157894737)"
14-12-2022 14:43:51.286922,"(6.0, 8.6, 8.428571428571429)","(1.95, 2.22, 2.172857142857143)","(21.0, 30.0, 27.75)","(6.0, 9.6, 9.230769230769232)","(5.5, 5.8, 5.95)","(8.0, 14.5, 14.285714285714285)","(20.0, 34.0, 32.30769230769231)","(51.0, 100.0, 86.5)"
14-12-2022 14:43:52.292501,"(6.0, 8.4, 8.3)","(1.95, 2.14, 2.137777777777778)","(21.0, 30.0, 28.2)","(6.0, 9.6, 9.230769230769232)","(5.5, 6.2, 5.95)","(8.0, 14.5, 14.285714285714285)","(20.0, 34.0, 34.470588235294116)","(51.0, 100.0, 87.5)"
14-12-2022 14:43:53.296759,"(6.0, 8.0, 7.969230769230769)","(1.95, 2.2, 2.1836363636363636)","(21.0, 30.0, 28.2)","(6.0, 9.4, 9.35)","(5.5, 6.4, 6.2046511627906975)","(8.0, 15.0, 14.166666666666666)","(20.0, 38.0, 35.81818181818182)","(51.0, 100.0, 87.5)"
14-12-2022 14:43:54.394026,"(6.0, 7.8, 7.7749999999999995)","(1.95, 2.2, 2.162105263157895)","(21.0, 30.0, 28.75)","(6.0, 9.6, 9.333333333333334)","(5.5, 6.4, 6.288)","(8.0, 15.0, 14.166666666666666)","(20.0, 38.0, 35.81818181818182)","(51.0, 100.0, 86.76470588235294)"
14-12-2022 14:43:55.488791,"(6.0, 7.6, 7.574999999999999)","(1.95, 2.18, 2.1714285714285717)","(21.0, 30.0, 28.75)","(6.0, 9.6, 9.45)","(5.5, 6.4, 6.288)","(8.0, 15.0, 14.166666666666666)","(20.0, 38.0, 35.333333333333336)","(51.0, 100.0, 83.63636363636364)"
14-12-2022 14:43:56.520588,"(6.0, 7.6, 7.574999999999999)","(1.95, 2.2, 2.17)","(21.0, 30.0, 28.636363636363637)","(6.0, 9.8, 9.552941176470588)","(5.5, 6.6, 6.5285714285714285)","(8.0, 15.0, 14.294117647058824)","(20.0, 38.0, 35.333333333333336)","(51.0, 100.0, 85.0)"
14-12-2022 14:43:57.792545,"(6.0, 7.4, 7.221739130434782)","(1.9, 2.2, 2.1871428571428573)","(21.0, 30.0, 28.75)","(6.5, 9.6, 9.538461538461538)","(5.5, 6.6, 6.5285714285714285)","(8.0, 15.0, 14.294117647058824)","(21.0, 38.0, 35.333333333333336)","(51.0, 100.0, 82.95454545454545)"
14-12-2022 14:43:58.904073,"(6.0, 7.4, 7.221739130434782)","(1.9, 2.2, 2.1871428571428573)","(21.0, 30.0, 28.75)","(6.5, 9.6, 9.538461538461538)","(5.5, 6.6, 6.5285714285714285)","(8.0, 15.0, 14.294117647058824)","(21.0, 38.0, 35.333333333333336)","(51.0, 100.0, 82.95454545454545)"
14-12-2022 14:43:59.985344,"(6.0, 7.4, 7.2468085106382985)","(1.9, 2.2, 2.1568750000000003)","(21.0, 30.0, 28.75)","(6.5, 9.6, 9.538461538461538)","(5.5, 6.6, 6.544444444444444)","(8.0, 15.0, 14.294117647058824)","(21.0, 38.0, 35.333333333333336)","(51.0, 100.0, 79.16666666666667)"
14-12-2022 14:44:01.054439,"(6.0, 7.4, 7.241509433962264)","(1.9, 2.18, 2.1690909090909094)","(21.0, 36.0, 33.6)","(6.5, 9.4, 9.200000000000001)","(5.5, 6.6, 6.544444444444444)","(8.0, 15.0, 14.884615384615385)","(21.0, 38.0, 36.285714285714285)","(51.0, 100.0, 79.16666666666667)"
14-12-2022 14:44:02.092365,"(6.0, 7.4, 7.061971830985915)","(1.9, 2.2, 2.1646575342465755)","(21.0, 36.0, 30.63157894736842)","(6.5, 9.4, 9.25)","(5.5, 6.6, 6.531914893617021)","(8.0, 14.5, 14.03125)","(21.0, 38.0, 36.285714285714285)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 14:44:03.121146,"(6.0, 7.2, 7.085714285714285)","(1.9, 2.2, 2.1742857142857144)","(21.0, 34.0, 33.4)","(6.5, 9.4, 9.377777777777778)","(5.5, 6.6, 6.556363636363636)","(8.0, 14.5, 14.03125)","(21.0, 38.0, 36.285714285714285)","(51.0, 100.0, 82.0)"
14-12-2022 14:44:04.174363,"(6.0, 7.2, 7.025806451612903)","(1.9, 2.2, 2.1803921568627453)","(21.0, 34.0, 30.4)","(6.5, 9.4, 9.377777777777778)","(5.5, 6.6, 6.569811320754717)","(8.0, 14.5, 13.75)","(21.0, 36.0, 35.333333333333336)","(51.0, 95.0, 85.76923076923077)"
14-12-2022 14:44:05.510115,"(6.0, 7.2, 7.025806451612903)","(1.9, 2.2, 2.1653846153846157)","(21.0, 34.0, 30.20689655172414)","(6.5, 9.4, 9.377777777777778)","(5.5, 6.6, 6.565217391304348)","(8.0, 14.5, 13.95)","(21.0, 36.0, 34.5)","(51.0, 95.0, 79.61538461538461)"
14-12-2022 14:44:06.582656,"(6.0, 7.2, 7.089795918367347)","(1.9, 2.2, 2.1653846153846157)","(21.0, 34.0, 30.20689655172414)","(6.5, 9.4, 9.377777777777778)","(5.5, 6.6, 6.475)","(8.0, 14.5, 14.289473684210526)","(21.0, 36.0, 34.666666666666664)","(51.0, 95.0, 72.27272727272727)"
14-12-2022 14:44:07.821645,"(6.0, 7.2, 7.07027027027027)","(1.9, 2.18, 2.1500000000000004)","(21.0, 34.0, 30.333333333333332)","(6.5, 9.8, 9.73)","(5.5, 6.6, 6.56)","(8.0, 14.5, 14.088235294117647)","(21.0, 38.0, 36.0)","(51.0, 95.0, 72.27272727272727)"
14-12-2022 14:44:09.069758,"(6.0, 7.2, 6.964705882352941)","(1.9, 2.18, 2.1670588235294117)","(21.0, 34.0, 30.333333333333332)","(6.5, 9.8, 9.706666666666667)","(5.5, 6.6, 6.56)","(8.0, 14.5, 14.0)","(21.0, 38.0, 34.666666666666664)","(51.0, 95.0, 72.27272727272727)"
14-12-2022 14:44:10.380081,"(6.0, 7.0, 6.898245614035088)","(1.9, 2.18, 2.198846153846154)","(21.0, 34.0, 30.333333333333332)","(6.5, 9.8, 9.583333333333332)","(5.5, 6.6, 6.5212121212121215)","(8.0, 14.5, 14.214285714285714)","(21.0, 42.0, 34.6)","(51.0, 95.0, 72.27272727272727)"
14-12-2022 14:44:11.564738,"(6.0, 6.8, 6.778260869565218)","(1.9, 2.2, 2.199047619047619)","(21.0, 34.0, 30.428571428571427)","(6.5, 9.6, 10.371134020618557)","(5.5, 6.6, 6.449462365591398)","(8.0, 14.5, 13.85)","(21.0, 40.0, 36.142857142857146)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:12.701546,"(6.0, 6.8, 6.72)","(1.9, 2.22, 2.1844444444444444)","(21.0, 34.0, 30.428571428571427)","(6.5, 10.5, 10.438202247191011)","(5.5, 6.6, 6.465116279069767)","(8.0, 14.0, 13.80952380952381)","(21.0, 40.0, 36.30769230769231)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:13.985818,"(6.0, 6.8, 6.717073170731707)","(1.9, 2.2, 2.1854545454545455)","(21.0, 34.0, 30.296296296296298)","(6.5, 10.5, 10.433734939759036)","(5.5, 6.6, 6.407272727272727)","(8.0, 14.0, 13.375)","(21.0, 40.0, 36.142857142857146)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:15.154776,"(6.0, 7.0, 6.7226277372262775)","(1.9, 2.26, 2.2485714285714287)","(21.0, 34.0, 30.296296296296298)","(6.5, 10.5, 10.387096774193548)","(5.5, 6.6, 6.32)","(8.0, 14.0, 13.125)","(21.0, 40.0, 36.142857142857146)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:16.304851,"(6.0, 7.0, 6.714285714285714)","(1.9, 2.26, 2.252771084337349)","(21.0, 32.0, 29.545454545454547)","(6.5, 10.5, 10.022727272727273)","(5.5, 6.4, 6.416822429906542)","(8.0, 13.5, 12.65625)","(21.0, 40.0, 35.5)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:17.467549,"(5.5, 7.0, 6.673059360730593)","(1.9, 2.28, 2.264)","(21.0, 32.0, 29.545454545454547)","(6.5, 10.5, 10.022727272727273)","(5.5, 6.6, 6.416822429906542)","(8.0, 13.0, 12.65625)","(21.0, 40.0, 35.5)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:18.503708,"(5.5, 6.6, 6.531578947368421)","(1.9, 2.28, 2.2622222222222224)","(21.0, 32.0, 29.545454545454547)","(6.5, 10.5, 10.137931034482758)","(5.5, 6.6, 6.446808510638298)","(8.0, 13.0, 12.65625)","(21.0, 40.0, 35.5)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:19.628341,"(5.5, 6.6, 6.522222222222222)","(1.9, 2.28, 2.2779487179487177)","(21.0, 32.0, 29.545454545454547)","(6.5, 10.5, 10.448275862068966)","(5.5, 6.6, 6.4148148148148145)","(8.0, 13.0, 12.675)","(21.0, 40.0, 35.5)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:20.725052,"(5.5, 6.6, 6.516483516483516)","(1.9, 2.3, 2.292)","(21.0, 32.0, 29.5)","(6.5, 10.5, 10.4)","(5.5, 6.6, 6.472727272727273)","(8.0, 13.0, 12.666666666666666)","(21.0, 40.0, 34.6)","(51.0, 95.0, 72.77777777777777)"
14-12-2022 14:44:21.856278,"(5.5, 6.6, 6.533333333333333)","(1.9, 2.26, 2.2305882352941175)","(21.0, 32.0, 29.6)","(6.5, 11.0, 10.59375)","(5.5, 6.6, 6.475)","(8.0, 13.0, 12.69047619047619)","(21.0, 40.0, 34.6)","(51.0, 95.0, 77.85714285714286)"
14-12-2022 14:44:22.957377,"(5.5, 6.6, 6.4375)","(1.9, 2.26, 2.248965517241379)","(21.0, 32.0, 29.6)","(6.5, 11.0, 10.59375)","(5.5, 6.6, 6.537931034482758)","(8.0, 13.0, 12.69047619047619)","(21.0, 40.0, 34.6)","(51.0, 95.0, 77.85714285714286)"
14-12-2022 14:44:24.080533,"(5.5, 6.6, 6.435294117647059)","(1.9, 2.24, 2.2350000000000003)","(21.0, 32.0, 29.6)","(6.5, 11.0, 10.53125)","(5.5, 6.6, 6.605714285714286)","(8.0, 13.0, 12.450980392156863)","(21.0, 40.0, 34.6)","(51.0, 95.0, 78.33333333333333)"
14-12-2022 14:44:25.173628,"(5.5, 6.6, 6.434285714285714)","(1.9, 2.26, 2.2390697674418605)","(21.0, 32.0, 29.75)","(6.5, 11.0, 10.485714285714286)","(5.5, 6.8, 6.633846153846154)","(8.0, 13.0, 12.450980392156863)","(21.0, 40.0, 34.6)","(51.0, 95.0, 79.61538461538461)"
14-12-2022 14:44:26.247566,"(5.5, 6.6, 6.516363636363637)","(1.9, 2.22, 2.2170114942528736)","(21.0, 32.0, 29.75)","(6.5, 11.0, 10.555555555555555)","(5.5, 6.8, 6.633846153846154)","(8.0, 13.0, 12.36111111111111)","(21.0, 40.0, 34.42857142857143)","(51.0, 95.0, 79.61538461538461)"
14-12-2022 14:44:27.416627,"(5.5, 6.6, 6.510344827586207)","(1.9, 2.24, 2.2344444444444447)","(21.0, 32.0, 29.75)","(6.5, 11.0, 10.554054054054054)","(5.5, 6.8, 6.633846153846154)","(8.0, 12.5, 12.095238095238095)","(21.0, 40.0, 34.42857142857143)","(51.0, 95.0, 79.61538461538461)"
14-12-2022 14:44:28.578564,"(5.5, 6.8, 6.54020618556701)","(1.9, 2.26, 2.2521428571428572)","(21.0, 32.0, 29.6)","(6.5, 11.0, 10.273584905660377)","(5.5, 6.8, 6.628571428571429)","(8.0, 12.5, 12.066666666666666)","(21.0, 40.0, 34.42857142857143)","(51.0, 95.0, 79.61538461538461)"
14-12-2022 14:44:29.733099,"(5.5, 6.6, 6.551111111111111)","(1.9, 2.26, 2.2521428571428572)","(21.0, 32.0, 29.6)","(6.5, 11.0, 10.273584905660377)","(5.5, 6.8, 6.628571428571429)","(8.0, 12.5, 12.066666666666666)","(21.0, 40.0, 34.42857142857143)","(51.0, 95.0, 79.61538461538461)"
14-12-2022 14:44:30.911078,"(5.5, 6.6, 6.506382978723404)","(1.9, 2.26, 2.252)","(21.0, 32.0, 29.6)","(6.5, 10.5, 10.342105263157894)","(5.5, 6.8, 6.628571428571429)","(8.0, 12.5, 12.066666666666666)","(21.0, 40.0, 35.666666666666664)","(51.0, 95.0, 78.33333333333333)"
14-12-2022 14:44:32.027139,"(5.5, 6.4, 6.380582524271845)","(1.8, 2.26, 2.2583333333333333)","(21.0, 32.0, 30.363636363636363)","(6.5, 10.5, 10.357142857142858)","(5.5, 6.8, 6.623529411764706)","(8.0, 12.5, 12.105263157894736)","(21.0, 40.0, 36.142857142857146)","(51.0, 95.0, 78.33333333333333)"
14-12-2022 14:44:33.152102,"(5.5, 6.6, 6.514285714285714)","(1.8, 2.28, 2.2522033898305085)","(21.0, 32.0, 30.363636363636363)","(6.5, 10.5, 10.357142857142858)","(5.5, 6.8, 6.623529411764706)","(8.0, 12.5, 12.105263157894736)","(21.0, 40.0, 36.142857142857146)","(51.0, 95.0, 78.33333333333333)"
14-12-2022 14:44:34.280895,"(5.5, 6.6, 6.490909090909091)","(1.8, 2.28, 2.264375)","(21.0, 32.0, 29.923076923076923)","(6.5, 11.0, 10.140277777777778)","(5.5, 6.8, 6.756626506024096)","(8.0, 12.0, 12.271428571428572)","(21.0, 40.0, 36.88)","(51.0, 95.0, 78.33333333333333)"
14-12-2022 14:44:35.332335,"(5.5, 6.6, 6.546341463414634)","(1.8, 2.26, 2.2576190476190474)","(21.0, 32.0, 29.923076923076923)","(6.5, 10.5, 10.140277777777778)","(5.5, 6.8, 6.76031746031746)","(8.0, 12.5, 12.279816513761467)","(21.0, 40.0, 37.23076923076923)","(51.0, 95.0, 78.33333333333333)"
14-12-2022 14:44:36.347678,"(5.5, 6.6, 6.53953488372093)","(1.8, 2.26, 2.2576190476190474)","(21.0, 32.0, 29.705882352941178)","(6.5, 10.5, 10.159210526315789)","(5.5, 6.8, 6.372602739726028)","(8.0, 12.5, 12.26923076923077)","(21.0, 40.0, 38.666666666666664)","(51.0, 95.0, 78.33333333333333)"
14-12-2022 14:44:37.380716,"(5.5, 6.6, 6.546341463414634)","(1.8, 2.28, 2.271212121212121)","(21.0, 32.0, 29.705882352941178)","(6.5, 10.5, 10.191666666666666)","(5.5, 6.4, 6.433898305084746)","(8.0, 12.5, 12.580645161290322)","(21.0, 40.0, 39.69230769230769)","(51.0, 95.0, 83.33333333333333)"
14-12-2022 14:44:38.474616,"(5.5, 6.8, 6.625)","(1.85, 2.24, 2.2272727272727275)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.305084745762711)","(5.5, 6.6, 6.136507936507937)","(7.5, 13.0, 13.3)","(26.0, 40.0, 39.69230769230769)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:44:39.521661,"(5.5, 6.8, 6.654237288135593)","(1.85, 2.24, 2.236410256410257)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.339622641509434)","(5.5, 6.2, 6.092592592592593)","(7.5, 13.5, 13.636363636363637)","(26.0, 40.0, 39.69230769230769)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:40.604591,"(5.5, 6.8, 6.654237288135593)","(1.85, 2.24, 2.2394594594594595)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.339622641509434)","(5.5, 6.2, 6.067692307692308)","(7.5, 14.0, 13.878787878787879)","(26.0, 40.0, 39.69230769230769)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:41.724648,"(5.5, 6.8, 6.676666666666667)","(1.85, 2.24, 2.236666666666667)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.352941176470589)","(5.5, 6.2, 6.123333333333333)","(7.5, 14.0, 14.347058823529412)","(26.0, 40.0, 39.69230769230769)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:42.817862,"(5.5, 6.8, 6.677966101694915)","(1.85, 2.24, 2.2276190476190476)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.418604651162791)","(5.5, 6.2, 6.0986666666666665)","(7.5, 14.5, 14.333333333333334)","(26.0, 40.0, 39.69230769230769)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:43.892321,"(5.5, 6.8, 6.675862068965517)","(1.85, 2.24, 2.225714285714286)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.282258064516128)","(5.5, 6.2, 6.0986666666666665)","(7.5, 14.5, 14.178571428571429)","(26.0, 40.0, 39.69230769230769)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:44.926821,"(5.5, 6.8, 6.67719298245614)","(1.85, 2.24, 2.2335849056603774)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.282258064516128)","(5.5, 6.2, 6.0986666666666665)","(7.5, 14.5, 14.216981132075471)","(26.0, 40.0, 39.69230769230769)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:45.920854,"(5.5, 6.8, 6.67719298245614)","(1.85, 2.24, 2.2373333333333334)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.282258064516128)","(5.5, 6.2, 5.975862068965518)","(7.5, 14.5, 14.216981132075471)","(26.0, 40.0, 37.666666666666664)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:46.970768,"(5.5, 6.8, 6.667924528301887)","(1.85, 2.24, 2.2352380952380955)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.282258064516128)","(5.5, 6.2, 5.988636363636364)","(7.5, 14.5, 14.153846153846153)","(26.0, 40.0, 37.75)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:48.039653,"(5.5, 6.8, 6.667924528301887)","(1.85, 2.24, 2.2320634920634923)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.345238095238095)","(5.5, 6.2, 5.988636363636364)","(8.0, 14.5, 14.38888888888889)","(26.0, 38.0, 37.75)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:49.164070,"(5.5, 6.8, 6.667924528301887)","(1.85, 2.24, 2.2331250000000002)","(21.0, 32.0, 31.727272727272727)","(7.0, 10.5, 10.345238095238095)","(5.5, 6.2, 5.988636363636364)","(8.0, 14.5, 14.38888888888889)","(26.0, 38.0, 37.75)","(51.0, 90.0, 86.66666666666667)"
14-12-2022 14:44:50.269439,"(5.5, 6.8, 6.742857142857143)","(1.85, 2.24, 2.236521739130435)","(21.0, 32.0, 31.125)","(7.0, 10.5, 10.423076923076923)","(5.5, 6.2, 6.177142857142857)","(8.0, 15.0, 14.631578947368421)","(26.0, 38.0, 39.2)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:44:51.376810,"(5.5, 7.0, 6.868493150684931)","(1.85, 2.18, 2.1653333333333333)","(21.0, 32.0, 30.285714285714285)","(7.0, 11.0, 10.3875)","(5.5, 6.4, 6.167441860465116)","(8.0, 15.5, 14.879310344827585)","(26.0, 42.0, 39.2)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:44:52.470452,"(5.5, 7.2, 7.009090909090909)","(1.85, 2.14, 2.1315384615384616)","(21.0, 32.0, 30.285714285714285)","(7.0, 11.0, 10.51)","(5.5, 6.4, 6.172043010752688)","(8.0, 15.5, 15.23076923076923)","(26.0, 42.0, 41.14285714285714)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:44:53.542443,"(5.5, 7.2, 7.073469387755102)","(1.85, 2.12, 2.0994444444444444)","(21.0, 32.0, 31.684210526315788)","(7.0, 11.0, 10.604651162790697)","(5.5, 6.4, 6.3527272727272734)","(8.0, 15.5, 15.166666666666666)","(26.0, 42.0, 39.0)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:44:54.618351,"(5.5, 7.2, 7.111428571428571)","(1.85, 2.1, 2.096883116883117)","(21.0, 30.0, 29.2)","(7.0, 11.0, 10.725806451612904)","(5.5, 6.4, 6.32923076923077)","(8.0, 15.5, 15.757575757575758)","(26.0, 40.0, 39.0)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:44:55.764360,"(5.5, 7.2, 7.12962962962963)","(1.85, 2.1, 2.0942105263157895)","(21.0, 29.0, 28.09090909090909)","(7.0, 11.0, 10.83125)","(5.5, 6.6, 6.4346938775510205)","(8.0, 16.0, 14.415094339622641)","(26.0, 40.0, 39.0)","(51.0, 95.0, 87.3076923076923)"
14-12-2022 14:44:56.868039,"(5.5, 7.2, 7.152112676056338)","(1.85, 2.1, 2.0908928571428573)","(21.0, 29.0, 27.857142857142858)","(7.0, 11.0, 10.844594594594595)","(5.5, 6.6, 6.443478260869566)","(8.0, 14.5, 15.217391304347826)","(26.0, 40.0, 41.2)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:44:57.957916,"(5.5, 7.2, 7.152727272727273)","(1.85, 2.1, 2.087941176470588)","(21.0, 29.0, 27.857142857142858)","(7.0, 11.0, 11.064)","(5.5, 6.6, 6.484848484848485)","(8.0, 15.5, 14.970588235294118)","(26.0, 42.0, 41.2)","(51.0, 95.0, 88.18181818181819)"
14-12-2022 14:44:59.111642,"(5.5, 7.4, 7.2804878048780495)","(1.85, 2.08, 2.0614876033057854)","(21.0, 29.0, 27.933333333333334)","(7.0, 11.5, 11.060975609756097)","(5.5, 6.6, 6.4982456140350875)","(8.0, 15.5, 14.666666666666666)","(26.0, 42.0, 41.38461538461539)","(51.0, 95.0, 86.66666666666667)"
14-12-2022 14:45:00.476886,"(5.5, 7.4, 7.302325581395349)","(1.85, 2.08, 2.0553846153846154)","(21.0, 29.0, 28.0)","(7.0, 11.5, 11.061475409836065)","(5.5, 6.6, 6.498181818181818)","(8.0, 15.0, 14.727272727272727)","(26.0, 42.0, 41.0)","(51.0, 95.0, 87.5)"
14-12-2022 14:45:01.735459,"(5.5, 7.4, 7.302325581395349)","(1.85, 2.08, 2.073644859813084)","(21.0, 29.0, 28.41176470588235)","(7.0, 11.5, 11.360655737704919)","(5.5, 6.6, 6.277941176470589)","(8.0, 15.0, 14.833333333333334)","(26.0, 42.0, 41.0)","(51.0, 95.0, 87.5)"
14-12-2022 14:45:03.039195,"(5.5, 7.4, 7.30843373493976)","(1.8, 2.08, 2.0785714285714287)","(21.0, 29.0, 28.263157894736842)","(7.5, 11.5, 11.383928571428571)","(5.5, 6.4, 6.224299065420561)","(8.5, 15.5, 15.071428571428571)","(26.0, 42.0, 39.666666666666664)","(51.0, 95.0, 90.38461538461539)"
14-12-2022 14:45:04.234162,"(5.5, 7.4, 7.2956521739130435)","(1.8, 2.1, 2.0759036144578316)","(21.0, 29.0, 28.714285714285715)","(7.5, 11.5, 11.83529411764706)","(5.5, 6.4, 6.421428571428572)","(8.5, 15.5, 15.270833333333334)","(26.0, 42.0, 42.5)","(51.0, 95.0, 90.0)"
14-12-2022 14:45:05.412010,"(5.5, 7.6, 7.538461538461538)","(1.8, 2.06, 2.035578947368421)","(21.0, 29.0, 28.818181818181817)","(7.5, 12.0, 11.95774647887324)","(5.5, 6.6, 6.4423076923076925)","(8.5, 15.5, 15.270833333333334)","(26.0, 44.0, 42.5)","(51.0, 110.0, 90.0)"
14-12-2022 14:45:06.423058,"(5.5, 7.6, 7.495652173913044)","(1.8, 2.06, 2.0357446808510637)","(21.0, 29.0, 28.818181818181817)","(8.0, 12.0, 11.95774647887324)","(5.5, 6.6, 6.4423076923076925)","(9.0, 15.5, 15.176470588235293)","(26.0, 44.0, 42.2)","(51.0, 110.0, 90.0)"
14-12-2022 14:45:07.450203,"(5.5, 7.6, 7.503225806451613)","(1.8, 2.02, 2.014898785425101)","(21.0, 29.0, 28.5)","(8.0, 12.0, 11.901234567901234)","(5.5, 6.6, 6.705263157894737)","(9.0, 15.5, 14.121739130434783)","(26.0, 44.0, 42.92307692307692)","(51.0, 110.0, 90.0)"
14-12-2022 14:45:08.544957,"(5.5, 7.6, 7.473684210526316)","(1.8, 2.04, 2.0320388349514564)","(21.0, 28.0, 26.303030303030305)","(8.0, 12.0, 11.891891891891891)","(5.5, 6.8, 6.726153846153846)","(9.0, 14.5, 13.56)","(26.0, 44.0, 47.14285714285714)","(51.0, 110.0, 92.5)"
