,Hands On Nz,Kissmelvis,Western Style,Cool Rocking Daddy,Mymatepog,Tasty Delight,The Stain,Dance For Glory,Mustang Milly
07-01-2023 20:29:56.303421,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 44.0, 34.83333333333333)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.55, 3.2818181818181817)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:29:57.838621,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 44.0, 34.83333333333333)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.5, 3.2818181818181817)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:29:59.268408,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 44.0, 45.599999999999994)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.5, 3.2818181818181817)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:00.610342,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 65.0, 49.5)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.5, 3.335)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:01.923793,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 55.0, 41.625)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.45, 3.1999999999999997)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:03.345020,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 50.0, 41.625)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.4, 3.1999999999999997)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:05.083596,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 50.0, 41.625)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.4, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:06.801309,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 50.0, 41.625)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:08.300386,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 50.0, 34.77272727272727)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:09.671125,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 48.0, 33.68181818181819)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.3636363636363638)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 114.88888888888889)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:11.000896,"(51.0, 99999, 99990)","(10.0, 26.0, 16.77777777777778)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.3227272727272723)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:12.338344,"(51.0, 99999, 99990)","(10.0, 26.0, 20.46666666666667)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.55, 3.2818181818181817)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:13.699956,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.5, 3.1307692307692307)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:15.157682,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.5, 3.3875)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:16.653707,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.75, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:18.572201,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:20.004682,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:21.353633,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:22.741529,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:24.013530,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:25.296735,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:26.515741,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:27.911565,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:29.666333,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:31.006950,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:32.310575,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:33.640523,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:34.937681,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:36.193523,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 8.45)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:37.503592,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 9.975)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:39.358278,"(51.0, 99999, 99990)","(10.0, 26.0, 15.75)","(5.5, 11.5, 9.975)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:42.550514,"(51.0, 99999, 99990)","(10.0, 26.0, 22.095238095238095)","(5.5, 11.5, 9.975)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 3.4454545454545458)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:44.209083,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.7, 2.8785714285714286)","(17.0, 22.0, 19.666666666666668)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:45.925306,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.65, 3.3636363636363638)","(17.0, 22.0, 19.42857142857143)","(41.0, 170.0, 72.4)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:47.456541,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.3636363636363638)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:48.943284,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.3636363636363638)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:50.305477,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.3636363636363638)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:51.867753,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.3636363636363638)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:53.201999,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.3636363636363638)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:54.581131,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:55.964466,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:57.511881,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:30:58.937090,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:00.226185,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:01.536360,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:02.751069,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:04.033921,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:05.363980,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:06.722149,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:08.133217,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:09.549673,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:11.080877,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:12.541864,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.2)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:14.056883,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:15.581581,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:16.929471,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:18.345422,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:19.689013,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:20.864260,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:22.032176,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:23.284273,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:24.515880,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:26.305866,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:27.812561,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:29.427211,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:30.823037,"(51.0, 99999, 99990)","(10.0, 26.0, 12.5)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 40.25)","(4.4, 5.9, 5.366666666666667)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 19.166666666666668)","(41.0, 170.0, 88.66666666666666)","(8.0, 17.0, 11.266666666666667)"
07-01-2023 20:31:32.335048,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.9, 5.157142857142857)","(1.95, 3.6, 3.03125)","(17.0, 22.0, 16.5)","(41.0, 170.0, 109.0)","(8.0, 17.0, 11.64)"
07-01-2023 20:31:33.514485,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.8, 5.157142857142857)","(1.95, 3.6, 3.03125)","(17.0, 21.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.5, 12.2)"
07-01-2023 20:31:34.691372,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 12.2)"
07-01-2023 20:31:35.810314,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 12.2)"
07-01-2023 20:31:37.053529,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 12.2)"
07-01-2023 20:31:38.299288,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 10.933333333333334)"
07-01-2023 20:31:39.567660,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 10.933333333333334)"
07-01-2023 20:31:40.790342,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 10.933333333333334)"
07-01-2023 20:31:41.992971,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 10.933333333333334)"
07-01-2023 20:31:43.217109,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.57142857142857)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.6, 3.03125)","(17.0, 20.0, 17.11111111111111)","(41.0, 170.0, 109.0)","(8.0, 16.0, 10.933333333333334)"
