,Idyllic Sky,Lala Speed,Iron Atlas,Extreme Rage,Royal Gypsy,Angus Anchovy,Osprey Knight
07-01-2023 17:27:06.466867,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.54, 2.402857142857143)","(5.5, 13.5, 10.45)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 44.0, 21.05)"
07-01-2023 17:27:07.471911,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.54, 2.402857142857143)","(5.5, 13.5, 10.45)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 44.0, 21.05)"
07-01-2023 17:27:08.406006,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.54, 2.402857142857143)","(5.5, 14.0, 9.6)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 44.0, 21.05)"
07-01-2023 17:27:09.308088,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.54, 2.402857142857143)","(5.5, 14.0, 9.05)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 44.0, 21.05)"
07-01-2023 17:27:10.295719,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.54, 2.402857142857143)","(5.5, 13.0, 10.2)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 44.0, 21.05)"
07-01-2023 17:27:11.396501,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.54, 2.402857142857143)","(5.5, 13.0, 10.2)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 42.0, 29.25)"
07-01-2023 17:27:12.367035,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.54, 2.4389473684210525)","(5.5, 13.0, 10.1)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:13.329520,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.52, 2.1576470588235295)","(5.5, 13.0, 9.266666666666667)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:14.239642,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.38)","(5.5, 12.5, 9.1)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:15.289605,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2800000000000002)","(5.5, 13.0, 9.1)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:16.352567,"(3.5, 4.9, 4.69)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.22)","(5.5, 12.5, 8.766666666666667)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:17.557712,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.22)","(5.5, 11.5, 9.2)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:18.593721,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.22)","(5.5, 11.0, 9.7)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:19.629705,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.22)","(5.5, 12.0, 9.7)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:20.813992,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.22)","(5.5, 12.0, 9.7)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:21.944164,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.22)","(5.5, 12.0, 11.16)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:23.045316,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.398695652173913)","(5.5, 12.0, 11.16)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:24.103258,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.398695652173913)","(5.5, 12.0, 11.16)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:25.056226,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.38)","(5.5, 12.0, 11.16)","(10.0, 19.0, 16.57142857142857)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:26.022186,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2600000000000002)","(5.5, 12.0, 11.16)","(10.0, 18.5, 14.5)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:26.945678,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.16)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:27.944244,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:28.879515,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:29.770574,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:30.737357,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:31.729453,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:32.766011,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:33.745546,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2233333333333336)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:34.696078,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2311111111111113)","(5.5, 12.0, 10.6)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:35.729029,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2311111111111113)","(5.5, 12.0, 10.32)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:36.816421,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2311111111111113)","(5.5, 12.0, 10.32)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:37.960632,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2311111111111113)","(5.5, 12.0, 10.32)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:39.074194,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2311111111111113)","(5.5, 12.0, 10.32)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:40.147222,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.2311111111111113)","(5.5, 12.0, 10.32)","(10.0, 18.0, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:41.194905,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.3306666666666667)","(5.5, 12.0, 10.32)","(10.0, 18.5, 16.75)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:42.184586,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.290909090909091)","(5.5, 12.0, 10.32)","(10.0, 18.0, 15.5)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:43.298776,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.290909090909091)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:44.423086,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.48, 2.290909090909091)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:45.461829,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.3600000000000003)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:46.412257,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.3600000000000003)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 48.0, 46.95238095238095)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:47.422812,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.3600000000000003)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 48.0, 44.18181818181818)","(17.0, 40.0, 29.25)"
07-01-2023 17:27:48.517368,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.3600000000000003)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:49.682854,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.388)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:50.724753,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.388)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:51.663745,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.388)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:52.689267,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.388)","(5.5, 12.0, 8.714285714285715)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:53.655893,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.388)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:54.715334,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.388)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:55.712944,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.34)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:56.648992,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.34)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:57.766380,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:27:59.008001,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:28:00.118716,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:28:01.147685,"(3.5, 4.9, 4.774)","(12.0, 22.0, 21.5)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 44.18181818181818)","(17.0, 40.0, 25.666666666666668)"
07-01-2023 17:28:02.332468,"(3.5, 4.9, 4.82125)","(12.0, 22.0, 20.25)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 18.0, 15.5)","(18.0, 46.0, 40.285714285714285)","(17.0, 40.0, 20.6875)"
07-01-2023 17:28:03.369887,"(3.5, 4.9, 4.82125)","(12.0, 21.0, 20.47826086956522)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 17.0, 12.666666666666666)","(18.0, 42.0, 41.23809523809524)","(17.0, 36.0, 20.6875)"
07-01-2023 17:28:04.423831,"(3.5, 4.9, 4.82125)","(12.0, 21.0, 20.47826086956522)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 17.0, 12.666666666666666)","(18.0, 42.0, 41.23809523809524)","(17.0, 36.0, 20.6875)"
07-01-2023 17:28:05.571422,"(3.5, 4.5, 4.425)","(12.0, 21.0, 20.47826086956522)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 17.0, 12.666666666666666)","(18.0, 42.0, 41.23809523809524)","(17.0, 36.0, 20.6875)"
07-01-2023 17:28:06.622560,"(3.5, 4.5, 4.25)","(12.0, 21.0, 20.47826086956522)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 17.0, 10.933333333333334)","(18.0, 42.0, 38.72727272727273)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:07.663127,"(3.5, 4.5, 4.25)","(12.0, 20.0, 19.772727272727273)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 17.0, 10.933333333333334)","(18.0, 40.0, 37.42857142857143)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:08.604916,"(3.5, 4.5, 4.328947368421053)","(12.0, 20.0, 19.772727272727273)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 17.0, 10.933333333333334)","(18.0, 38.0, 37.42857142857143)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:09.601642,"(3.5, 4.5, 4.328947368421053)","(12.0, 20.0, 19.772727272727273)","(1.85, 2.5, 2.4257142857142857)","(5.5, 12.0, 9.7)","(10.0, 17.0, 10.933333333333334)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:10.703882,"(3.5, 4.5, 4.328947368421053)","(12.0, 19.5, 19.108695652173914)","(1.85, 2.5, 2.38)","(5.5, 12.0, 9.7)","(10.0, 17.0, 13.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:11.769527,"(3.5, 4.5, 4.328947368421053)","(12.0, 19.5, 19.108695652173914)","(1.85, 2.5, 2.38)","(5.5, 12.0, 9.7)","(10.0, 16.5, 13.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:12.785613,"(3.5, 4.5, 4.328947368421053)","(12.0, 19.5, 19.108695652173914)","(1.85, 2.5, 2.3600000000000003)","(5.5, 12.0, 9.7)","(10.0, 16.5, 12.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:13.749208,"(3.5, 4.5, 4.187037037037037)","(12.0, 19.5, 19.108695652173914)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 16.5, 14.166666666666666)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:14.791490,"(3.5, 4.5, 4.187037037037037)","(12.0, 22.0, 19.741935483870968)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 16.0, 13.25)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:15.893180,"(3.5, 4.5, 4.187037037037037)","(12.0, 25.0, 20.833333333333336)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 16.0, 10.94)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:16.937157,"(3.5, 4.5, 4.187037037037037)","(12.0, 25.0, 20.833333333333336)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 16.0, 13.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:17.931462,"(3.5, 4.5, 4.187037037037037)","(12.0, 25.0, 16.09375)","(1.85, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 15.0, 13.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:18.982391,"(3.5, 4.5, 4.187037037037037)","(12.0, 25.0, 16.09375)","(1.8, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 15.0, 13.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:20.001064,"(3.5, 4.5, 4.187037037037037)","(12.0, 25.0, 16.09375)","(1.8, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 15.0, 13.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.529411764705884)"
07-01-2023 17:28:21.080384,"(3.5, 4.5, 4.187037037037037)","(12.0, 23.0, 19.25)","(1.8, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 15.0, 13.875)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.47222222222222)"
07-01-2023 17:28:22.127216,"(3.5, 4.5, 4.198214285714286)","(12.0, 23.0, 19.25)","(1.8, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 15.0, 13.875)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.47222222222222)"
07-01-2023 17:28:23.234801,"(3.5, 4.5, 4.198214285714286)","(12.0, 23.0, 19.25)","(1.8, 2.5, 2.4066666666666667)","(5.5, 12.0, 9.7)","(10.0, 15.0, 13.875)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.47222222222222)"
07-01-2023 17:28:24.296405,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 20.73913043478261)","(1.8, 2.5, 2.38)","(5.5, 10.0, 8.266666666666667)","(10.0, 15.0, 13.875)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.47222222222222)"
07-01-2023 17:28:25.300295,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.38)","(5.5, 9.8, 8.5)","(10.0, 15.0, 14.5)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.47222222222222)"
07-01-2023 17:28:26.277694,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.38)","(5.5, 9.8, 8.5)","(10.0, 15.0, 14.2)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.47222222222222)"
07-01-2023 17:28:27.326063,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.38)","(5.5, 9.8, 8.5)","(10.0, 15.0, 14.2)","(18.0, 38.0, 34.275862068965516)","(17.0, 36.0, 19.47222222222222)"
07-01-2023 17:28:28.439532,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.6, 8.025)","(10.0, 15.0, 13.666666666666666)","(18.0, 38.0, 31.8125)","(17.0, 34.0, 21.2)"
07-01-2023 17:28:29.486890,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.4, 8.914285714285715)","(10.0, 15.0, 13.666666666666666)","(18.0, 38.0, 31.8125)","(17.0, 32.0, 21.2)"
07-01-2023 17:28:30.460984,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.2, 8.914285714285715)","(10.0, 15.0, 13.666666666666666)","(18.0, 38.0, 31.8125)","(17.0, 32.0, 19.175)"
07-01-2023 17:28:31.428906,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.2, 8.914285714285715)","(10.0, 15.0, 13.666666666666666)","(18.0, 38.0, 31.8125)","(17.0, 32.0, 24.25)"
07-01-2023 17:28:32.361247,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.2, 8.914285714285715)","(10.0, 15.0, 13.666666666666666)","(18.0, 38.0, 31.8125)","(17.0, 30.0, 24.25)"
07-01-2023 17:28:33.430070,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.2, 8.914285714285715)","(10.0, 15.0, 13.666666666666666)","(18.0, 38.0, 31.8125)","(17.0, 30.0, 23.75)"
07-01-2023 17:28:34.587747,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.2, 8.55)","(10.0, 15.0, 13.666666666666666)","(18.0, 38.0, 31.8125)","(17.0, 29.0, 20.6)"
07-01-2023 17:28:35.593241,"(3.5, 4.5, 4.198214285714286)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.3266666666666667)","(5.5, 9.0, 8.55)","(10.0, 15.0, 13.833333333333334)","(18.0, 38.0, 31.8125)","(17.0, 29.0, 25.13157894736842)"
07-01-2023 17:28:36.629996,"(3.5, 4.5, 4.208620689655173)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.469411764705882)","(5.5, 9.0, 8.1)","(10.0, 15.0, 14.3)","(18.0, 38.0, 31.8125)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:37.603908,"(3.5, 4.5, 4.208620689655173)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.48)","(5.5, 9.0, 8.1)","(10.0, 15.0, 13.833333333333334)","(18.0, 38.0, 31.8125)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:38.630745,"(3.5, 4.5, 4.208620689655173)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.483448275862069)","(5.5, 9.0, 8.1)","(10.0, 15.0, 13.833333333333334)","(18.0, 38.0, 31.8125)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:39.674446,"(3.5, 4.5, 4.208620689655173)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.483448275862069)","(5.5, 9.0, 8.25)","(10.0, 15.0, 13.833333333333334)","(18.0, 38.0, 31.8125)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:40.725829,"(3.5, 4.5, 4.208620689655173)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.483448275862069)","(5.5, 8.6, 8.25)","(10.0, 15.0, 13.833333333333334)","(18.0, 38.0, 31.8125)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:42.205070,"(3.5, 4.5, 4.208620689655173)","(12.0, 21.0, 19.714285714285715)","(1.8, 2.5, 2.483448275862069)","(5.5, 8.6, 7.9)","(10.0, 15.0, 13.833333333333334)","(18.0, 38.0, 32.13333333333333)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:44.461826,"(3.5, 4.5, 4.208620689655173)","(12.0, 21.0, 19.583333333333336)","(1.8, 2.5, 2.483448275862069)","(5.5, 8.6, 7.711111111111111)","(10.0, 15.0, 13.833333333333334)","(18.0, 38.0, 34.0)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:45.778592,"(3.5, 4.5, 4.208620689655173)","(12.0, 20.0, 19.583333333333336)","(1.8, 2.5, 2.483448275862069)","(5.5, 8.6, 7.304761904761905)","(10.0, 15.0, 13.833333333333334)","(18.0, 36.0, 34.0)","(17.0, 29.0, 22.7)"
07-01-2023 17:28:47.070282,"(3.5, 4.5, 4.208620689655173)","(12.0, 20.0, 19.583333333333336)","(1.8, 2.5, 2.483448275862069)","(5.5, 8.6, 7.304761904761905)","(10.0, 15.0, 13.833333333333334)","(18.0, 36.0, 31.529411764705884)","(17.0, 29.0, 22.7)"
