,Mr Mischief,Havisham,Saint Ay,Costero,Jumpin Jaguar,Mayksumnoise,Sorokin,There For You,Fighting Sweet,Peace Process,Under The Pump,Arlington Valley
07-01-2023 14:10:47.891070,"(4.6, 5.5, 5.25)","(2.8, 3.05, 3.0400952380952377)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.252631578947367)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 85.0, 90.0)","(26.0, 32.0, 30.571428571428573)","(13.0, 19.5, 19.0)","(15.0, 20.0, 18.571428571428573)","(31.0, 44.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:49.503610,"(4.6, 5.5, 5.25)","(2.8, 3.05, 3.0400952380952377)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.252631578947367)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 110.0, 82.5)","(26.0, 32.0, 30.571428571428573)","(13.0, 19.5, 19.0)","(15.0, 20.0, 18.25)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:51.166308,"(4.6, 5.5, 5.25)","(2.8, 3.05, 3.0400952380952377)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.1875)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 110.0, 94.28571428571428)","(26.0, 32.0, 30.571428571428573)","(13.0, 19.5, 19.0)","(15.0, 19.5, 18.666666666666668)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:52.883058,"(4.6, 5.5, 5.25)","(2.8, 3.05, 2.973478260869565)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.0)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 110.0, 94.28571428571428)","(26.0, 32.0, 30.571428571428573)","(13.0, 19.5, 19.0)","(15.0, 19.5, 17.9375)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:54.546468,"(4.6, 5.5, 5.25)","(2.8, 3.05, 3.0268421052631576)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.0)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 110.0, 91.66666666666666)","(26.0, 32.0, 30.571428571428573)","(13.0, 19.5, 19.0)","(15.0, 19.5, 17.9375)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:56.144839,"(4.6, 5.5, 5.25)","(2.8, 3.05, 2.9924)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.0)","(13.0, 17.5, 16.75)","(19.0, 28.0, 24.77777777777778)","(31.0, 110.0, 91.66666666666666)","(26.0, 32.0, 29.5)","(13.0, 19.5, 19.333333333333332)","(15.0, 19.5, 18.071428571428573)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:57.782462,"(4.6, 5.5, 5.254545454545455)","(2.7, 3.05, 2.973846153846154)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.0)","(13.0, 17.5, 16.75)","(19.0, 27.0, 25.0)","(31.0, 110.0, 91.66666666666666)","(26.0, 32.0, 29.75)","(13.0, 22.0, 20.53846153846154)","(15.0, 19.5, 18.5)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:59.346392,"(4.6, 5.5, 5.246875)","(2.7, 3.0, 2.973846153846154)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.0)","(13.0, 17.5, 16.75)","(19.0, 26.0, 24.333333333333332)","(31.0, 110.0, 100.83333333333333)","(26.0, 32.0, 29.6)","(13.0, 21.0, 19.333333333333332)","(15.0, 19.0, 18.285714285714285)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:11:00.815859,"(4.6, 5.5, 5.246875)","(2.7, 3.0, 2.973846153846154)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.0)","(13.0, 17.5, 16.75)","(19.0, 26.0, 24.333333333333332)","(31.0, 110.0, 100.83333333333333)","(26.0, 32.0, 29.6)","(13.0, 21.0, 19.333333333333332)","(15.0, 19.0, 18.285714285714285)","(31.0, 46.0, 44.8)","(91.0, 180.0, 155.0)"
07-01-2023 14:11:02.478267,"(4.6, 5.5, 5.246875)","(2.7, 3.0, 2.973846153846154)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.0)","(13.0, 17.5, 16.75)","(19.0, 26.0, 24.333333333333332)","(31.0, 110.0, 100.83333333333333)","(26.0, 32.0, 29.6)","(13.0, 21.0, 19.333333333333332)","(15.0, 19.0, 18.285714285714285)","(31.0, 46.0, 44.8)","(91.0, 180.0, 160.0)"
07-01-2023 14:11:04.079533,"(4.6, 5.5, 5.241666666666667)","(2.7, 3.0, 2.985542168674699)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.12)","(13.0, 17.5, 16.352941176470587)","(19.0, 26.0, 24.85185185185185)","(31.0, 110.0, 101.42857142857143)","(26.0, 32.0, 29.6)","(13.0, 21.0, 19.0)","(15.0, 19.0, 18.25)","(31.0, 46.0, 44.8)","(91.0, 180.0, 160.0)"
07-01-2023 14:11:05.859344,"(4.6, 5.5, 5.241666666666667)","(2.7, 3.0, 2.9985714285714287)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.788)","(13.0, 17.5, 16.176470588235293)","(19.0, 25.0, 24.4)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.8)","(13.0, 19.5, 18.666666666666668)","(15.0, 18.5, 17.194805194805195)","(31.0, 46.0, 38.9375)","(91.0, 180.0, 170.0)"
07-01-2023 14:11:07.271668,"(4.6, 5.5, 5.241666666666667)","(2.7, 3.05, 2.9924)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.8, 8.788)","(13.0, 17.5, 16.13953488372093)","(19.0, 25.0, 24.4)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.8)","(13.0, 19.5, 18.666666666666668)","(15.0, 18.5, 17.194805194805195)","(31.0, 44.0, 39.371428571428574)","(91.0, 180.0, 170.0)"
07-01-2023 14:11:08.839318,"(4.6, 5.5, 5.241666666666667)","(2.7, 3.05, 3.005)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.8, 8.788)","(13.0, 17.5, 16.0375)","(19.0, 25.0, 24.4)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.8)","(13.0, 19.5, 18.666666666666668)","(15.0, 18.5, 17.194805194805195)","(31.0, 44.0, 38.9375)","(91.0, 180.0, 170.0)"
07-01-2023 14:11:10.356130,"(4.6, 5.5, 5.241666666666667)","(2.7, 3.05, 3.005)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.8, 9.559615384615384)","(13.0, 17.5, 16.0375)","(19.0, 25.0, 24.4)","(31.0, 120.0, 112.5)","(26.0, 32.0, 33.483870967741936)","(13.0, 19.5, 18.666666666666668)","(15.0, 18.5, 17.194805194805195)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.0)"
07-01-2023 14:11:12.038819,"(4.6, 5.1, 5.003428571428572)","(2.7, 3.05, 3.023913043478261)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 8.632727272727273)","(13.0, 17.5, 15.766666666666667)","(19.0, 25.0, 24.4)","(31.0, 120.0, 112.5)","(26.0, 34.0, 33.529411764705884)","(13.0, 19.5, 18.666666666666668)","(15.0, 18.5, 17.234375)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.0)"
07-01-2023 14:11:13.549022,"(4.6, 5.1, 5.003428571428572)","(2.7, 3.05, 3.023913043478261)","(9.0, 12.5, 11.206896551724139)","(6.0, 10.0, 8.632727272727273)","(13.0, 17.5, 15.766666666666667)","(19.0, 25.0, 24.4)","(31.0, 120.0, 112.5)","(26.0, 34.0, 33.529411764705884)","(13.0, 19.5, 18.666666666666668)","(15.0, 18.5, 17.234375)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.0)"
07-01-2023 14:11:15.074700,"(4.6, 5.1, 5.003428571428572)","(2.7, 3.05, 3.0289473684210524)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.1)","(13.0, 17.0, 16.25)","(19.0, 25.0, 24.5)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.862068965517242)","(13.0, 19.5, 18.666666666666668)","(15.0, 18.5, 17.234375)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.0)"
07-01-2023 14:11:16.616241,"(4.6, 5.1, 5.001169590643275)","(2.7, 3.05, 3.034375)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.1)","(13.0, 17.0, 16.25)","(19.0, 25.0, 26.125)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.87878787878788)","(13.0, 19.5, 18.857142857142858)","(15.0, 18.5, 17.234375)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.9090909090909)"
07-01-2023 14:11:18.198137,"(4.6, 5.1, 5.001104972375691)","(2.8, 3.05, 3.0305555555555554)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.266666666666666)","(13.0, 17.0, 16.25)","(19.0, 28.0, 27.375)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.87878787878788)","(13.0, 19.5, 18.857142857142858)","(15.0, 18.5, 17.220588235294116)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.9090909090909)"
07-01-2023 14:11:19.685910,"(4.6, 5.1, 5.001104972375691)","(2.8, 3.05, 3.0305555555555554)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.266666666666666)","(13.0, 17.0, 16.25)","(19.0, 28.0, 27.375)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.87878787878788)","(13.0, 19.5, 18.857142857142858)","(15.0, 18.5, 17.220588235294116)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.9090909090909)"
07-01-2023 14:11:21.213882,"(4.6, 5.1, 5.001104972375691)","(2.8, 3.05, 3.0305555555555554)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.266666666666666)","(13.0, 17.0, 16.25)","(19.0, 28.0, 26.79310344827586)","(31.0, 120.0, 112.5)","(26.0, 32.0, 31.87878787878788)","(13.0, 19.5, 18.857142857142858)","(15.0, 18.5, 17.220588235294116)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.9090909090909)"
07-01-2023 14:11:22.757141,"(4.6, 5.1, 5.001104972375691)","(2.8, 3.05, 3.0305555555555554)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.305882352941175)","(13.0, 17.0, 16.22222222222222)","(19.0, 27.0, 26.680851063829788)","(31.0, 120.0, 90.21739130434783)","(26.0, 32.0, 33.542857142857144)","(13.0, 19.5, 18.857142857142858)","(15.0, 18.5, 17.220588235294116)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.9090909090909)"
07-01-2023 14:11:24.267916,"(4.6, 5.1, 5.001104972375691)","(2.8, 3.05, 3.0305555555555554)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.305882352941175)","(13.0, 17.0, 16.22222222222222)","(19.0, 27.0, 26.680851063829788)","(31.0, 110.0, 90.21739130434783)","(26.0, 34.0, 33.542857142857144)","(13.0, 19.5, 18.857142857142858)","(15.0, 18.5, 17.220588235294116)","(31.0, 44.0, 40.516129032258064)","(91.0, 180.0, 170.9090909090909)"
07-01-2023 14:11:25.794902,"(4.6, 5.1, 5.001104972375691)","(2.8, 3.05, 3.0305555555555554)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 9.36190476190476)","(13.0, 17.0, 16.22222222222222)","(19.0, 27.0, 26.642857142857142)","(31.0, 110.0, 63.57142857142857)","(26.0, 34.0, 32.22222222222222)","(13.0, 19.5, 18.857142857142858)","(15.0, 18.5, 18.071428571428573)","(31.0, 44.0, 44.8)","(91.0, 180.0, 163.33333333333334)"
07-01-2023 14:11:27.333925,"(4.6, 5.1, 5.001104972375691)","(2.8, 3.05, 3.0305555555555554)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.6, 8.866666666666667)","(13.0, 17.0, 16.22222222222222)","(19.0, 27.0, 25.764705882352942)","(31.0, 110.0, 86.66666666666667)","(26.0, 34.0, 32.0)","(13.0, 19.5, 19.25)","(15.0, 18.5, 18.071428571428573)","(31.0, 46.0, 45.4)","(91.0, 180.0, 159.16666666666666)"
07-01-2023 14:11:28.878914,"(4.6, 5.1, 5.000588235294118)","(2.8, 3.05, 3.034375)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 8.866666666666667)","(13.0, 17.0, 16.22222222222222)","(19.0, 26.0, 25.764705882352942)","(31.0, 100.0, 77.5)","(26.0, 34.0, 32.0)","(13.0, 20.0, 18.928571428571427)","(15.0, 18.5, 18.071428571428573)","(31.0, 46.0, 45.4)","(91.0, 180.0, 159.16666666666666)"
07-01-2023 14:11:30.368844,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.05, 3.034375)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 9.057142857142857)","(13.0, 17.0, 16.22222222222222)","(19.0, 26.0, 25.897435897435898)","(31.0, 95.0, 83.33333333333333)","(26.0, 34.0, 31.555555555555557)","(13.0, 20.0, 18.928571428571427)","(15.0, 18.5, 19.5)","(31.0, 46.0, 45.4)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:31.862150,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.05, 3.034375)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 9.057142857142857)","(13.0, 17.0, 16.22222222222222)","(19.0, 26.0, 26.2)","(31.0, 95.0, 83.33333333333333)","(26.0, 32.0, 31.555555555555557)","(13.0, 20.0, 18.928571428571427)","(15.0, 20.0, 19.142857142857142)","(31.0, 46.0, 45.4)","(91.0, 180.0, 162.14285714285714)"
07-01-2023 14:11:33.284046,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.05, 3.034375)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 9.057142857142857)","(13.0, 17.0, 16.22222222222222)","(19.0, 29.0, 26.2)","(31.0, 95.0, 83.33333333333333)","(26.0, 32.0, 31.555555555555557)","(13.0, 20.0, 18.928571428571427)","(15.0, 20.0, 19.142857142857142)","(31.0, 46.0, 45.0)","(91.0, 180.0, 162.14285714285714)"
07-01-2023 14:11:34.784317,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.05, 3.034375)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 9.057142857142857)","(13.0, 17.0, 16.22222222222222)","(19.0, 29.0, 26.2)","(31.0, 95.0, 83.33333333333333)","(26.0, 32.0, 31.555555555555557)","(13.0, 20.0, 18.928571428571427)","(15.0, 20.0, 19.142857142857142)","(31.0, 46.0, 43.0)","(91.0, 180.0, 162.14285714285714)"
07-01-2023 14:11:36.247369,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.15, 3.0083333333333333)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 9.057142857142857)","(13.0, 17.0, 16.22222222222222)","(19.0, 29.0, 26.2)","(31.0, 95.0, 77.5)","(26.0, 32.0, 31.333333333333332)","(13.0, 20.0, 18.928571428571427)","(15.0, 20.0, 19.142857142857142)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:38.146137,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.15, 3.0157894736842104)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 8.9)","(13.0, 17.0, 16.22222222222222)","(19.0, 29.0, 28.204545454545453)","(31.0, 95.0, 77.5)","(26.0, 32.0, 31.333333333333332)","(13.0, 20.0, 18.928571428571427)","(15.0, 20.0, 19.142857142857142)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:39.925254,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.15, 3.0157894736842104)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.0, 8.888)","(13.0, 17.0, 16.22222222222222)","(19.0, 29.0, 25.6)","(31.0, 95.0, 79.0)","(26.0, 32.0, 30.0)","(13.0, 20.0, 20.294117647058822)","(15.0, 20.0, 18.5)","(31.0, 46.0, 43.89473684210526)","(91.0, 180.0, 159.16666666666666)"
07-01-2023 14:11:41.746748,"(4.6, 5.1, 5.000588235294118)","(2.8, 3.15, 3.0157894736842104)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.0, 8.8)","(13.0, 17.0, 15.90909090909091)","(19.0, 28.0, 25.5)","(31.0, 95.0, 75.0)","(26.0, 34.0, 32.0)","(13.0, 21.0, 20.294117647058822)","(15.0, 19.5, 18.5)","(31.0, 46.0, 43.89473684210526)","(91.0, 180.0, 159.16666666666666)"
07-01-2023 14:11:43.489072,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.15, 3.0157894736842104)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.0, 9.025)","(13.0, 16.0, 15.90909090909091)","(19.0, 28.0, 27.09090909090909)","(31.0, 95.0, 75.0)","(26.0, 34.0, 32.54545454545455)","(13.0, 21.0, 20.294117647058822)","(15.0, 19.5, 18.5)","(31.0, 46.0, 43.89473684210526)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:45.131989,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.15, 3.0157894736842104)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 9.025)","(13.0, 16.0, 15.90909090909091)","(19.0, 28.0, 27.09090909090909)","(31.0, 95.0, 75.0)","(26.0, 34.0, 32.54545454545455)","(13.0, 21.0, 19.333333333333332)","(15.0, 19.5, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:46.700681,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.15, 3.024074074074074)","(9.0, 12.5, 11.206896551724139)","(6.0, 9.4, 9.025)","(13.0, 16.0, 15.833333333333334)","(19.0, 28.0, 27.09090909090909)","(31.0, 95.0, 78.33333333333333)","(26.0, 34.0, 32.54545454545455)","(13.0, 21.0, 19.333333333333332)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:48.217679,"(4.6, 5.1, 5.000555555555556)","(2.8, 3.15, 3.0391304347826087)","(9.0, 12.5, 11.583333333333334)","(6.0, 9.4, 9.025)","(13.0, 16.0, 15.833333333333334)","(19.0, 28.0, 26.84)","(31.0, 90.0, 78.33333333333333)","(26.0, 34.0, 31.555555555555557)","(13.0, 21.0, 19.666666666666668)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:49.676258,"(4.6, 5.1, 4.983387622149837)","(2.8, 3.15, 3.0391304347826087)","(9.0, 12.0, 11.444444444444445)","(6.0, 9.4, 9.025)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.84)","(31.0, 90.0, 84.16666666666666)","(26.0, 32.0, 31.555555555555557)","(13.0, 20.0, 19.666666666666668)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:51.022569,"(4.6, 5.1, 4.983387622149837)","(2.8, 3.15, 3.0391304347826087)","(9.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.025)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.82608695652174)","(31.0, 90.0, 84.16666666666666)","(26.0, 32.0, 31.555555555555557)","(13.0, 20.0, 19.666666666666668)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:52.417763,"(4.6, 5.1, 4.983387622149837)","(2.7, 3.15, 3.0391304347826087)","(9.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.025)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.82608695652174)","(31.0, 90.0, 84.16666666666666)","(26.0, 32.0, 31.555555555555557)","(13.0, 20.0, 19.666666666666668)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:53.843896,"(4.6, 5.1, 4.9880794701986755)","(2.7, 3.15, 3.090869565217391)","(9.0, 12.0, 11.333333333333334)","(6.0, 9.4, 8.854545454545454)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.77777777777778)","(31.0, 90.0, 84.16666666666666)","(26.0, 32.0, 31.333333333333332)","(13.0, 20.0, 19.666666666666668)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 159.16666666666666)"
07-01-2023 14:11:55.324800,"(4.6, 5.1, 4.9880794701986755)","(2.7, 3.15, 3.090869565217391)","(9.0, 12.0, 11.333333333333334)","(6.0, 9.4, 8.93939393939394)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.77777777777778)","(31.0, 90.0, 84.16666666666666)","(26.0, 32.0, 31.666666666666668)","(13.0, 20.0, 19.714285714285715)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 159.16666666666666)"
07-01-2023 14:11:56.884659,"(4.6, 5.1, 4.984444444444445)","(2.7, 3.15, 3.090869565217391)","(9.0, 12.0, 11.466666666666667)","(6.0, 9.4, 9.092307692307692)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 25.91111111111111)","(31.0, 90.0, 84.16666666666666)","(26.0, 32.0, 33.111111111111114)","(13.0, 20.0, 20.11111111111111)","(15.0, 19.0, 18.5)","(31.0, 46.0, 43.5)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:11:58.511986,"(4.6, 5.1, 4.984444444444445)","(2.7, 3.15, 3.1452)","(9.0, 12.0, 11.466666666666667)","(6.0, 9.4, 9.025)","(13.0, 16.0, 15.833333333333334)","(19.0, 26.0, 25.91111111111111)","(31.0, 90.0, 84.16666666666666)","(26.0, 34.0, 33.111111111111114)","(13.0, 21.0, 20.11111111111111)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:00.117525,"(4.6, 5.1, 4.982200647249191)","(2.7, 3.15, 3.1772727272727272)","(9.0, 12.0, 11.466666666666667)","(6.0, 9.4, 8.977777777777778)","(13.0, 16.0, 15.833333333333334)","(19.0, 26.0, 25.91111111111111)","(31.0, 90.0, 78.33333333333333)","(26.0, 34.0, 32.0)","(13.0, 21.0, 20.11111111111111)","(15.0, 19.0, 18.5)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:01.740345,"(4.6, 5.1, 4.982200647249191)","(2.7, 3.2, 3.1500000000000004)","(9.0, 12.0, 11.619047619047619)","(6.0, 9.4, 8.955555555555556)","(13.0, 16.0, 15.833333333333334)","(19.0, 26.0, 25.902439024390244)","(31.0, 90.0, 81.5)","(26.0, 34.0, 32.0)","(13.0, 21.0, 20.11111111111111)","(15.0, 19.0, 18.2)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:03.334579,"(4.6, 5.1, 4.982200647249191)","(2.7, 3.2, 3.1630434782608696)","(9.0, 12.0, 11.619047619047619)","(6.0, 9.4, 8.955555555555556)","(13.0, 16.0, 15.833333333333334)","(19.0, 26.0, 25.902439024390244)","(31.0, 95.0, 81.5)","(26.0, 34.0, 32.0)","(13.0, 21.0, 20.11111111111111)","(15.0, 19.0, 18.285714285714285)","(31.0, 46.0, 41.714285714285715)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:04.869883,"(4.6, 5.1, 4.982200647249191)","(2.7, 3.2, 3.1630434782608696)","(9.0, 12.0, 11.619047619047619)","(6.0, 9.4, 9.11304347826087)","(13.0, 16.0, 15.833333333333334)","(19.0, 26.0, 25.902439024390244)","(31.0, 95.0, 81.5)","(26.0, 34.0, 32.0)","(13.0, 21.0, 19.526315789473685)","(15.0, 19.0, 18.142857142857142)","(31.0, 46.0, 41.333333333333336)","(91.0, 180.0, 162.14285714285714)"
07-01-2023 14:12:06.420062,"(4.6, 5.1, 4.982200647249191)","(2.7, 3.2, 3.1742424242424243)","(9.0, 12.0, 11.619047619047619)","(6.0, 9.4, 9.11304347826087)","(13.0, 16.0, 15.833333333333334)","(19.0, 26.0, 27.9)","(31.0, 95.0, 77.22222222222223)","(26.0, 34.0, 31.071428571428573)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.142857142857142)","(31.0, 44.0, 41.333333333333336)","(91.0, 180.0, 162.14285714285714)"
07-01-2023 14:12:07.961805,"(4.6, 5.1, 4.98494983277592)","(2.7, 3.2, 3.1779220779220783)","(9.0, 12.0, 11.555555555555555)","(6.0, 9.4, 9.11304347826087)","(13.0, 16.0, 15.833333333333334)","(19.0, 28.0, 27.789473684210527)","(31.0, 85.0, 65.0)","(26.0, 36.0, 31.4)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.142857142857142)","(31.0, 44.0, 41.333333333333336)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:09.403617,"(4.6, 5.1, 4.98494983277592)","(2.7, 3.2, 3.169642857142857)","(9.0, 12.0, 11.555555555555555)","(6.0, 9.4, 9.11304347826087)","(13.0, 16.0, 15.625)","(19.0, 28.0, 27.789473684210527)","(31.0, 85.0, 65.0)","(26.0, 36.0, 31.4)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.142857142857142)","(31.0, 44.0, 41.333333333333336)","(91.0, 180.0, 152.22222222222223)"
07-01-2023 14:12:10.849357,"(4.6, 5.1, 4.98494983277592)","(2.7, 3.2, 3.169642857142857)","(9.0, 12.0, 11.555555555555555)","(6.0, 9.4, 9.11304347826087)","(13.0, 16.0, 15.625)","(19.0, 28.0, 27.789473684210527)","(31.0, 85.0, 65.0)","(26.0, 36.0, 31.4)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.142857142857142)","(31.0, 44.0, 40.8)","(91.0, 180.0, 152.22222222222223)"
07-01-2023 14:12:12.316995,"(4.6, 5.1, 4.982200647249191)","(2.7, 3.2, 3.13046875)","(9.0, 12.0, 11.6)","(6.0, 9.4, 9.164285714285715)","(13.0, 16.0, 15.625)","(19.0, 28.0, 27.88235294117647)","(31.0, 85.0, 65.0)","(26.0, 36.0, 31.62162162162162)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.142857142857142)","(31.0, 44.0, 41.142857142857146)","(91.0, 180.0, 157.27272727272728)"
07-01-2023 14:12:13.812406,"(4.6, 5.1, 4.982200647249191)","(2.7, 3.15, 3.13046875)","(9.0, 12.0, 11.6)","(6.0, 9.4, 9.164285714285715)","(13.0, 16.0, 15.833333333333334)","(19.0, 28.0, 26.82857142857143)","(31.0, 85.0, 65.0)","(26.0, 36.0, 33.333333333333336)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.09090909090909)","(31.0, 44.0, 41.142857142857146)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:15.548937,"(4.6, 5.1, 4.985534591194969)","(2.7, 3.15, 3.13046875)","(9.0, 12.0, 11.68)","(6.0, 9.4, 9.164285714285715)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.428571428571427)","(31.0, 85.0, 65.0)","(26.0, 34.0, 33.333333333333336)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.017857142857142)","(31.0, 44.0, 42.23529411764706)","(91.0, 180.0, 146.66666666666666)"
