,Sonnys Amazing,Triplets,Rainbow Rain,Colerne,Micton Mouse,Beartastic Writer,Roberts Delight,My Ultimate Billy Nz,Our Amazing Grace,No Win No Worries
305,"[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 4.8, 8.6]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 24, 405522), 3.6, 5.0]"
306,"[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 4.8, 8.4]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 25, 668646), 3.6, 5.0]"
307,"[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 26, 904609), 3.6, 5.0]"
308,"[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 4.8, 8.0]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 28, 156658), 3.6, 5.0]"
309,"[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 29, 394847), 3.6, 5.0]"
310,"[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 30, 683184), 3.6, 5.0]"
311,"[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 4.8, 7.8]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 31, 942276), 3.6, 5.0]"
312,"[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 33, 242127), 3.6, 5.0]"
313,"[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 34, 477979), 3.6, 5.0]"
314,"[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 35, 744126), 3.6, 5.0]"
315,"[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 36, 978651), 3.6, 5.0]"
316,"[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 38, 260584), 3.6, 5.0]"
317,"[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 39, 521588), 3.6, 5.0]"
318,"[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 40, 771075), 3.6, 5.0]"
319,"[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 42, 142204), 3.6, 5.0]"
320,"[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 43, 399937), 3.6, 5.0]"
321,"[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 44, 643691), 3.6, 5.0]"
322,"[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 45, 888759), 3.6, 5.0]"
323,"[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 47, 153568), 3.6, 5.0]"
324,"[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 48, 409823), 3.6, 5.0]"
325,"[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 49, 673692), 3.6, 5.0]"
326,"[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 50, 937075), 3.6, 5.0]"
327,"[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 52, 436697), 3.6, 5.0]"
328,"[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 53, 702172), 3.6, 5.0]"
329,"[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 54, 964958), 3.6, 5.0]"
330,"[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 56, 204491), 3.6, 5.0]"
331,"[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 57, 482640), 3.6, 5.0]"
332,"[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 24, 58, 802384), 3.6, 5.0]"
333,"[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 25, 0, 64391), 3.6, 5.0]"
334,"[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 25, 1, 322858), 3.6, 5.0]"
335,"[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 25, 2, 656397), 3.6, 5.0]"
336,"[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 15.0, 30.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 2.25, 3.15]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 8.5, 99999]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 19.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 25, 3, 916639), 3.6, 5.0]"
