,Lizzie Lass,Hes A Gift,My Shout Zoe,Supasonic Romeo,Gotham Baron,Fat Santa,Harros Girl
07-12-2022 20:38:14.199333,"(12.0, 20.0, 19.807692307692307)","(31.0, 75.0, 60.41666666666667)","(2.9, 3.5, 3.4166666666666665)","(9.0, 15.0, 14.5)","(1.65, 1.95, 1.9192307692307693)","(26.0, 46.0, 40.310344827586206)","(19.0, 42.0, 41.05882352941177)"
07-12-2022 20:38:15.443310,"(12.0, 20.0, 19.807692307692307)","(31.0, 75.0, 60.41666666666667)","(2.9, 3.5, 3.4166666666666665)","(9.0, 15.0, 14.5)","(1.65, 1.95, 1.9192307692307693)","(26.0, 46.0, 39.951219512195124)","(19.0, 42.0, 41.072463768115945)"
07-12-2022 20:38:16.801522,"(12.0, 20.0, 19.807692307692307)","(31.0, 75.0, 60.41666666666667)","(2.9, 3.5, 3.4166666666666665)","(9.0, 15.0, 14.5)","(1.65, 1.95, 1.9281818181818182)","(26.0, 46.0, 39.951219512195124)","(19.0, 42.0, 41.072463768115945)"
07-12-2022 20:38:18.090525,"(12.0, 20.0, 19.807692307692307)","(31.0, 75.0, 60.41666666666667)","(2.9, 3.5, 3.4176470588235293)","(9.0, 15.0, 14.5)","(1.65, 1.95, 1.9133333333333333)","(26.0, 46.0, 39.71875)","(19.0, 42.0, 39.333333333333336)"
07-12-2022 20:38:19.361077,"(12.0, 20.0, 19.807692307692307)","(31.0, 75.0, 60.41666666666667)","(2.9, 3.5, 3.4176470588235293)","(9.0, 15.0, 14.5)","(1.65, 1.93, 1.9066666666666665)","(26.0, 46.0, 39.71875)","(20.0, 42.0, 38.608695652173914)"
07-12-2022 20:38:20.624061,"(12.0, 20.0, 19.807692307692307)","(31.0, 75.0, 62.5)","(2.9, 3.5, 3.375)","(9.0, 15.0, 14.647058823529411)","(1.65, 1.92, 1.9)","(26.0, 46.0, 36.5)","(20.0, 42.0, 40.92307692307692)"
07-12-2022 20:38:21.851973,"(12.0, 20.0, 19.82142857142857)","(31.0, 75.0, 65.0)","(2.9, 3.5, 3.3581081081081083)","(9.0, 15.0, 14.666666666666666)","(1.65, 1.91, 1.8953333333333333)","(26.0, 46.0, 36.8433734939759)","(20.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:23.053582,"(12.0, 20.0, 19.807692307692307)","(31.0, 75.0, 64.33333333333333)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 14.672413793103448)","(1.65, 1.91, 1.896923076923077)","(26.0, 46.0, 39.53191489361702)","(20.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:24.267181,"(12.0, 20.0, 19.0)","(31.0, 75.0, 60.45454545454545)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.5, 14.084905660377359)","(1.65, 1.9, 1.91625)","(26.0, 46.0, 39.53191489361702)","(20.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:25.455418,"(12.0, 20.0, 19.473684210526315)","(31.0, 75.0, 59.0)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.5, 14.163636363636364)","(1.65, 1.92, 1.8975)","(26.0, 46.0, 39.53191489361702)","(20.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:26.671267,"(12.0, 26.0, 19.863636363636363)","(31.0, 75.0, 60.45454545454545)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.5, 14.875)","(1.65, 1.9, 1.8676923076923078)","(26.0, 46.0, 39.53191489361702)","(20.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:27.923582,"(12.0, 25.0, 22.0)","(31.0, 75.0, 60.45454545454545)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 14.1)","(1.65, 1.91, 1.8875)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:29.189965,"(12.0, 25.0, 24.393939393939394)","(31.0, 75.0, 65.0)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.714285714285714)","(1.65, 1.9, 1.865)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:30.429687,"(12.0, 25.0, 24.393939393939394)","(31.0, 75.0, 61.666666666666664)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.714285714285714)","(1.65, 1.89, 1.8706451612903225)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:31.619798,"(13.0, 24.0, 23.8)","(31.0, 75.0, 61.666666666666664)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 14.307692307692308)","(1.65, 1.89, 1.8777272727272727)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:32.772919,"(13.0, 24.0, 23.25)","(31.0, 75.0, 63.57142857142857)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.875)","(1.65, 1.88, 1.8699999999999999)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:33.961211,"(13.0, 24.0, 22.714285714285715)","(31.0, 75.0, 67.85714285714286)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.875)","(1.65, 1.88, 1.8699999999999999)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:35.196890,"(13.0, 24.0, 22.785714285714285)","(31.0, 75.0, 67.85714285714286)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 14.307692307692308)","(1.65, 1.88, 1.8777272727272727)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:36.407546,"(13.0, 24.0, 23.435294117647057)","(31.0, 75.0, 63.888888888888886)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.875)","(1.65, 1.88, 1.8666666666666667)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:37.684119,"(13.0, 24.0, 23.435294117647057)","(31.0, 75.0, 63.888888888888886)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.875)","(1.65, 1.88, 1.8666666666666667)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:38.992114,"(13.0, 24.0, 23.435294117647057)","(31.0, 75.0, 67.85714285714286)","(2.9, 3.5, 3.4078947368421053)","(9.0, 15.0, 14.307692307692308)","(1.65, 1.88, 1.852)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:40.259648,"(13.0, 24.0, 23.435294117647057)","(31.0, 75.0, 67.85714285714286)","(2.9, 3.5, 3.4153225806451615)","(9.0, 15.0, 14.375)","(1.65, 1.87, 1.8476000000000001)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:41.496376,"(13.0, 24.0, 23.435294117647057)","(31.0, 75.0, 67.85714285714286)","(2.9, 3.5, 3.4153225806451615)","(9.0, 15.0, 13.928571428571429)","(1.65, 1.87, 1.8476000000000001)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:43.169601,"(13.0, 24.0, 23.626666666666665)","(31.0, 75.0, 73.3125)","(2.9, 3.5, 3.4153225806451615)","(9.0, 15.0, 13.928571428571429)","(1.65, 1.87, 1.8476000000000001)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:44.595963,"(13.0, 24.0, 23.435294117647057)","(31.0, 75.0, 68.33333333333334)","(2.9, 3.5, 3.395)","(9.0, 15.0, 13.928571428571429)","(1.65, 1.87, 1.8475000000000001)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:46.133068,"(13.0, 24.0, 23.41176470588235)","(31.0, 75.0, 68.33333333333334)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.772727272727273)","(1.65, 1.87, 1.8641666666666667)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:47.742572,"(13.0, 24.0, 23.41176470588235)","(31.0, 75.0, 58.333333333333336)","(2.9, 3.5, 3.388297872340426)","(9.0, 15.0, 13.772727272727273)","(1.65, 1.91, 1.8641666666666667)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:49.016495,"(13.0, 24.0, 23.41176470588235)","(31.0, 75.0, 58.333333333333336)","(2.9, 3.5, 3.4326923076923075)","(9.0, 15.0, 14.15625)","(1.65, 1.91, 1.8377777777777777)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.86486486486486)"
07-12-2022 20:38:50.364746,"(13.0, 24.0, 23.41176470588235)","(31.0, 75.0, 65.9090909090909)","(2.9, 3.5, 3.4339622641509435)","(9.0, 15.0, 14.15625)","(1.65, 1.9, 1.8728571428571428)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 40.93150684931507)"
07-12-2022 20:38:51.519786,"(13.0, 24.0, 23.41176470588235)","(31.0, 75.0, 65.9090909090909)","(2.9, 3.5, 3.4513888888888893)","(9.0, 15.0, 13.772727272727273)","(1.65, 1.89, 1.8450000000000002)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 41.18918918918919)"
07-12-2022 20:38:52.752203,"(13.0, 24.0, 23.41176470588235)","(31.0, 75.0, 58.333333333333336)","(2.9, 3.5, 3.4513888888888893)","(9.0, 15.0, 14.035714285714286)","(1.65, 1.86, 1.8779166666666667)","(26.0, 46.0, 39.53191489361702)","(21.0, 42.0, 48.028169014084504)"
07-12-2022 20:38:54.005929,"(13.0, 24.0, 23.935483870967744)","(31.0, 75.0, 65.9090909090909)","(2.9, 3.5, 3.4513888888888893)","(9.0, 15.0, 13.615384615384615)","(1.65, 1.88, 1.8587500000000001)","(26.0, 46.0, 39.416666666666664)","(21.0, 50.0, 44.92307692307692)"
07-12-2022 20:38:55.196840,"(13.0, 26.0, 25.160493827160494)","(31.0, 75.0, 65.9090909090909)","(2.9, 3.5, 3.4513888888888893)","(9.0, 15.0, 13.615384615384615)","(1.65, 1.87, 1.8576000000000001)","(26.0, 46.0, 39.416666666666664)","(21.0, 48.0, 44.92307692307692)"
07-12-2022 20:38:56.434896,"(13.0, 26.0, 25.116883116883116)","(31.0, 75.0, 58.333333333333336)","(2.9, 3.5, 3.4513888888888893)","(9.0, 15.0, 14.0)","(1.65, 1.86, 1.8497142857142859)","(26.0, 46.0, 39.130434782608695)","(21.0, 48.0, 44.92307692307692)"
07-12-2022 20:38:57.675741,"(13.0, 26.0, 25.28767123287671)","(31.0, 75.0, 60.714285714285715)","(2.9, 3.5, 3.4513888888888893)","(9.0, 15.0, 14.052631578947368)","(1.65, 1.86, 1.8497142857142859)","(26.0, 46.0, 39.130434782608695)","(21.0, 48.0, 46.666666666666664)"
07-12-2022 20:38:58.853806,"(13.0, 26.0, 25.157894736842106)","(31.0, 75.0, 60.714285714285715)","(2.9, 3.5, 3.4339622641509435)","(9.0, 15.0, 14.071428571428571)","(1.65, 1.86, 1.9042857142857144)","(26.0, 46.0, 39.130434782608695)","(21.0, 48.0, 44.857142857142854)"
07-12-2022 20:39:00.094702,"(13.0, 26.0, 25.157894736842106)","(31.0, 75.0, 65.9090909090909)","(2.9, 3.5, 3.424489795918367)","(9.0, 14.5, 13.681818181818182)","(1.65, 1.96, 1.8760000000000001)","(26.0, 46.0, 39.130434782608695)","(21.0, 46.0, 44.87719298245614)"
07-12-2022 20:39:01.292623,"(13.0, 26.0, 25.0)","(31.0, 75.0, 72.17910447761194)","(2.9, 3.5, 3.424489795918367)","(9.0, 14.5, 13.9375)","(1.65, 1.96, 1.8760000000000001)","(26.0, 46.0, 39.130434782608695)","(21.0, 46.0, 45.04477611940298)"
07-12-2022 20:39:02.773210,"(13.0, 26.0, 25.0)","(31.0, 75.0, 60.41666666666667)","(2.9, 3.5, 3.4229166666666666)","(9.0, 14.5, 13.9375)","(1.65, 1.96, 1.8722222222222222)","(26.0, 46.0, 39.130434782608695)","(21.0, 46.0, 45.04477611940298)"
07-12-2022 20:39:03.894760,"(13.0, 26.0, 25.0)","(31.0, 75.0, 60.41666666666667)","(2.9, 3.5, 3.4229166666666666)","(9.0, 14.5, 13.681818181818182)","(1.65, 1.95, 1.8625)","(26.0, 46.0, 39.130434782608695)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:05.094102,"(13.0, 26.0, 25.0)","(31.0, 75.0, 65.27777777777777)","(2.9, 3.5, 3.4715384615384615)","(9.0, 14.5, 14.1)","(1.65, 1.95, 1.8246043165467627)","(26.0, 46.0, 38.8)","(21.0, 46.0, 41.0)"
07-12-2022 20:39:06.329279,"(13.0, 26.0, 24.333333333333332)","(31.0, 75.0, 70.43478260869566)","(2.9, 3.5, 3.5464285714285717)","(9.0, 14.5, 13.8)","(1.65, 1.83, 1.87)","(26.0, 44.0, 40.37362637362637)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:07.471803,"(13.0, 25.0, 24.950819672131146)","(31.0, 75.0, 67.3913043478261)","(2.9, 3.6, 3.5464285714285717)","(9.0, 14.0, 14.428571428571429)","(1.65, 1.89, 1.8642857142857143)","(26.0, 44.0, 38.91525423728814)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:08.603241,"(13.0, 25.0, 24.857142857142858)","(31.0, 75.0, 65.27777777777777)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8642857142857143)","(26.0, 44.0, 38.53125)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:09.871238,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 63.333333333333336)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8557142857142859)","(26.0, 44.0, 38.53125)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:11.106786,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8557142857142859)","(26.0, 44.0, 38.49612403100775)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:12.367069,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8557142857142859)","(26.0, 44.0, 38.49612403100775)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:13.509250,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8557142857142859)","(26.0, 44.0, 38.49612403100775)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:14.671330,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8708)","(26.0, 44.0, 40.02597402597402)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:15.819930,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8708)","(26.0, 42.0, 40.02597402597402)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:16.931248,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.429577464788732)","(1.65, 1.89, 1.8708)","(26.0, 42.0, 40.02597402597402)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:18.000116,"(13.0, 25.0, 24.43243243243243)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 14.5, 14.977611940298507)","(1.65, 1.89, 1.8708)","(26.0, 42.0, 39.523809523809526)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:19.065214,"(13.0, 25.0, 24.454545454545453)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 15.0, 14.895833333333334)","(1.65, 1.89, 1.8708)","(26.0, 42.0, 39.523809523809526)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:20.113492,"(13.0, 25.0, 24.7)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 15.0, 14.895833333333334)","(1.65, 1.89, 1.8708)","(26.0, 42.0, 39.9746835443038)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:21.254189,"(13.0, 26.0, 25.31578947368421)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5558823529411767)","(9.0, 15.0, 14.915492957746478)","(1.65, 1.89, 1.898989898989899)","(26.0, 42.0, 39.9746835443038)","(21.0, 46.0, 44.75)"
07-12-2022 20:39:22.492929,"(14.0, 26.0, 25.15)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5416666666666665)","(10.0, 15.0, 14.6875)","(1.65, 1.9, 1.8533333333333335)","(26.0, 42.0, 39.9746835443038)","(21.0, 46.0, 44.73015873015873)"
07-12-2022 20:39:24.073350,"(14.0, 26.0, 24.607142857142858)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.55, 3.5250000000000004)","(10.0, 15.0, 14.823529411764707)","(1.65, 1.87, 1.8542105263157895)","(26.0, 42.0, 39.83783783783784)","(21.0, 46.0, 44.73015873015873)"
07-12-2022 20:39:25.392693,"(14.0, 26.0, 24.40625)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5863636363636364)","(10.0, 15.0, 14.709677419354838)","(1.65, 1.87, 1.8542105263157895)","(26.0, 42.0, 39.46835443037975)","(21.0, 46.0, 44.73015873015873)"
07-12-2022 20:39:26.686156,"(14.0, 26.0, 24.40625)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5863636363636364)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8542105263157895)","(26.0, 42.0, 39.46835443037975)","(21.0, 46.0, 44.73015873015873)"
07-12-2022 20:39:28.122530,"(14.0, 26.0, 24.785714285714285)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.5863636363636364)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8542105263157895)","(26.0, 42.0, 39.46835443037975)","(21.0, 46.0, 44.73015873015873)"
07-12-2022 20:39:29.422226,"(14.0, 26.0, 24.785714285714285)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.6, 3.544736842105263)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8542105263157895)","(26.0, 42.0, 39.46835443037975)","(21.0, 46.0, 43.78181818181818)"
07-12-2022 20:39:30.745508,"(14.0, 26.0, 24.923076923076923)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.55, 3.544736842105263)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8542105263157895)","(26.0, 42.0, 39.46835443037975)","(21.0, 44.0, 41.719298245614034)"
07-12-2022 20:39:32.146975,"(14.0, 26.0, 24.785714285714285)","(31.0, 75.0, 67.22222222222223)","(2.9, 3.55, 3.585714285714286)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8542105263157895)","(26.0, 42.0, 39.46835443037975)","(21.0, 42.0, 41.6551724137931)"
07-12-2022 20:39:33.416845,"(14.0, 26.0, 24.785714285714285)","(31.0, 75.0, 66.78571428571428)","(2.9, 3.6, 3.588888888888889)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.842)","(26.0, 42.0, 39.68421052631579)","(21.0, 42.0, 41.66101694915254)"
07-12-2022 20:39:34.634981,"(14.0, 26.0, 24.785714285714285)","(31.0, 70.0, 64.70588235294117)","(2.9, 3.6, 3.588888888888889)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8546153846153848)","(26.0, 40.0, 38.985915492957744)","(21.0, 42.0, 41.66101694915254)"
07-12-2022 20:39:35.818947,"(14.0, 26.0, 24.914893617021278)","(31.0, 70.0, 64.70588235294117)","(2.9, 3.6, 3.588888888888889)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8546153846153848)","(26.0, 40.0, 38.37037037037037)","(21.0, 42.0, 45.32203389830509)"
07-12-2022 20:39:36.954228,"(14.0, 26.0, 25.113636363636363)","(31.0, 70.0, 63.68421052631579)","(2.9, 3.6, 3.588888888888889)","(10.0, 15.5, 14.709677419354838)","(1.65, 1.87, 1.8528947368421054)","(26.0, 40.0, 38.37037037037037)","(21.0, 46.0, 43.58620689655172)"
07-12-2022 20:39:38.161651,"(14.0, 26.0, 25.113636363636363)","(31.0, 70.0, 63.68421052631579)","(2.9, 3.6, 3.611290322580645)","(10.0, 15.5, 14.272727272727273)","(1.65, 1.87, 1.84)","(26.0, 40.0, 38.425)","(21.0, 44.0, 43.49152542372882)"
07-12-2022 20:39:39.394528,"(14.0, 26.0, 24.470588235294116)","(31.0, 65.0, 60.23809523809524)","(2.9, 3.65, 3.59)","(10.0, 14.5, 14.583333333333334)","(1.65, 1.85, 1.816)","(26.0, 40.0, 38.5974025974026)","(21.0, 44.0, 43.89090909090909)"
07-12-2022 20:39:40.611848,"(14.0, 26.0, 24.857142857142858)","(31.0, 65.0, 62.472972972972975)","(2.9, 3.7, 3.6471428571428572)","(10.0, 15.0, 14.722222222222221)","(1.65, 1.83, 1.8062500000000001)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 41.714285714285715)"
07-12-2022 20:39:41.785923,"(14.0, 26.0, 24.818181818181817)","(31.0, 65.0, 62.6025641025641)","(2.9, 3.75, 3.6471428571428572)","(10.0, 15.0, 14.928571428571429)","(1.65, 1.81, 1.792)","(26.0, 40.0, 38.916666666666664)","(21.0, 42.0, 43.389830508474574)"
07-12-2022 20:39:42.908359,"(14.0, 26.0, 24.444444444444443)","(31.0, 65.0, 63.18666666666667)","(2.9, 3.75, 3.679787234042553)","(10.0, 15.0, 14.9375)","(1.65, 1.8, 1.7915384615384615)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.03225806451613)"
07-12-2022 20:39:44.008812,"(14.0, 26.0, 24.782608695652172)","(31.0, 95.0, 82.14285714285714)","(2.9, 3.75, 3.6788461538461537)","(10.0, 15.0, 14.714285714285714)","(1.65, 1.8, 1.7915384615384615)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.04761904761905)"
07-12-2022 20:39:45.107549,"(14.0, 26.0, 24.782608695652172)","(31.0, 95.0, 75.3125)","(2.9, 3.75, 3.6772727272727272)","(10.0, 15.0, 14.875)","(1.65, 1.8, 1.776)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.04761904761905)"
07-12-2022 20:39:46.356992,"(14.0, 26.0, 24.666666666666668)","(31.0, 95.0, 77.85714285714286)","(2.9, 3.75, 3.7125)","(10.0, 15.5, 14.76923076923077)","(1.65, 1.78, 1.7644)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.389830508474574)"
07-12-2022 20:39:47.582874,"(15.0, 26.0, 24.666666666666668)","(31.0, 95.0, 71.66666666666667)","(3.0, 3.75, 3.717857142857143)","(10.0, 15.5, 14.76923076923077)","(1.65, 1.77, 1.7566666666666666)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.389830508474574)"
07-12-2022 20:39:48.796503,"(15.0, 26.0, 24.666666666666668)","(31.0, 90.0, 75.0)","(3.0, 3.9, 3.7552631578947366)","(10.0, 15.5, 14.76923076923077)","(1.65, 1.76, 1.7629411764705882)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.04761904761905)"
07-12-2022 20:39:49.915919,"(15.0, 26.0, 24.636363636363637)","(31.0, 90.0, 78.0)","(3.0, 3.85, 3.7552631578947366)","(10.0, 15.5, 14.76923076923077)","(1.65, 1.77, 1.7588235294117647)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.04761904761905)"
07-12-2022 20:39:51.021778,"(15.0, 26.0, 24.636363636363637)","(31.0, 90.0, 70.0)","(3.0, 3.8, 3.7588235294117647)","(10.0, 15.5, 14.76923076923077)","(1.65, 1.78, 1.7725)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 43.04761904761905)"
07-12-2022 20:39:52.201868,"(15.0, 26.0, 24.56)","(31.0, 90.0, 76.36363636363636)","(3.0, 3.8, 3.7588235294117647)","(10.0, 15.5, 14.723684210526315)","(1.65, 1.78, 1.760180995475113)","(26.0, 40.0, 38.916666666666664)","(21.0, 44.0, 42.0)"
07-12-2022 20:39:53.354513,"(15.0, 26.0, 24.666666666666668)","(31.0, 90.0, 75.0)","(3.0, 3.8, 3.7884615384615383)","(11.0, 15.5, 14.723684210526315)","(1.6, 1.78, 1.7555555555555555)","(26.0, 40.0, 40.833333333333336)","(21.0, 44.0, 42.5)"
07-12-2022 20:39:54.550185,"(15.0, 26.0, 24.666666666666668)","(31.0, 85.0, 76.0)","(3.0, 3.8, 3.795238095238095)","(11.0, 15.5, 14.771604938271604)","(1.6, 1.76, 1.7520869565217392)","(26.0, 42.0, 36.666666666666664)","(21.0, 44.0, 42.0)"
07-12-2022 20:39:55.768043,"(15.0, 26.0, 24.636363636363637)","(31.0, 85.0, 76.0)","(3.0, 3.85, 3.795238095238095)","(11.0, 15.5, 14.75925925925926)","(1.6, 1.78, 1.7605479452054795)","(26.0, 40.0, 39.49152542372882)","(21.0, 44.0, 42.8)"
07-12-2022 20:39:56.913070,"(15.0, 24.0, 23.565217391304348)","(31.0, 90.0, 74.0)","(3.0, 3.85, 3.795238095238095)","(11.0, 15.5, 14.75925925925926)","(1.6, 1.78, 1.7605970149253731)","(26.0, 40.0, 39.07692307692308)","(21.0, 44.0, 43.36)"
07-12-2022 20:39:57.971324,"(15.0, 24.0, 23.5)","(31.0, 85.0, 76.42857142857143)","(3.0, 3.85, 3.795238095238095)","(11.0, 15.5, 14.768292682926829)","(1.6, 1.78, 1.7702985074626867)","(26.0, 40.0, 38.714285714285715)","(21.0, 44.0, 46.857142857142854)"
07-12-2022 20:39:59.062243,"(15.0, 24.0, 23.5)","(31.0, 85.0, 71.15384615384616)","(3.0, 3.85, 3.795238095238095)","(11.0, 15.5, 14.818181818181818)","(1.6, 1.78, 1.770357142857143)","(26.0, 40.0, 38.78260869565217)","(21.0, 48.0, 46.857142857142854)"
07-12-2022 20:40:00.271162,"(15.0, 24.0, 23.53125)","(31.0, 80.0, 71.25)","(3.0, 3.85, 3.825806451612903)","(11.0, 15.5, 14.841463414634147)","(1.6, 1.78, 1.7662962962962963)","(26.0, 40.0, 36.666666666666664)","(21.0, 48.0, 46.30769230769231)"
07-12-2022 20:40:01.435561,"(15.0, 24.0, 23.454545454545453)","(31.0, 75.0, 71.25)","(3.0, 3.85, 3.825806451612903)","(11.0, 15.5, 14.841463414634147)","(1.6, 1.77, 1.7662962962962963)","(26.0, 38.0, 36.666666666666664)","(21.0, 48.0, 46.30769230769231)"
07-12-2022 20:40:02.656732,"(15.0, 24.0, 23.454545454545453)","(31.0, 75.0, 73.0)","(3.0, 3.85, 3.8311475409836064)","(11.0, 15.5, 14.877777777777778)","(1.6, 1.77, 1.7632258064516129)","(26.0, 38.0, 38.714285714285715)","(21.0, 48.0, 47.88461538461539)"
07-12-2022 20:40:03.837605,"(15.0, 24.0, 23.555555555555557)","(31.0, 75.0, 73.57142857142857)","(3.0, 3.9, 3.79125)","(11.0, 15.5, 14.897849462365592)","(1.6, 1.77, 1.7670666666666668)","(26.0, 40.0, 37.27272727272727)","(21.0, 50.0, 45.0)"
