,Elliott Ness,Mercury Icon,Aston Rosa,Starfleet,Van Diemen,Funky Felix,Im A Lawyer,Bingo Ringo
12-01-2023 09:54:30.718902,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:31.888387,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:33.069774,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:34.183879,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:35.388706,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:36.529272,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:37.723750,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:38.796336,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:39.892055,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:40.997302,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:42.153474,"(5.0, 8.8, 7.0)","(10.0, 21.0, 15.5)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 21.03846153846154)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 17.85)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:43.302537,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:44.382446,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:45.404117,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:46.516793,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:47.631279,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:48.751090,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:49.779901,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:50.813144,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:51.943010,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:53.033499,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:54.169852,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:55.233558,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:56.336877,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:57.504764,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:58.678634,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:54:59.786800,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:00.898923,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:02.022487,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:03.089373,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:04.235932,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:05.375640,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:06.479297,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:07.514037,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:08.581845,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:09.623999,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:10.743815,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:11.860100,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:12.874201,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:13.941255,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:15.057653,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:16.166701,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:17.209900,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:18.319890,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:19.354343,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:20.514882,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:21.728120,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:22.896699,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:23.978447,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:25.073921,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:26.225992,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:27.433009,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:28.641571,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:29.824481,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:30.909047,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:31.999378,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:33.150358,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:34.286101,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:35.496005,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:36.671724,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:37.802561,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:38.869605,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:39.959529,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:41.053453,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:42.237610,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:43.404740,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:44.520337,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:45.669044,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:46.726226,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:47.839760,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:48.959941,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:50.070082,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:51.088264,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:52.129465,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:53.262771,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:54.316467,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:55.400045,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:56.479271,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:57.585335,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:58.744605,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:55:59.900460,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
12-01-2023 09:56:01.056244,"(5.0, 8.8, 7.0)","(10.0, 21.0, 17.857142857142858)","(6.5, 12.5, 9.911764705882353)","(11.0, 27.0, 18.38888888888889)","(4.6, 8.8, 8.157142857142858)","(10.0, 19.5, 16.2)","(3.9, 6.2, 5.416666666666667)","(4.6, 6.8, 6.033333333333333)"
