,Unleashed Buffy,Moment To Polka,Tears And Tanty,What A Phoenix,Big Kahuna,Hello Harley,Kid Kimetto,Bazinga Girl
11-01-2023 20:43:29.277372,"(5.5, 7.2, 7.066666666666666)","(3.3, 4.2, 4.037037037037037)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5415384615384617)","(14.0, 18.5, 18.125)","(9.0, 11.5, 11.540816326530612)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:30.355342,"(5.5, 7.2, 7.1)","(3.3, 4.2, 4.024)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5343589743589745)","(14.0, 18.5, 18.125)","(9.0, 12.0, 11.540816326530612)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:31.475318,"(5.5, 7.2, 7.1)","(3.3, 4.1, 4.036666666666666)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5343589743589745)","(14.0, 18.5, 18.125)","(9.0, 12.0, 11.540816326530612)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:32.503327,"(5.5, 7.2, 7.066666666666666)","(3.3, 4.1, 4.029411764705882)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5364705882352943)","(14.0, 18.5, 18.125)","(9.0, 12.0, 11.415584415584416)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:33.494499,"(5.5, 7.2, 7.116666666666667)","(3.3, 4.1, 4.029411764705882)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5324137931034483)","(14.0, 18.5, 18.214285714285715)","(9.0, 12.0, 11.4375)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:34.524495,"(5.5, 7.2, 7.104761904761905)","(3.3, 4.1, 4.030769230769231)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5324137931034483)","(14.0, 18.5, 18.214285714285715)","(9.0, 12.0, 11.554455445544555)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:35.675666,"(5.5, 7.2, 7.104761904761905)","(3.3, 4.1, 4.030769230769231)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5324137931034483)","(14.0, 18.5, 18.214285714285715)","(9.0, 12.0, 11.554455445544555)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:36.840912,"(5.5, 7.2, 7.104761904761905)","(3.3, 4.1, 4.030769230769231)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.530588235294118)","(14.0, 18.5, 18.214285714285715)","(9.0, 12.0, 11.554455445544555)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:37.985370,"(5.5, 7.2, 7.12)","(3.3, 4.1, 4.030769230769231)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.530588235294118)","(14.0, 18.5, 18.214285714285715)","(9.0, 12.0, 11.554455445544555)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:39.143309,"(5.5, 7.2, 7.12)","(3.3, 4.1, 4.030769230769231)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5296969696969698)","(14.0, 18.5, 18.214285714285715)","(9.0, 12.0, 11.554455445544555)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:40.325189,"(5.5, 7.2, 7.12)","(3.3, 4.1, 4.030769230769231)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5252631578947367)","(14.0, 18.5, 20.1)","(9.0, 12.0, 11.554455445544555)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:41.476895,"(5.5, 7.2, 7.12)","(3.3, 4.1, 4.021739130434782)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.526666666666667)","(14.0, 21.0, 19.2)","(9.0, 12.0, 11.454545454545455)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:42.634999,"(5.5, 7.2, 7.12)","(3.3, 4.1, 3.9941176470588236)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.526666666666667)","(14.0, 20.0, 19.0)","(9.0, 12.0, 11.38961038961039)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:43.751424,"(5.5, 7.2, 7.104761904761905)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.5248)","(14.0, 20.0, 18.736842105263158)","(9.0, 12.0, 11.38961038961039)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:44.894792,"(5.5, 7.2, 7.104761904761905)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5248)","(14.0, 20.0, 18.8)","(9.0, 12.0, 11.38961038961039)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:45.962750,"(5.5, 7.2, 7.104761904761905)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5248)","(14.0, 20.0, 18.8)","(9.0, 12.0, 11.651851851851852)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:47.083199,"(5.5, 7.0, 6.871698113207547)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5275555555555558)","(14.0, 20.0, 18.8)","(9.0, 12.0, 11.651851851851852)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:48.238760,"(5.5, 7.0, 6.871698113207547)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5275555555555558)","(14.0, 20.0, 18.8)","(9.0, 12.0, 11.651851851851852)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:49.376793,"(5.5, 7.0, 6.871698113207547)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.526)","(14.0, 20.0, 18.8)","(9.0, 12.0, 11.546583850931677)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:50.521264,"(5.5, 7.0, 6.871698113207547)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.526)","(14.0, 20.0, 18.4)","(9.0, 12.0, 11.546583850931677)","(21.0, 42.0, 39.666666666666664)"
11-01-2023 20:43:51.707853,"(5.5, 7.0, 6.876363636363636)","(3.3, 4.1, 4.006666666666667)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5186046511627906)","(14.0, 20.0, 18.285714285714285)","(9.0, 12.0, 11.546583850931677)","(21.0, 42.0, 41.142857142857146)"
11-01-2023 20:43:53.060683,"(5.5, 7.0, 6.876363636363636)","(3.3, 4.1, 4.016)","(20.0, 30.0, 28.76923076923077)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5186046511627906)","(14.0, 20.0, 18.285714285714285)","(9.0, 12.0, 11.546583850931677)","(21.0, 42.0, 41.42857142857143)"
11-01-2023 20:43:54.428791,"(5.5, 7.0, 6.876363636363636)","(3.3, 4.1, 4.0125)","(20.0, 30.0, 29.11111111111111)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.521621621621622)","(14.0, 20.0, 18.285714285714285)","(9.0, 12.0, 11.507246376811594)","(21.0, 42.0, 40.666666666666664)"
11-01-2023 20:43:55.625550,"(5.5, 7.0, 6.907692307692308)","(3.3, 4.1, 4.0125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5186046511627906)","(14.0, 20.0, 18.666666666666668)","(9.0, 12.0, 11.506578947368421)","(21.0, 42.0, 40.2)"
11-01-2023 20:43:56.820142,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.002325581395349)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5184615384615383)","(14.0, 20.0, 18.66)","(9.0, 12.0, 11.506578947368421)","(21.0, 42.0, 40.2)"
11-01-2023 20:43:58.048630,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.0125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5184615384615383)","(14.0, 19.5, 18.75)","(9.0, 12.0, 11.38)","(21.0, 42.0, 40.18181818181818)"
11-01-2023 20:43:59.256460,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.0125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5184615384615383)","(14.0, 19.5, 18.75)","(9.0, 11.5, 11.3625)","(21.0, 42.0, 40.25)"
11-01-2023 20:44:00.394105,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.0125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5184615384615383)","(14.0, 19.5, 19.071428571428573)","(9.0, 11.5, 10.978260869565217)","(21.0, 42.0, 40.25)"
11-01-2023 20:44:01.525730,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.0125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5285714285714285)","(14.0, 19.5, 19.071428571428573)","(9.0, 11.5, 10.978260869565217)","(21.0, 42.0, 40.25)"
11-01-2023 20:44:02.623845,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.015217391304348)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.54, 2.5364705882352943)","(14.0, 19.5, 19.071428571428573)","(9.0, 11.5, 10.961538461538462)","(21.0, 42.0, 38.5)"
11-01-2023 20:44:03.759445,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.015217391304348)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 65.5)","(2.05, 2.56, 2.540952380952381)","(14.0, 19.5, 19.05)","(9.0, 11.5, 10.722222222222221)","(21.0, 42.0, 39.0)"
11-01-2023 20:44:04.859501,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.015217391304348)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.05, 2.56, 2.540952380952381)","(14.0, 19.5, 19.05)","(9.0, 11.5, 10.671717171717171)","(21.0, 40.0, 38.666666666666664)"
11-01-2023 20:44:05.939787,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.015217391304348)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.05, 2.56, 2.540952380952381)","(14.0, 19.5, 19.05)","(9.0, 11.5, 10.671717171717171)","(21.0, 40.0, 38.666666666666664)"
11-01-2023 20:44:07.079911,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 4.0)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.05, 2.56, 2.540952380952381)","(14.0, 19.5, 19.05)","(9.0, 11.5, 10.671717171717171)","(21.0, 40.0, 38.666666666666664)"
11-01-2023 20:44:08.212106,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 3.9945945945945946)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.05, 2.56, 2.5389473684210526)","(14.0, 19.5, 19.05)","(9.0, 11.5, 10.926573426573427)","(21.0, 40.0, 39.55555555555556)"
11-01-2023 20:44:09.370714,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 3.9945945945945946)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.05, 2.56, 2.5389473684210526)","(14.0, 19.5, 19.05)","(8.5, 11.5, 10.926573426573427)","(21.0, 40.0, 39.55555555555556)"
11-01-2023 20:44:10.596770,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 3.9945945945945946)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.5389473684210526)","(14.0, 19.5, 19.05)","(8.5, 11.5, 10.926573426573427)","(21.0, 40.0, 39.55555555555556)"
11-01-2023 20:44:11.886692,"(5.5, 7.2, 7.070967741935484)","(3.3, 4.1, 3.978125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.5389473684210526)","(14.0, 19.5, 19.05)","(8.5, 11.5, 11.039325842696629)","(21.0, 40.0, 39.368421052631575)"
11-01-2023 20:44:13.115523,"(5.5, 7.2, 7.1)","(3.3, 4.1, 3.978125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.5389473684210526)","(14.0, 19.5, 19.071428571428573)","(8.5, 11.5, 11.039325842696629)","(21.0, 40.0, 39.368421052631575)"
11-01-2023 20:44:14.346547,"(5.5, 7.2, 7.1)","(3.3, 4.1, 3.978125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.5389473684210526)","(14.0, 19.5, 19.071428571428573)","(8.5, 11.5, 11.039325842696629)","(21.0, 40.0, 38.5)"
11-01-2023 20:44:15.559872,"(5.5, 7.4, 7.23)","(3.3, 4.1, 3.978125)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.542222222222222)","(14.0, 19.5, 19.071428571428573)","(8.5, 11.5, 11.054913294797688)","(21.0, 40.0, 38.10526315789474)"
11-01-2023 20:44:16.762576,"(5.5, 7.4, 7.24)","(3.3, 4.1, 3.9727272727272727)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.542222222222222)","(14.0, 19.5, 19.071428571428573)","(8.5, 11.5, 11.054913294797688)","(21.0, 40.0, 38.10526315789474)"
11-01-2023 20:44:17.867118,"(5.5, 7.4, 7.24)","(3.3, 4.1, 3.9727272727272727)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.542222222222222)","(14.0, 19.5, 18.6)","(8.5, 11.5, 11.054913294797688)","(21.0, 40.0, 38.10526315789474)"
11-01-2023 20:44:19.026943,"(5.5, 7.4, 7.23448275862069)","(3.3, 4.1, 3.9634146341463414)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.54)","(14.0, 19.5, 18.375)","(8.5, 11.5, 11.054913294797688)","(21.0, 40.0, 38.5)"
11-01-2023 20:44:20.112196,"(5.5, 7.4, 7.23448275862069)","(3.3, 4.1, 3.9634146341463414)","(20.0, 30.0, 29.272727272727273)","(41.0, 70.0, 67.6)","(2.1, 2.56, 2.54)","(14.0, 19.5, 18.705882352941178)","(8.5, 11.5, 11.054913294797688)","(21.0, 40.0, 38.5)"
11-01-2023 20:44:21.257856,"(5.5, 7.4, 7.23448275862069)","(3.3, 4.1, 3.9577777777777774)","(20.0, 30.0, 27.428571428571427)","(41.0, 70.0, 67.27272727272727)","(2.1, 2.56, 2.54)","(14.0, 19.5, 18.705882352941178)","(8.5, 11.5, 11.054913294797688)","(21.0, 40.0, 38.5)"
11-01-2023 20:44:22.367440,"(5.5, 7.4, 7.23448275862069)","(3.3, 4.1, 3.9577777777777774)","(20.0, 30.0, 27.428571428571427)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.56, 2.5889655172413795)","(15.0, 19.5, 18.28125)","(8.0, 11.5, 11.054913294797688)","(21.0, 40.0, 38.10526315789474)"
11-01-2023 20:44:23.522253,"(5.5, 7.4, 7.23448275862069)","(3.3, 4.1, 3.9592592592592593)","(20.0, 30.0, 27.4)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.6, 2.5859574468085107)","(15.0, 19.5, 18.416666666666668)","(8.0, 11.5, 11.833333333333334)","(21.0, 40.0, 38.36363636363637)"
11-01-2023 20:44:24.695276,"(5.5, 7.4, 7.2)","(3.3, 4.0, 3.873076923076923)","(20.0, 29.0, 28.11111111111111)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.6, 2.5858333333333334)","(15.0, 19.5, 18.333333333333332)","(8.0, 12.0, 11.884615384615385)","(21.0, 40.0, 38.56)"
11-01-2023 20:44:25.888739,"(5.5, 7.4, 7.177777777777778)","(3.3, 3.9, 3.876086956521739)","(20.0, 29.0, 27.4)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.6, 2.5848979591836736)","(15.0, 19.0, 18.076923076923077)","(8.0, 12.0, 11.833333333333334)","(21.0, 40.0, 38.56)"
11-01-2023 20:44:27.097350,"(5.5, 7.4, 7.2153846153846155)","(3.3, 3.95, 3.865)","(20.0, 29.0, 29.652173913043477)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.6, 2.5833333333333335)","(15.0, 19.0, 18.035714285714285)","(8.0, 12.0, 11.976190476190476)","(21.0, 40.0, 38.56)"
11-01-2023 20:44:28.422017,"(5.5, 7.4, 7.2153846153846155)","(3.3, 3.95, 3.865)","(20.0, 30.0, 29.703703703703702)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.6, 2.5833333333333335)","(15.0, 19.0, 18.035714285714285)","(8.0, 12.5, 11.724719101123595)","(21.0, 40.0, 38.56)"
11-01-2023 20:44:29.697487,"(5.5, 7.4, 7.2153846153846155)","(3.3, 3.95, 3.865)","(20.0, 30.0, 29.703703703703702)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.6, 2.6122222222222224)","(15.0, 19.0, 18.035714285714285)","(8.0, 12.5, 11.724719101123595)","(21.0, 40.0, 38.758620689655174)"
11-01-2023 20:44:30.976447,"(5.5, 7.2, 7.125925925925926)","(3.3, 3.95, 3.865)","(20.0, 30.0, 29.703703703703702)","(41.0, 70.0, 67.27272727272727)","(2.15, 2.62, 2.6041176470588234)","(15.0, 19.0, 18.076923076923077)","(8.0, 12.5, 11.724719101123595)","(21.0, 40.0, 38.758620689655174)"
11-01-2023 20:44:32.159795,"(5.5, 7.2, 7.083870967741936)","(3.3, 3.95, 3.8636363636363638)","(20.0, 30.0, 29.703703703703702)","(41.0, 70.0, 67.6)","(2.15, 2.62, 2.601621621621622)","(15.0, 19.0, 18.076923076923077)","(8.5, 12.5, 11.724719101123595)","(21.0, 40.0, 38.758620689655174)"
11-01-2023 20:44:33.407582,"(5.5, 7.2, 7.083870967741936)","(3.3, 3.95, 3.8636363636363638)","(20.0, 30.0, 29.703703703703702)","(41.0, 70.0, 67.6)","(2.15, 2.62, 2.601578947368421)","(15.0, 19.0, 18.076923076923077)","(8.5, 12.5, 11.272727272727273)","(21.0, 40.0, 38.2)"
11-01-2023 20:44:34.569439,"(5.5, 7.2, 7.083870967741936)","(3.3, 3.95, 3.8636363636363638)","(20.0, 30.0, 31.192307692307693)","(51.0, 70.0, 67.6)","(2.2, 2.62, 2.5490322580645164)","(16.0, 19.0, 18.454545454545453)","(8.5, 12.0, 11.771084337349398)","(26.0, 40.0, 38.2)"
11-01-2023 20:44:35.748463,"(5.5, 7.4, 7.2153846153846155)","(3.3, 3.95, 3.8636363636363638)","(20.0, 32.0, 31.22222222222222)","(51.0, 70.0, 67.6)","(2.2, 2.56, 2.5610909090909093)","(16.0, 19.0, 18.5)","(8.5, 12.0, 11.795698924731182)","(26.0, 40.0, 38.285714285714285)"
11-01-2023 20:44:36.865491,"(5.5, 7.4, 7.2153846153846155)","(3.3, 3.95, 3.8636363636363638)","(20.0, 32.0, 31.22222222222222)","(51.0, 70.0, 63.75)","(2.2, 2.58, 2.5481818181818183)","(16.0, 19.5, 18.416666666666668)","(8.5, 12.0, 11.755102040816327)","(26.0, 40.0, 38.2)"
11-01-2023 20:44:38.031381,"(5.5, 7.4, 7.2615384615384615)","(3.3, 3.95, 3.8636363636363638)","(20.0, 32.0, 31.22222222222222)","(51.0, 65.0, 67.6)","(2.2, 2.56, 2.5420689655172413)","(16.0, 19.5, 18.416666666666668)","(8.5, 12.0, 11.52112676056338)","(26.0, 40.0, 38.2)"
11-01-2023 20:44:39.263606,"(5.5, 7.4, 7.2615384615384615)","(3.3, 3.95, 3.8636363636363638)","(20.0, 32.0, 31.142857142857142)","(51.0, 70.0, 63.07692307692308)","(2.2, 2.56, 2.5475)","(16.0, 19.5, 18.416666666666668)","(8.5, 12.0, 11.393617021276595)","(26.0, 40.0, 38.285714285714285)"
11-01-2023 20:44:40.426879,"(5.5, 7.4, 7.2615384615384615)","(3.3, 3.95, 3.882142857142857)","(20.0, 32.0, 31.142857142857142)","(51.0, 65.0, 63.07692307692308)","(2.2, 2.56, 2.5433333333333334)","(16.0, 19.5, 18.416666666666668)","(8.5, 11.5, 11.411111111111111)","(26.0, 40.0, 38.285714285714285)"
11-01-2023 20:44:41.595452,"(5.5, 7.4, 7.294117647058823)","(3.3, 3.95, 3.882142857142857)","(21.0, 32.0, 31.142857142857142)","(51.0, 65.0, 64.54545454545455)","(2.2, 2.58, 2.575774647887324)","(16.0, 19.5, 18.416666666666668)","(8.5, 11.5, 11.411111111111111)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:42.792927,"(5.5, 7.4, 7.219354838709678)","(3.3, 3.95, 3.882142857142857)","(21.0, 32.0, 31.142857142857142)","(51.0, 65.0, 64.54545454545455)","(2.2, 2.58, 2.595491329479769)","(16.0, 19.5, 18.416666666666668)","(8.5, 11.5, 11.389473684210527)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:44.004759,"(5.5, 7.4, 7.2615384615384615)","(3.3, 3.95, 3.8636363636363638)","(21.0, 32.0, 31.142857142857142)","(51.0, 65.0, 70.0)","(2.2, 2.6, 2.597358490566038)","(16.0, 19.5, 18.416666666666668)","(8.5, 11.5, 11.389473684210527)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:45.462926,"(5.5, 7.4, 7.23448275862069)","(3.3, 3.95, 3.8636363636363638)","(21.0, 32.0, 31.142857142857142)","(51.0, 75.0, 74.04761904761905)","(2.2, 2.6, 2.597358490566038)","(16.0, 19.5, 18.416666666666668)","(8.5, 11.5, 11.385416666666666)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:47.320752,"(5.5, 7.4, 7.1866666666666665)","(3.3, 3.95, 3.8636363636363638)","(21.0, 32.0, 31.714285714285715)","(51.0, 80.0, 73.51851851851852)","(2.2, 2.62, 2.6175824175824176)","(16.0, 19.0, 18.035714285714285)","(8.5, 11.5, 11.493589743589743)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:48.421879,"(5.5, 7.4, 7.1866666666666665)","(3.3, 3.95, 3.8636363636363638)","(21.0, 32.0, 31.714285714285715)","(51.0, 80.0, 69.28571428571429)","(2.2, 2.62, 2.6395419847328245)","(16.0, 19.0, 17.666666666666668)","(8.5, 11.5, 11.481012658227849)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:49.595685,"(5.5, 7.2, 7.116279069767442)","(3.3, 3.9, 3.8607142857142858)","(21.0, 32.0, 31.714285714285715)","(51.0, 70.0, 69.28571428571429)","(2.2, 2.64, 2.655804195804196)","(16.0, 18.5, 17.576923076923077)","(8.5, 11.5, 11.463414634146341)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:50.798418,"(5.5, 7.2, 7.116279069767442)","(3.3, 3.9, 3.8607142857142858)","(21.0, 32.0, 31.714285714285715)","(51.0, 70.0, 69.28571428571429)","(2.2, 2.66, 2.6455)","(16.0, 18.5, 17.5)","(8.5, 11.5, 11.46551724137931)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:52.023908,"(5.5, 7.2, 7.116666666666667)","(3.3, 4.0, 3.8857142857142857)","(21.0, 32.0, 31.692307692307693)","(51.0, 70.0, 69.28571428571429)","(2.2, 2.66, 2.646)","(16.0, 18.0, 16.714285714285715)","(8.5, 11.5, 11.355263157894736)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:53.302358,"(5.5, 7.2, 7.071428571428571)","(3.3, 3.95, 3.876315789473684)","(21.0, 32.0, 31.692307692307693)","(51.0, 70.0, 69.16666666666667)","(2.2, 2.66, 2.6153658536585365)","(16.0, 18.0, 16.85)","(8.5, 11.5, 11.341346153846153)","(26.0, 40.0, 38.18181818181818)"
11-01-2023 20:44:54.567154,"(5.5, 7.2, 7.071428571428571)","(3.3, 3.95, 3.8613636363636363)","(21.0, 32.0, 31.692307692307693)","(51.0, 70.0, 69.28571428571429)","(2.2, 2.62, 2.6149382716049385)","(16.0, 18.0, 16.862068965517242)","(8.5, 11.5, 11.355)","(26.0, 40.0, 39.142857142857146)"
11-01-2023 20:44:55.769019,"(5.5, 7.2, 7.1866666666666665)","(3.3, 3.9, 3.83125)","(21.0, 32.0, 31.692307692307693)","(51.0, 70.0, 69.28571428571429)","(2.2, 2.62, 2.6149382716049385)","(16.0, 18.0, 16.862068965517242)","(8.5, 11.5, 11.355)","(26.0, 40.0, 41.0)"
11-01-2023 20:44:57.019047,"(5.5, 7.4, 7.182857142857143)","(3.3, 3.85, 3.807692307692308)","(21.0, 32.0, 31.77777777777778)","(51.0, 70.0, 69.58333333333333)","(2.2, 2.62, 2.6143859649122807)","(16.0, 18.0, 17.6875)","(8.5, 11.5, 11.294520547945206)","(26.0, 44.0, 39.333333333333336)"
11-01-2023 20:44:58.203454,"(5.5, 7.4, 7.193939393939394)","(3.3, 3.85, 3.8016129032258066)","(21.0, 32.0, 30.75)","(51.0, 70.0, 72.5)","(2.2, 2.62, 2.6523076923076925)","(16.0, 18.0, 18.166666666666668)","(8.5, 11.5, 11.42156862745098)","(26.0, 46.0, 40.6)"
11-01-2023 20:44:59.367320,"(5.5, 6.8, 6.72)","(3.3, 3.95, 3.9214285714285713)","(21.0, 36.0, 34.18181818181818)","(51.0, 85.0, 79.41176470588235)","(2.2, 2.68, 2.6533333333333333)","(16.0, 19.0, 18.205882352941178)","(8.5, 11.5, 11.42156862745098)","(26.0, 46.0, 41.0)"
11-01-2023 20:45:00.487025,"(5.5, 6.8, 6.6)","(3.3, 3.95, 3.8875)","(21.0, 36.0, 34.18181818181818)","(51.0, 80.0, 79.41176470588235)","(2.2, 2.68, 2.686031746031746)","(16.0, 19.0, 18.289473684210527)","(8.5, 11.5, 11.395833333333334)","(26.0, 44.0, 41.5)"
11-01-2023 20:45:01.653735,"(5.5, 6.4, 6.342857142857143)","(3.3, 3.95, 3.889705882352941)","(21.0, 36.0, 34.125)","(51.0, 80.0, 79.41176470588235)","(2.2, 2.7, 2.677943925233645)","(16.0, 19.0, 18.1)","(8.5, 11.5, 11.3515625)","(26.0, 44.0, 41.333333333333336)"
11-01-2023 20:45:02.819281,"(5.5, 6.6, 6.452307692307692)","(3.3, 4.0, 3.9390243902439024)","(21.0, 36.0, 34.166666666666664)","(51.0, 80.0, 78.0)","(2.2, 2.7, 2.6832258064516132)","(16.0, 19.0, 18.1)","(8.5, 11.5, 11.26388888888889)","(26.0, 44.0, 41.333333333333336)"
11-01-2023 20:45:03.996060,"(5.5, 6.6, 6.4904761904761905)","(3.3, 4.0, 3.9407407407407407)","(21.0, 36.0, 33.375)","(51.0, 80.0, 78.0)","(2.2, 2.7, 2.6841975308641977)","(16.0, 19.0, 18.1)","(8.5, 11.5, 10.863636363636363)","(26.0, 44.0, 41.25)"
