,Resolve Now,Poker Play,God Help Us,Aquimine,Rare Stripe,Cuatro Madres
15-12-2022 10:58:13.094267,"(17.0, 40.0, 27.1)","(8.5, 10.5, 10.15)","(15.0, 26.0, 24.375)","(2.0, 2.28, 2.257142857142857)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.3, 4.214285714285714)"
15-12-2022 10:58:14.236542,"(17.0, 40.0, 27.1)","(8.5, 10.5, 10.178571428571429)","(15.0, 26.0, 24.375)","(2.0, 2.28, 2.257142857142857)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.3, 4.214285714285714)"
15-12-2022 10:58:15.510590,"(17.0, 40.0, 27.1)","(8.5, 10.5, 10.125)","(15.0, 26.0, 24.375)","(2.0, 2.28, 2.257142857142857)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.3, 4.214285714285714)"
15-12-2022 10:58:16.837867,"(17.0, 40.0, 27.1)","(8.5, 10.5, 10.125)","(15.0, 26.0, 24.375)","(2.0, 2.28, 2.257142857142857)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.3, 4.214285714285714)"
15-12-2022 10:58:18.068753,"(17.0, 40.0, 27.1)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.28, 2.264)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.3, 4.214285714285714)"
15-12-2022 10:58:19.266157,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.28, 2.25)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.3, 4.3090909090909095)"
15-12-2022 10:58:20.382657,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.28, 2.254285714285714)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.3090909090909095)"
15-12-2022 10:58:21.440915,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.254285714285714)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.3090909090909095)"
15-12-2022 10:58:22.579900,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.254285714285714)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.3090909090909095)"
15-12-2022 10:58:23.891629,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.254285714285714)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.3090909090909095)"
15-12-2022 10:58:25.142250,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.3090909090909095)"
15-12-2022 10:58:26.331395,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.3090909090909095)"
15-12-2022 10:58:27.492200,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.316666666666667)"
15-12-2022 10:58:28.667965,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.316666666666667)"
15-12-2022 10:58:29.806377,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:30.954878,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:32.064901,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:33.117637,"(17.0, 40.0, 22.4)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:34.194964,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:35.303407,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:36.401861,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:37.425840,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:38.473715,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.255)","(6.0, 7.8, 7.633333333333333)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:39.547104,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.25)","(6.0, 7.8, 7.55)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:40.624356,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.25)","(6.0, 7.8, 7.55)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:41.727881,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.252)","(6.0, 7.8, 7.5777777777777775)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:42.802851,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.252)","(6.0, 7.8, 7.57391304347826)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:43.885104,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.252)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:44.873812,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.252)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:45.864811,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.252)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:46.854133,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.252)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:47.880194,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 24.0)","(2.0, 2.26, 2.253333333333333)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:48.964856,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.26, 2.2479999999999998)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.34)"
15-12-2022 10:58:50.009643,"(17.0, 40.0, 33.55)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.2290909090909095)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.345454545454546)"
15-12-2022 10:58:51.073842,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.2300000000000004)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.345454545454546)"
15-12-2022 10:58:52.222739,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.2300000000000004)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.345454545454546)"
15-12-2022 10:58:53.292031,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.2300000000000004)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.345454545454546)"
15-12-2022 10:58:54.424000,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.222857142857143)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.345454545454546)"
15-12-2022 10:58:55.565576,"(17.0, 40.0, 33.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.22)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.345454545454546)"
15-12-2022 10:58:56.612501,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.22)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:58:57.573810,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.22)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:58:58.533444,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.217777777777778)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:58:59.537223,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.217777777777778)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:00.605110,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.22)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:01.687984,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.0)","(2.0, 2.24, 2.22)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:02.714475,"(17.0, 40.0, 23.5)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.24, 2.22)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:03.747201,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.4)","(2.0, 2.22, 2.2114285714285717)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:04.951247,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.24, 2.214545454545455)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:06.133865,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.24, 2.214545454545455)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:07.339842,"(17.0, 40.0, 25.333333333333332)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.24, 2.214545454545455)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:08.456412,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 23.833333333333332)","(2.0, 2.24, 2.214545454545455)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:09.691684,"(17.0, 38.0, 24.666666666666668)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.2232000000000003)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:10.954365,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.221538461538462)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:12.243113,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:13.495959,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:14.670995,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:15.737489,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:16.817522,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:17.972945,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:19.074367,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:20.124711,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:21.182214,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:22.186628,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.208)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:23.211827,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.227924528301887)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:24.241673,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.227924528301887)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:25.213653,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.227924528301887)","(6.5, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:26.196116,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.227924528301887)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:27.204963,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 26.0, 25.0)","(2.0, 2.24, 2.227924528301887)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:28.313745,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 29.0, 27.8)","(2.0, 2.24, 2.227924528301887)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:29.408943,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 29.0, 27.8)","(2.0, 2.24, 2.227924528301887)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:30.484439,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 29.0, 27.8)","(2.0, 2.24, 2.227924528301887)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:31.493223,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 29.0, 27.8)","(2.0, 2.24, 2.1942857142857144)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:32.410177,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 29.0, 27.8)","(2.0, 2.24, 2.1942857142857144)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:33.369999,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 29.0, 27.8)","(2.0, 2.24, 2.1942857142857144)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:34.420259,"(17.0, 38.0, 28.0)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.24, 2.1942857142857144)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:35.455982,"(17.0, 38.0, 31.333333333333336)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.24, 2.1942857142857144)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:36.471802,"(17.0, 38.0, 35.14285714285714)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.24, 2.1942857142857144)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:37.582297,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.24, 2.2103703703703705)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:38.612325,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.24, 2.2124137931034484)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:39.658880,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.24, 2.1493333333333333)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:40.696409,"(17.0, 38.0, 35.35714285714286)","(8.5, 10.5, 10.125)","(15.0, 30.0, 27.333333333333332)","(2.0, 2.16, 2.148)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:41.680833,"(17.0, 38.0, 34.6)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.16, 2.148)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:42.716861,"(17.0, 38.0, 35.33333333333333)","(8.5, 10.5, 10.125)","(15.0, 30.0, 27.0)","(2.0, 2.16, 2.148)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.4, 4.325)"
15-12-2022 10:59:43.759745,"(17.0, 40.0, 34.85714285714286)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.16, 2.148)","(6.0, 7.6, 7.568421052631579)","(3.7, 4.4, 4.314285714285714)"
15-12-2022 10:59:44.795212,"(17.0, 40.0, 26.0)","(8.5, 10.5, 10.125)","(15.0, 30.0, 26.5)","(2.0, 2.16, 2.148)","(6.0, 7.6, 7.568421052631579)","(3.7, 4.5, 4.314285714285714)"
15-12-2022 10:59:45.722147,"(17.0, 40.0, 26.0)","(8.5, 12.0, 10.666666666666666)","(15.0, 30.0, 26.5)","(2.0, 2.16, 2.1285714285714286)","(6.0, 7.6, 7.568421052631579)","(3.7, 4.5, 4.314285714285714)"
15-12-2022 10:59:46.646157,"(17.0, 40.0, 32.0)","(8.5, 11.5, 10.833333333333334)","(15.0, 30.0, 27.846153846153847)","(2.0, 2.14, 2.116)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.5, 4.311111111111111)"
15-12-2022 10:59:47.625013,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.833333333333334)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.116)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.5, 4.430434782608696)"
15-12-2022 10:59:48.593543,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.833333333333334)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.5, 4.430434782608696)"
15-12-2022 10:59:49.671318,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.833333333333334)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.5, 4.4350000000000005)"
15-12-2022 10:59:50.749190,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.833333333333334)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.5, 4.458333333333334)"
15-12-2022 10:59:51.758713,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.833333333333334)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:52.684054,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:53.677419,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:54.650682,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:55.637604,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:56.666294,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:57.612260,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:58.593646,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 10:59:59.571803,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 11:00:00.624657,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 11:00:01.631476,"(17.0, 40.0, 32.714285714285715)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.47)"
15-12-2022 11:00:02.570298,"(17.0, 40.0, 32.0)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.1350000000000002)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:03.528834,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:04.474863,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 30.0, 26.5)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:05.518498,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 30.0, 28.0)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:06.566799,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 30.0, 28.0)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:07.558253,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 30.0, 29.11111111111111)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:08.493355,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 32.0, 30.2)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.57391304347826)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:09.408352,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 32.0, 30.2)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.557142857142857)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:10.441631,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 32.0, 30.2)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.557142857142857)","(3.7, 4.6, 4.507692307692308)"
15-12-2022 11:00:11.470695,"(17.0, 40.0, 33.6)","(8.5, 11.5, 10.5)","(15.0, 32.0, 30.2)","(2.0, 2.14, 2.133793103448276)","(6.0, 7.6, 7.557142857142857)","(3.7, 4.6, 4.507692307692308)"
