,Moraine Marco,Crackerjack Bull,Menari Tom,Winston Town,Your Colour Room,Aston Wyatt,Moraine Baloo
10-01-2023 15:10:40.541223,"(14.0, 34.0, 26.46153846153846)","(2.6, 3.6, 3.5025)","(41.0, 300.0, 266.42857142857144)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 65.0, 29.545454545454547)","(81.0, 460.0, 407.8571428571429)"
10-01-2023 15:10:41.719458,"(14.0, 34.0, 26.46153846153846)","(2.6, 3.6, 3.5025)","(41.0, 300.0, 266.42857142857144)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 65.0, 29.545454545454547)","(81.0, 460.0, 407.8571428571429)"
10-01-2023 15:10:42.879979,"(14.0, 34.0, 26.416666666666664)","(2.6, 3.6, 3.5025)","(41.0, 300.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 65.0, 29.545454545454547)","(81.0, 460.0, 407.8571428571429)"
10-01-2023 15:10:43.939172,"(14.0, 34.0, 27.53846153846154)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 65.0, 29.545454545454547)","(81.0, 460.0, 407.8571428571429)"
10-01-2023 15:10:45.093262,"(14.0, 34.0, 27.53846153846154)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 65.0, 29.545454545454547)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:46.219925,"(14.0, 34.0, 27.53846153846154)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 65.0, 34.5)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:47.363890,"(14.0, 34.0, 27.583333333333332)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 34.5)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:48.513941,"(14.0, 34.0, 27.583333333333332)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 279.375)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 29.77777777777778)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:49.717508,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 29.77777777777778)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:50.842613,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 29.77777777777778)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:51.993570,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 35.27272727272727)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:53.159318,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 35.27272727272727)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:54.268164,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 35.27272727272727)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:55.388589,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 35.27272727272727)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:56.503455,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 35.27272727272727)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:57.610757,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 32.375)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:58.728536,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 60.0, 43.4)","(81.0, 460.0, 414.375)"
10-01-2023 15:10:59.803123,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 43.4)","(81.0, 460.0, 419.44444444444446)"
10-01-2023 15:11:01.037044,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 43.4)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:02.172821,"(14.0, 34.0, 28.615384615384617)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 38.42857142857143)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:03.313488,"(14.0, 34.0, 25.25)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:04.369874,"(14.0, 34.0, 27.333333333333332)","(2.6, 3.6, 3.54)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:05.488388,"(14.0, 34.0, 27.333333333333332)","(2.6, 3.6, 3.54)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:06.604158,"(14.0, 34.0, 27.333333333333332)","(2.6, 3.6, 3.54)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:07.752382,"(14.0, 34.0, 27.333333333333332)","(2.6, 3.6, 3.54)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:08.971622,"(14.0, 32.0, 26.0)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:10.131572,"(14.0, 32.0, 26.0)","(2.6, 3.6, 3.5025)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:11.340224,"(14.0, 32.0, 26.0)","(2.6, 3.6, 3.515)","(41.0, 310.0, 275.0)","(4.2, 6.4, 5.073684210526316)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 33.25)","(81.0, 460.0, 414.375)"
10-01-2023 15:11:12.549632,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.515)","(41.0, 310.0, 283.57142857142856)","(4.2, 6.4, 5.275)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 31.272727272727273)","(81.0, 460.0, 423.125)"
10-01-2023 15:11:13.825504,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5244444444444447)","(41.0, 320.0, 283.57142857142856)","(4.2, 6.4, 5.023287671232877)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.35714285714286)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:14.996083,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5244444444444447)","(41.0, 320.0, 283.57142857142856)","(4.2, 6.4, 5.271428571428571)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 428.3333333333333)"
10-01-2023 15:11:16.098012,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5244444444444447)","(41.0, 320.0, 283.57142857142856)","(4.2, 6.2, 5.271428571428571)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:17.132532,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.543636363636364)","(41.0, 320.0, 283.57142857142856)","(4.2, 6.2, 5.271428571428571)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:18.272630,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.543636363636364)","(41.0, 320.0, 283.57142857142856)","(4.2, 6.2, 5.271428571428571)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:19.351607,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5250000000000004)","(41.0, 320.0, 288.125)","(4.2, 6.0, 5.23)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:20.492125,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5250000000000004)","(41.0, 320.0, 288.125)","(4.2, 6.0, 5.23)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:21.709316,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5250000000000004)","(41.0, 320.0, 269.0)","(4.2, 6.0, 5.23)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:22.891213,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5)","(41.0, 320.0, 284.2857142857143)","(4.2, 5.9, 5.65)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:24.070991,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5166666666666666)","(41.0, 320.0, 197.5)","(4.2, 5.9, 5.65)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:25.132953,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5444444444444443)","(41.0, 320.0, 197.5)","(4.2, 5.9, 5.057894736842106)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:26.204165,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5444444444444443)","(41.0, 320.0, 197.5)","(4.2, 5.9, 5.057894736842106)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:27.262523,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5444444444444443)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:28.416920,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.5444444444444443)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:29.545242,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.475)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.68, 2.0453846153846156)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:30.789140,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.68, 2.126666666666667)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:32.060654,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.66, 2.126666666666667)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:33.303470,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.66, 2.126666666666667)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:34.584157,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.66, 2.126666666666667)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:35.910358,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.66, 2.126666666666667)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:37.134763,"(14.0, 32.0, 24.727272727272727)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.66, 2.11)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:38.745877,"(14.0, 32.0, 24.5)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.56, 2.1133333333333333)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:40.160985,"(14.0, 32.0, 24.5)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.9, 2.58, 2.1133333333333333)","(21.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:41.734069,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:43.084224,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:44.326658,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.55)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.56, 2.1166666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 279.72222222222223)"
10-01-2023 15:11:45.550676,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.541666666666667)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.6, 2.1166666666666667)","(26.0, 55.0, 36.875)","(81.0, 570.0, 279.72222222222223)"
10-01-2023 15:11:46.743061,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.541666666666667)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.6, 2.1166666666666667)","(26.0, 55.0, 36.875)","(81.0, 570.0, 423.125)"
10-01-2023 15:11:47.739039,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.541666666666667)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.6, 2.1166666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:48.820561,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.541666666666667)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.6, 2.1166666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:49.950812,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.541666666666667)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.6, 2.1166666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:51.090408,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.6, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:52.341707,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.948387096774194)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:53.563940,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:54.760129,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:55.979954,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:57.102098,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:58.078173,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:11:59.077946,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:00.166564,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:01.276167,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:02.404978,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 428.3333333333333)"
10-01-2023 15:12:03.475514,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 4.947619047619048)","(1.95, 2.56, 2.11)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:04.528472,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.9, 5.08)","(1.95, 2.56, 2.5300000000000002)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:05.569074,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.36)","(41.0, 320.0, 197.5)","(4.2, 5.8, 5.08)","(1.95, 2.56, 2.2)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:06.651596,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.3666666666666667)","(41.0, 320.0, 197.5)","(4.2, 5.8, 5.0777777777777775)","(1.95, 2.56, 2.35)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:07.767834,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.2444444444444445)","(41.0, 320.0, 197.5)","(4.2, 5.8, 5.0777777777777775)","(1.95, 2.66, 2.6083333333333334)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:08.852745,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.2444444444444445)","(41.0, 320.0, 197.5)","(4.2, 5.8, 4.884745762711864)","(1.95, 2.66, 2.6083333333333334)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:09.888736,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.2444444444444445)","(41.0, 320.0, 197.5)","(4.2, 5.8, 4.884745762711864)","(1.95, 2.66, 2.6083333333333334)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:10.952951,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.2444444444444445)","(41.0, 320.0, 197.5)","(4.2, 5.8, 4.884745762711864)","(1.95, 2.66, 2.6083333333333334)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:12.078835,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.52)","(41.0, 320.0, 197.5)","(4.2, 5.8, 4.884745762711864)","(1.95, 2.66, 2.282758620689655)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:13.100659,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.5100000000000002)","(41.0, 320.0, 197.5)","(4.2, 5.8, 5.036842105263158)","(1.95, 2.68, 2.282758620689655)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:14.098190,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.4)","(41.0, 320.0, 197.5)","(4.2, 5.7, 5.036842105263158)","(1.95, 2.68, 2.282758620689655)","(26.0, 55.0, 36.875)","(81.0, 470.0, 279.72222222222223)"
10-01-2023 15:12:15.080981,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.4)","(41.0, 320.0, 197.5)","(4.2, 5.7, 5.036842105263158)","(1.95, 2.68, 2.282758620689655)","(26.0, 55.0, 36.875)","(81.0, 570.0, 279.72222222222223)"
10-01-2023 15:12:15.997263,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.4)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.68, 2.282758620689655)","(26.0, 55.0, 36.875)","(81.0, 570.0, 279.72222222222223)"
10-01-2023 15:12:16.948475,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.4)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.68, 2.466666666666667)","(26.0, 55.0, 36.875)","(81.0, 570.0, 423.125)"
10-01-2023 15:12:17.975131,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.6, 2.466666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:18.994777,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.6, 2.466666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:20.060533,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.6, 2.466666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:21.126258,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.6, 2.466666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:22.183843,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.6, 2.466666666666667)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:23.218090,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.44)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.6, 2.511578947368421)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:24.216754,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.36)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.876271186440678)","(1.95, 2.6, 2.511578947368421)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:25.223578,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.36)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.875)","(1.95, 2.6, 2.511578947368421)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:26.208650,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.36)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.875)","(1.95, 2.6, 2.511578947368421)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:27.257932,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.36)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.875)","(1.95, 2.6, 2.511578947368421)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
10-01-2023 15:12:28.248095,"(14.0, 32.0, 25.076923076923077)","(2.6, 3.6, 3.36)","(41.0, 320.0, 197.5)","(4.2, 5.7, 4.875)","(1.95, 2.6, 2.511578947368421)","(26.0, 55.0, 36.875)","(81.0, 470.0, 423.125)"
