,Uri Bale,Tiggerlong Demon,Goldstar Clover,Smash Wave,Amuri Ruru,Taieri Taylee,Homebush Lennon,Sozins Royal
08-12-2022 12:36:41.664619,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 12.466666666666665)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:43.091606,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 12.466666666666665)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:44.613057,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 12.466666666666665)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:46.082296,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 12.466666666666665)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:47.564427,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 19.0)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:48.929464,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 19.0)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:50.377007,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 17.34285714285714)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:52.001798,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 17.34285714285714)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:53.422680,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 18.9)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:54.877282,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 18.9)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:56.375109,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 19.0)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:57.859371,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 12.333333333333332)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:36:59.366955,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 18.866666666666667)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:00.870810,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 18.866666666666667)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:02.359270,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.357142857142857)","(10.0, 21.0, 12.333333333333332)","(1.7, 2.72, 2.4725)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.6)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:03.863879,"(4.8, 8.6, 7.016666666666667)","(5.5, 9.0, 6.714285714285714)","(10.0, 21.0, 13.133333333333333)","(1.7, 2.72, 1.6954545454545453)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 10.8)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:05.318990,"(4.8, 8.6, 6.5285714285714285)","(5.5, 9.0, 6.3)","(10.0, 21.0, 13.266666666666667)","(1.7, 1.73, 1.6954545454545453)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 10.9)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:06.849618,"(4.8, 8.6, 6.6)","(5.5, 8.8, 6.3)","(10.0, 21.0, 13.266666666666667)","(1.7, 1.73, 1.6954545454545453)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 10.9)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:08.355070,"(4.8, 8.6, 6.6)","(5.5, 8.8, 6.3)","(10.0, 21.0, 12.866666666666667)","(1.7, 1.73, 1.6954545454545453)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 11.8)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:09.920486,"(4.8, 8.6, 6.385714285714285)","(5.5, 9.4, 6.14)","(10.0, 21.0, 13.0)","(1.7, 1.73, 1.6954545454545453)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 13.057142857142857)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:11.352654,"(4.8, 8.6, 6.457142857142856)","(5.5, 9.2, 6.14)","(10.0, 21.0, 13.0)","(1.7, 1.73, 1.6862910798122066)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 13.057142857142857)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:12.799987,"(4.8, 8.6, 6.457142857142856)","(5.5, 9.2, 6.14)","(10.0, 21.0, 13.0)","(1.7, 1.73, 1.6862910798122066)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 13.057142857142857)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:14.263781,"(4.8, 8.6, 6.457142857142856)","(5.5, 9.2, 6.333333333333333)","(10.0, 21.0, 13.133333333333333)","(1.7, 1.73, 1.6862910798122066)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 10.8)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:15.624243,"(4.8, 8.6, 6.5285714285714285)","(5.5, 9.0, 6.333333333333333)","(10.0, 21.0, 13.266666666666667)","(1.7, 1.73, 1.6862910798122066)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 10.9)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:16.786122,"(4.8, 8.6, 6.6)","(5.5, 8.8, 6.3)","(10.0, 21.0, 13.266666666666667)","(1.7, 1.73, 1.6862910798122066)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 10.9)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:18.074991,"(4.8, 8.6, 6.6)","(5.5, 8.8, 6.3)","(10.0, 21.0, 19.066666666666666)","(1.7, 1.73, 1.6862910798122066)","(26.0, 290.0, 105.15384615384616)","(7.5, 14.0, 12.719999999999999)","(41.0, 340.0, 289.0)","(21.0, 250.0, 103.42857142857142)"
08-12-2022 12:37:19.384066,"(4.8, 8.6, 7.492857142857142)","(5.5, 9.4, 5.842307692307693)","(10.0, 21.0, 19.066666666666666)","(1.7, 1.73, 1.6800469483568075)","(26.0, 290.0, 112.0)","(7.5, 14.0, 12.719999999999999)","(41.0, 340.0, 232.0)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:20.660141,"(4.8, 8.6, 7.308333333333334)","(5.5, 9.4, 6.007142857142857)","(10.0, 21.0, 19.066666666666666)","(1.7, 1.73, 1.6314814814814815)","(26.0, 290.0, 112.0)","(7.5, 14.0, 12.2)","(41.0, 430.0, 248.44444444444443)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:21.974060,"(4.8, 8.6, 6.776470588235294)","(5.5, 9.4, 6.5600000000000005)","(10.0, 21.0, 15.0)","(1.7, 1.73, 1.6825)","(26.0, 290.0, 112.0)","(7.5, 14.5, 12.775)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:23.354130,"(4.8, 8.4, 6.95)","(5.5, 9.2, 6.23)","(10.0, 21.0, 15.0)","(1.7, 1.72, 1.6825)","(26.0, 290.0, 112.0)","(7.5, 14.5, 12.775)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:24.644037,"(4.8, 8.4, 5.983333333333333)","(5.5, 9.2, 6.6173913043478265)","(10.0, 21.0, 17.0)","(1.7, 1.72, 1.6252980132450332)","(26.0, 290.0, 112.0)","(7.5, 14.5, 10.833333333333334)","(41.0, 420.0, 232.0)","(21.0, 250.0, 119.71428571428571)"
08-12-2022 12:37:26.053545,"(4.8, 8.4, 7.5200000000000005)","(5.5, 9.2, 6.96)","(10.0, 21.0, 16.8)","(1.7, 1.66, 1.6189473684210527)","(26.0, 290.0, 112.0)","(7.5, 14.5, 10.566666666666666)","(41.0, 430.0, 232.0)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:27.394822,"(4.8, 8.8, 7.760000000000001)","(5.5, 9.2, 6.96)","(10.0, 21.0, 18.745454545454542)","(1.7, 1.66, 1.7127999999999999)","(26.0, 290.0, 112.0)","(7.5, 14.5, 10.85)","(41.0, 430.0, 232.0)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:28.779998,"(4.8, 8.8, 6.6000000000000005)","(5.5, 9.2, 6.4)","(10.0, 21.0, 18.745454545454542)","(1.7, 1.72, 1.7127999999999999)","(26.0, 290.0, 112.0)","(7.5, 14.5, 9.9)","(41.0, 430.0, 232.0)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:30.116433,"(4.8, 8.6, 6.1)","(5.5, 9.0, 6.333333333333333)","(10.0, 21.0, 14.9)","(1.7, 1.72, 1.7139393939393939)","(26.0, 290.0, 112.0)","(7.5, 14.5, 9.9)","(41.0, 430.0, 232.0)","(21.0, 250.0, 109.69230769230771)"
08-12-2022 12:37:31.602507,"(4.8, 8.6, 6.1)","(5.5, 9.0, 6.333333333333333)","(10.0, 21.0, 14.9)","(1.7, 1.72, 1.7151020408163264)","(26.0, 290.0, 112.0)","(7.5, 14.5, 10.95)","(41.0, 430.0, 232.0)","(21.0, 250.0, 96.375)"
08-12-2022 12:37:32.999856,"(4.8, 8.8, 6.311111111111111)","(5.5, 9.0, 7.35)","(10.0, 21.0, 18.745454545454542)","(1.7, 1.72, 1.7163265306122448)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 10.85)","(41.0, 430.0, 232.0)","(21.0, 260.0, 92.0)"
08-12-2022 12:37:34.486975,"(4.8, 8.8, 6.233333333333333)","(5.5, 9.2, 7.1)","(10.0, 21.0, 18.745454545454542)","(1.7, 1.72, 1.7175510204081632)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 10.85)","(41.0, 430.0, 232.0)","(21.0, 260.0, 92.0)"
08-12-2022 12:37:35.848656,"(4.8, 8.4, 7.1)","(5.5, 8.6, 7.25)","(10.0, 21.0, 15.3)","(1.7, 1.72, 1.7180952380952381)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 13.183333333333334)","(41.0, 430.0, 232.0)","(21.0, 260.0, 184.85714285714283)"
08-12-2022 12:37:37.211974,"(4.8, 8.4, 8.011111111111111)","(5.5, 8.6, 7.199999999999999)","(10.0, 21.0, 15.0)","(1.7, 1.81, 1.79125)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 13.183333333333334)","(41.0, 430.0, 232.0)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:38.685570,"(4.8, 8.4, 7.9625)","(5.5, 8.8, 6.482352941176471)","(10.0, 21.0, 18.866666666666667)","(1.7, 1.81, 1.755)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 13.183333333333334)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:40.154454,"(4.8, 8.4, 8.066666666666666)","(5.5, 8.6, 6.482352941176471)","(10.0, 21.0, 18.866666666666667)","(1.7, 1.81, 1.7475)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 13.183333333333334)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:41.581107,"(4.8, 8.4, 8.066666666666666)","(5.5, 8.6, 7.9399999999999995)","(10.0, 21.0, 14.5)","(1.7, 1.81, 1.7973684210526317)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 12.92)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:43.138661,"(4.8, 8.4, 7.861538461538462)","(5.5, 9.2, 6.547058823529412)","(10.0, 21.0, 14.5)","(1.7, 1.81, 1.7973684210526317)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 12.744444444444444)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:44.625171,"(4.8, 8.4, 7.861538461538462)","(5.5, 9.2, 6.547058823529412)","(10.0, 21.0, 14.5)","(1.7, 1.81, 1.7973684210526317)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 12.744444444444444)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:46.024387,"(4.8, 8.4, 7.861538461538462)","(5.5, 9.2, 6.547058823529412)","(10.0, 21.0, 14.5)","(1.7, 1.81, 1.7973684210526317)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 12.744444444444444)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:47.491725,"(4.8, 8.4, 7.861538461538462)","(5.5, 9.0, 6.0)","(10.0, 21.0, 14.5)","(1.7, 1.81, 1.7933333333333334)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 12.744444444444444)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:48.931377,"(4.8, 8.4, 7.861538461538462)","(5.5, 9.0, 6.0)","(10.0, 21.0, 14.5)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 12.575)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:50.290360,"(4.8, 8.4, 7.861538461538462)","(5.5, 9.0, 7.833333333333332)","(10.0, 21.0, 14.5)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 12.575)","(41.0, 420.0, 248.44444444444443)","(21.0, 250.0, 184.85714285714283)"
08-12-2022 12:37:51.837504,"(4.8, 8.4, 7.44375)","(5.5, 9.2, 6.2142857142857135)","(10.0, 21.0, 13.2)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 14.5, 10.899999999999999)","(41.0, 420.0, 248.44444444444443)","(21.0, 260.0, 92.0)"
08-12-2022 12:37:53.205384,"(4.8, 8.6, 7.042105263157895)","(5.5, 9.0, 6.2142857142857135)","(10.0, 21.0, 12.666666666666668)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 15.0, 11.719999999999999)","(41.0, 420.0, 248.44444444444443)","(21.0, 260.0, 101.33333333333334)"
08-12-2022 12:37:54.633120,"(4.8, 8.6, 7.042105263157895)","(5.5, 9.0, 6.2142857142857135)","(10.0, 22.0, 12.666666666666668)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 15.0, 12.266666666666666)","(41.0, 420.0, 248.44444444444443)","(21.0, 260.0, 101.33333333333334)"
08-12-2022 12:37:56.131084,"(4.8, 8.6, 7.042105263157895)","(5.5, 9.0, 7.227272727272727)","(10.0, 22.0, 11.2)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 15.0, 12.266666666666666)","(41.0, 420.0, 248.44444444444443)","(21.0, 260.0, 101.33333333333334)"
08-12-2022 12:37:57.554781,"(4.8, 8.6, 7.254545454545454)","(5.5, 9.0, 6.4875)","(10.0, 24.0, 14.0)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 15.0, 12.266666666666666)","(41.0, 420.0, 289.0)","(21.0, 260.0, 101.33333333333334)"
08-12-2022 12:37:58.947389,"(4.8, 8.6, 7.254545454545454)","(5.5, 8.8, 7.725)","(10.0, 23.0, 14.0)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 15.0, 12.266666666666666)","(41.0, 340.0, 289.0)","(21.0, 260.0, 101.33333333333334)"
08-12-2022 12:38:00.342229,"(4.8, 8.6, 7.12)","(5.5, 8.6, 5.560714285714285)","(10.0, 23.0, 14.0)","(1.7, 1.81, 1.7850000000000001)","(26.0, 290.0, 105.15384615384616)","(7.0, 15.0, 12.266666666666666)","(41.0, 340.0, 289.0)","(21.0, 260.0, 101.33333333333334)"
08-12-2022 12:38:01.742948,"(4.8, 8.6, 7.12)","(5.5, 9.4, 7.424999999999999)","(10.0, 23.0, 21.714285714285715)","(1.7, 1.81, 1.79)","(26.0, 290.0, 105.15384615384616)","(7.0, 15.0, 12.763636363636362)","(41.0, 340.0, 289.0)","(21.0, 260.0, 201.5)"
08-12-2022 12:38:03.261558,"(4.8, 8.6, 5.8)","(5.5, 8.2, 7.424999999999999)","(10.0, 23.0, 20.885714285714286)","(1.65, 1.81, 1.79)","(26.0, 290.0, 73.18181818181819)","(7.5, 15.0, 13.4)","(41.0, 340.0, 239.33333333333334)","(26.0, 260.0, 65.83333333333334)"
08-12-2022 12:38:04.794614,"(4.8, 8.6, 5.8)","(5.5, 8.2, 5.560714285714285)","(10.0, 23.0, 20.885714285714286)","(1.65, 1.81, 1.79)","(26.0, 290.0, 91.25)","(7.5, 15.0, 13.153846153846153)","(41.0, 340.0, 239.33333333333334)","(26.0, 260.0, 67.5)"
08-12-2022 12:38:06.207572,"(4.8, 8.6, 5.96)","(5.5, 9.4, 7.125)","(10.0, 23.0, 18.96363636363636)","(1.65, 1.81, 1.79)","(26.0, 290.0, 91.25)","(7.5, 15.0, 10.32)","(41.0, 340.0, 239.33333333333334)","(26.0, 260.0, 67.5)"
08-12-2022 12:38:07.715856,"(4.8, 8.6, 5.96)","(5.5, 7.8, 7.125)","(10.0, 23.0, 14.36)","(1.65, 1.81, 1.79)","(26.0, 290.0, 105.15384615384616)","(7.5, 15.0, 10.2)","(41.0, 340.0, 306.0)","(26.0, 260.0, 49.09090909090909)"
08-12-2022 12:38:09.134092,"(4.8, 8.6, 5.488888888888889)","(5.5, 7.8, 7.566666666666666)","(10.0, 23.0, 15.799999999999999)","(1.65, 1.81, 1.79)","(26.0, 290.0, 91.25)","(7.5, 15.0, 13.246153846153845)","(41.0, 340.0, 239.33333333333334)","(26.0, 260.0, 49.09090909090909)"
08-12-2022 12:38:10.539907,"(4.8, 8.6, 5.488888888888889)","(5.5, 8.8, 7.566666666666666)","(10.0, 23.0, 15.799999999999999)","(1.65, 1.81, 1.79)","(26.0, 290.0, 91.25)","(7.5, 15.0, 13.246153846153845)","(41.0, 340.0, 239.33333333333334)","(26.0, 260.0, 49.09090909090909)"
08-12-2022 12:38:11.929234,"(4.8, 8.6, 5.488888888888889)","(5.5, 9.2, 7.05)","(10.0, 23.0, 15.799999999999999)","(1.65, 1.81, 1.79)","(26.0, 290.0, 148.11764705882354)","(7.5, 15.0, 12.266666666666666)","(41.0, 420.0, 314.72727272727275)","(26.0, 260.0, 71.0)"
08-12-2022 12:38:13.294225,"(4.8, 8.6, 5.488888888888889)","(5.5, 9.0, 7.05)","(10.0, 23.0, 15.799999999999999)","(1.65, 1.81, 1.79)","(26.0, 290.0, 156.0)","(7.5, 15.0, 12.266666666666666)","(41.0, 420.0, 314.72727272727275)","(26.0, 260.0, 51.2)"
08-12-2022 12:38:14.579131,"(4.8, 8.6, 5.6)","(5.5, 8.6, 6.3352941176470585)","(10.0, 24.0, 20.282758620689656)","(1.65, 1.81, 1.79)","(26.0, 290.0, 157.5)","(7.5, 15.0, 12.266666666666666)","(41.0, 420.0, 314.66666666666663)","(26.0, 260.0, 145.0)"
08-12-2022 12:38:15.969158,"(4.8, 9.0, 5.75)","(5.5, 8.6, 8.1)","(10.0, 25.0, 18.0)","(1.65, 1.81, 1.79)","(26.0, 250.0, 236.0)","(7.5, 15.0, 14.076923076923077)","(41.0, 340.0, 199.0)","(26.0, 260.0, 117.5)"
08-12-2022 12:38:17.287410,"(4.8, 8.2, 6.6499999999999995)","(5.5, 8.6, 8.1)","(10.0, 24.0, 21.53333333333333)","(1.65, 1.81, 1.79)","(26.0, 250.0, 236.0)","(7.5, 15.0, 13.285714285714285)","(41.0, 360.0, 199.0)","(26.0, 260.0, 117.5)"
08-12-2022 12:38:18.832051,"(4.8, 8.2, 6.6499999999999995)","(5.5, 8.6, 8.1)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 138.0)","(7.5, 15.0, 10.08)","(41.0, 360.0, 198.0)","(26.0, 260.0, 202.25)"
08-12-2022 12:38:20.558097,"(4.8, 8.2, 5.84)","(5.5, 8.6, 5.85)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 229.63636363636363)","(7.5, 15.0, 13.153846153846153)","(41.0, 360.0, 333.0)","(26.0, 260.0, 239.0909090909091)"
08-12-2022 12:38:22.075072,"(4.8, 8.8, 5.84)","(5.5, 8.6, 5.85)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 229.63636363636363)","(7.5, 15.0, 10.32)","(41.0, 360.0, 345.27272727272725)","(26.0, 260.0, 239.0909090909091)"
08-12-2022 12:38:23.472263,"(4.8, 8.8, 5.84)","(5.5, 8.6, 8.1)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 231.25)","(7.5, 15.0, 10.32)","(41.0, 360.0, 333.0)","(26.0, 260.0, 239.0)"
08-12-2022 12:38:24.941408,"(4.8, 8.8, 5.84)","(5.5, 8.6, 8.1)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 231.25)","(7.5, 15.0, 10.32)","(41.0, 360.0, 333.0)","(26.0, 260.0, 239.0)"
08-12-2022 12:38:26.292309,"(4.8, 8.8, 5.84)","(5.5, 8.6, 6.266666666666667)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 198.0)","(26.0, 260.0, 182.66666666666666)"
08-12-2022 12:38:27.627109,"(4.8, 8.8, 5.84)","(5.5, 8.6, 6.266666666666667)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 333.0)","(26.0, 260.0, 242.15384615384616)"
08-12-2022 12:38:28.977903,"(4.8, 8.8, 6.4)","(5.5, 8.6, 8.1)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 333.0)","(26.0, 260.0, 242.15384615384616)"
08-12-2022 12:38:30.429146,"(4.8, 8.8, 6.4)","(5.5, 8.6, 6.3352941176470585)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 198.0)","(26.0, 260.0, 182.66666666666666)"
08-12-2022 12:38:31.923748,"(4.8, 8.8, 5.680000000000001)","(5.5, 8.6, 7.300000000000001)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 333.0)","(26.0, 260.0, 239.0)"
08-12-2022 12:38:33.387781,"(4.8, 8.8, 5.84)","(5.5, 8.4, 7.300000000000001)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 345.27272727272725)","(26.0, 260.0, 249.0)"
08-12-2022 12:38:34.819727,"(4.8, 8.8, 6.333333333333333)","(5.5, 8.4, 8.1)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 345.27272727272725)","(26.0, 260.0, 249.0)"
08-12-2022 12:38:36.281315,"(4.8, 8.8, 6.266666666666667)","(5.5, 8.6, 7.275)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 198.0)","(26.0, 260.0, 236.70000000000002)"
08-12-2022 12:38:37.751944,"(4.8, 8.8, 6.266666666666667)","(5.5, 8.0, 7.275)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 198.0)","(26.0, 260.0, 182.66666666666666)"
08-12-2022 12:38:39.306022,"(4.8, 8.8, 5.72)","(5.5, 8.0, 7.275)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 10.32)","(41.0, 360.0, 314.66666666666663)","(26.0, 260.0, 239.0)"
08-12-2022 12:38:40.993446,"(4.8, 8.6, 7.199999999999999)","(5.5, 8.0, 6.3352941176470585)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 51.5)","(7.5, 15.0, 12.4)","(41.0, 340.0, 322.0)","(26.0, 260.0, 222.57142857142858)"
08-12-2022 12:38:42.587342,"(4.8, 8.6, 7.592)","(5.5, 8.6, 6.266666666666667)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 290.0, 51.5)","(7.5, 15.0, 12.4)","(41.0, 400.0, 127.0)","(26.0, 300.0, 118.66666666666667)"
