,Uri Bale,Tiggerlong Demon,Goldstar Clover,Smash Wave,Amuri Ruru,Taieri Taylee,Homebush Lennon,Sozins Royal
08-12-2022 12:41:16.068377,"(5.0, 7.6, 6.345454545454546)","(5.5, 8.6, 7.8999999999999995)","(10.0, 23.0, 14.2)","(1.6, 2.22, 1.979375)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 12.933333333333334)","(51.0, 430.0, 365.33333333333337)","(31.0, 320.0, 176.0)"
08-12-2022 12:41:18.746202,"(5.0, 7.6, 6.345454545454546)","(5.5, 8.6, 8.281818181818181)","(10.0, 23.0, 16.1)","(1.6, 2.22, 2.0533333333333337)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.37142857142857)","(51.0, 430.0, 256.6666666666667)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:21.306024,"(5.0, 7.6, 6.345454545454546)","(5.5, 8.6, 8.1625)","(10.0, 23.0, 13.666666666666668)","(1.6, 2.2, 2.1154545454545457)","(31.0, 250.0, 138.0)","(8.0, 15.5, 14.8)","(51.0, 430.0, 319.14285714285717)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:23.823910,"(5.0, 7.6, 6.345454545454546)","(5.5, 8.6, 6.01875)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.14, 1.9873913043478262)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.858333333333334)","(51.0, 430.0, 256.6666666666667)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:26.498930,"(5.0, 7.6, 6.345454545454546)","(5.5, 7.0, 6.470588235294118)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.18, 1.9991666666666668)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.818181818181817)","(51.0, 430.0, 319.14285714285717)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:28.511292,"(5.0, 7.6, 6.64)","(5.5, 7.0, 6.654545454545454)","(10.0, 23.0, 13.933333333333334)","(1.6, 2.18, 1.962222222222222)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.907692307692308)","(51.0, 430.0, 256.6666666666667)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:30.541758,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.13125)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.18, 1.9736842105263157)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.457142857142857)","(51.0, 430.0, 365.33333333333337)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:32.261621,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.13125)","(10.0, 23.0, 10.7)","(1.6, 2.18, 2.0647058823529414)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 256.6666666666667)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:33.897805,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.13125)","(10.0, 13.5, 14.333333333333332)","(1.6, 2.18, 2.2474074074074073)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.854545454545455)","(51.0, 430.0, 319.14285714285717)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:35.644073,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.13125)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.26, 2.24625)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.854545454545455)","(51.0, 430.0, 174.0)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:37.580375,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.13125)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.26, 2.28)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.68888888888889)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:39.499568,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.042857142857143)","(10.0, 23.0, 13.933333333333334)","(1.6, 2.34, 2.1876470588235293)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.094736842105263)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:41.235163,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.042857142857143)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.34, 2.004)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.457142857142857)","(51.0, 430.0, 121.2)","(31.0, 320.0, 295.83333333333337)"
08-12-2022 12:41:43.317298,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.042857142857143)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.34, 2.004)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.070588235294117)","(51.0, 430.0, 121.2)","(31.0, 320.0, 295.83333333333337)"
08-12-2022 12:41:45.449054,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.69)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.32, 2.017777777777778)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.854545454545455)","(51.0, 430.0, 121.2)","(31.0, 320.0, 295.83333333333337)"
08-12-2022 12:41:47.141268,"(5.0, 7.6, 6.64)","(5.5, 7.2, 6.69)","(10.0, 23.0, 14.333333333333332)","(1.6, 2.32, 2.017777777777778)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.145)","(51.0, 430.0, 121.2)","(31.0, 320.0, 295.83333333333337)"
08-12-2022 12:41:48.590848,"(5.0, 7.6, 6.64)","(5.0, 7.2, 6.69)","(10.0, 23.0, 13.933333333333334)","(1.6, 2.32, 2.017777777777778)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.5375)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:50.106480,"(5.0, 7.6, 6.64)","(5.0, 7.2, 6.69)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.32, 2.017777777777778)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.457142857142857)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:51.799651,"(5.0, 7.6, 6.64)","(5.0, 7.2, 6.69)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.32, 2.017777777777778)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:53.453829,"(5.0, 7.6, 6.7375)","(5.0, 7.2, 6.711538461538462)","(10.0, 23.0, 13.0)","(1.6, 2.32, 2.013333333333333)","(31.0, 250.0, 78.8)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:55.035348,"(5.0, 7.6, 7.048)","(5.0, 7.0, 5.583333333333333)","(10.0, 23.0, 10.833333333333334)","(1.6, 2.28, 2.0933333333333333)","(31.0, 290.0, 78.8)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:56.580755,"(5.0, 7.6, 6.7375)","(5.0, 7.0, 6.384615384615385)","(10.0, 13.5, 10.833333333333334)","(1.6, 2.28, 2.112)","(31.0, 290.0, 78.8)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:58.102647,"(5.0, 7.6, 6.7375)","(5.0, 7.0, 6.5)","(10.0, 13.5, 9.855555555555556)","(1.6, 2.28, 2.1999999999999997)","(31.0, 290.0, 78.8)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:41:59.476715,"(5.0, 7.6, 6.121428571428571)","(5.0, 7.0, 6.5)","(10.0, 13.5, 9.855555555555556)","(1.6, 2.28, 2.1999999999999997)","(31.0, 290.0, 78.8)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:00.998393,"(5.0, 7.6, 6.345454545454546)","(5.0, 7.0, 5.84)","(10.0, 22.0, 12.285714285714286)","(1.6, 2.28, 2.2051612903225806)","(31.0, 290.0, 219.60000000000002)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 210.57142857142856)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:02.398509,"(5.0, 7.6, 6.345454545454546)","(5.0, 6.8, 5.84)","(10.0, 23.0, 12.285714285714286)","(1.6, 2.28, 2.2051612903225806)","(31.0, 290.0, 219.60000000000002)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 210.57142857142856)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:03.772119,"(5.0, 7.6, 6.345454545454546)","(5.0, 6.8, 5.84)","(10.0, 23.0, 20.666666666666668)","(1.6, 2.36, 2.275)","(31.0, 290.0, 114.66666666666667)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 210.57142857142856)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:05.143981,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.84)","(10.0, 23.0, 20.666666666666668)","(1.6, 2.36, 2.382)","(31.0, 290.0, 78.0)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 320.85714285714283)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:06.553338,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.84)","(10.0, 23.0, 20.666666666666668)","(1.6, 2.4, 2.382)","(31.0, 290.0, 78.0)","(8.0, 15.5, 15.013333333333332)","(51.0, 430.0, 320.85714285714283)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:08.062601,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.84)","(10.0, 23.0, 20.666666666666668)","(1.6, 2.4, 2.3828571428571426)","(31.0, 290.0, 78.8)","(8.0, 15.5, 14.4)","(51.0, 430.0, 320.85714285714283)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:09.488360,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.84)","(10.0, 23.0, 21.333333333333336)","(1.6, 2.4, 2.367272727272727)","(31.0, 290.0, 78.8)","(8.0, 15.0, 13.719999999999999)","(51.0, 430.0, 121.2)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:10.987578,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 6.5600000000000005)","(10.0, 23.0, 21.333333333333336)","(1.6, 2.4, 2.383)","(31.0, 290.0, 214.57142857142858)","(8.0, 15.0, 11.8)","(51.0, 430.0, 327.06666666666666)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:12.377677,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 6.408888888888889)","(10.0, 23.0, 20.666666666666668)","(1.6, 2.4, 2.391282051282051)","(31.0, 290.0, 214.57142857142858)","(8.0, 15.0, 11.8)","(51.0, 430.0, 368.24)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:13.850395,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.975)","(10.0, 23.0, 21.333333333333336)","(1.6, 2.4, 2.3786666666666667)","(31.0, 290.0, 208.76923076923077)","(8.0, 15.0, 14.573333333333334)","(51.0, 430.0, 370.61538461538464)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:15.295484,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.975)","(10.0, 23.0, 21.333333333333336)","(1.6, 2.4, 2.3786666666666667)","(31.0, 290.0, 194.92307692307693)","(8.0, 15.0, 14.573333333333334)","(51.0, 430.0, 172.66666666666666)","(31.0, 320.0, 175.0)"
08-12-2022 12:42:16.699227,"(5.0, 7.6, 6.68)","(5.0, 6.8, 5.975)","(10.0, 23.0, 21.333333333333336)","(1.6, 2.4, 2.370909090909091)","(31.0, 270.0, 148.0)","(8.0, 15.0, 14.573333333333334)","(51.0, 430.0, 208.28571428571428)","(31.0, 320.0, 75.71428571428572)"
08-12-2022 12:42:18.394598,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 6.408888888888889)","(10.0, 23.0, 10.166666666666668)","(1.6, 2.4, 2.385)","(31.0, 270.0, 148.0)","(8.0, 15.0, 13.719999999999999)","(51.0, 430.0, 319.7142857142857)","(31.0, 350.0, 75.71428571428572)"
08-12-2022 12:42:20.604086,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.975)","(10.0, 14.0, 14.25)","(1.6, 2.4, 2.372)","(31.0, 270.0, 132.1875)","(8.0, 15.0, 11.8)","(51.0, 430.0, 326.0769230769231)","(31.0, 350.0, 277.5)"
08-12-2022 12:42:23.079625,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 6.014285714285714)","(10.0, 22.0, 14.057142857142857)","(1.6, 2.4, 2.3266666666666667)","(31.0, 270.0, 132.1875)","(8.0, 15.0, 11.5)","(51.0, 430.0, 233.0)","(31.0, 300.0, 166.0)"
08-12-2022 12:42:24.460377,"(5.0, 7.6, 6.571428571428571)","(5.0, 6.8, 5.925)","(10.0, 20.0, 15.78125)","(1.6, 2.42, 2.42)","(31.0, 270.0, 115.26315789473685)","(8.0, 15.0, 12.733333333333334)","(51.0, 420.0, 382.8)","(31.0, 300.0, 275.27272727272725)"
08-12-2022 12:42:25.889430,"(5.0, 7.4, 6.612500000000001)","(5.0, 6.8, 5.925)","(10.0, 20.0, 15.78125)","(1.6, 2.44, 2.42)","(31.0, 270.0, 115.26315789473685)","(8.0, 15.0, 14.244444444444444)","(51.0, 420.0, 382.8)","(31.0, 300.0, 275.27272727272725)"
08-12-2022 12:42:27.731793,"(5.0, 7.4, 6.35)","(5.0, 6.8, 5.3999999999999995)","(10.0, 20.0, 15.78125)","(1.6, 2.44, 2.42)","(31.0, 270.0, 115.26315789473685)","(8.0, 15.0, 14.028571428571428)","(51.0, 420.0, 233.0)","(31.0, 300.0, 261.0)"
08-12-2022 12:42:29.121593,"(5.0, 7.4, 6.800000000000001)","(5.0, 6.8, 5.6)","(10.0, 20.0, 17.272727272727273)","(1.6, 2.44, 2.568)","(31.0, 270.0, 130.0)","(8.0, 15.0, 11.5)","(51.0, 420.0, 233.0)","(31.0, 300.0, 224.25)"
08-12-2022 12:42:30.877839,"(5.0, 7.6, 6.4)","(5.0, 6.8, 6.371428571428571)","(10.0, 20.0, 18.333333333333336)","(1.6, 2.68, 2.6100000000000003)","(31.0, 250.0, 123.4375)","(8.0, 15.0, 11.5)","(51.0, 420.0, 233.0)","(31.0, 290.0, 246.33333333333331)"
08-12-2022 12:42:32.305784,"(5.0, 7.6, 6.4)","(5.0, 6.8, 6.371428571428571)","(10.0, 20.0, 18.333333333333336)","(1.6, 2.68, 2.6100000000000003)","(31.0, 250.0, 123.4375)","(8.0, 15.0, 11.5)","(51.0, 420.0, 233.0)","(31.0, 290.0, 246.33333333333331)"
08-12-2022 12:42:33.693522,"(5.0, 7.6, 6.4)","(5.0, 6.8, 6.371428571428571)","(10.0, 20.0, 18.333333333333336)","(1.6, 2.68, 2.6100000000000003)","(31.0, 250.0, 123.4375)","(8.0, 15.0, 11.5)","(51.0, 420.0, 233.0)","(31.0, 290.0, 224.25)"
08-12-2022 12:42:35.085827,"(5.0, 7.6, 6.4)","(5.0, 6.6, 5.485714285714286)","(10.0, 20.0, 12.933333333333334)","(1.6, 2.68, 2.6100000000000003)","(31.0, 250.0, 123.4375)","(8.0, 15.0, 14.461538461538462)","(51.0, 420.0, 233.0)","(31.0, 290.0, 224.25)"
08-12-2022 12:42:36.509014,"(5.0, 7.6, 6.4)","(5.0, 6.6, 5.485714285714286)","(10.0, 20.0, 12.933333333333334)","(1.6, 2.68, 2.6100000000000003)","(31.0, 250.0, 123.4375)","(8.0, 15.0, 14.461538461538462)","(51.0, 420.0, 233.0)","(31.0, 290.0, 202.33333333333334)"
08-12-2022 12:42:38.273200,"(5.0, 7.6, 6.4)","(5.0, 6.6, 6.1125)","(10.0, 20.0, 12.933333333333334)","(1.6, 2.68, 2.6100000000000003)","(31.0, 240.0, 68.46153846153845)","(8.0, 15.0, 14.676190476190476)","(51.0, 420.0, 233.0)","(31.0, 290.0, 191.75)"
08-12-2022 12:42:40.295794,"(5.0, 7.6, 6.975)","(5.0, 6.6, 5.485714285714286)","(10.0, 20.0, 12.933333333333334)","(1.6, 2.68, 2.6100000000000003)","(31.0, 200.0, 184.27272727272725)","(8.0, 15.0, 14.433333333333334)","(51.0, 420.0, 233.0)","(31.0, 290.0, 158.5)"
08-12-2022 12:42:42.464562,"(5.0, 7.6, 6.975)","(5.0, 6.6, 6.1125)","(10.0, 20.0, 17.68888888888889)","(1.6, 2.68, 2.64)","(31.0, 200.0, 184.27272727272725)","(8.0, 15.0, 14.433333333333334)","(51.0, 420.0, 233.0)","(31.0, 290.0, 159.0)"
08-12-2022 12:42:44.107324,"(5.0, 7.6, 6.975)","(5.0, 6.6, 6.1125)","(10.0, 20.0, 12.166666666666666)","(1.6, 2.68, 2.751111111111111)","(31.0, 200.0, 142.0)","(8.0, 15.0, 14.433333333333334)","(51.0, 420.0, 223.0)","(31.0, 290.0, 173.0)"
08-12-2022 12:42:45.852350,"(5.0, 7.6, 6.975)","(5.0, 6.6, 6.1461538461538465)","(10.0, 19.5, 12.428571428571429)","(1.6, 2.78, 2.751111111111111)","(31.0, 200.0, 184.27272727272725)","(8.0, 15.0, 14.433333333333334)","(51.0, 400.0, 223.0)","(31.0, 260.0, 164.47058823529412)"
08-12-2022 12:42:47.264966,"(5.0, 7.6, 6.449999999999999)","(5.0, 6.4, 6.1461538461538465)","(10.0, 19.5, 12.428571428571429)","(1.6, 2.78, 2.655)","(31.0, 200.0, 142.66666666666669)","(8.0, 15.0, 14.433333333333334)","(51.0, 400.0, 311.5)","(31.0, 260.0, 164.47058823529412)"
08-12-2022 12:42:48.796498,"(5.0, 7.6, 6.833333333333333)","(5.0, 6.4, 6.1461538461538465)","(10.0, 19.5, 12.428571428571429)","(1.6, 2.78, 2.4688)","(31.0, 200.0, 142.66666666666669)","(8.0, 15.0, 14.433333333333334)","(51.0, 400.0, 311.5)","(31.0, 260.0, 164.47058823529412)"
08-12-2022 12:42:50.213178,"(5.0, 7.6, 6.833333333333333)","(5.0, 6.4, 5.575)","(10.0, 19.5, 12.428571428571429)","(1.6, 2.76, 2.6014285714285714)","(31.0, 200.0, 142.0)","(8.0, 15.0, 14.433333333333334)","(51.0, 400.0, 223.0)","(31.0, 260.0, 134.53846153846155)"
08-12-2022 12:42:51.584289,"(5.0, 7.8, 7.15)","(5.0, 6.4, 6.1461538461538465)","(11.0, 19.5, 12.428571428571429)","(1.6, 2.7, 2.4220689655172416)","(31.0, 200.0, 184.27272727272725)","(8.5, 15.0, 14.433333333333334)","(51.0, 400.0, 364.59999999999997)","(31.0, 260.0, 164.47058823529412)"
08-12-2022 12:42:53.413250,"(5.0, 7.8, 7.345454545454546)","(5.0, 6.4, 6.1461538461538465)","(11.0, 19.5, 12.428571428571429)","(1.6, 2.72, 2.4160000000000004)","(31.0, 200.0, 184.27272727272725)","(8.5, 15.0, 14.433333333333334)","(51.0, 400.0, 364.59999999999997)","(31.0, 260.0, 164.47058823529412)"
08-12-2022 12:42:55.018309,"(5.0, 7.8, 6.72)","(5.0, 6.4, 5.575)","(11.0, 19.5, 12.428571428571429)","(1.6, 2.72, 2.285714285714286)","(31.0, 200.0, 142.0)","(8.5, 15.0, 14.433333333333334)","(51.0, 400.0, 223.0)","(31.0, 260.0, 134.53846153846155)"
08-12-2022 12:42:58.481977,"(5.0, 7.8, 6.72)","(5.0, 6.4, 5.575)","(11.0, 19.5, 12.428571428571429)","(1.6, 2.72, 2.285714285714286)","(31.0, 200.0, 112.5)","(8.5, 15.0, 14.433333333333334)","(51.0, 400.0, 221.0)","(31.0, 260.0, 134.53846153846155)"
08-12-2022 12:43:01.611405,"(5.0, 7.8, 7.424999999999999)","(5.0, 6.4, 6.1461538461538465)","(11.0, 19.5, 15.4)","(1.6, 2.72, 2.2720000000000002)","(31.0, 200.0, 142.0)","(8.5, 15.0, 14.433333333333334)","(51.0, 400.0, 280.66666666666663)","(31.0, 260.0, 134.53846153846155)"
08-12-2022 12:43:03.526021,"(5.0, 8.4, 6.013636363636364)","(5.0, 6.4, 6.242857142857143)","(11.0, 13.0, 11.764705882352942)","(1.6, 2.6, 2.272727272727273)","(31.0, 200.0, 161.55555555555554)","(8.5, 15.0, 14.175)","(51.0, 400.0, 140.4)","(31.0, 240.0, 169.66666666666666)"
08-12-2022 12:43:05.450171,"(5.0, 8.4, 7.326315789473684)","(5.0, 6.4, 6.15)","(11.0, 13.0, 12.863636363636363)","(1.6, 2.6, 2.2683333333333335)","(31.0, 200.0, 137.0909090909091)","(8.5, 15.0, 10.530000000000001)","(51.0, 400.0, 147.29411764705884)","(31.0, 240.0, 64.16666666666666)"
08-12-2022 12:43:06.972112,"(5.0, 8.0, 7.8)","(5.0, 6.4, 6.258823529411765)","(11.0, 13.0, 17.81818181818182)","(1.6, 2.58, 2.309473684210526)","(31.0, 200.0, 113.5)","(8.5, 15.5, 10.39)","(51.0, 400.0, 147.29411764705884)","(31.0, 240.0, 69.2)"
08-12-2022 12:43:08.347806,"(5.0, 7.6, 7.0)","(5.0, 6.4, 6.258823529411765)","(11.0, 19.0, 17.409090909090907)","(1.6, 2.56, 2.3)","(31.0, 200.0, 113.5)","(8.5, 15.5, 11.85)","(51.0, 400.0, 147.29411764705884)","(31.0, 230.0, 54.125)"
08-12-2022 12:43:09.676005,"(5.0, 7.4, 6.800000000000001)","(5.0, 6.4, 6.300000000000001)","(11.0, 18.5, 17.409090909090907)","(1.6, 2.54, 2.3)","(31.0, 200.0, 113.5)","(8.5, 15.5, 11.85)","(51.0, 400.0, 147.29411764705884)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:11.120657,"(5.0, 7.4, 6.4399999999999995)","(5.0, 6.4, 6.209090909090909)","(11.0, 18.5, 15.105263157894736)","(1.6, 2.54, 2.3052631578947365)","(31.0, 200.0, 80.23076923076923)","(8.5, 15.5, 10.889473684210525)","(51.0, 400.0, 127.23809523809524)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:12.409018,"(5.0, 7.0, 6.384615384615385)","(5.0, 6.4, 6.325)","(11.0, 18.0, 15.147058823529411)","(1.6, 2.52, 2.32)","(31.0, 200.0, 80.23076923076923)","(8.5, 15.5, 10.889473684210525)","(51.0, 400.0, 131.5)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:13.866998,"(5.0, 6.6, 5.533333333333333)","(5.0, 6.4, 6.2894736842105265)","(11.0, 17.5, 15.147058823529411)","(1.6, 2.48, 2.3035294117647056)","(31.0, 200.0, 80.23076923076923)","(8.5, 15.5, 12.209090909090909)","(51.0, 400.0, 166.52173913043478)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:15.303129,"(5.0, 6.6, 5.7)","(5.0, 6.4, 6.209090909090909)","(11.0, 17.5, 15.147058823529411)","(1.6, 2.48, 2.3035294117647056)","(31.0, 200.0, 80.23076923076923)","(8.5, 14.5, 11.14)","(51.0, 400.0, 161.33333333333331)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:16.778861,"(5.0, 6.4, 5.7)","(5.0, 6.4, 6.209090909090909)","(11.0, 17.5, 14.26086956521739)","(1.6, 2.48, 2.295238095238095)","(31.0, 200.0, 113.5)","(8.5, 14.5, 11.14)","(51.0, 400.0, 161.33333333333331)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:18.224130,"(5.0, 6.2, 5.289285714285715)","(5.0, 6.4, 6.209090909090909)","(11.0, 17.0, 14.617647058823529)","(1.6, 2.44, 2.311111111111111)","(31.0, 200.0, 113.5)","(8.5, 14.5, 11.89090909090909)","(51.0, 400.0, 185.2)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:19.643064,"(5.0, 5.9, 5.6)","(5.0, 6.4, 6.209090909090909)","(11.0, 16.5, 14.617647058823529)","(1.6, 2.42, 2.311111111111111)","(31.0, 200.0, 113.5)","(8.5, 14.0, 11.1)","(51.0, 400.0, 185.2)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:20.948986,"(5.0, 5.8, 5.370588235294118)","(5.0, 6.4, 6.209090909090909)","(11.0, 16.5, 14.617647058823529)","(1.6, 2.42, 2.311111111111111)","(31.0, 200.0, 113.5)","(8.5, 14.0, 11.1)","(51.0, 400.0, 185.2)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:22.253294,"(5.0, 5.7, 5.370588235294118)","(5.0, 6.4, 6.209090909090909)","(11.0, 16.5, 14.617647058823529)","(1.6, 2.42, 2.289230769230769)","(31.0, 200.0, 70.25)","(8.5, 14.0, 11.1)","(51.0, 400.0, 185.2)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:23.592894,"(5.0, 5.7, 5.640000000000001)","(5.0, 6.4, 5.836585365853659)","(11.0, 16.5, 13.472972972972974)","(1.6, 2.4, 2.3085714285714283)","(31.0, 200.0, 70.25)","(8.5, 14.0, 11.1)","(51.0, 400.0, 185.2)","(31.0, 230.0, 51.33333333333333)"
08-12-2022 12:43:24.978032,"(5.0, 5.7, 5.552631578947368)","(5.0, 6.4, 5.9875)","(11.0, 16.5, 14.6)","(1.6, 2.38, 2.3228571428571425)","(31.0, 200.0, 70.25)","(8.5, 14.0, 11.1)","(51.0, 400.0, 148.70588235294116)","(31.0, 230.0, 138.63636363636363)"
08-12-2022 12:43:26.335845,"(5.0, 5.7, 5.552631578947368)","(5.0, 6.4, 5.9875)","(11.0, 16.0, 14.545454545454545)","(1.6, 2.38, 2.3141176470588234)","(31.0, 200.0, 70.25)","(8.5, 14.0, 12.07)","(51.0, 400.0, 176.42105263157896)","(31.0, 230.0, 156.0)"
08-12-2022 12:43:27.765941,"(5.0, 5.7, 5.552631578947368)","(5.0, 6.4, 6.048936170212766)","(11.0, 15.0, 14.107142857142858)","(1.6, 2.38, 2.3141176470588234)","(31.0, 200.0, 70.25)","(8.5, 12.5, 9.605882352941176)","(51.0, 400.0, 176.42105263157896)","(31.0, 240.0, 100.0)"
08-12-2022 12:43:28.960182,"(5.0, 5.7, 5.552631578947368)","(5.0, 6.4, 6.094444444444445)","(11.0, 15.0, 14.107142857142858)","(1.6, 2.38, 2.34)","(31.0, 200.0, 70.25)","(8.5, 12.5, 9.12)","(51.0, 400.0, 176.42105263157896)","(31.0, 240.0, 100.0)"
08-12-2022 12:43:30.161025,"(5.0, 5.7, 5.51219512195122)","(5.0, 6.4, 6.094444444444445)","(11.0, 15.0, 14.107142857142858)","(1.6, 2.46, 2.465)","(31.0, 200.0, 70.25)","(8.5, 12.5, 9.293333333333335)","(51.0, 400.0, 176.42105263157896)","(31.0, 240.0, 53.33333333333333)"
08-12-2022 12:43:31.445985,"(5.0, 5.7, 5.516666666666667)","(5.0, 6.4, 6.094444444444445)","(11.0, 15.0, 14.0)","(1.6, 2.52, 2.31)","(31.0, 200.0, 70.25)","(8.5, 12.5, 9.82777777777778)","(51.0, 400.0, 176.42105263157896)","(31.0, 240.0, 46.66666666666667)"
08-12-2022 12:43:32.608510,"(5.0, 5.6, 5.472727272727273)","(5.0, 6.4, 6.094444444444445)","(11.0, 15.0, 14.0)","(1.6, 2.48, 2.4571428571428573)","(31.0, 200.0, 70.25)","(8.5, 12.5, 10.20952380952381)","(51.0, 400.0, 75.07692307692308)","(31.0, 230.0, 46.66666666666667)"
