,Veilazig,Strong Woman,Musical Millie,Frosty Flirt,Senorita Cometa,Staythirstymyamigo,Kimbells Strategy
08-12-2022 13:52:13.634934,"(21.0, 60.0, 56.0)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.65)","(13.0, 19.0, 18.347826086956523)","(9.0, 12.5, 12.3)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:14.917330,"(21.0, 60.0, 56.0)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.677777777777778)","(13.0, 19.0, 18.625)","(9.0, 12.5, 12.3)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:16.056402,"(21.0, 60.0, 56.0)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.677777777777778)","(13.0, 19.0, 18.625)","(9.0, 12.5, 12.3)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:17.279283,"(21.0, 60.0, 56.0)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.642857142857143)","(13.0, 19.0, 18.625)","(9.0, 12.5, 12.3)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:18.275692,"(21.0, 60.0, 56.0)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.642857142857143)","(13.0, 19.0, 18.625)","(9.0, 12.5, 11.5)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:19.346475,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.642857142857143)","(13.0, 19.0, 18.736842105263158)","(9.0, 12.0, 11.75)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:20.325676,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.642857142857143)","(13.0, 19.0, 18.736842105263158)","(9.0, 12.5, 11.75)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:21.514385,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.642857142857143)","(13.0, 19.0, 18.736842105263158)","(9.0, 12.5, 11.75)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:22.697539,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.642857142857143)","(13.0, 19.0, 17.857142857142858)","(9.0, 12.5, 11.75)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:23.839374,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.642857142857143)","(13.0, 19.0, 18.529411764705884)","(9.0, 12.5, 11.75)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:24.919878,"(21.0, 55.0, 48.4)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.7, 4.674358974358975)","(13.0, 19.0, 18.705882352941178)","(9.0, 12.5, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:25.949379,"(21.0, 55.0, 48.4)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.6, 4.449999999999999)","(13.0, 19.0, 18.705882352941178)","(9.0, 13.0, 11.571428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:27.027327,"(21.0, 55.0, 48.4)","(6.0, 7.6, 7.5)","(4.4, 5.2, 5.15)","(3.9, 4.6, 4.55)","(13.0, 19.0, 18.705882352941178)","(9.0, 13.0, 11.571428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:28.085088,"(21.0, 55.0, 48.4)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 5.15)","(3.9, 4.6, 4.55)","(13.0, 19.0, 18.705882352941178)","(9.0, 13.0, 11.571428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:29.126446,"(21.0, 55.0, 48.4)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 5.15)","(3.9, 4.6, 4.55)","(13.0, 19.0, 18.705882352941178)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:30.206758,"(21.0, 55.0, 48.4)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 5.15)","(3.9, 4.6, 4.55)","(13.0, 19.0, 18.705882352941178)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:31.314074,"(21.0, 55.0, 48.4)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 5.15)","(3.8, 4.6, 4.55)","(13.0, 19.0, 18.705882352941178)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:32.465119,"(21.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.9)","(3.8, 4.6, 4.55)","(13.0, 19.0, 17.857142857142858)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:33.551099,"(21.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.9)","(3.8, 4.6, 4.55)","(13.0, 19.0, 18.666666666666668)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:35.087146,"(21.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.9)","(3.8, 4.7, 4.54)","(13.0, 19.0, 18.666666666666668)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:36.144666,"(21.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.9)","(3.8, 4.7, 4.54)","(13.0, 19.0, 18.666666666666668)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:37.203394,"(21.0, 55.0, 47.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.9)","(3.8, 4.7, 4.409090909090909)","(13.0, 19.0, 18.666666666666668)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:38.394272,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8875)","(3.8, 4.7, 4.409090909090909)","(13.0, 19.0, 18.666666666666668)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:39.453996,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8875)","(3.8, 4.7, 4.409090909090909)","(13.0, 19.0, 18.666666666666668)","(9.0, 13.0, 12.0)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:40.665448,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8875)","(3.8, 4.7, 4.33)","(13.0, 19.0, 18.666666666666668)","(9.0, 13.0, 12.166666666666666)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:41.840984,"(21.0, 55.0, 49.5)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8875)","(3.8, 4.4, 4.33)","(13.0, 19.0, 18.666666666666668)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:43.030041,"(21.0, 60.0, 52.0)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8875)","(3.8, 4.4, 4.29047619047619)","(13.0, 19.0, 18.75)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:44.088847,"(21.0, 60.0, 57.0)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8875)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.428571428571427)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:45.133388,"(21.0, 60.0, 57.0)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.428571428571427)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:52:46.165073,"(21.0, 60.0, 57.0)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.428571428571427)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:47.288646,"(21.0, 60.0, 54.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.428571428571427)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:48.423604,"(21.0, 60.0, 49.0)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.25)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:49.590778,"(21.0, 60.0, 46.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.25)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:50.800139,"(21.0, 60.0, 46.666666666666664)","(6.0, 7.6, 7.485714285714286)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.25)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:51.847978,"(21.0, 60.0, 46.666666666666664)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.29047619047619)","(13.0, 19.0, 18.25)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:53.163522,"(21.0, 60.0, 46.666666666666664)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.227272727272727)","(13.0, 19.0, 18.428571428571427)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:54.459491,"(21.0, 60.0, 46.666666666666664)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.209090909090909)","(13.0, 19.0, 18.428571428571427)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:55.739916,"(21.0, 60.0, 50.0)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.209090909090909)","(13.0, 19.0, 17.8)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:52:56.985005,"(21.0, 60.0, 50.0)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.209090909090909)","(13.0, 19.0, 17.8)","(9.0, 12.5, 12.071428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:52:58.235895,"(21.0, 60.0, 50.0)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.8969696969696965)","(3.8, 4.3, 4.1499999999999995)","(13.0, 19.0, 16.666666666666668)","(9.0, 12.5, 12.428571428571429)","(3.0, 3.7, 3.6)"
08-12-2022 13:52:59.485642,"(21.0, 60.0, 50.0)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.910344827586207)","(3.8, 4.3, 4.168888888888889)","(13.0, 19.0, 16.666666666666668)","(9.0, 13.0, 12.428571428571429)","(3.0, 3.7, 3.6)"
08-12-2022 13:53:00.675077,"(21.0, 60.0, 50.0)","(6.0, 7.6, 7.55)","(4.4, 5.2, 4.984615384615385)","(3.8, 4.2, 4.158974358974359)","(13.0, 19.0, 17.5)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:53:01.813666,"(21.0, 60.0, 50.0)","(6.0, 7.6, 7.466666666666667)","(4.4, 5.2, 4.984615384615385)","(3.8, 4.2, 4.158974358974359)","(13.0, 19.0, 17.0)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:53:03.061998,"(21.0, 65.0, 43.57142857142857)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.0)","(3.8, 4.2, 4.097727272727273)","(13.0, 19.0, 17.363636363636363)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:53:04.256281,"(21.0, 65.0, 41.857142857142854)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.0)","(3.8, 4.2, 4.097727272727273)","(13.0, 19.0, 17.75)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.54)"
08-12-2022 13:53:05.408134,"(21.0, 65.0, 41.857142857142854)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.0)","(3.8, 4.2, 4.097727272727273)","(13.0, 19.0, 17.75)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:53:06.503296,"(21.0, 65.0, 41.857142857142854)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.05)","(3.8, 4.2, 4.042857142857143)","(13.0, 19.0, 17.7)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:53:07.698240,"(21.0, 65.0, 41.857142857142854)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.8, 4.2, 4.042857142857143)","(13.0, 18.5, 17.7)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:53:08.834778,"(21.0, 65.0, 44.75)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 4.042857142857143)","(13.0, 18.5, 17.7)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:53:09.951860,"(21.0, 65.0, 43.4)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.5, 17.7)","(9.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.65)"
08-12-2022 13:53:11.081024,"(21.0, 65.0, 43.4)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.5, 17.7)","(10.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.5545454545454547)"
08-12-2022 13:53:12.331897,"(21.0, 65.0, 43.4)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.5, 17.4)","(10.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:53:13.457391,"(21.0, 65.0, 43.4)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.566666666666667)"
08-12-2022 13:53:14.422554,"(21.0, 65.0, 43.4)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.571428571428571)","(3.0, 3.7, 3.6807692307692306)"
08-12-2022 13:53:15.675529,"(21.0, 65.0, 43.4)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.571428571428571)","(3.0, 3.75, 3.609375)"
08-12-2022 13:53:16.915119,"(21.0, 65.0, 45.666666666666664)","(6.0, 7.6, 7.552941176470588)","(4.4, 5.2, 5.004651162790697)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.571428571428571)","(3.0, 3.75, 3.609375)"
08-12-2022 13:53:18.229099,"(21.0, 60.0, 52.666666666666664)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.818181818181818)","(3.7, 4.2, 3.9884615384615385)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.571428571428571)","(3.0, 3.75, 3.696)"
08-12-2022 13:53:19.468670,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.818181818181818)","(3.7, 4.2, 4.118181818181818)","(13.0, 19.0, 18.0625)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.64)"
08-12-2022 13:53:20.764647,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.818181818181818)","(3.7, 4.2, 4.2555555555555555)","(13.0, 19.0, 18.0625)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.64)"
08-12-2022 13:53:22.015694,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.945454545454545)","(3.7, 4.3, 4.2555555555555555)","(13.0, 19.0, 18.0625)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.64)"
08-12-2022 13:53:23.186944,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.945454545454545)","(3.7, 4.3, 4.1)","(13.0, 19.0, 18.0625)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:24.169085,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.945454545454545)","(3.7, 4.3, 4.0)","(13.0, 19.0, 17.75)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:25.398662,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.9375)","(3.7, 4.2, 4.05)","(13.0, 18.5, 17.75)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:26.506717,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.9375)","(3.7, 4.2, 4.05)","(13.0, 18.5, 17.75)","(10.0, 13.0, 12.722222222222221)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:27.619744,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.7, 4.2, 4.05)","(13.0, 18.5, 17.75)","(10.0, 13.0, 12.722222222222221)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:28.800560,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.7, 4.2, 4.2615384615384615)","(13.0, 18.5, 17.75)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:29.926292,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.7, 4.3, 4.1875)","(13.0, 18.5, 17.571428571428573)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:31.142674,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.7, 4.3, 4.1875)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:32.436278,"(21.0, 60.0, 50.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.7, 4.3, 4.0600000000000005)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:33.433730,"(21.0, 65.0, 43.57142857142857)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.7, 4.2, 4.0600000000000005)","(13.0, 18.0, 17.571428571428573)","(10.0, 13.0, 12.25)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:34.618819,"(21.0, 65.0, 59.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.7, 4.2, 3.9625)","(13.0, 18.0, 16.333333333333332)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:35.755477,"(21.0, 65.0, 56.666666666666664)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 3.9625)","(13.0, 18.0, 16.333333333333332)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:36.930972,"(21.0, 65.0, 56.666666666666664)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.3, 4.0600000000000005)","(13.0, 18.0, 16.166666666666668)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:38.083624,"(21.0, 65.0, 53.5)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.0)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:39.230722,"(21.0, 65.0, 53.5)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.144444444444445)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:40.362519,"(21.0, 65.0, 53.5)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.144444444444445)","(13.0, 17.5, 16.166666666666668)","(10.0, 13.0, 12.428571428571429)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:41.470801,"(21.0, 65.0, 53.5)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.033333333333333)","(13.0, 17.5, 17.25)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7375)"
08-12-2022 13:53:42.556219,"(21.0, 65.0, 53.5)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.033333333333333)","(13.0, 17.5, 18.214285714285715)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:43.665948,"(21.0, 65.0, 53.5)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.033333333333333)","(13.0, 18.5, 18.375)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:44.789709,"(21.0, 65.0, 58.72727272727273)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.033333333333333)","(13.0, 18.5, 18.375)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:45.889515,"(21.0, 65.0, 58.72727272727273)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.6, 4.2, 4.0)","(13.0, 18.5, 18.583333333333332)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:47.291231,"(21.0, 70.0, 64.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 19.0, 18.583333333333332)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:48.596726,"(21.0, 75.0, 64.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 19.0, 18.166666666666668)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:49.897418,"(21.0, 90.0, 74.0)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 18.5, 18.147058823529413)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.733333333333333)"
08-12-2022 13:53:50.937346,"(21.0, 90.0, 72.54545454545455)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 18.5, 18.147058823529413)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.5999999999999996)"
08-12-2022 13:53:52.025984,"(21.0, 85.0, 75.44444444444444)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 18.5, 18.147058823529413)","(10.0, 13.0, 12.2)","(3.0, 3.8, 3.5999999999999996)"
08-12-2022 13:53:53.275272,"(21.0, 85.0, 75.44444444444444)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 18.5, 18.166666666666668)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.5999999999999996)"
08-12-2022 13:53:54.426560,"(26.0, 85.0, 81.26086956521739)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 18.5, 17.823529411764707)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.5999999999999996)"
08-12-2022 13:53:55.521166,"(26.0, 85.0, 81.26086956521739)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 18.0, 17.823529411764707)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.5999999999999996)"
08-12-2022 13:53:56.634247,"(26.0, 85.0, 74.75)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.6, 4.3, 4.0)","(13.0, 18.0, 17.823529411764707)","(10.0, 13.0, 12.0)","(3.0, 3.8, 3.7777777777777777)"
08-12-2022 13:53:57.770838,"(26.0, 85.0, 78.16666666666666)","(6.0, 7.8, 7.7)","(4.4, 5.2, 5.044444444444444)","(3.5, 4.3, 4.0)","(13.0, 18.0, 17.823529411764707)","(10.0, 13.0, 12.0)","(3.1, 3.8, 3.7777777777777777)"
08-12-2022 13:53:58.825496,"(26.0, 85.0, 76.21428571428572)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.5, 4.3, 4.0)","(13.0, 18.0, 17.823529411764707)","(10.0, 13.0, 12.0)","(3.1, 3.8, 3.7777777777777777)"
08-12-2022 13:53:59.804967,"(26.0, 85.0, 76.21428571428572)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.995121951219512)","(3.5, 4.3, 4.0)","(13.0, 18.0, 18.423076923076923)","(10.0, 13.0, 12.0)","(3.1, 3.8, 3.7777777777777777)"
08-12-2022 13:54:00.867725,"(26.0, 85.0, 76.21428571428572)","(6.0, 7.8, 7.7)","(4.4, 5.2, 4.99)","(3.5, 4.3, 4.0)","(13.0, 19.0, 17.6)","(10.0, 13.0, 12.0)","(3.1, 3.8, 3.7777777777777777)"
08-12-2022 13:54:02.010542,"(26.0, 85.0, 69.05555555555556)","(6.0, 7.8, 7.6875)","(4.4, 5.2, 4.99)","(3.5, 4.3, 4.081578947368421)","(13.0, 18.5, 18.583333333333332)","(10.0, 13.0, 12.23913043478261)","(3.1, 3.8, 3.675)"
