,Contract,Out Of Cash,Hope Sure Can,Murphys Mate,Traviss Lauryn,Lightning Zeal,First Black Jack,Nando Flyer
08-01-2023 18:48:04.500514,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.44, 1.7231818181818181)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:05.787562,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.44, 1.7231818181818181)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:07.119814,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.44, 1.7231818181818181)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:08.433535,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.44, 1.7792857142857144)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:09.670500,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.4, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:10.894805,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:12.128753,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:13.405164,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:14.732044,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:15.991502,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:17.243058,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:18.478476,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:19.735518,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 43.333333333333336)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:20.970642,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:22.231730,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:23.522796,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 210.0)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:24.815274,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 530.0, 128.33333333333331)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:26.061800,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 520.0, 128.33333333333331)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:27.302904,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 520.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:28.500081,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:29.802280,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:31.095746,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:32.406140,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:33.627522,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:34.806160,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:35.988681,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:37.232179,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:38.525306,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 71.66666666666667)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:39.916638,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:41.252660,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:42.601212,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:44.455827,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:45.957998,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:47.498512,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:49.081843,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:50.411608,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:51.733451,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:52.994708,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:54.228419,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 131.66666666666669)","(1.5, 2.38, 1.7458823529411764)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:55.499688,"(5.0, 10.5, 10.027272727272727)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 104.44444444444444)","(1.5, 2.38, 1.8666666666666667)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:56.810866,"(5.0, 10.5, 10.252380952380953)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 104.44444444444444)","(1.5, 2.38, 1.8963636363636365)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:58.128998,"(5.0, 10.5, 9.875)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 104.44444444444444)","(1.5, 2.38, 1.909090909090909)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:48:59.396714,"(5.0, 10.5, 10.083333333333334)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 87.6923076923077)","(1.5, 2.38, 1.9218181818181816)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:49:00.668578,"(5.0, 10.5, 10.083333333333334)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 70.0)","(21.0, 65.0, 33.57142857142857)","(51.0, 540.0, 87.6923076923077)","(1.5, 2.38, 1.9345454545454546)","(6.5, 11.5, 8.366666666666667)"
08-01-2023 18:49:01.923632,"(5.0, 10.5, 10.083333333333334)","(31.0, 110.0, 45.0)","(5.0, 9.6, 7.4)","(41.0, 230.0, 92.85714285714286)","(21.0, 65.0, 34.285714285714285)","(51.0, 540.0, 87.6923076923077)","(1.5, 2.38, 1.9991999999999999)","(6.5, 11.5, 9.25)"
08-01-2023 18:49:03.170237,"(5.0, 10.5, 10.083333333333334)","(31.0, 110.0, 77.33333333333334)","(5.0, 9.6, 7.4)","(41.0, 230.0, 180.0)","(21.0, 65.0, 29.166666666666668)","(51.0, 540.0, 144.0)","(1.5, 2.38, 2.04)","(6.5, 10.0, 9.675)"
08-01-2023 18:49:04.582668,"(5.0, 10.5, 10.083333333333334)","(31.0, 100.0, 57.33333333333333)","(5.0, 9.6, 7.5777777777777775)","(41.0, 220.0, 63.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 520.0, 115.71428571428571)","(1.5, 2.36, 2.25)","(6.5, 10.0, 9.8)"
08-01-2023 18:49:05.928517,"(5.0, 10.5, 10.083333333333334)","(31.0, 100.0, 57.33333333333333)","(5.0, 9.4, 7.8315789473684205)","(41.0, 210.0, 111.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 510.0, 140.0)","(1.5, 2.38, 2.25)","(6.5, 10.0, 10.058823529411764)"
08-01-2023 18:49:07.172095,"(5.0, 10.5, 10.083333333333334)","(31.0, 100.0, 60.0)","(5.0, 9.0, 7.75)","(41.0, 180.0, 101.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 500.0, 134.0)","(1.5, 2.38, 2.25)","(6.5, 11.5, 10.223529411764707)"
08-01-2023 18:49:08.411634,"(5.0, 10.5, 10.083333333333334)","(31.0, 100.0, 60.0)","(5.0, 9.0, 7.75)","(41.0, 160.0, 58.85714285714286)","(21.0, 60.0, 29.166666666666668)","(51.0, 470.0, 132.0)","(1.5, 2.38, 2.25)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:09.685023,"(5.0, 10.5, 10.083333333333334)","(31.0, 100.0, 60.0)","(5.0, 9.0, 7.821428571428571)","(41.0, 160.0, 58.85714285714286)","(21.0, 60.0, 29.166666666666668)","(51.0, 460.0, 116.66666666666667)","(1.5, 2.38, 2.25)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:10.983154,"(5.0, 10.5, 10.083333333333334)","(31.0, 100.0, 60.0)","(5.0, 9.0, 8.3)","(41.0, 160.0, 58.85714285714286)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 116.66666666666667)","(1.5, 2.38, 1.8744444444444444)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:12.229346,"(5.0, 10.5, 9.8875)","(31.0, 100.0, 60.0)","(5.0, 8.8, 7.507142857142858)","(41.0, 160.0, 81.2)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 116.66666666666667)","(1.5, 2.38, 1.8445454545454545)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:13.553616,"(5.0, 10.5, 10.063636363636363)","(31.0, 100.0, 60.0)","(5.0, 8.4, 7.969999999999999)","(41.0, 140.0, 104.8)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.36, 1.8409090909090908)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:14.862378,"(5.0, 10.5, 10.063636363636363)","(31.0, 100.0, 60.0)","(5.0, 8.2, 7.618181818181818)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.8409090909090908)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:16.146794,"(5.0, 10.5, 10.063636363636363)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.618181818181818)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.8409090909090908)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:17.426538,"(5.0, 10.5, 10.063636363636363)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.618181818181818)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.8409090909090908)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:18.804841,"(5.0, 10.5, 10.063636363636363)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.618181818181818)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.8409090909090908)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:20.452354,"(5.0, 10.5, 10.063636363636363)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.618181818181818)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.8409090909090908)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:21.906942,"(5.0, 10.5, 9.9)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.618181818181818)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.8409090909090908)","(6.5, 11.5, 10.146666666666667)"
08-01-2023 18:49:23.243583,"(5.0, 10.5, 9.9)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.618181818181818)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.858421052631579)","(6.5, 11.5, 9.56)"
08-01-2023 18:49:24.478199,"(5.0, 10.5, 9.9)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.475)","(41.0, 120.0, 111.55555555555556)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.34, 1.8445454545454545)","(6.5, 11.0, 9.45)"
08-01-2023 18:49:25.658091,"(5.0, 10.5, 9.9)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.475)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 83.33333333333334)","(1.5, 2.36, 1.8445454545454545)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:26.843550,"(5.0, 10.5, 9.9)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.475)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.36, 2.1961194029850746)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:28.099220,"(5.0, 10.5, 9.9)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.475)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.36, 2.263103448275862)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:29.297230,"(5.0, 10.5, 9.9)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.515384615384615)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.32, 2.166376811594203)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:30.483240,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.515384615384615)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.32, 2.2285714285714286)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:31.626365,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.515384615384615)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.3, 2.017142857142857)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:32.771926,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.515384615384615)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.28, 2.06)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:33.995387,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.515384615384615)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 94.44444444444444)","(1.5, 2.28, 2.07)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:35.190418,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 8.0, 7.515384615384615)","(41.0, 120.0, 83.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 450.0, 245.0)","(1.5, 2.28, 2.2472)","(6.5, 10.5, 9.45)"
08-01-2023 18:49:36.309909,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 7.8, 7.483333333333333)","(41.0, 110.0, 94.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 440.0, 245.0)","(1.5, 2.28, 2.1199999999999997)","(6.5, 10.5, 8.333333333333334)"
08-01-2023 18:49:37.446345,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.316666666666666)","(41.0, 110.0, 94.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 440.0, 245.0)","(1.5, 2.28, 2.2487999999999997)","(6.5, 10.0, 8.133333333333333)"
08-01-2023 18:49:38.679772,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.316666666666666)","(41.0, 110.0, 94.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 440.0, 245.0)","(1.5, 2.28, 2.249795918367347)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:39.901050,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 110.0, 94.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 440.0, 417.05882352941177)","(1.5, 2.28, 2.2514285714285713)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:41.058709,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 110.0, 94.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 440.0, 417.05882352941177)","(1.5, 2.28, 2.2328571428571427)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:42.215631,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 110.0, 94.0)","(21.0, 60.0, 29.166666666666668)","(51.0, 440.0, 417.05882352941177)","(1.5, 2.28, 2.097142857142857)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:43.355453,"(4.8, 10.5, 8.933333333333334)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 110.0, 94.0)","(21.0, 60.0, 35.333333333333336)","(51.0, 440.0, 397.22222222222223)","(1.5, 2.28, 2.08)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:44.601211,"(4.8, 10.5, 6.654545454545454)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 110.0, 82.0)","(21.0, 60.0, 37.0)","(51.0, 440.0, 410.3846153846154)","(1.5, 2.28, 2.056)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:45.867371,"(4.8, 10.0, 6.85)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 100.0, 82.0)","(21.0, 65.0, 37.0)","(51.0, 440.0, 410.3846153846154)","(1.5, 2.28, 2.241481481481481)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:47.078003,"(4.8, 10.0, 6.85)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 100.0, 82.0)","(21.0, 65.0, 37.0)","(51.0, 440.0, 410.3846153846154)","(1.5, 2.28, 2.1066666666666665)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:48.221026,"(4.8, 10.0, 6.85)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 100.0, 82.0)","(21.0, 65.0, 37.0)","(51.0, 440.0, 410.3846153846154)","(1.5, 2.28, 2.1066666666666665)","(6.5, 9.8, 8.7)"
08-01-2023 18:49:49.374810,"(4.8, 10.0, 6.85)","(31.0, 100.0, 60.0)","(5.0, 7.6, 7.114285714285714)","(41.0, 100.0, 82.0)","(21.0, 65.0, 37.0)","(51.0, 440.0, 410.3846153846154)","(1.5, 2.28, 2.1066666666666665)","(6.5, 9.8, 8.7)"
