,Contract,Out Of Cash,Hope Sure Can,Murphys Mate,Traviss Lauryn,Lightning Zeal,First Black Jack,Nando Flyer
08-01-2023 18:52:13.172290,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 6.066666666666666)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.01)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:14.250254,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 6.066666666666666)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.01)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:15.393144,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 6.066666666666666)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.01)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:16.592618,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 5.8999999999999995)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:17.827247,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 5.8999999999999995)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:18.988880,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 5.8999999999999995)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:20.038268,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 5.828571428571428)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:21.064237,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.6, 5.828571428571428)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:22.174734,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.4, 5.85)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:23.287937,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.4, 5.85)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:24.403868,"(5.0, 9.4, 9.048780487804878)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.2, 5.9)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:25.430424,"(5.0, 9.4, 9.123076923076923)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.2, 5.771428571428571)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:26.490644,"(5.0, 9.4, 9.123076923076923)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.2, 5.771428571428571)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:27.597454,"(5.0, 9.4, 9.13)","(31.0, 95.0, 91.23076923076923)","(5.0, 6.2, 5.722727272727273)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:28.730624,"(5.0, 9.4, 8.44)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.722727272727273)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 176.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:29.812488,"(5.0, 9.4, 8.8)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 280.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:30.896795,"(5.0, 9.4, 8.83529411764706)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:32.021480,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:33.131784,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:34.257930,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:35.320152,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:36.311509,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:37.381169,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:38.552645,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:39.689756,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.75)"
08-01-2023 18:52:40.797874,"(5.0, 9.4, 9.133333333333333)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.428571428571429)"
08-01-2023 18:52:41.757045,"(5.0, 9.4, 8.84)","(31.0, 90.0, 86.61538461538461)","(5.0, 6.2, 5.735714285714286)","(51.0, 70.0, 53.2)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 8.0, 7.0)"
08-01-2023 18:52:42.878562,"(5.0, 9.2, 8.381818181818181)","(31.0, 100.0, 92.28571428571428)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 54.0)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 7.8, 7.0)"
08-01-2023 18:52:44.062662,"(5.0, 9.2, 8.381818181818181)","(31.0, 100.0, 92.28571428571428)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 54.0)","(21.0, 28.0, 27.0)","(51.0, 270.0, 176.0)","(1.5, 2.1, 2.022222222222222)","(6.0, 7.8, 7.0)"
08-01-2023 18:52:45.203147,"(5.0, 9.2, 8.6)","(31.0, 100.0, 92.28571428571428)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 54.0)","(21.0, 28.0, 27.0)","(51.0, 280.0, 210.0)","(1.5, 2.1, 2.0681818181818183)","(6.0, 7.8, 6.84)"
08-01-2023 18:52:46.265564,"(5.0, 9.2, 8.6)","(31.0, 100.0, 65.33333333333333)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 54.0)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.0681818181818183)","(6.0, 7.8, 6.75)"
08-01-2023 18:52:47.317218,"(5.0, 9.2, 8.6)","(31.0, 100.0, 65.33333333333333)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 54.0)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.0681818181818183)","(6.0, 7.8, 6.75)"
08-01-2023 18:52:48.387599,"(5.0, 9.2, 8.6)","(31.0, 100.0, 65.33333333333333)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 54.0)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.0681818181818183)","(6.0, 7.8, 6.666666666666666)"
08-01-2023 18:52:49.489196,"(5.0, 9.2, 8.6)","(31.0, 100.0, 87.5)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 2.0533333333333332)","(6.0, 7.8, 6.666666666666666)"
08-01-2023 18:52:50.617410,"(5.0, 9.2, 8.6)","(31.0, 100.0, 85.0)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.1, 1.9933333333333334)","(6.0, 7.8, 7.1)"
08-01-2023 18:52:51.740349,"(5.0, 9.2, 8.825)","(31.0, 90.0, 86.92307692307693)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9942857142857142)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:52:52.775291,"(5.0, 9.2, 8.825)","(31.0, 90.0, 86.92307692307693)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9942857142857142)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:52:53.842280,"(5.0, 9.2, 8.825)","(31.0, 90.0, 86.92307692307693)","(5.0, 6.2, 5.7384615384615385)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9942857142857142)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:52:54.947873,"(5.0, 9.2, 9.069565217391304)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.2, 5.95)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9942857142857142)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:52:56.059523,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.2, 5.95)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9942857142857142)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:52:57.105432,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.2, 5.95)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:52:58.135255,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:52:59.221640,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 210.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:00.367377,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 270.0, 225.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:01.479650,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 300.0, 225.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:02.561586,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.0)","(51.0, 290.0, 196.66666666666666)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:03.620772,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 96.15384615384616)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.57142857142857)","(51.0, 290.0, 215.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:04.684458,"(5.0, 9.4, 9.243478260869566)","(31.0, 100.0, 95.83333333333334)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.57142857142857)","(51.0, 280.0, 215.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:05.923837,"(5.0, 9.4, 9.243478260869566)","(41.0, 100.0, 95.83333333333334)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.5)","(51.0, 280.0, 215.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:07.064692,"(5.0, 9.4, 9.027586206896551)","(41.0, 100.0, 95.83333333333334)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.5)","(51.0, 270.0, 167.14285714285714)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:08.225658,"(5.0, 9.4, 9.027586206896551)","(41.0, 100.0, 95.83333333333334)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.5)","(51.0, 270.0, 172.0)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:09.336276,"(5.0, 9.4, 9.027586206896551)","(41.0, 110.0, 74.0)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.5)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:10.381142,"(5.0, 9.4, 9.027586206896551)","(41.0, 95.0, 91.78571428571428)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 55.6)","(21.0, 28.0, 27.5)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:11.444804,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 87.14285714285714)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 56.8)","(21.0, 28.0, 28.25)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.9849999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:12.503055,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 82.5)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:13.606081,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 80.58823529411765)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 60.57142857142857)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:14.659838,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 80.58823529411765)","(5.0, 6.4, 5.74375)","(51.0, 70.0, 60.57142857142857)","(21.0, 32.0, 29.428571428571427)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:15.695060,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 80.58823529411765)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 60.57142857142857)","(21.0, 32.0, 29.428571428571427)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:16.786739,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 80.58823529411765)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 60.57142857142857)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:17.878611,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 80.58823529411765)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 61.2)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:18.945642,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 62.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 61.2)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:20.029093,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 62.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 61.2)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:21.138454,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 62.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 61.2)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:22.186302,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 62.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 61.2)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:23.191677,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 62.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 61.2)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:24.196623,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 80.58823529411765)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 58.0)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:25.271419,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 62.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 58.0)","(21.0, 32.0, 28.764705882352942)","(51.0, 260.0, 172.0)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:26.429561,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 58.0)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:27.614683,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 260.0, 168.33333333333334)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:28.700810,"(5.0, 9.4, 9.057142857142857)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.4, 5.75)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 260.0, 200.0)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:29.753736,"(5.0, 9.4, 8.784615384615385)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.4, 5.75)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 200.0)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:30.789167,"(5.0, 9.4, 8.929411764705883)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:31.824277,"(5.0, 9.4, 8.929411764705883)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:32.931229,"(5.0, 9.4, 9.103703703703705)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.97)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:34.069601,"(5.0, 9.4, 9.103703703703705)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.9649999999999999)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:35.182504,"(5.0, 9.4, 9.103703703703705)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.987142857142857)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:36.272286,"(5.0, 9.4, 8.76)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 200.0)","(1.5, 2.0, 1.955)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:37.335264,"(5.0, 9.4, 8.76)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.955)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:38.451022,"(5.0, 9.4, 8.76)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.955)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:39.544213,"(5.0, 9.4, 8.76)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.955)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:40.609988,"(5.0, 9.4, 8.76)","(41.0, 90.0, 78.33333333333333)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.955)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:41.666293,"(5.0, 9.4, 8.76)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.955)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:42.698460,"(5.0, 9.4, 8.76)","(41.0, 90.0, 80.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.94)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:43.760260,"(5.0, 9.4, 8.76)","(41.0, 90.0, 78.0)","(5.0, 6.4, 5.753846153846154)","(51.0, 70.0, 56.8)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.94)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:44.797444,"(5.0, 9.4, 8.76)","(41.0, 95.0, 91.5)","(5.0, 6.4, 5.75)","(51.0, 70.0, 60.0)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.94)","(6.0, 7.6, 6.933333333333333)"
08-01-2023 18:53:45.809086,"(5.0, 9.4, 8.76)","(41.0, 95.0, 88.63636363636363)","(5.0, 6.4, 5.7875000000000005)","(51.0, 70.0, 57.42857142857143)","(21.0, 32.0, 29.0)","(51.0, 250.0, 185.0)","(1.5, 2.0, 1.94)","(6.0, 7.6, 6.933333333333333)"
