,Alpha Raphel,Pimmy,Myka,Cracking Miss,Curious Caza,Once You Go
04-01-2023 13:26:16.574594,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 20.2)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.92, 1.908235294117647)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:17.516118,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 20.2)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.92, 1.908235294117647)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:18.452633,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 20.2)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.92, 1.908235294117647)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:19.310822,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 20.2)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.92, 1.908235294117647)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:20.209118,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 20.2)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.92, 1.8981818181818182)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:21.255178,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.93, 1.9027272727272726)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:22.214419,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.93, 1.9027272727272726)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:23.094733,"(6.5, 7.4, 7.133333333333334)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.93, 1.9027272727272726)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:24.025214,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.93, 1.9027272727272726)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:24.944589,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.93, 1.9027272727272726)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:25.837742,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.93, 1.9387999999999999)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:26.762564,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:27.765062,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.678260869565218)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:28.737342,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.15)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:29.718527,"(6.5, 7.6, 7.433333333333333)","(11.0, 29.0, 22.4)","(5.5, 7.6, 6.933333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:30.776057,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:31.675758,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:32.571802,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:33.473059,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:34.445602,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:35.385593,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:36.292678,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.733333333333333)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:37.264148,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.714285714285714)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.93)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:38.167715,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.714285714285714)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.9390243902439024)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:38.984796,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.714285714285714)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.9390243902439024)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:39.951835,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.714285714285714)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.935)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:40.861545,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.714285714285714)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.94, 1.935)","(13.0, 26.0, 21.9375)"
04-01-2023 13:26:41.822116,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.714285714285714)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.96, 1.9247727272727273)","(13.0, 26.0, 22.75)"
04-01-2023 13:26:42.700325,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.4, 6.714285714285714)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.96, 1.9247727272727273)","(13.0, 26.0, 23.0)"
04-01-2023 13:26:43.521268,"(6.5, 7.6, 7.35)","(11.0, 29.0, 22.4)","(5.5, 7.4, 7.0)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.96, 1.9247727272727273)","(13.0, 25.0, 23.0)"
04-01-2023 13:26:44.389811,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.699999999999999)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.96, 1.9316666666666666)","(13.0, 25.0, 23.0)"
04-01-2023 13:26:45.261113,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.699999999999999)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.96, 1.9316666666666666)","(13.0, 25.0, 23.0)"
04-01-2023 13:26:46.196180,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.699999999999999)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.96, 1.9316666666666666)","(13.0, 25.0, 23.0)"
04-01-2023 13:26:47.382177,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.488888888888889)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.96, 1.9286206896551723)","(13.0, 25.0, 23.058823529411764)"
04-01-2023 13:26:48.300589,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.488888888888889)","(5.0, 10.5, 9.792857142857143)","(1.85, 1.97, 1.9319047619047618)","(13.0, 26.0, 23.5)"
04-01-2023 13:26:49.203416,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.533333333333333)","(5.0, 10.5, 9.8)","(1.85, 1.97, 1.9319047619047618)","(13.0, 26.0, 22.11111111111111)"
04-01-2023 13:26:50.103770,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.533333333333333)","(5.0, 10.5, 10.05)","(1.85, 1.97, 1.9568852459016393)","(13.0, 26.0, 21.833333333333332)"
04-01-2023 13:26:51.026664,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.533333333333333)","(5.0, 10.5, 10.05)","(1.85, 1.97, 1.9678723404255318)","(13.0, 26.0, 22.11111111111111)"
04-01-2023 13:26:51.977301,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.661538461538462)","(5.0, 10.5, 10.05)","(1.85, 1.97, 1.9678723404255318)","(13.0, 26.0, 22.09090909090909)"
04-01-2023 13:26:52.981136,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.552941176470588)","(5.0, 10.5, 10.05)","(1.85, 1.97, 1.9678723404255318)","(13.0, 27.0, 22.11111111111111)"
04-01-2023 13:26:53.876654,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.552941176470588)","(5.0, 10.5, 10.05)","(1.85, 1.97, 1.9678723404255318)","(13.0, 26.0, 22.11111111111111)"
04-01-2023 13:26:54.709363,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.552941176470588)","(5.0, 10.5, 10.05)","(1.85, 1.97, 1.9585714285714286)","(13.0, 26.0, 22.11111111111111)"
04-01-2023 13:26:55.584155,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.552941176470588)","(5.0, 10.5, 10.05)","(1.85, 1.97, 1.9585714285714286)","(13.0, 26.0, 21.833333333333332)"
04-01-2023 13:26:56.527613,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.2, 6.552941176470588)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.9585714285714286)","(13.0, 26.0, 22.11111111111111)"
04-01-2023 13:26:57.474150,"(6.5, 7.6, 7.35)","(11.0, 29.0, 20.75)","(5.5, 7.2, 6.95)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.9585714285714286)","(13.0, 26.0, 21.666666666666668)"
04-01-2023 13:26:58.346348,"(6.5, 7.4, 7.036363636363636)","(11.0, 28.0, 23.0)","(5.5, 7.0, 6.542857142857143)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.9585714285714286)","(13.0, 27.0, 21.666666666666668)"
04-01-2023 13:26:59.203075,"(6.5, 7.4, 7.036363636363636)","(11.0, 28.0, 23.0)","(5.5, 7.0, 6.466666666666667)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.9675757575757575)","(13.0, 27.0, 21.666666666666668)"
04-01-2023 13:27:00.035745,"(6.5, 7.4, 7.036363636363636)","(11.0, 28.0, 23.0)","(5.5, 7.0, 6.466666666666667)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.9675757575757575)","(13.0, 27.0, 21.666666666666668)"
04-01-2023 13:27:00.923045,"(6.5, 7.4, 7.036363636363636)","(11.0, 28.0, 23.0)","(5.5, 7.0, 6.466666666666667)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.9675757575757575)","(13.0, 27.0, 21.705882352941178)"
04-01-2023 13:27:01.850237,"(6.5, 7.4, 7.036363636363636)","(11.0, 28.0, 23.0)","(5.5, 7.0, 6.466666666666667)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.705882352941178)"
04-01-2023 13:27:02.774766,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.705882352941178)"
04-01-2023 13:27:03.694700,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.705882352941178)"
04-01-2023 13:27:04.552766,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.705882352941178)"
04-01-2023 13:27:05.396995,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.705882352941178)"
04-01-2023 13:27:06.304759,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.705882352941178)"
04-01-2023 13:27:07.245660,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.63157894736842)"
04-01-2023 13:27:08.141789,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.96875)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:09.074431,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.288888888888889)","(5.0, 10.5, 10.15)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:09.930706,"(6.5, 7.6, 7.35)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.4)","(5.0, 10.5, 9.55)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:10.765837,"(6.5, 7.2, 7.0)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.4)","(5.0, 10.5, 9.278571428571428)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:11.638729,"(6.5, 7.2, 6.927272727272727)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.333333333333334)","(5.0, 10.5, 9.494117647058824)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:12.556634,"(6.5, 7.2, 6.927272727272727)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.333333333333334)","(5.0, 10.5, 9.543750000000001)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:13.517225,"(6.5, 7.2, 6.927272727272727)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.375)","(5.0, 10.5, 9.735)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:14.454093,"(6.5, 7.2, 6.927272727272727)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.375)","(5.0, 10.5, 9.735)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:15.308236,"(6.5, 7.2, 6.927272727272727)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.375)","(5.0, 10.5, 9.8625)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:16.160123,"(6.5, 7.2, 6.927272727272727)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.375)","(5.0, 10.5, 9.31)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:17.036451,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.375)","(5.0, 10.5, 8.953488372093023)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:17.906769,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.375)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:18.850977,"(6.5, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.5, 7.0, 6.545454545454545)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:19.910700,"(6.0, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.0, 7.0, 6.545454545454545)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:20.797673,"(6.0, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.0, 7.0, 6.545454545454545)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:21.643677,"(6.0, 7.4, 7.036363636363636)","(11.0, 29.0, 22.4)","(5.0, 7.0, 6.545454545454545)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:22.480148,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 22.4)","(5.0, 7.0, 6.545454545454545)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:23.352973,"(6.0, 7.6, 7.488888888888889)","(11.0, 29.0, 19.466666666666665)","(5.0, 7.0, 6.545454545454545)","(5.0, 10.0, 9.0375)","(1.85, 1.94, 1.96875)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:24.300279,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.75)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9614285714285713)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:25.251547,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.0375)","(1.85, 1.97, 1.9488235294117646)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:26.158789,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.9488235294117646)","(13.0, 27.0, 21.48)"
04-01-2023 13:27:27.044714,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.9488235294117646)","(13.0, 27.0, 21.8)"
04-01-2023 13:27:27.899098,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.9488235294117646)","(13.0, 25.0, 21.8)"
04-01-2023 13:27:28.820577,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.9595)","(13.0, 25.0, 21.8)"
04-01-2023 13:27:29.816656,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.95625)","(13.0, 25.0, 21.8)"
04-01-2023 13:27:30.711037,"(6.0, 7.6, 7.3619047619047615)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.95625)","(13.0, 25.0, 22.6)"
04-01-2023 13:27:31.633969,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.95625)","(13.0, 25.0, 22.6)"
04-01-2023 13:27:32.503143,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.9606666666666666)","(13.0, 25.0, 21.666666666666668)"
04-01-2023 13:27:33.356583,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.956)","(13.0, 24.0, 21.666666666666668)"
04-01-2023 13:27:34.278287,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.956)","(13.0, 24.0, 21.666666666666668)"
04-01-2023 13:27:35.222134,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.956)","(13.0, 24.0, 21.666666666666668)"
04-01-2023 13:27:36.329018,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.9583333333333333)","(13.0, 24.0, 21.666666666666668)"
04-01-2023 13:27:37.502412,"(6.0, 7.6, 7.488888888888889)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 1.97, 1.9609375)","(13.0, 24.0, 21.666666666666668)"
04-01-2023 13:27:38.464670,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 2.02, 1.9675)","(13.0, 24.0, 20.55)"
04-01-2023 13:27:39.317363,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 2.02, 1.9675)","(13.0, 23.0, 20.55)"
04-01-2023 13:27:40.183697,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 10.0, 9.371428571428572)","(1.85, 2.02, 1.9675)","(13.0, 23.0, 21.25)"
04-01-2023 13:27:41.043378,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.02, 1.9675)","(13.0, 23.0, 21.25)"
04-01-2023 13:27:42.011980,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.02, 2.0)","(13.0, 23.0, 21.875)"
04-01-2023 13:27:42.933066,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.02, 2.0)","(13.0, 23.0, 21.875)"
04-01-2023 13:27:43.827085,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 1.9846153846153847)","(13.0, 23.0, 21.875)"
04-01-2023 13:27:44.675425,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.285714285714286)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 1.9846153846153847)","(13.0, 23.0, 21.875)"
04-01-2023 13:27:45.547116,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.285714285714286)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 1.9846153846153847)","(13.0, 23.0, 21.0)"
04-01-2023 13:27:46.503438,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.285714285714286)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 1.9846153846153847)","(13.0, 23.0, 21.0)"
04-01-2023 13:27:47.524429,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.285714285714286)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 1.9846153846153847)","(13.0, 23.0, 21.666666666666668)"
04-01-2023 13:27:48.531563,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.285714285714286)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 1.9875)","(13.0, 23.0, 21.666666666666668)"
04-01-2023 13:27:49.497428,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.285714285714286)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 2.0)","(13.0, 23.0, 18.791666666666668)"
04-01-2023 13:27:50.406408,"(6.0, 7.6, 7.295652173913043)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.285714285714286)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 2.0269565217391303)","(13.0, 22.0, 18.65909090909091)"
04-01-2023 13:27:51.326399,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 2.0265)","(13.0, 22.0, 18.65909090909091)"
04-01-2023 13:27:52.238226,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 2.0265)","(13.0, 22.0, 18.65909090909091)"
04-01-2023 13:27:53.213107,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 2.018181818181818)","(13.0, 22.0, 18.818181818181817)"
04-01-2023 13:27:54.338624,"(6.0, 7.4, 7.20952380952381)","(11.0, 29.0, 23.944444444444443)","(5.0, 7.0, 6.333333333333333)","(5.0, 9.8, 9.355555555555556)","(1.85, 2.04, 2.02)","(13.0, 22.0, 18.75)"
