,Hear The Call Nz,Lara Bay,Regal Nightshade Nz,Jang Pel,Major Tralee,Make Mine Joe,Underthekilt,After Darn,Betting Baron
11-01-2023 18:45:11.541845,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.680000000000001)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:12.895975,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.8, 5.8)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:14.224075,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.6, 5.640000000000001)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:15.495833,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.6, 5.640000000000001)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:16.708016,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.6, 5.618181818181818)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:18.183890,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.6, 5.933333333333334)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:19.579999,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.2, 5.628571428571429)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:20.925982,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.2, 5.628571428571429)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:22.569744,"(2.6, 99999, 99990)","(15.0, 25.0, 18.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.508333333333333)","(31.0, 60.0, 51.0)","(4.4, 6.2, 5.628571428571429)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:24.190529,"(2.6, 99999, 99990)","(15.0, 25.0, 18.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.545454545454546)","(31.0, 60.0, 51.0)","(4.4, 6.2, 5.628571428571429)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.5)"
11-01-2023 18:45:25.429863,"(2.6, 99999, 99990)","(15.0, 24.0, 18.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 40.833333333333336)","(4.6, 5.8, 5.545454545454546)","(31.0, 60.0, 54.0)","(4.4, 6.2, 5.628571428571429)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:26.716668,"(2.6, 99999, 99990)","(15.0, 23.0, 20.0)","(12.0, 99999, 99990)","(31.0, 55.0, 40.833333333333336)","(4.6, 5.8, 5.545454545454546)","(31.0, 60.0, 54.0)","(4.4, 6.2, 5.628571428571429)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:28.057269,"(2.6, 99999, 99990)","(15.0, 22.0, 18.8)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 6.2, 5.533333333333333)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:29.367263,"(2.6, 99999, 99990)","(15.0, 21.0, 19.625)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 6.0, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:30.709546,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:32.082812,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:33.376548,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:34.677421,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:35.868071,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:37.072759,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:38.381848,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:39.708642,"(2.6, 99999, 99990)","(15.0, 20.0, 17.1875)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 48.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.428571428571427)"
11-01-2023 18:45:41.057039,"(2.6, 99999, 99990)","(15.0, 20.0, 16.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 48.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 19.0, 16.416666666666668)"
11-01-2023 18:45:42.373700,"(2.6, 99999, 99990)","(15.0, 20.0, 16.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 48.0)","(4.4, 5.9, 5.6000000000000005)","(5.5, 8.2, 7.6)","(13.0, 18.5, 16.333333333333332)"
11-01-2023 18:45:43.631528,"(2.6, 99999, 99990)","(15.0, 20.0, 16.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 48.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:45:44.941062,"(2.6, 99999, 99990)","(15.0, 20.0, 16.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 48.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:45:46.164943,"(2.6, 99999, 99990)","(15.0, 20.0, 16.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 48.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:45:47.359006,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:48.584703,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:49.781973,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:51.078483,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.6)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:52.318767,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.7)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:53.606364,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 5.7)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:54.790838,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 5.8, 6.655555555555555)","(31.0, 60.0, 51.0)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:55.977494,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 40.833333333333336)","(4.6, 6.8, 6.266666666666667)","(31.0, 60.0, 46.5)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:57.223567,"(2.6, 99999, 99990)","(15.0, 20.0, 17.0)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.8, 6.1)","(31.0, 60.0, 47.2)","(4.4, 5.9, 5.525)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:58.449831,"(2.6, 99999, 99990)","(15.0, 20.0, 18.153846153846153)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.85)","(31.0, 55.0, 47.2)","(4.4, 5.9, 5.514285714285714)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:45:59.687476,"(2.6, 99999, 99990)","(15.0, 20.0, 18.153846153846153)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.85)","(31.0, 55.0, 47.2)","(4.4, 5.8, 5.5200000000000005)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:46:00.894721,"(2.6, 99999, 99990)","(15.0, 20.0, 18.153846153846153)","(12.0, 99999, 99990)","(31.0, 55.0, 40.833333333333336)","(4.6, 6.6, 5.85)","(31.0, 55.0, 47.2)","(4.4, 5.7, 5.457142857142857)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.285714285714285)"
11-01-2023 18:46:02.095866,"(2.6, 99999, 99990)","(15.0, 20.0, 18.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.85)","(31.0, 55.0, 53.5)","(4.4, 5.6, 5.457142857142857)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:03.308199,"(2.6, 99999, 99990)","(15.0, 20.0, 18.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.85)","(31.0, 65.0, 53.5)","(4.4, 5.6, 5.457142857142857)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:04.464040,"(2.6, 99999, 99990)","(15.0, 20.0, 18.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.85)","(31.0, 65.0, 48.0)","(4.4, 5.6, 5.457142857142857)","(5.5, 8.2, 7.6)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:05.675807,"(2.6, 99999, 99990)","(15.0, 20.0, 18.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.885714285714285)","(31.0, 60.0, 48.0)","(4.4, 5.6, 5.457142857142857)","(5.5, 8.2, 6.3125)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:06.804970,"(2.6, 99999, 99990)","(15.0, 20.0, 18.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.1)","(31.0, 60.0, 46.333333333333336)","(4.4, 5.6, 5.533333333333333)","(5.5, 7.0, 6.6)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:07.977663,"(2.6, 99999, 99990)","(15.0, 20.0, 21.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.1)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.6, 5.533333333333333)","(5.5, 6.8, 6.359999999999999)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:09.187846,"(2.6, 99999, 99990)","(15.0, 26.0, 21.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.885714285714285)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.6, 5.016326530612245)","(5.5, 6.6, 6.225)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:10.501230,"(2.6, 99999, 99990)","(15.0, 25.0, 18.2)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.725)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 4.964814814814815)","(5.5, 6.6, 6.225)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:11.778392,"(2.6, 99999, 99990)","(15.0, 25.0, 21.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.133333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 4.964814814814815)","(5.5, 6.6, 6.3)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:13.026974,"(2.6, 99999, 99990)","(15.0, 26.0, 21.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.133333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 4.964814814814815)","(5.5, 6.6, 6.3)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:14.226540,"(2.6, 99999, 99990)","(15.0, 26.0, 21.25)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.133333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 4.964814814814815)","(5.5, 6.6, 6.3)","(13.0, 18.0, 16.333333333333332)"
11-01-2023 18:46:15.470775,"(2.6, 99999, 99990)","(15.0, 26.0, 19.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.133333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 4.964814814814815)","(5.5, 6.6, 6.3)","(13.0, 18.0, 17.666666666666668)"
11-01-2023 18:46:16.705389,"(2.6, 99999, 99990)","(15.0, 25.0, 20.75)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.671428571428571)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 4.964814814814815)","(5.5, 6.6, 6.050000000000001)","(13.0, 21.0, 16.75)"
11-01-2023 18:46:17.917212,"(2.6, 99999, 99990)","(15.0, 25.0, 19.75)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.08)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.4, 6.4)","(13.0, 22.0, 17.25)"
11-01-2023 18:46:19.046196,"(2.6, 99999, 99990)","(15.0, 23.0, 19.75)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.08)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 7.0, 6.47)","(13.0, 21.0, 17.333333333333332)"
11-01-2023 18:46:20.249238,"(2.6, 99999, 99990)","(15.0, 23.0, 19.75)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.8, 6.25)","(13.0, 20.0, 17.166666666666668)"
11-01-2023 18:46:21.404798,"(2.6, 99999, 99990)","(15.0, 22.0, 20.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.8, 6.3999999999999995)","(13.0, 19.5, 17.166666666666668)"
11-01-2023 18:46:22.604495,"(2.6, 99999, 99990)","(15.0, 22.0, 20.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.5, 17.5)"
11-01-2023 18:46:23.793149,"(2.6, 99999, 99990)","(15.0, 22.0, 20.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.0, 17.5)"
11-01-2023 18:46:24.933799,"(2.6, 99999, 99990)","(15.0, 22.0, 20.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.0, 17.333333333333332)"
11-01-2023 18:46:26.166109,"(2.6, 99999, 99990)","(15.0, 22.0, 20.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.007843137254902)","(5.5, 6.6, 6.266666666666667)","(13.0, 20.0, 17.0)"
11-01-2023 18:46:27.326719,"(2.6, 99999, 99990)","(15.0, 22.0, 20.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.007843137254902)","(5.5, 6.6, 6.266666666666667)","(13.0, 22.0, 16.8)"
11-01-2023 18:46:28.518242,"(2.6, 99999, 99990)","(15.0, 22.0, 20.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.007843137254902)","(5.5, 6.6, 6.266666666666667)","(13.0, 20.0, 16.8)"
11-01-2023 18:46:29.757158,"(2.6, 99999, 99990)","(15.0, 22.0, 20.75)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.007843137254902)","(5.5, 6.6, 6.266666666666667)","(13.0, 20.0, 17.166666666666668)"
11-01-2023 18:46:31.049841,"(2.6, 99999, 99990)","(15.0, 22.0, 20.75)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 6.138461538461538)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.007843137254902)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.5, 17.166666666666668)"
11-01-2023 18:46:32.329067,"(2.6, 99999, 99990)","(15.0, 24.0, 23.75)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.6, 5.875)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.007843137254902)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.5, 16.583333333333332)"
11-01-2023 18:46:33.603166,"(2.6, 99999, 99990)","(15.0, 26.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.4, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.007843137254902)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.5, 17.5)"
11-01-2023 18:46:34.811562,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.0, 17.5)"
11-01-2023 18:46:36.009473,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.783333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.266666666666667)","(13.0, 19.0, 17.666666666666668)"
11-01-2023 18:46:37.220745,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.783333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.155555555555555)","(13.0, 21.0, 18.0)"
11-01-2023 18:46:38.415334,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.783333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.155555555555555)","(13.0, 20.0, 18.0)"
11-01-2023 18:46:39.626728,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.783333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.008333333333334)","(5.5, 6.6, 6.155555555555555)","(13.0, 20.0, 17.166666666666668)"
11-01-2023 18:46:40.843644,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.4, 5.1)","(5.5, 6.6, 6.155555555555555)","(13.0, 19.5, 17.166666666666668)"
11-01-2023 18:46:42.043131,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.783333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.3, 5.116666666666667)","(5.5, 6.6, 6.155555555555555)","(13.0, 19.5, 16.583333333333332)"
11-01-2023 18:46:43.255619,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.783333333333333)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.2, 5.116666666666667)","(5.5, 6.6, 6.155555555555555)","(13.0, 19.5, 17.5)"
11-01-2023 18:46:44.457736,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.2, 5.116666666666667)","(5.5, 6.6, 6.155555555555555)","(13.0, 19.0, 17.2)"
11-01-2023 18:46:45.609766,"(2.6, 99999, 99990)","(15.0, 25.0, 22.166666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.2, 5.116666666666667)","(5.5, 6.6, 6.155555555555555)","(13.0, 22.0, 17.666666666666668)"
11-01-2023 18:46:46.806395,"(2.6, 99999, 99990)","(15.0, 25.0, 22.5)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.2, 5.116666666666667)","(5.5, 6.6, 6.155555555555555)","(13.0, 21.0, 18.0)"
11-01-2023 18:46:48.047668,"(2.6, 99999, 99990)","(15.0, 24.0, 21.666666666666668)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.2, 5.116666666666667)","(5.5, 6.6, 6.155555555555555)","(13.0, 20.0, 18.0)"
11-01-2023 18:46:49.284311,"(2.6, 99999, 99990)","(15.0, 24.0, 20.333333333333332)","(12.0, 99999, 99990)","(31.0, 55.0, 43.666666666666664)","(4.6, 6.2, 5.95)","(31.0, 55.0, 46.333333333333336)","(4.4, 5.2, 5.116666666666667)","(5.5, 6.6, 6.155555555555555)","(13.0, 20.0, 17.0)"
