,Hear The Call Nz,Lara Bay,Regal Nightshade Nz,Jang Pel,Major Tralee,Make Mine Joe,Underthekilt,After Darn,Betting Baron
11-01-2023 18:36:25.655572,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:26.855139,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:28.067940,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:29.265870,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:30.406712,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:31.555301,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:32.695374,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:33.898994,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:35.225835,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:36.546703,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:37.779222,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:38.978587,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:40.164718,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:41.338351,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:42.481946,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:43.718311,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:44.958343,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:46.146732,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:47.342294,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:48.440941,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 43.333333333333336)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:49.567149,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:50.769504,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:52.037119,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:53.281986,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:54.475326,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:55.604900,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:56.754622,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:57.898661,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:36:59.086225,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:00.422026,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:01.833772,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:03.056862,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:04.337548,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:05.565437,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:06.779948,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:07.882089,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:09.031054,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:10.114389,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:11.223771,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:12.372449,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:13.523072,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:14.930988,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:16.080497,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:17.284639,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:18.538259,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:19.878114,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:21.062729,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:22.368447,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:23.528403,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:24.611570,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:25.719958,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:26.847853,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:28.136795,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 42.0)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:29.315580,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 44.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:30.434940,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:31.567306,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:32.703383,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:33.817779,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:34.950496,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:36.233951,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:37.446547,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:38.648591,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:39.966147,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:41.312306,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:42.510606,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:43.776257,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:45.073391,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:46.392145,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:47.635857,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:48.908519,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:50.079644,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:51.282392,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:52.580203,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:53.870796,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:55.042401,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 40.666666666666664)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:56.158027,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 45.2)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:57.334792,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 45.2)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:58.505427,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 45.2)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:37:59.690070,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 45.2)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:38:00.813352,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 45.2)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:38:01.944582,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 45.2)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
11-01-2023 18:38:03.138888,"(2.6, 99999, 99990)","(15.0, 22.0, 19.0)","(12.0, 99999, 99990)","(31.0, 50.0, 45.5)","(4.6, 5.6, 5.199999999999999)","(31.0, 50.0, 45.2)","(4.4, 6.2, 5.24)","(5.5, 9.2, 7.866666666666666)","(13.0, 19.0, 14.5)"
