,Sugar Shane,Aston Pride,Adelmo Bale,Clips,Winnington Bale,Poppys Pride,Limiting
10-01-2023 16:23:23.862770,"(21.0, 190.0, 67.75)","(5.5, 23.0, 20.5)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:25.112911,"(21.0, 190.0, 67.75)","(5.5, 23.0, 20.5)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:26.260102,"(21.0, 190.0, 67.75)","(5.5, 23.0, 20.5)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:27.431260,"(21.0, 190.0, 67.75)","(5.5, 23.0, 20.5)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:28.592007,"(21.0, 190.0, 67.75)","(5.5, 23.0, 20.5)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:29.742897,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:30.801234,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:31.870172,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:33.124899,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 37.05882352941177)"
10-01-2023 16:23:34.408762,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 46.0, 38.7)"
10-01-2023 16:23:35.495921,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 40.0, 38.7)"
10-01-2023 16:23:36.630211,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 40.0, 38.7)"
10-01-2023 16:23:37.912494,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 40.0, 38.7)"
10-01-2023 16:23:39.299073,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 40.0, 38.7)"
10-01-2023 16:23:40.619672,"(21.0, 190.0, 67.75)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 40.0, 38.55555555555556)"
10-01-2023 16:23:41.781750,"(21.0, 190.0, 68.5)","(5.5, 23.0, 15.5)","(1.55, 1.66, 1.6521428571428571)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 40.0, 39.36363636363636)"
10-01-2023 16:23:43.105875,"(21.0, 190.0, 68.5)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:44.296976,"(21.0, 190.0, 68.5)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:45.587625,"(21.0, 190.0, 68.5)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:46.940262,"(21.0, 190.0, 109.0)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:48.245650,"(21.0, 190.0, 102.18181818181819)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:49.573629,"(21.0, 190.0, 102.18181818181819)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:50.839410,"(21.0, 190.0, 102.18181818181819)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:52.168194,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:53.437735,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:54.639521,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:55.743166,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:56.862316,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:58.052899,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.649)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:23:59.193227,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.6095833333333334)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.864000000000001)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:24:00.477271,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 13.142857142857142)","(1.55, 1.66, 1.605)","(21.0, 55.0, 32.45454545454545)","(6.0, 8.8, 7.529411764705883)","(6.0, 10.5, 8.899999999999999)","(12.0, 44.0, 39.75)"
10-01-2023 16:24:01.743294,"(21.0, 190.0, 54.57142857142857)","(5.5, 23.0, 16.5)","(1.55, 1.66, 1.6062790697674418)","(21.0, 55.0, 39.6)","(6.0, 8.8, 8.0)","(6.0, 10.5, 9.775)","(12.0, 44.0, 40.5)"
10-01-2023 16:24:02.976768,"(21.0, 180.0, 48.44444444444444)","(5.5, 22.0, 14.666666666666666)","(1.55, 1.66, 1.5645454545454547)","(21.0, 50.0, 39.6)","(6.0, 8.6, 7.3999999999999995)","(6.0, 10.0, 9.44)","(12.0, 42.0, 39.75)"
10-01-2023 16:24:04.172350,"(21.0, 150.0, 71.33333333333334)","(5.5, 22.0, 13.444444444444445)","(1.55, 1.66, 1.565263157894737)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.3999999999999995)","(6.0, 11.0, 9.8)","(12.0, 44.0, 40.5)"
10-01-2023 16:24:05.515046,"(21.0, 130.0, 64.66666666666666)","(5.5, 22.0, 13.444444444444445)","(1.55, 1.66, 1.565263157894737)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.933333333333333)","(6.0, 10.5, 9.74)","(12.0, 42.0, 40.5)"
10-01-2023 16:24:06.843328,"(21.0, 120.0, 49.6)","(5.5, 22.0, 14.666666666666666)","(1.55, 1.66, 1.565263157894737)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.857142857142857)","(6.0, 10.5, 9.042857142857143)","(12.0, 42.0, 36.64285714285714)"
10-01-2023 16:24:08.028492,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 14.666666666666666)","(1.55, 1.66, 1.565263157894737)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.533333333333333)","(6.0, 10.5, 9.572727272727274)","(12.0, 42.0, 37.0)"
10-01-2023 16:24:09.222658,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 18.666666666666668)","(1.55, 1.66, 1.5666666666666667)","(21.0, 50.0, 39.6)","(6.0, 8.2, 8.1)","(6.0, 10.5, 9.366666666666667)","(12.0, 42.0, 37.0)"
10-01-2023 16:24:10.409806,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 14.4)","(1.55, 1.62, 1.5666666666666667)","(21.0, 50.0, 39.6)","(6.0, 8.4, 7.566666666666667)","(6.0, 10.5, 9.366666666666667)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:11.621259,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 14.4)","(1.55, 1.62, 1.5666666666666667)","(21.0, 50.0, 39.6)","(6.0, 8.4, 7.266666666666667)","(6.0, 10.5, 9.366666666666667)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:12.780148,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 14.4)","(1.55, 1.62, 1.5666666666666667)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.266666666666667)","(6.0, 10.5, 9.366666666666667)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:13.998857,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 14.4)","(1.55, 1.62, 1.566)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.266666666666667)","(6.0, 10.5, 9.715384615384616)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:15.219405,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 14.4)","(1.55, 1.62, 1.566)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.266666666666667)","(6.0, 10.5, 9.715384615384616)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:16.602803,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 18.6)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.266666666666667)","(6.0, 10.5, 10.1625)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:18.084070,"(21.0, 100.0, 54.66666666666667)","(5.5, 22.0, 20.285714285714285)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.266666666666667)","(6.0, 10.5, 10.382352941176471)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:19.369021,"(21.0, 100.0, 54.66666666666667)","(5.5, 23.0, 19.4375)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 8.2, 7.1)","(6.0, 11.5, 10.382352941176471)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:20.672131,"(21.0, 100.0, 80.57142857142857)","(5.5, 23.0, 21.03846153846154)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 8.0, 7.1)","(6.0, 11.5, 10.382352941176471)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:22.025196,"(21.0, 100.0, 90.28571428571428)","(5.5, 23.0, 21.03846153846154)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 8.0, 7.1)","(6.0, 11.5, 10.382352941176471)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:23.381117,"(21.0, 100.0, 90.28571428571428)","(5.5, 23.0, 21.03846153846154)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 8.0, 6.9714285714285715)","(6.0, 11.5, 10.264705882352942)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:24.910791,"(21.0, 100.0, 90.28571428571428)","(5.5, 23.0, 19.1)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 8.0, 7.066666666666666)","(6.0, 11.5, 10.173684210526316)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:26.261364,"(21.0, 100.0, 90.28571428571428)","(5.5, 23.0, 18.125)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.6, 7.066666666666666)","(6.0, 11.5, 10.173684210526316)","(12.0, 42.0, 37.714285714285715)"
10-01-2023 16:24:27.569526,"(21.0, 100.0, 90.28571428571428)","(5.5, 23.0, 21.5)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.6, 7.066666666666666)","(6.0, 11.5, 10.173684210526316)","(12.0, 42.0, 30.0)"
10-01-2023 16:24:28.897334,"(21.0, 100.0, 90.28571428571428)","(5.5, 23.0, 20.9375)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.6, 7.066666666666666)","(6.0, 11.5, 10.173684210526316)","(12.0, 40.0, 36.07142857142857)"
10-01-2023 16:24:30.204356,"(21.0, 100.0, 90.28571428571428)","(5.5, 23.0, 21.88888888888889)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.6, 6.566666666666667)","(6.0, 11.5, 9.700000000000001)","(12.0, 40.0, 31.666666666666668)"
10-01-2023 16:24:31.543461,"(21.0, 100.0, 90.85714285714286)","(5.5, 23.0, 22.333333333333332)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.4, 6.8)","(6.0, 11.5, 9.884615384615385)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:32.875308,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 22.333333333333332)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.0, 7.0285714285714285)","(6.0, 11.5, 9.686363636363637)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:34.270459,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 22.375)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.981818181818182)","(6.0, 11.5, 9.686363636363637)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:35.540423,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 22.375)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.981818181818182)","(6.0, 11.5, 9.995833333333334)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:36.954372,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 22.375)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.720000000000001)","(6.0, 11.5, 9.995833333333334)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:38.342310,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 22.375)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 9.995833333333334)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:39.709294,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 22.666666666666664)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 9.98)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:40.972318,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 21.875)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 10.265)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:42.231746,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 21.875)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 9.853333333333333)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:43.599158,"(21.0, 100.0, 58.66666666666667)","(5.5, 23.0, 20.5)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 10.681818181818182)","(12.0, 40.0, 36.25)"
10-01-2023 16:24:45.025835,"(21.0, 100.0, 79.33333333333334)","(5.5, 24.0, 21.375)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 10.681818181818182)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:46.247775,"(21.0, 100.0, 80.66666666666666)","(5.5, 24.0, 21.75)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 10.681818181818182)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:47.512684,"(21.0, 100.0, 86.0)","(5.5, 24.0, 22.125)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.55)","(6.0, 11.5, 10.681818181818182)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:48.746425,"(21.0, 100.0, 88.0)","(5.5, 24.0, 22.095238095238095)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 11.5, 10.681818181818182)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:50.073311,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.272727272727273)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 11.5, 10.55)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:51.546083,"(21.0, 100.0, 75.0)","(5.5, 24.0, 21.272727272727273)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 11.5, 10.866666666666667)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:52.766638,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.3)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 11.5, 10.8625)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:54.000478,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.3)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 11.5, 10.8625)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:55.188219,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.214285714285715)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 11.5, 12.25)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:56.506807,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 13.0, 11.714285714285714)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:57.784426,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 13.0, 11.714285714285714)","(12.0, 40.0, 37.0)"
10-01-2023 16:24:59.019724,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 13.0, 11.875)","(12.0, 40.0, 37.0)"
10-01-2023 16:25:00.299801,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 13.0, 11.875)","(12.0, 40.0, 37.0)"
10-01-2023 16:25:01.548044,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 39.6)","(6.0, 7.2, 6.2823529411764705)","(6.0, 13.0, 11.875)","(12.0, 40.0, 37.0)"
10-01-2023 16:25:02.765640,"(21.0, 100.0, 66.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 33.333333333333336)","(6.0, 7.2, 6.8)","(6.0, 13.0, 11.615384615384615)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:03.981852,"(21.0, 120.0, 67.5)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 33.333333333333336)","(6.0, 7.0, 6.8)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:05.332264,"(21.0, 120.0, 73.84615384615384)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.572)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.8)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:06.724873,"(21.0, 120.0, 73.84615384615384)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.62, 1.5711111111111111)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.8)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:07.976681,"(21.0, 120.0, 88.23529411764706)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.8)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:09.242028,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.5)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:10.536253,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.23076923076923)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.75)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:11.910234,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.166666666666667)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:13.283438,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.166666666666667)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:14.494857,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 7.0, 6.16)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:15.675005,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 6.8, 6.485)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:16.925919,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 6.8, 6.485)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:18.120367,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 6.8, 6.457142857142857)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:19.542335,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 6.8, 6.457142857142857)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:20.804551,"(21.0, 120.0, 86.66666666666667)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 6.8, 6.457142857142857)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:22.094610,"(21.0, 120.0, 70.0)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 6.8, 6.457142857142857)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
10-01-2023 16:25:23.546460,"(21.0, 120.0, 96.42857142857143)","(5.5, 24.0, 21.375)","(1.55, 1.61, 1.5671428571428572)","(21.0, 50.0, 46.42857142857143)","(6.0, 6.8, 6.457142857142857)","(6.0, 13.0, 11.65)","(12.0, 40.0, 37.69230769230769)"
