,Burns Bay,Luxury Lad,Be My Rock,Stompem Nz,Animado,Yep Got Chooks,Speak With Sam,Bangkok Deejay,Much Bettor Nz,Karloo Bradley Nz
16-12-2022 15:02:29.218204,"(1.7, 2.14, 2.1236263736263736)","(13.0, 18.0, 17.884955752212388)","(11.0, 13.5, 13.214285714285714)","(81.0, 99999, 99990)","(10.0, 14.0, 13.652173913043478)","(81.0, 290.0, 230.0)","(71.0, 130.0, 117.14285714285714)","(4.4, 5.0, 4.9884615384615385)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:30.539431,"(1.7, 2.14, 2.1345299145299146)","(13.0, 18.0, 17.884955752212388)","(11.0, 13.5, 13.214285714285714)","(81.0, 99999, 99990)","(10.0, 14.0, 13.80952380952381)","(81.0, 290.0, 230.0)","(71.0, 130.0, 116.81818181818181)","(4.4, 5.0, 4.93974358974359)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:31.967814,"(1.7, 2.14, 2.132879200726612)","(13.0, 18.0, 17.884955752212388)","(11.0, 13.5, 13.326086956521738)","(81.0, 99999, 99990)","(10.0, 14.0, 13.822222222222223)","(81.0, 290.0, 260.0)","(71.0, 120.0, 116.81818181818181)","(4.4, 5.0, 4.936470588235294)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:33.341347,"(1.7, 2.14, 2.132879200726612)","(13.0, 18.0, 17.884955752212388)","(11.0, 13.5, 13.470588235294118)","(81.0, 99999, 99990)","(10.0, 14.0, 13.822222222222223)","(81.0, 340.0, 260.0)","(71.0, 120.0, 116.81818181818181)","(4.4, 5.0, 4.91830985915493)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:34.667343,"(1.7, 2.14, 2.12)","(13.0, 18.0, 17.88888888888889)","(11.0, 14.0, 13.42)","(81.0, 99999, 99990)","(10.0, 14.0, 13.617647058823529)","(81.0, 340.0, 260.0)","(71.0, 120.0, 116.81818181818181)","(4.4, 5.0, 4.91830985915493)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:35.944749,"(1.75, 2.12, 2.1190322580645162)","(13.0, 18.0, 18.392857142857142)","(11.0, 14.0, 13.153846153846153)","(81.0, 99999, 99990)","(10.0, 14.0, 13.75)","(81.0, 340.0, 260.0)","(71.0, 120.0, 116.81818181818181)","(4.4, 5.0, 4.9275)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:37.338613,"(1.75, 2.16, 2.1478160919540232)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.5, 13.083333333333334)","(81.0, 99999, 99990)","(10.0, 14.0, 13.587301587301587)","(81.0, 340.0, 260.0)","(71.0, 120.0, 116.81818181818181)","(4.4, 5.0, 4.889523809523809)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:38.725467,"(1.75, 2.16, 2.1456603773584906)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.5, 13.153846153846153)","(101.0, 99999, 99990)","(10.0, 14.0, 13.587301587301587)","(81.0, 340.0, 260.0)","(71.0, 120.0, 117.08333333333333)","(4.4, 5.0, 4.885393258426967)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:40.090355,"(1.75, 2.14, 2.135979381443299)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.5, 13.25)","(101.0, 99999, 99990)","(10.0, 14.0, 13.587301587301587)","(81.0, 340.0, 260.0)","(71.0, 120.0, 117.08333333333333)","(4.4, 5.0, 4.885393258426967)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:41.416296,"(1.75, 2.16, 2.1425531914893616)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.0, 12.88679245283019)","(101.0, 99999, 99990)","(10.0, 14.0, 13.527272727272727)","(81.0, 340.0, 260.0)","(71.0, 120.0, 117.08333333333333)","(4.4, 5.0, 4.885393258426967)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:42.676736,"(1.75, 2.16, 2.143265306122449)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.0, 12.88679245283019)","(101.0, 99999, 99990)","(10.0, 14.0, 13.527272727272727)","(81.0, 340.0, 260.0)","(71.0, 120.0, 117.08333333333333)","(4.4, 5.0, 4.885393258426967)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:44.031443,"(1.75, 2.16, 2.1445283018867927)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.0, 12.88679245283019)","(101.0, 99999, 99990)","(10.0, 14.0, 13.527272727272727)","(81.0, 340.0, 260.0)","(71.0, 120.0, 117.08333333333333)","(4.4, 5.0, 4.885393258426967)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:45.389353,"(1.75, 2.16, 2.1508033240997233)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.0, 12.88679245283019)","(101.0, 99999, 99990)","(10.0, 14.0, 13.527272727272727)","(81.0, 340.0, 248.0)","(71.0, 120.0, 117.08333333333333)","(4.4, 5.0, 4.910526315789474)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:46.830694,"(1.75, 2.16, 2.1509749303621173)","(13.0, 18.5, 18.289256198347108)","(11.0, 13.0, 12.8125)","(101.0, 99999, 99990)","(10.0, 14.0, 13.378787878787879)","(81.0, 320.0, 248.0)","(71.0, 120.0, 117.08333333333333)","(4.4, 5.0, 4.910344827586207)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:48.221065,"(1.75, 2.16, 2.1507945205479455)","(13.0, 18.5, 18.2875)","(11.0, 13.0, 12.8125)","(101.0, 99999, 99990)","(10.0, 13.5, 13.378787878787879)","(81.0, 320.0, 248.0)","(71.0, 120.0, 99.70588235294117)","(4.4, 5.0, 4.908955223880597)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:49.587108,"(1.75, 2.18, 2.1711312217194574)","(13.0, 18.5, 18.25409836065574)","(11.0, 13.0, 12.842105263157894)","(101.0, 99999, 99990)","(10.0, 13.5, 13.359375)","(81.0, 320.0, 248.0)","(71.0, 110.0, 95.52631578947368)","(4.4, 5.0, 4.941573033707865)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:50.906876,"(1.75, 2.18, 2.173731343283582)","(13.0, 18.5, 17.91176470588235)","(11.0, 13.0, 12.837662337662337)","(101.0, 99999, 99990)","(10.0, 13.5, 13.380952380952381)","(81.0, 320.0, 285.7142857142857)","(71.0, 110.0, 95.52631578947368)","(4.4, 5.0, 4.916666666666667)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:52.210929,"(1.75, 2.18, 2.1549640287769787)","(13.0, 18.5, 18.01851851851852)","(11.0, 13.0, 12.837662337662337)","(101.0, 99999, 99990)","(10.0, 13.5, 13.492537313432836)","(81.0, 310.0, 285.7142857142857)","(71.0, 110.0, 95.52631578947368)","(4.4, 5.0, 4.915254237288136)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:53.515958,"(1.75, 2.18, 2.157692307692308)","(13.0, 18.5, 18.01851851851852)","(11.0, 13.0, 12.990384615384615)","(101.0, 99999, 99990)","(10.0, 14.0, 13.5)","(81.0, 310.0, 285.7142857142857)","(71.0, 110.0, 95.52631578947368)","(4.4, 5.0, 4.915254237288136)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:54.822236,"(1.75, 2.18, 2.157260273972603)","(13.0, 18.5, 17.78)","(10.0, 13.0, 13.151162790697674)","(101.0, 99999, 99990)","(10.0, 14.0, 14.05)","(81.0, 310.0, 182.5)","(71.0, 110.0, 92.14285714285714)","(4.2, 5.0, 4.852173913043478)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:56.196313,"(1.75, 2.2, 2.1924663677130045)","(13.0, 19.0, 18.0)","(10.0, 13.5, 13.228971962616823)","(101.0, 99999, 99990)","(10.0, 14.5, 13.978260869565217)","(81.0, 310.0, 160.0)","(71.0, 110.0, 92.14285714285714)","(4.2, 5.0, 4.8621621621621625)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:57.627700,"(1.75, 2.2, 2.192821461609621)","(13.0, 19.0, 18.0)","(10.0, 13.5, 13.25)","(101.0, 99999, 99990)","(10.0, 14.0, 13.978260869565217)","(81.0, 180.0, 165.0)","(71.0, 110.0, 92.14285714285714)","(4.2, 4.9, 4.8730769230769235)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:58.878383,"(1.75, 2.2, 2.192841328413284)","(13.0, 19.0, 17.766666666666666)","(10.0, 13.5, 13.25)","(101.0, 99999, 99990)","(10.0, 14.0, 13.978260869565217)","(81.0, 190.0, 165.0)","(71.0, 110.0, 92.14285714285714)","(4.2, 4.9, 4.890243902439025)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:00.228316,"(1.75, 2.2, 2.1930271790065605)","(13.0, 18.5, 17.928571428571427)","(10.0, 13.5, 13.338709677419354)","(101.0, 99999, 99990)","(10.0, 14.0, 13.982142857142858)","(81.0, 190.0, 180.0)","(71.0, 110.0, 92.14285714285714)","(4.2, 4.9, 4.892592592592593)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:01.532440,"(1.75, 2.2, 2.1931992687385744)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.307692307692308)","(101.0, 99999, 99990)","(10.0, 14.0, 13.982142857142858)","(81.0, 220.0, 165.0)","(71.0, 110.0, 108.33333333333333)","(4.2, 4.9, 4.8875)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:02.851596,"(1.75, 2.2, 2.1933273542600897)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.375)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 190.0, 160.0)","(71.0, 120.0, 108.33333333333333)","(4.2, 4.9, 4.867307692307692)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:04.190007,"(1.75, 2.22, 2.212654155495979)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.427083333333334)","(101.0, 99999, 99990)","(10.0, 14.5, 14.2)","(81.0, 180.0, 160.0)","(71.0, 120.0, 93.33333333333333)","(4.2, 4.9, 4.868627450980393)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:05.648001,"(1.75, 2.22, 2.2121164021164024)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.443396226415095)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 180.0, 155.0)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.864444444444445)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:07.138047,"(1.75, 2.22, 2.205238095238095)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.443396226415095)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 170.0, 155.0)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.864444444444445)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:08.572970,"(1.75, 2.22, 2.205238095238095)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.47)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 170.0, 165.0)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.870909090909091)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:10.086524,"(1.75, 2.2, 2.198072289156627)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.47)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 170.0, 173.33333333333334)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.870909090909091)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:11.574748,"(1.75, 2.2, 2.1910989010989015)","(13.0, 18.5, 18.0)","(10.0, 13.5, 13.47)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 180.0, 173.33333333333334)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.8725000000000005)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:12.986326,"(1.75, 2.2, 2.177293233082707)","(13.0, 18.5, 17.928571428571427)","(10.0, 13.5, 13.608108108108109)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 180.0, 213.84615384615387)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.8752808988764045)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:14.421375,"(1.75, 2.18, 2.177293233082707)","(13.0, 18.5, 17.983870967741936)","(10.0, 14.0, 13.608108108108109)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 220.0, 213.84615384615387)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.861616161616162)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:15.940032,"(1.75, 2.18, 2.1634334763948497)","(13.0, 18.5, 17.983870967741936)","(10.0, 14.0, 13.608108108108109)","(101.0, 99999, 99990)","(10.0, 14.5, 14.3125)","(81.0, 220.0, 213.84615384615387)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.872549019607844)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:17.395199,"(1.75, 2.18, 2.1634334763948497)","(13.0, 18.5, 17.983870967741936)","(10.0, 14.0, 13.694444444444445)","(101.0, 99999, 99990)","(10.0, 14.5, 14.071428571428571)","(81.0, 220.0, 213.33333333333334)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.826315789473684)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:18.943102,"(1.75, 2.16, 2.142105263157895)","(13.0, 18.5, 17.983870967741936)","(10.0, 14.0, 13.756410256410255)","(101.0, 99999, 99990)","(10.0, 14.5, 14.071428571428571)","(81.0, 220.0, 210.0)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.853846153846154)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:20.441891,"(1.75, 2.18, 2.1404145077720207)","(13.0, 18.5, 17.983870967741936)","(10.0, 14.0, 13.794117647058824)","(101.0, 99999, 99990)","(10.0, 14.5, 14.45)","(81.0, 220.0, 210.0)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.8875)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:21.960309,"(1.75, 2.18, 2.1401574803149606)","(13.0, 18.5, 17.983870967741936)","(10.0, 14.0, 13.944444444444445)","(101.0, 99999, 99990)","(10.0, 14.5, 14.4)","(81.0, 220.0, 210.0)","(71.0, 110.0, 93.33333333333333)","(4.2, 4.9, 4.804109589041095)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:23.532269,"(1.75, 2.18, 2.1401574803149606)","(13.0, 18.5, 17.96875)","(10.0, 14.5, 14.047169811320755)","(101.0, 99999, 99990)","(10.0, 14.5, 14.291666666666666)","(81.0, 220.0, 210.0)","(71.0, 110.0, 92.6923076923077)","(4.2, 4.9, 4.802702702702702)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:25.141380,"(1.75, 2.18, 2.1445283018867927)","(13.0, 18.5, 17.76086956521739)","(10.0, 14.5, 13.672413793103448)","(101.0, 99999, 99990)","(10.0, 14.5, 14.1875)","(81.0, 220.0, 210.0)","(71.0, 110.0, 92.6923076923077)","(4.2, 4.9, 4.767901234567901)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:26.801551,"(1.75, 2.2, 2.1550000000000002)","(13.0, 18.5, 17.833333333333332)","(10.0, 14.5, 13.672413793103448)","(101.0, 99999, 99990)","(10.0, 14.5, 14.1875)","(81.0, 220.0, 210.0)","(71.0, 110.0, 92.6923076923077)","(4.2, 4.8, 4.746938775510204)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:28.403786,"(1.75, 2.18, 2.1557575757575758)","(13.0, 18.5, 18.0)","(10.0, 14.5, 14.17123287671233)","(101.0, 99999, 99990)","(10.0, 14.5, 14.380952380952381)","(81.0, 220.0, 212.0)","(71.0, 110.0, 95.9375)","(4.2, 4.8, 4.860975609756098)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:30.927130,"(1.75, 2.18, 2.159154929577465)","(13.0, 18.5, 18.0)","(10.0, 14.5, 14.210144927536232)","(101.0, 99999, 99990)","(10.0, 14.5, 12.64074074074074)","(81.0, 220.0, 212.0)","(71.0, 110.0, 96.66666666666667)","(4.2, 4.9, 4.92)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:32.419279,"(1.75, 2.18, 2.130666666666667)","(13.0, 18.5, 18.026315789473685)","(10.0, 14.5, 13.157142857142857)","(101.0, 99999, 99990)","(10.0, 13.5, 12.852941176470589)","(81.0, 220.0, 170.0)","(71.0, 110.0, 96.66666666666667)","(4.2, 5.0, 4.95609756097561)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:33.912266,"(1.75, 2.16, 2.154666666666667)","(13.0, 18.5, 18.026315789473685)","(10.0, 13.5, 13.157142857142857)","(101.0, 99999, 99990)","(10.0, 13.0, 12.852941176470589)","(81.0, 210.0, 170.0)","(71.0, 110.0, 96.66666666666667)","(4.2, 5.0, 4.990566037735849)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:35.410144,"(1.75, 2.16, 2.1551020408163266)","(13.0, 18.5, 18.25925925925926)","(10.0, 14.0, 13.653846153846153)","(101.0, 99999, 99990)","(10.0, 13.0, 12.988636363636363)","(81.0, 220.0, 190.0)","(71.0, 110.0, 103.33333333333333)","(4.2, 5.0, 3.8380952380952382)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:36.997642,"(1.75, 2.22, 2.17741935483871)","(13.0, 38.0, 19.07142857142857)","(10.0, 15.0, 10.333333333333334)","(101.0, 99999, 99990)","(10.0, 30.0, 16.666666666666668)","(81.0, 650.0, 375.0)","(71.0, 290.0, 137.5)","(4.2, 5.6, 4.469565217391304)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:38.555580,"(1.75, 2.0, 1.912084592145015)","(13.0, 27.0, 19.25)","(10.0, 15.0, 10.333333333333334)","(101.0, 99999, 99990)","(10.0, 23.0, 16.5)","(91.0, 650.0, 375.0)","(71.0, 200.0, 102.5)","(4.2, 5.6, 4.525)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:40.170486,"(1.75, 2.02, 2.011627906976744)","(13.0, 27.0, 19.25)","(10.0, 15.0, 10.333333333333334)","(101.0, 99999, 99990)","(10.0, 23.0, 16.5)","(91.0, 650.0, 375.0)","(71.0, 130.0, 97.5)","(4.2, 5.5, 4.1875)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:41.757776,"(1.75, 2.54, 2.044375)","(13.0, 27.0, 19.25)","(10.0, 15.0, 10.333333333333334)","(101.0, 99999, 99990)","(10.0, 23.0, 16.5)","(91.0, 650.0, 375.0)","(71.0, 120.0, 137.5)","(4.2, 5.5, 4.1875)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:43.600021,"(1.75, 2.54, 2.006206896551724)","(13.0, 27.0, 21.833333333333336)","(10.0, 15.0, 9.142857142857142)","(101.0, 99999, 99990)","(10.0, 23.0, 18.666666666666664)","(91.0, 650.0, 375.0)","(71.0, 200.0, 132.5)","(4.2, 5.5, 3.8380952380952382)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:45.458256,"(1.75, 2.58, 1.93)","(13.0, 27.0, 23.666666666666664)","(10.0, 10.0, 9.246153846153845)","(101.0, 99999, 99990)","(10.0, 23.0, 24.5)","(91.0, 650.0, 400.0)","(71.0, 190.0, 177.5)","(4.2, 5.6, 4.022058823529412)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:47.839449,"(1.75, 2.2, 1.6809302325581394)","(13.0, 44.0, 33.66666666666667)","(10.0, 15.0, 9.246153846153845)","(101.0, 99999, 99990)","(10.0, 38.0, 29.166666666666668)","(91.0, 700.0, 400.0)","(71.0, 280.0, 177.5)","(4.2, 5.8, 4.022058823529412)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:03:49.804262,"(1.75, 1.96, 2.1183333333333336)","(13.0, 44.0, 40.125)","(10.0, 15.0, 10.470588235294118)","(101.0, 99999, 99990)","(10.0, 38.0, 33.583333333333336)","(91.0, 700.0, 400.0)","(71.0, 340.0, 163.33333333333331)","(4.2, 5.8, 3.8140625)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
