,Jack Spot,Austrian Legend,Graces Secret,Imposing Sledge,Freddy Vegas,What A Mistake,First Slip
08-01-2023 12:45:36.159942,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:37.314771,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:38.337717,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:39.423405,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:40.468464,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:41.441218,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:42.583051,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:43.695541,"(3.6, 7.6, 5.911111111111111)","(61.0, 520.0, 443.33333333333337)","(61.0, 500.0, 428.33333333333337)","(2.8, 3.1, 3.005)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:44.842370,"(3.6, 7.6, 5.911111111111111)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:46.045343,"(3.6, 7.6, 5.911111111111111)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:47.172616,"(3.6, 7.6, 5.911111111111111)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:48.269715,"(3.6, 7.6, 5.911111111111111)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:49.205401,"(3.6, 7.6, 5.911111111111111)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:50.252647,"(3.6, 5.2, 4.338461538461538)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.1000000000000005)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:51.356990,"(3.6, 5.1, 4.728571428571429)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.24)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:52.401280,"(3.6, 5.1, 4.728571428571429)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.1, 2.7675)","(3.7, 5.5, 4.322727272727272)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:53.473212,"(3.6, 5.1, 4.728571428571429)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.55, 2.8385714285714285)","(3.7, 5.5, 4.3545454545454545)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:54.489340,"(3.6, 5.1, 4.166666666666667)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.55, 2.790909090909091)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:55.575948,"(3.6, 5.1, 4.166666666666667)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.5, 2.790909090909091)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:56.692552,"(3.6, 5.1, 4.166666666666667)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.5, 2.790909090909091)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:57.714400,"(3.6, 5.1, 4.7)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.5, 2.790909090909091)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:58.716899,"(3.6, 5.1, 4.425)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.5, 2.790909090909091)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:45:59.751438,"(3.6, 5.1, 4.425)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.45, 2.801111111111111)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:46:00.799989,"(3.6, 5.1, 4.425)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.45, 2.817142857142857)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:46:01.799852,"(3.6, 5.1, 4.7)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.56)"
08-01-2023 12:46:02.832984,"(3.6, 5.1, 4.7)","(81.0, 520.0, 443.33333333333337)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.5, 4.6)","(6.5, 99999, 99990)","(4.6, 7.8, 5.366666666666667)"
08-01-2023 12:46:03.849292,"(3.6, 5.1, 4.7)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.6, 5.1)","(6.5, 99999, 99990)","(4.6, 7.2, 5.366666666666667)"
08-01-2023 12:46:04.943385,"(3.6, 5.1, 4.7)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.5, 5.1)","(6.5, 99999, 99990)","(4.6, 7.2, 5.52)"
08-01-2023 12:46:06.023206,"(3.6, 5.1, 4.7)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.5, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:07.106059,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:08.090454,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:09.142812,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.817142857142857)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:10.291306,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.4, 2.79875)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:11.363605,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.35, 2.79875)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:12.524669,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.35, 2.802857142857143)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:13.512173,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.3, 2.802857142857143)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:14.663177,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.3, 2.802857142857143)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.52)"
08-01-2023 12:46:15.864378,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.3, 2.802857142857143)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 7.6, 5.64)"
08-01-2023 12:46:17.219307,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.3, 2.802857142857143)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 8.2, 5.64)"
08-01-2023 12:46:18.556238,"(3.6, 5.2, 4.771428571428571)","(81.0, 520.0, 343.0769230769231)","(101.0, 500.0, 428.33333333333337)","(2.6, 3.3, 2.802857142857143)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 8.2, 5.64)"
08-01-2023 12:46:19.584434,"(3.6, 5.2, 4.771428571428571)","(81.0, 870.0, 465.0)","(101.0, 970.0, 416.15384615384613)","(2.6, 3.3, 2.802857142857143)","(3.7, 5.6, 5.177777777777777)","(6.5, 99999, 99990)","(4.6, 8.2, 5.64)"
08-01-2023 12:46:20.648676,"(3.6, 5.2, 4.771428571428571)","(81.0, 870.0, 465.0)","(101.0, 970.0, 416.15384615384613)","(2.6, 3.3, 2.7685714285714287)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.2, 5.72)"
08-01-2023 12:46:21.676954,"(3.6, 5.2, 4.771428571428571)","(81.0, 870.0, 465.0)","(101.0, 970.0, 416.15384615384613)","(2.6, 3.3, 2.7685714285714287)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.2, 5.72)"
08-01-2023 12:46:22.828534,"(3.6, 5.2, 4.771428571428571)","(81.0, 870.0, 465.0)","(101.0, 970.0, 362.5)","(2.6, 3.3, 2.7685714285714287)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.2, 6.428571428571428)"
08-01-2023 12:46:23.925661,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.3, 2.7685714285714287)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.2, 6.428571428571428)"
08-01-2023 12:46:24.997239,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.3, 2.731818181818182)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.2, 5.72)"
08-01-2023 12:46:26.130287,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.25, 2.731818181818182)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.2, 6.025)"
08-01-2023 12:46:27.143489,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.25, 2.731818181818182)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:28.210594,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.25, 2.731818181818182)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:29.262847,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.25, 2.731818181818182)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:30.355004,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.25, 2.737777777777778)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:31.431788,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.2, 2.737777777777778)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:32.509348,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.2, 2.737777777777778)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:33.629328,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:34.740798,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.7, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:35.864466,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 7.4125000000000005)"
08-01-2023 12:46:36.929117,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:38.011116,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:38.995928,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:39.957287,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:41.061619,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:42.188844,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:43.296699,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.1, 2.7325)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:44.329892,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:45.264943,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.640000000000001)"
08-01-2023 12:46:46.260384,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 7.969230769230769)"
08-01-2023 12:46:47.337622,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 7.969230769230769)"
08-01-2023 12:46:48.437295,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:49.528331,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:50.510501,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:51.415708,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 340.0)","(101.0, 650.0, 362.5)","(2.6, 3.15, 2.73875)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:52.434835,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 476.25)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.15, 2.94)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:53.516360,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 476.25)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.15, 2.94)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:54.598420,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 476.25)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.2, 2.95)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:55.555978,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 476.25)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.2, 2.95)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.175)"
08-01-2023 12:46:56.518768,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 476.25)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.2, 2.95)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:57.492050,"(3.6, 5.2, 4.771428571428571)","(81.0, 970.0, 520.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.2, 2.7733333333333334)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:58.491788,"(3.6, 5.2, 4.771428571428571)","(81.0, 970.0, 520.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.2, 2.7733333333333334)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:46:59.517050,"(3.6, 5.2, 4.771428571428571)","(81.0, 970.0, 520.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.2, 2.7733333333333334)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:00.515834,"(3.6, 5.2, 4.771428571428571)","(81.0, 970.0, 520.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 3.2, 2.7733333333333334)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:01.453614,"(3.6, 5.2, 4.771428571428571)","(81.0, 970.0, 520.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.5, 3.3133333333333335)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:02.474485,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.5, 3.3133333333333335)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:03.473165,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.5, 3.3133333333333335)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:04.515626,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.5, 3.3133333333333335)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:05.422587,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.4, 3.5700000000000003)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:06.398313,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.3, 3.988)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:07.406864,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.3, 3.953333333333333)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:08.447152,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.2, 3.7977777777777777)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:09.503405,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.1, 3.7977777777777777)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:10.470112,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.1, 3.7977777777777777)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:11.436206,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.1, 3.832)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:12.427034,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.1, 3.6599999999999997)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:13.449243,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.1, 3.6599999999999997)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:14.433244,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 556.6666666666666)","(2.6, 4.1, 3.911428571428571)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:15.353748,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 365.0)","(2.6, 4.1, 3.8359999999999994)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:16.318390,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 365.0)","(2.6, 4.1, 3.8359999999999994)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
08-01-2023 12:47:17.336827,"(3.6, 5.2, 4.771428571428571)","(81.0, 610.0, 556.0)","(101.0, 650.0, 365.0)","(2.6, 4.1, 3.8359999999999994)","(3.8, 5.6, 4.366666666666666)","(6.5, 99999, 99990)","(4.6, 8.8, 6.025)"
