,Goldstar Larson,Shane Baxter,Opawa Barns,Its Better,Alternate Shot,Barber Cubed,Smash Ready
15-12-2022 13:34:53.213488,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 20.666666666666668)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:34:54.162545,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 20.666666666666668)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:34:55.104010,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 20.666666666666668)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:34:56.012222,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.125)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:34:57.064927,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:34:58.046393,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:34:58.974581,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:00.022646,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:01.127174,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:02.200075,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:03.297652,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:04.360156,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:05.377337,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:06.445420,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:07.449837,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:08.370316,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:09.332215,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:10.316438,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:11.356169,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:12.339178,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:13.404316,"(8.5, 18.0, 11.466666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:14.470451,"(8.5, 18.0, 16.333333333333336)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:15.556855,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:16.674821,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:17.744145,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:18.763840,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:19.738135,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:20.641701,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:21.619437,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:22.687027,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:23.727596,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:24.702901,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:25.714280,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:26.767256,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:27.881690,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:29.010620,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:30.096014,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:31.147986,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 21.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:32.193681,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:33.137274,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:34.098223,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:35.067040,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:36.050267,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:36.971902,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 20.75)"
15-12-2022 13:35:38.003068,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:39.058915,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 30.5)"
15-12-2022 13:35:40.186482,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 50.0, 28.5)"
15-12-2022 13:35:41.339421,"(8.5, 18.0, 11.733333333333333)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 46.0, 28.5)"
15-12-2022 13:35:42.431420,"(8.5, 18.0, 11.6)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 46.0, 23.333333333333336)"
15-12-2022 13:35:43.457972,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:44.449832,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:45.454133,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:46.443477,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.95, 2.9970588235294118)","(14.0, 36.0, 30.375)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:47.399384,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:48.352597,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:49.318952,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(14.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:50.382510,"(8.5, 18.0, 11.866666666666667)","(16.0, 90.0, 52.0)","(2.6, 3.9, 3.190909090909091)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:51.462644,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:52.543003,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:53.616628,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:54.717444,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:55.697463,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:56.669743,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:57.699102,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:58.727578,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.714285714285715)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 23.333333333333336)"
15-12-2022 13:35:59.754923,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:00.746156,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:01.655918,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:02.644308,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:03.644237,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:04.644685,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:05.713486,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.9, 2.982941176470588)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:06.685686,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 29.857142857142858)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 38.75)"
15-12-2022 13:36:07.719288,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 37.57142857142857)"
15-12-2022 13:36:08.754221,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 81.66666666666667)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:09.855548,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 2.982941176470588)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:10.931698,"(8.5, 18.0, 11.866666666666667)","(16.0, 100.0, 31.2)","(2.6, 3.95, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:11.914528,"(8.5, 18.0, 16.333333333333336)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:12.895788,"(8.5, 18.0, 16.333333333333336)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:13.848036,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:14.894915,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:15.943850,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:17.035871,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:17.966265,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:18.926516,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 83.5)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:20.062250,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.1799999999999997)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 95.0, 79.21428571428572)","(10.0, 48.0, 24.0)"
15-12-2022 13:36:21.104561,"(8.5, 18.0, 12.0)","(16.0, 100.0, 31.2)","(2.6, 3.9, 3.190909090909091)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 79.21428571428572)","(10.0, 48.0, 37.57142857142857)"
15-12-2022 13:36:22.111859,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.9, 3.190909090909091)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 79.21428571428572)","(10.0, 48.0, 37.57142857142857)"
15-12-2022 13:36:23.084900,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.9, 3.190909090909091)","(13.0, 36.0, 30.0)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
15-12-2022 13:36:24.032297,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.95, 2.9970588235294118)","(13.0, 36.0, 30.142857142857142)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
15-12-2022 13:36:25.089639,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.95, 2.9970588235294118)","(13.0, 36.0, 30.142857142857142)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
15-12-2022 13:36:26.153872,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.95, 2.9970588235294118)","(13.0, 36.0, 30.142857142857142)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
15-12-2022 13:36:27.210164,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.95, 2.9970588235294118)","(13.0, 36.0, 30.142857142857142)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
15-12-2022 13:36:28.139980,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.95, 2.9970588235294118)","(13.0, 36.0, 30.142857142857142)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
15-12-2022 13:36:29.127475,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.9, 3.190909090909091)","(13.0, 36.0, 30.142857142857142)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
15-12-2022 13:36:30.170757,"(8.5, 18.0, 12.0)","(16.0, 110.0, 23.6)","(2.6, 3.9, 3.190909090909091)","(13.0, 36.0, 30.142857142857142)","(1.9, 2.06, 2.0272727272727273)","(16.0, 90.0, 77.5)","(10.0, 48.0, 37.714285714285715)"
