,Jigamaroo,Rocknroll Da Gama,Chump Chop,Lanoch Boy,Young Conqueror Nz,Betterthan Popsy,Tungsten Terror,Allmighty Max,Rock Nien
07-01-2023 19:06:05.095431,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.4, 8.218666666666666)","(21.0, 99999, 99990)","(6.5, 10.5, 9.85)","(18.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.757894736842104)","(7.0, 9.8, 8.4)"
07-01-2023 19:06:06.421073,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.4, 8.202898550724637)","(21.0, 99999, 99990)","(6.5, 10.5, 9.85)","(18.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.757894736842104)","(7.0, 9.6, 8.911111111111111)"
07-01-2023 19:06:07.688348,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.4, 7.643835616438356)","(21.0, 99999, 99990)","(6.5, 11.5, 9.528571428571428)","(18.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.757894736842104)","(7.0, 9.4, 8.911111111111111)"
07-01-2023 19:06:08.992442,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.605797101449275)","(21.0, 99999, 99990)","(6.5, 11.5, 9.528571428571428)","(18.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.674999999999999)","(7.0, 9.2, 8.8)"
07-01-2023 19:06:10.327025,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.237333333333334)","(21.0, 99999, 99990)","(6.5, 11.5, 9.528571428571428)","(18.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.757894736842104)","(7.0, 10.0, 9.25)"
07-01-2023 19:06:11.585613,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 7.6, 7.237333333333334)","(21.0, 99999, 99990)","(6.5, 11.5, 10.853846153846154)","(19.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.757894736842104)","(7.0, 9.8, 10.347368421052632)"
07-01-2023 19:06:12.867824,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 7.6, 7.5200000000000005)","(21.0, 99999, 99990)","(6.5, 11.5, 10.466666666666667)","(19.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.674999999999999)","(7.0, 10.5, 10.21)"
07-01-2023 19:06:14.159345,"(2.4, 2.84, 2.83)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.6571428571428575)","(21.0, 99999, 99990)","(6.5, 11.5, 10.066666666666666)","(19.0, 50.0, 43.333333333333336)","(8.0, 9.2, 8.2)","(7.0, 10.5, 9.342857142857143)"
07-01-2023 19:06:15.456887,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.76)","(21.0, 99999, 99990)","(6.5, 11.0, 9.871428571428572)","(19.0, 50.0, 43.333333333333336)","(8.0, 9.0, 8.266666666666667)","(7.0, 10.5, 10.644444444444444)"
07-01-2023 19:06:16.798755,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 17.77777777777778)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.76)","(21.0, 99999, 99990)","(6.5, 11.5, 9.8375)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.177777777777777)","(7.0, 11.0, 10.785714285714285)"
07-01-2023 19:06:18.207981,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 17.77777777777778)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.630769230769231)","(21.0, 99999, 99990)","(6.5, 11.5, 10.075)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.177777777777777)","(7.0, 11.0, 10.1)"
07-01-2023 19:06:19.587313,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.76)","(21.0, 99999, 99990)","(6.5, 11.5, 10.075)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.177777777777777)","(7.0, 11.0, 10.3)"
07-01-2023 19:06:20.905760,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 7.742857142857143)","(21.0, 99999, 99990)","(6.5, 11.5, 10.075)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.177777777777777)","(7.0, 11.0, 8.72)"
07-01-2023 19:06:22.244579,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 8.0, 9.342857142857143)","(21.0, 99999, 99990)","(6.5, 11.5, 10.05)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.177777777777777)","(7.0, 9.0, 7.9)"
07-01-2023 19:06:23.618053,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 10.5, 8.68)","(21.0, 99999, 99990)","(6.5, 10.5, 10.05)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.275)","(7.0, 9.0, 8.514285714285716)"
07-01-2023 19:06:24.966867,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 10.0, 8.68)","(21.0, 99999, 99990)","(6.5, 10.5, 10.05)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.275)","(7.0, 8.8, 8.085714285714285)"
07-01-2023 19:06:26.349003,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 9.4, 8.9)","(21.0, 99999, 99990)","(6.5, 10.5, 10.05)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.38)","(7.0, 8.8, 7.800000000000001)"
07-01-2023 19:06:27.624844,"(2.4, 2.84, 2.8341666666666665)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 10.0, 9.6)","(21.0, 99999, 99990)","(6.5, 10.5, 10.05)","(19.0, 50.0, 43.333333333333336)","(8.0, 8.8, 8.38)","(7.0, 8.8, 7.800000000000001)"
07-01-2023 19:06:28.938230,"(2.4, 2.84, 2.8347826086956522)","(16.0, 20.0, 18.333333333333332)","(14.0, 19.0, 17.055555555555557)","(5.0, 10.0, 9.341666666666667)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 50.0, 41.666666666666664)","(8.0, 8.8, 8.107692307692307)","(7.0, 8.8, 9.945454545454545)"
07-01-2023 19:06:30.293347,"(2.4, 2.78, 2.7735999999999996)","(16.0, 24.0, 21.5)","(14.0, 19.0, 16.9)","(5.0, 9.8, 9.213333333333333)","(21.0, 99999, 99990)","(6.5, 10.5, 9.728571428571428)","(19.0, 50.0, 41.333333333333336)","(8.0, 8.8, 8.280000000000001)","(7.0, 10.0, 9.563636363636363)"
07-01-2023 19:06:31.666945,"(2.4, 2.76, 2.7246428571428574)","(16.0, 24.0, 21.5)","(14.0, 19.0, 16.633333333333333)","(5.0, 9.4, 9.258823529411766)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 48.0, 42.0)","(8.0, 8.4, 7.977777777777778)","(7.0, 9.6, 9.436363636363637)"
07-01-2023 19:06:33.044546,"(2.4, 2.76, 2.7246428571428574)","(16.0, 24.0, 21.6)","(14.0, 18.5, 16.5)","(5.0, 9.4, 9.051612903225807)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 46.0, 43.333333333333336)","(8.0, 8.6, 7.776470588235294)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:34.396906,"(2.4, 2.8, 2.7857142857142856)","(16.0, 24.0, 21.6)","(14.0, 18.0, 16.4)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 50.0, 44.0)","(8.0, 8.6, 7.776470588235294)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:35.835937,"(2.4, 2.8, 2.7857142857142856)","(16.0, 24.0, 21.6)","(14.0, 18.0, 16.166666666666668)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 48.0, 44.0)","(8.0, 8.6, 8.028571428571428)","(7.0, 9.8, 9.436363636363637)"
07-01-2023 19:06:37.240532,"(2.4, 2.78, 2.727169811320755)","(16.0, 24.0, 21.6)","(14.0, 17.5, 16.75)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 48.0, 45.0)","(8.0, 8.6, 8.028571428571428)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:38.636603,"(2.4, 2.84, 2.796923076923077)","(16.0, 24.0, 21.6)","(14.0, 17.5, 16.09375)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 55.0, 43.333333333333336)","(8.0, 8.6, 7.776470588235294)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:40.021182,"(2.4, 2.84, 2.8021052631578947)","(16.0, 24.0, 21.6)","(14.0, 17.0, 15.875)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 50.0, 44.0)","(8.0, 8.6, 7.818181818181818)","(7.0, 9.8, 9.436363636363637)"
07-01-2023 19:06:41.494305,"(2.4, 2.82, 2.772238805970149)","(16.0, 24.0, 21.6)","(14.0, 16.5, 17.1875)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 48.0, 45.0)","(8.0, 8.4, 7.728571428571428)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:42.911277,"(2.4, 2.82, 2.772238805970149)","(16.0, 24.0, 23.625)","(14.0, 17.5, 17.1875)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 55.0, 41.333333333333336)","(8.0, 8.2, 7.699999999999999)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:44.377552,"(2.4, 2.82, 2.737142857142857)","(16.0, 24.0, 22.0)","(14.0, 17.5, 16.166666666666668)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 48.0, 41.5)","(8.0, 8.2, 7.699999999999999)","(7.0, 9.8, 9.436363636363637)"
07-01-2023 19:06:46.117406,"(2.4, 2.84, 2.723030303030303)","(16.0, 24.0, 22.0)","(14.0, 17.0, 17.1875)","(5.0, 9.4, 9.213333333333333)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 46.0, 45.0)","(8.0, 8.2, 8.049999999999999)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:47.720818,"(2.4, 2.82, 2.736)","(16.0, 24.0, 22.0)","(14.0, 17.5, 17.1875)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 55.0, 44.0)","(8.0, 8.2, 8.086792452830188)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:49.140226,"(2.4, 2.8, 2.73)","(16.0, 24.0, 23.0)","(14.0, 17.5, 16.166666666666668)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 48.0, 44.0)","(8.0, 8.2, 8.086792452830188)","(7.0, 9.8, 9.436363636363637)"
07-01-2023 19:06:50.642687,"(2.4, 2.8, 2.73)","(15.0, 24.0, 23.0)","(14.0, 17.0, 16.166666666666668)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 48.0, 43.333333333333336)","(8.0, 8.2, 8.258490566037736)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:52.204269,"(2.4, 2.8, 2.73)","(15.0, 26.0, 23.0)","(14.0, 17.5, 16.166666666666668)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(19.0, 50.0, 44.0)","(8.0, 8.4, 8.10909090909091)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:53.689583,"(2.4, 2.8, 2.7221621621621623)","(15.0, 26.0, 21.88888888888889)","(14.0, 17.0, 16.166666666666668)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 48.0, 43.333333333333336)","(8.0, 8.4, 8.10909090909091)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:55.246473,"(2.4, 2.8, 2.73)","(15.0, 25.0, 22.2)","(14.0, 17.0, 17.1875)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 50.0, 43.333333333333336)","(8.0, 8.4, 7.8545454545454545)","(7.0, 9.8, 9.436363636363637)"
07-01-2023 19:06:56.725014,"(2.4, 2.8, 2.73)","(15.0, 24.0, 22.2)","(14.0, 17.5, 17.1875)","(5.0, 9.4, 9.088888888888889)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 50.0, 43.333333333333336)","(8.0, 8.4, 8.3)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:58.276292,"(2.4, 2.8, 2.74)","(15.0, 24.0, 25.0)","(14.0, 17.0, 17.1875)","(5.0, 9.4, 9.108108108108109)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 50.0, 41.333333333333336)","(8.0, 8.4, 8.3)","(7.0, 9.8, 9.675)"
07-01-2023 19:06:59.752312,"(2.4, 2.8, 2.728888888888889)","(15.0, 28.0, 25.75)","(14.0, 17.5, 17.1875)","(5.0, 9.4, 8.904347826086957)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 48.0, 41.0)","(8.0, 8.4, 7.847058823529411)","(7.0, 9.8, 9.436363636363637)"
07-01-2023 19:07:01.352311,"(2.4, 2.8, 2.7222222222222223)","(15.0, 28.0, 25.75)","(14.0, 17.5, 16.166666666666668)","(5.0, 9.2, 8.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 48.0, 42.0)","(8.0, 8.2, 7.892307692307692)","(7.0, 9.8, 9.436363636363637)"
07-01-2023 19:07:02.881481,"(2.4, 2.8, 2.723030303030303)","(15.0, 28.0, 25.75)","(14.0, 17.0, 17.1875)","(5.0, 8.8, 7.928571428571429)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 46.0, 45.0)","(8.0, 8.4, 8.3)","(7.0, 9.8, 9.675)"
07-01-2023 19:07:04.343558,"(2.4, 2.82, 2.723030303030303)","(15.0, 28.0, 25.75)","(14.0, 17.5, 17.291666666666668)","(5.0, 8.4, 7.566666666666667)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 55.0, 41.666666666666664)","(8.0, 8.4, 8.3)","(7.0, 9.8, 9.272727272727273)"
07-01-2023 19:07:05.634358,"(2.4, 2.82, 2.745)","(15.0, 28.0, 25.75)","(14.0, 17.5, 17.291666666666668)","(5.0, 8.4, 7.566666666666667)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 50.0, 41.25)","(8.0, 8.4, 8.3)","(7.0, 10.0, 9.2)"
07-01-2023 19:07:06.873500,"(2.4, 2.82, 2.745)","(15.0, 28.0, 25.75)","(14.0, 17.5, 17.291666666666668)","(5.0, 8.4, 7.618181818181818)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 50.0, 44.0)","(8.0, 8.4, 8.3)","(7.0, 10.0, 9.5)"
07-01-2023 19:07:08.194648,"(2.4, 2.82, 2.7311111111111113)","(15.0, 28.0, 25.75)","(14.0, 17.5, 17.291666666666668)","(5.0, 8.2, 6.933333333333334)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 48.0, 43.0)","(8.0, 8.4, 8.3)","(7.0, 10.0, 9.5)"
07-01-2023 19:07:09.464810,"(2.4, 2.86, 2.727777777777778)","(15.0, 28.0, 25.75)","(15.0, 17.5, 17.291666666666668)","(5.0, 7.2, 6.933333333333334)","(21.0, 99999, 99990)","(7.0, 10.5, 9.75)","(19.0, 46.0, 43.0)","(7.5, 8.4, 8.3)","(7.0, 10.0, 9.5)"
07-01-2023 19:07:10.855701,"(2.4, 2.84, 2.7800000000000002)","(15.0, 28.0, 28.25)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.8, 6.376923076923077)","(21.0, 99999, 99990)","(7.0, 11.0, 10.066666666666666)","(19.0, 55.0, 46.0)","(7.5, 8.4, 8.3)","(7.0, 11.0, 10.2)"
07-01-2023 19:07:12.302645,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 27.8)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.8, 6.175)","(21.0, 99999, 99990)","(7.0, 11.0, 10.066666666666666)","(19.0, 50.0, 47.5)","(7.5, 8.4, 8.3)","(7.0, 10.5, 10.0)"
07-01-2023 19:07:13.739461,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 27.8)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.8, 6.266666666666667)","(21.0, 99999, 99990)","(7.0, 11.0, 9.9)","(19.0, 55.0, 47.5)","(7.5, 8.4, 8.3)","(7.0, 10.5, 10.153846153846153)"
07-01-2023 19:07:15.094417,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 27.8)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.6, 6.451851851851852)","(21.0, 99999, 99990)","(7.0, 10.5, 9.9)","(19.0, 55.0, 48.5)","(7.5, 8.4, 8.3)","(7.0, 10.5, 10.153846153846153)"
07-01-2023 19:07:16.595919,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 27.333333333333332)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.6, 6.451851851851852)","(21.0, 99999, 99990)","(7.0, 10.5, 9.9)","(19.0, 55.0, 50.666666666666664)","(7.5, 8.4, 8.3)","(7.0, 10.5, 10.153846153846153)"
07-01-2023 19:07:18.175671,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 28.166666666666668)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.6, 6.211111111111111)","(21.0, 99999, 99990)","(7.0, 10.5, 9.9)","(19.0, 55.0, 49.2)","(7.5, 8.4, 8.3)","(7.0, 10.5, 9.942857142857143)"
07-01-2023 19:07:19.700593,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 28.166666666666668)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.6, 6.191666666666667)","(21.0, 99999, 99990)","(7.0, 10.5, 10.066666666666666)","(19.0, 60.0, 49.2)","(7.5, 8.4, 8.3)","(7.0, 10.5, 10.028571428571428)"
07-01-2023 19:07:20.948530,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 28.166666666666668)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.4, 6.252941176470588)","(21.0, 99999, 99990)","(7.0, 11.0, 9.95)","(19.0, 60.0, 49.2)","(7.5, 8.4, 8.3)","(7.0, 10.5, 10.028571428571428)"
07-01-2023 19:07:22.242019,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 28.166666666666668)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.4, 6.252941176470588)","(21.0, 99999, 99990)","(7.0, 11.0, 9.95)","(19.0, 60.0, 49.2)","(7.5, 8.4, 8.3)","(7.0, 10.5, 10.028571428571428)"
07-01-2023 19:07:23.683430,"(2.4, 2.84, 2.7800000000000002)","(15.0, 29.0, 28.166666666666668)","(15.0, 17.5, 17.291666666666668)","(5.0, 6.4, 5.65)","(21.0, 99999, 99990)","(7.0, 11.0, 9.95)","(19.0, 60.0, 49.2)","(7.5, 8.4, 7.95)","(7.0, 10.5, 10.028571428571428)"
07-01-2023 19:07:25.133649,"(2.4, 2.84, 2.835384615384615)","(15.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.375)","(5.0, 6.4, 6.11875)","(21.0, 99999, 99990)","(7.0, 11.0, 9.9)","(19.0, 60.0, 48.0)","(7.5, 8.4, 7.95)","(7.0, 10.5, 11.04)"
07-01-2023 19:07:26.503243,"(2.4, 2.84, 2.835384615384615)","(15.0, 29.0, 27.666666666666668)","(15.0, 18.0, 17.75)","(5.0, 6.4, 5.9)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(19.0, 60.0, 48.0)","(7.5, 8.4, 8.133333333333333)","(7.0, 11.5, 11.31)"
07-01-2023 19:07:27.768894,"(2.4, 2.84, 2.7763636363636364)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.0, 17.75)","(5.0, 6.4, 5.9)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(19.0, 60.0, 48.0)","(7.5, 8.4, 8.133333333333333)","(7.0, 11.5, 11.31)"
07-01-2023 19:07:29.032250,"(2.4, 2.84, 2.797142857142857)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.4, 5.855555555555556)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(19.0, 60.0, 47.2)","(7.5, 8.4, 8.16)","(7.0, 11.0, 10.745454545454546)"
07-01-2023 19:07:30.364422,"(2.4, 2.84, 2.797142857142857)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.642857142857142)","(5.0, 6.4, 5.991666666666667)","(21.0, 99999, 99990)","(7.0, 10.5, 10.65)","(20.0, 60.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:31.627410,"(2.4, 2.84, 2.8127272727272725)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.1875)","(5.0, 6.4, 5.991666666666667)","(21.0, 99999, 99990)","(7.0, 11.0, 10.65)","(20.0, 55.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:33.203974,"(2.4, 2.84, 2.7933333333333334)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.1875)","(5.0, 6.4, 5.991666666666667)","(21.0, 99999, 99990)","(7.0, 11.0, 10.65)","(20.0, 55.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:34.574618,"(2.4, 2.84, 2.7933333333333334)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.1875)","(5.0, 6.4, 5.991666666666667)","(21.0, 99999, 99990)","(7.0, 11.0, 10.65)","(20.0, 55.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:35.899440,"(2.4, 2.84, 2.7933333333333334)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.1875)","(5.0, 6.4, 5.991666666666667)","(21.0, 99999, 99990)","(7.0, 11.0, 10.65)","(20.0, 55.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:37.318787,"(2.4, 2.84, 2.7933333333333334)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.1875)","(5.0, 6.4, 5.991666666666667)","(21.0, 99999, 99990)","(7.0, 11.0, 10.275)","(20.0, 55.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:38.853305,"(2.4, 2.84, 2.7933333333333334)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.1875)","(5.0, 6.4, 6.050000000000001)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(20.0, 55.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:40.220168,"(2.4, 2.84, 2.7933333333333334)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.1875)","(5.0, 6.4, 6.050000000000001)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(20.0, 55.0, 47.666666666666664)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 19:07:42.076843,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.875)","(5.0, 6.4, 5.933333333333334)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(20.0, 55.0, 49.5)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.6)"
07-01-2023 19:07:43.431565,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.875)","(5.0, 6.2, 5.866666666666666)","(21.0, 99999, 99990)","(7.0, 10.5, 10.65)","(20.0, 55.0, 50.4)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.6)"
07-01-2023 19:07:45.123911,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.875)","(5.0, 6.2, 5.866666666666666)","(21.0, 99999, 99990)","(7.0, 11.0, 10.65)","(20.0, 60.0, 50.4)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.6)"
07-01-2023 19:07:46.953058,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.875)","(5.0, 6.2, 5.866666666666666)","(21.0, 99999, 99990)","(7.0, 11.0, 10.65)","(20.0, 60.0, 50.4)","(7.5, 8.4, 8.16)","(7.5, 11.0, 10.6)"
07-01-2023 19:07:48.273706,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.875)","(5.0, 6.2, 5.866666666666666)","(21.0, 99999, 99990)","(7.0, 11.0, 10.275)","(20.0, 60.0, 50.4)","(7.5, 8.4, 8.514285714285714)","(7.5, 11.0, 10.6)"
07-01-2023 19:07:49.872157,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 18.5)","(5.0, 6.2, 5.866666666666666)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(20.0, 60.0, 50.4)","(7.5, 8.6, 8.514285714285714)","(7.5, 11.0, 10.6)"
07-01-2023 19:07:51.332883,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.166666666666668)","(5.0, 6.2, 5.866666666666666)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(20.0, 60.0, 50.4)","(7.5, 8.6, 8.514285714285714)","(7.5, 11.0, 10.6)"
07-01-2023 19:07:52.736940,"(2.4, 2.84, 2.774782608695652)","(15.0, 29.0, 28.333333333333332)","(15.0, 19.5, 19.166666666666668)","(5.0, 6.2, 5.866666666666666)","(21.0, 99999, 99990)","(7.0, 10.5, 10.275)","(20.0, 60.0, 50.4)","(7.5, 8.6, 8.514285714285714)","(7.5, 11.0, 10.6)"
