,Bring Your Best,Hacienda Heights,Tommys Luck,Nuclear Bling,Logan Reason,Speedy Sport,Fire Up Lexy,Logan Dream,Meraki,Dawson Shard Nz
07-12-2022 19:46:23.072987,"(5.5, 7.4, 7.2)","(18.0, 30.0, 28.2)","(10.0, 11.5, 11.368421052631579)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.41578947368421)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.1125)","(21.0, 50.0, 47.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:24.524667,"(5.5, 7.4, 7.2)","(18.0, 30.0, 28.2)","(10.0, 11.5, 12.131147540983607)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.41578947368421)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 56.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:25.951882,"(5.5, 7.4, 7.2)","(18.0, 30.0, 28.2)","(10.0, 12.5, 11.929824561403509)","(91.0, 110.0, 86.66666666666667)","(3.7, 5.5, 5.372727272727273)","(71.0, 100.0, 89.28571428571429)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 57.33333333333333)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:27.366030,"(5.5, 7.4, 7.2)","(18.0, 30.0, 28.2)","(10.0, 12.0, 11.929824561403509)","(91.0, 110.0, 86.66666666666667)","(3.7, 5.5, 5.372727272727273)","(71.0, 100.0, 89.28571428571429)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 58.15384615384615)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:28.817055,"(5.5, 7.4, 7.2)","(18.0, 30.0, 28.2)","(10.0, 12.0, 11.929824561403509)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.372727272727273)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 58.15384615384615)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:30.305516,"(5.5, 7.4, 7.2)","(18.0, 30.0, 28.2)","(10.0, 12.0, 11.934426229508198)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.372727272727273)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 58.15384615384615)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:32.055512,"(5.5, 7.4, 7.300000000000001)","(18.0, 30.0, 28.2)","(10.0, 12.0, 11.934426229508198)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.4)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 58.15384615384615)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:33.598341,"(5.5, 7.4, 8.350000000000001)","(18.0, 30.0, 28.2)","(10.0, 12.0, 11.815384615384616)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.4)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 69.42857142857143)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:35.139162,"(5.5, 8.8, 8.350000000000001)","(18.0, 30.0, 28.2)","(10.0, 12.0, 11.815384615384616)","(91.0, 110.0, 92.5)","(3.7, 5.5, 5.4)","(71.0, 100.0, 91.42857142857143)","(4.4, 5.3, 5.1125)","(21.0, 75.0, 65.14285714285714)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:36.761282,"(5.5, 8.6, 7.7)","(18.0, 30.0, 28.2)","(10.0, 12.0, 11.450819672131148)","(91.0, 110.0, 92.5)","(3.7, 5.5, 5.4)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.1125)","(21.0, 70.0, 58.666666666666664)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:38.207672,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 11.5, 11.450819672131148)","(91.0, 110.0, 86.66666666666667)","(3.7, 5.5, 5.4)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.1125)","(21.0, 70.0, 54.31578947368421)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:39.604878,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 11.5, 11.450819672131148)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.4)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.1125)","(21.0, 65.0, 56.57142857142857)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:41.000985,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 11.5, 11.450819672131148)","(91.0, 110.0, 96.66666666666667)","(3.7, 5.5, 5.4)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:42.470271,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 12.5, 12.052238805970148)","(91.0, 110.0, 86.66666666666667)","(3.7, 5.5, 5.45)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:44.186823,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 12.5, 12.077464788732394)","(91.0, 110.0, 92.5)","(3.7, 5.5, 5.45)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:45.927254,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 12.5, 12.077464788732394)","(91.0, 110.0, 86.66666666666667)","(3.7, 5.5, 5.45)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:47.470590,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 12.5, 11.911764705882353)","(91.0, 110.0, 98.33333333333333)","(3.7, 5.5, 5.45)","(71.0, 100.0, 92.72727272727272)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:48.996115,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 12.5, 11.861702127659575)","(91.0, 110.0, 98.33333333333333)","(3.7, 5.5, 5.45)","(71.0, 100.0, 92.72727272727272)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:50.529289,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 12.5, 11.38888888888889)","(91.0, 110.0, 98.33333333333333)","(3.7, 5.5, 5.45)","(71.0, 100.0, 90.0)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.771428571428571)","(6.0, 99999, 99990)"
07-12-2022 19:46:51.982548,"(5.5, 8.4, 7.42)","(18.0, 30.0, 28.2)","(10.0, 12.5, 11.293103448275861)","(91.0, 110.0, 98.33333333333333)","(3.7, 5.5, 5.9)","(71.0, 100.0, 90.0)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.75)","(6.0, 99999, 99990)"
07-12-2022 19:46:53.433056,"(5.5, 8.0, 7.6)","(18.0, 30.0, 28.2)","(10.0, 12.5, 11.293103448275861)","(91.0, 110.0, 90.0)","(3.7, 6.0, 5.681818181818182)","(71.0, 100.0, 93.63636363636363)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.75)","(6.0, 99999, 99990)"
07-12-2022 19:46:54.856602,"(5.5, 8.0, 7.8999999999999995)","(18.0, 30.0, 28.2)","(10.0, 12.5, 11.339285714285715)","(91.0, 110.0, 90.0)","(3.7, 6.0, 5.75)","(71.0, 100.0, 93.63636363636363)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.633333333333334)","(6.0, 99999, 99990)"
07-12-2022 19:46:56.274715,"(5.5, 8.2, 7.514285714285714)","(18.0, 30.0, 30.6)","(10.0, 12.5, 11.339285714285715)","(91.0, 110.0, 98.33333333333333)","(3.7, 6.0, 5.75)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.1125)","(21.0, 60.0, 52.0)","(4.8, 4.9, 4.633333333333334)","(6.0, 99999, 99990)"
07-12-2022 19:46:57.651609,"(5.5, 8.2, 7.514285714285714)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.25)","(91.0, 110.0, 98.33333333333333)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.2)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.9, 4.62)","(6.0, 99999, 99990)"
07-12-2022 19:46:59.089050,"(5.5, 8.2, 7.327272727272727)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.25)","(91.0, 110.0, 98.33333333333333)","(3.7, 6.0, 5.9)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.2)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.62)","(6.0, 99999, 99990)"
07-12-2022 19:47:00.526006,"(5.5, 8.2, 7.327272727272727)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.25)","(91.0, 110.0, 92.5)","(3.7, 6.0, 5.9)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.2)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.62)","(6.0, 99999, 99990)"
07-12-2022 19:47:01.975824,"(5.5, 8.2, 7.327272727272727)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.25)","(91.0, 110.0, 106.19047619047619)","(3.7, 6.0, 5.9)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.2)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.62)","(6.0, 99999, 99990)"
07-12-2022 19:47:03.466515,"(5.5, 8.2, 7.327272727272727)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.25)","(91.0, 110.0, 90.0)","(3.7, 6.0, 5.9)","(71.0, 100.0, 91.42857142857143)","(4.4, 5.3, 5.2)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:04.957914,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.2)","(91.0, 110.0, 102.5)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:06.402449,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.2)","(91.0, 110.0, 101.42857142857143)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:07.811262,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.2)","(91.0, 110.0, 101.42857142857143)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:09.234158,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.2)","(91.0, 110.0, 100.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:10.708422,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.2)","(91.0, 110.0, 98.33333333333333)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 79.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.656)","(6.0, 99999, 99990)"
07-12-2022 19:47:12.202789,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.2)","(91.0, 110.0, 98.33333333333333)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 88.33333333333333)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.656)","(6.0, 99999, 99990)"
07-12-2022 19:47:13.685641,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.153846153846153)","(91.0, 110.0, 93.33333333333333)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 91.42857142857143)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:15.164512,"(5.5, 8.2, 7.514285714285714)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.25)","(91.0, 110.0, 93.33333333333333)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 95.0)","(4.4, 5.3, 5.262962962962963)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.628571428571428)","(6.0, 99999, 99990)"
07-12-2022 19:47:16.594112,"(5.5, 8.2, 7.514285714285714)","(18.0, 36.0, 30.285714285714285)","(10.0, 12.5, 11.25)","(91.0, 110.0, 98.33333333333333)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 91.66666666666667)","(4.4, 5.3, 5.262962962962963)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.628571428571428)","(6.0, 99999, 99990)"
07-12-2022 19:47:17.981610,"(5.5, 8.2, 7.514285714285714)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.25)","(91.0, 110.0, 95.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.262962962962963)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.628571428571428)","(6.0, 99999, 99990)"
07-12-2022 19:47:19.413591,"(5.5, 8.2, 7.514285714285714)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.2)","(91.0, 110.0, 95.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.628571428571428)","(6.0, 99999, 99990)"
07-12-2022 19:47:20.873865,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.2)","(91.0, 110.0, 98.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 79.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.628571428571428)","(6.0, 99999, 99990)"
07-12-2022 19:47:22.344044,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.2)","(91.0, 110.0, 98.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 76.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.725)","(6.0, 99999, 99990)"
07-12-2022 19:47:23.883953,"(5.5, 8.2, 7.449999999999999)","(18.0, 36.0, 30.0)","(10.0, 12.5, 11.2)","(91.0, 110.0, 110.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 88.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.8, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:25.401820,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.2)","(81.0, 120.0, 106.66666666666667)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 88.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 42.857142857142854)","(4.6, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:26.799836,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.2)","(81.0, 120.0, 106.66666666666667)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:28.167692,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.2)","(81.0, 120.0, 106.66666666666667)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 85.0)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.7437499999999995)","(6.0, 99999, 99990)"
07-12-2022 19:47:29.546999,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.2)","(81.0, 120.0, 106.66666666666667)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 88.75)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.752631578947368)","(6.0, 99999, 99990)"
07-12-2022 19:47:30.910541,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.2)","(81.0, 120.0, 106.66666666666667)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 88.75)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.752631578947368)","(6.0, 99999, 99990)"
07-12-2022 19:47:32.273941,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.2)","(81.0, 120.0, 108.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 84.0909090909091)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.752631578947368)","(6.0, 99999, 99990)"
07-12-2022 19:47:33.664997,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.2)","(81.0, 120.0, 117.6)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 84.0909090909091)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.752631578947368)","(6.0, 99999, 99990)"
07-12-2022 19:47:35.158300,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.2)","(81.0, 120.0, 106.15384615384616)","(3.7, 6.0, 5.907692307692308)","(71.0, 100.0, 83.88888888888889)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.752631578947368)","(6.0, 99999, 99990)"
07-12-2022 19:47:36.638293,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.2)","(81.0, 110.0, 106.15384615384616)","(3.7, 6.0, 5.907692307692308)","(71.0, 95.0, 78.33333333333333)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:38.083071,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.2)","(81.0, 110.0, 80.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 95.0, 81.66666666666667)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:39.493198,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.2)","(81.0, 110.0, 92.0)","(3.7, 6.0, 5.907692307692308)","(71.0, 90.0, 81.66666666666667)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:40.901393,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.2)","(81.0, 110.0, 72.5)","(3.7, 6.0, 5.907692307692308)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:42.245717,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.339285714285715)","(81.0, 110.0, 101.37931034482759)","(3.7, 6.0, 5.907692307692308)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.3, 5.14)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:43.613445,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.339285714285715)","(81.0, 110.0, 106.15384615384616)","(3.7, 6.0, 5.907692307692308)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.3, 5.22)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:45.018021,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.285714285714285)","(9.0, 12.5, 11.339285714285715)","(81.0, 110.0, 106.15384615384616)","(3.7, 6.0, 5.907692307692308)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.3, 5.22)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:46.484705,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.339285714285715)","(81.0, 110.0, 81.875)","(3.7, 6.0, 5.907692307692308)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.3, 5.22)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:48.144795,"(5.5, 8.2, 7.449999999999999)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.339285714285715)","(81.0, 110.0, 81.875)","(3.7, 6.0, 5.890909090909091)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.3, 5.22)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:49.721112,"(5.5, 8.2, 7.6)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.38888888888889)","(81.0, 110.0, 77.85714285714286)","(3.7, 6.0, 5.890909090909091)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.3, 4.690909090909091)","(21.0, 60.0, 46.666666666666664)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:51.329076,"(5.5, 8.2, 7.533333333333333)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.38888888888889)","(81.0, 110.0, 87.5)","(3.7, 6.0, 5.758333333333334)","(71.0, 90.0, 81.66666666666667)","(4.4, 4.7, 4.690909090909091)","(21.0, 60.0, 50.0)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:52.952986,"(5.5, 8.6, 7.7)","(20.0, 36.0, 30.0)","(9.0, 12.5, 11.38888888888889)","(81.0, 110.0, 98.57142857142857)","(3.7, 6.4, 5.95)","(71.0, 90.0, 81.66666666666667)","(4.4, 4.7, 4.690909090909091)","(21.0, 60.0, 53.333333333333336)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:54.653800,"(5.5, 8.4, 7.42)","(20.0, 36.0, 30.75)","(9.0, 12.5, 11.38888888888889)","(81.0, 110.0, 100.0)","(3.7, 6.2, 6.04375)","(71.0, 90.0, 81.66666666666667)","(4.4, 4.7, 4.690909090909091)","(21.0, 60.0, 46.5)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:56.144413,"(5.5, 8.4, 7.42)","(20.0, 36.0, 30.75)","(9.0, 12.5, 11.38888888888889)","(81.0, 110.0, 98.57142857142857)","(3.7, 6.2, 6.04375)","(71.0, 90.0, 81.66666666666667)","(4.4, 4.7, 4.690909090909091)","(21.0, 60.0, 46.5)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:57.690036,"(5.5, 8.4, 8.073333333333334)","(20.0, 36.0, 30.75)","(9.0, 12.5, 11.5625)","(81.0, 110.0, 98.75)","(3.7, 6.2, 6.084615384615385)","(71.0, 90.0, 81.66666666666667)","(4.4, 4.7, 4.690909090909091)","(21.0, 60.0, 46.5)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:47:59.156428,"(5.5, 8.4, 7.5600000000000005)","(20.0, 36.0, 30.75)","(9.0, 12.5, 11.5625)","(81.0, 110.0, 98.75)","(3.7, 6.2, 6.1347826086956525)","(71.0, 90.0, 81.66666666666667)","(4.4, 4.7, 4.694285714285715)","(21.0, 60.0, 46.5)","(4.6, 4.8, 4.65)","(6.0, 99999, 99990)"
07-12-2022 19:48:00.875818,"(5.5, 8.4, 7.527272727272727)","(20.0, 36.0, 30.75)","(9.0, 12.5, 11.2)","(81.0, 110.0, 89.54545454545455)","(3.7, 6.2, 6.144444444444445)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.2, 4.8)","(21.0, 60.0, 44.25)","(4.6, 4.8, 4.71)","(6.0, 99999, 99990)"
07-12-2022 19:48:02.426643,"(5.5, 8.4, 7.527272727272727)","(20.0, 36.0, 31.0)","(9.0, 12.5, 11.25)","(81.0, 110.0, 76.66666666666667)","(3.7, 6.2, 6.144444444444445)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.2, 5.133333333333334)","(21.0, 60.0, 44.166666666666664)","(4.6, 4.8, 4.71)","(6.0, 99999, 99990)"
07-12-2022 19:48:03.993223,"(5.5, 8.4, 7.5)","(20.0, 36.0, 31.0)","(9.0, 12.5, 11.846153846153847)","(81.0, 110.0, 76.66666666666667)","(3.7, 6.2, 6.128571428571429)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.2, 4.833333333333333)","(21.0, 55.0, 44.166666666666664)","(4.6, 4.8, 4.6909090909090905)","(6.0, 99999, 99990)"
07-12-2022 19:48:05.617149,"(5.5, 8.4, 7.926315789473684)","(20.0, 36.0, 31.0)","(9.0, 12.0, 11.846153846153847)","(81.0, 110.0, 85.0)","(3.7, 6.2, 6.1230769230769235)","(71.0, 90.0, 76.11111111111111)","(4.4, 5.1, 4.833333333333333)","(21.0, 55.0, 45.25)","(4.6, 4.8, 4.6909090909090905)","(6.0, 99999, 99990)"
