,Marcher,Our Frankie,Lady Chartwell,Northern Impact,Cynic,Cristalino,Donnacan,Giddy Gans Joy
09-01-2023 14:07:55.333756,"(21.0, 32.0, 31.81818181818182)","(1.8, 1.94, 1.9379545454545455)","(7.5, 10.5, 10.036585365853659)","(6.0, 10.0, 9.68)","(13.0, 16.5, 15.333333333333334)","(7.0, 8.8, 8.666666666666666)","(14.0, 24.0, 23.1)","(41.0, 55.0, 53.1578947368421)"
09-01-2023 14:07:56.655394,"(21.0, 32.0, 31.75)","(1.8, 1.94, 1.9486666666666665)","(7.5, 10.5, 9.97872340425532)","(6.0, 9.8, 9.650574712643678)","(13.0, 15.5, 14.785714285714286)","(7.0, 8.8, 8.72)","(14.0, 24.0, 23.05263157894737)","(41.0, 55.0, 53.05555555555556)"
09-01-2023 14:07:57.933945,"(21.0, 32.0, 31.75)","(1.8, 1.95, 1.9486666666666665)","(7.5, 10.5, 9.968)","(6.0, 10.0, 9.650574712643678)","(13.0, 16.5, 14.785714285714286)","(7.0, 8.8, 8.72)","(14.0, 24.0, 22.90909090909091)","(41.0, 55.0, 53.05555555555556)"
09-01-2023 14:07:59.092212,"(21.0, 32.0, 31.75)","(1.8, 1.95, 1.9375510204081632)","(7.5, 10.5, 9.968)","(6.0, 10.0, 9.758730158730158)","(13.0, 16.5, 14.789473684210526)","(7.0, 8.8, 8.72)","(14.0, 24.0, 23.05263157894737)","(41.0, 55.0, 53.05555555555556)"
09-01-2023 14:08:00.152521,"(21.0, 32.0, 31.75)","(1.8, 1.94, 1.9376)","(7.5, 10.5, 9.968)","(6.0, 10.0, 9.758730158730158)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.8, 8.72)","(14.0, 24.0, 23.05263157894737)","(41.0, 55.0, 53.05555555555556)"
09-01-2023 14:08:01.198671,"(21.0, 32.0, 31.75)","(1.8, 1.94, 1.938448275862069)","(7.5, 10.5, 9.97872340425532)","(6.0, 9.8, 9.785185185185187)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.8, 8.68)","(14.0, 24.0, 23.0)","(41.0, 55.0, 52.5)"
09-01-2023 14:08:02.368037,"(21.0, 32.0, 31.75)","(1.8, 1.94, 1.938448275862069)","(7.5, 10.5, 10.083333333333334)","(6.0, 9.8, 9.766666666666667)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.8, 8.68)","(14.0, 24.0, 23.0)","(41.0, 55.0, 52.5)"
09-01-2023 14:08:03.537336,"(21.0, 32.0, 31.555555555555557)","(1.8, 1.94, 1.9387837837837838)","(7.5, 10.5, 10.083333333333334)","(6.0, 9.8, 9.766666666666667)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.8, 8.68)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 52.5)"
09-01-2023 14:08:04.633831,"(21.0, 32.0, 31.555555555555557)","(1.8, 1.94, 1.9393749999999998)","(7.5, 10.5, 10.083333333333334)","(6.0, 9.8, 9.766666666666667)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.8, 8.68)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 52.5)"
09-01-2023 14:08:05.687406,"(21.0, 32.0, 31.555555555555557)","(1.8, 1.94, 1.9393749999999998)","(7.5, 10.5, 10.083333333333334)","(6.0, 9.8, 9.766666666666667)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.8, 8.426415094339623)","(14.0, 23.0, 23.625)","(41.0, 55.0, 52.5)"
09-01-2023 14:08:06.734403,"(21.0, 32.0, 31.81818181818182)","(1.8, 1.96, 1.9551923076923077)","(7.5, 10.5, 10.083333333333334)","(6.0, 9.8, 9.787878787878789)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.6, 8.426415094339623)","(14.0, 24.0, 23.625)","(41.0, 55.0, 53.18181818181818)"
09-01-2023 14:08:07.820999,"(21.0, 32.0, 31.81818181818182)","(1.8, 1.97, 1.9606586826347305)","(7.5, 10.5, 10.083333333333334)","(6.0, 9.8, 9.772413793103448)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.336842105263157)","(14.0, 24.0, 23.625)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:08.869213,"(21.0, 32.0, 31.81818181818182)","(1.8, 1.97, 1.9308910891089108)","(7.5, 10.5, 10.083333333333334)","(6.0, 9.8, 9.772413793103448)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.32)","(14.0, 24.0, 23.55)","(41.0, 55.0, 52.23076923076923)"
09-01-2023 14:08:09.939096,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.9308910891089108)","(7.5, 10.5, 10.073170731707316)","(6.0, 9.8, 9.772413793103448)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.32)","(14.0, 24.0, 23.55)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:11.378197,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.9308910891089108)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.28)","(14.0, 24.0, 23.25)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:12.648897,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.9308910891089108)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.28)","(14.0, 24.0, 23.25)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:14.023588,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.9308910891089108)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(13.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.325000000000001)","(14.0, 24.0, 23.25)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:15.090975,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.93358024691358)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(12.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.325000000000001)","(14.0, 24.0, 23.25)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:16.192916,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.93358024691358)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(12.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.325000000000001)","(14.0, 24.0, 23.25)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:17.445087,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.93358024691358)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(12.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.133333333333333)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:18.664505,"(21.0, 32.0, 31.80952380952381)","(1.8, 1.97, 1.9326582278481013)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(12.0, 16.5, 14.694444444444445)","(7.0, 8.4, 8.133333333333333)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:19.734284,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.97, 1.9326582278481013)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(12.0, 16.5, 14.694444444444445)","(7.0, 8.4, 7.992857142857143)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:20.822577,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9432258064516128)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.772413793103448)","(12.0, 16.5, 14.694444444444445)","(7.0, 8.0, 8.133333333333333)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:21.903415,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9521212121212121)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.772413793103448)","(12.0, 16.5, 14.694444444444445)","(7.0, 8.6, 8.133333333333333)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:23.047771,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9564444444444444)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.771428571428572)","(12.0, 16.5, 14.811688311688311)","(7.0, 8.6, 8.114285714285714)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:24.156834,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9564444444444444)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.771428571428572)","(12.0, 16.5, 14.811688311688311)","(7.0, 8.6, 8.114285714285714)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:25.195824,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9564444444444444)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.771428571428572)","(12.0, 16.5, 14.811688311688311)","(7.0, 8.6, 8.114285714285714)","(14.0, 24.0, 23.181818181818183)","(41.0, 55.0, 52.142857142857146)"
09-01-2023 14:08:26.228159,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9564444444444444)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.771428571428572)","(12.0, 16.5, 14.766666666666667)","(7.0, 8.6, 8.114285714285714)","(14.0, 24.0, 23.0)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:27.288693,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9564444444444444)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.771428571428572)","(12.0, 16.5, 14.875)","(7.0, 8.6, 8.114285714285714)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:28.403181,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9580487804878048)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.771428571428572)","(12.0, 16.5, 14.875)","(7.0, 8.6, 8.114285714285714)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:29.479490,"(21.0, 32.0, 31.846153846153847)","(1.8, 1.96, 1.9580487804878048)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.78688524590164)","(12.0, 16.5, 14.811688311688311)","(7.0, 8.6, 8.22857142857143)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:30.520142,"(21.0, 32.0, 31.870967741935484)","(1.8, 1.96, 1.9580487804878048)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.711764705882354)","(12.0, 16.5, 14.811688311688311)","(7.0, 8.4, 8.22857142857143)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:31.661100,"(21.0, 32.0, 31.870967741935484)","(1.8, 1.99, 1.948673469387755)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.5, 14.642857142857142)","(7.0, 8.4, 8.34375)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:32.714919,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9731914893617022)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.5, 14.669014084507042)","(7.0, 8.4, 8.347058823529412)","(14.0, 24.0, 22.857142857142858)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:33.761484,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9634482758620688)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.5, 14.669014084507042)","(7.0, 8.4, 8.347058823529412)","(14.0, 24.0, 22.615384615384617)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:34.991922,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9634482758620688)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.5, 14.95)","(7.0, 8.4, 8.347826086956522)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:36.122514,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9634482758620688)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.16304347826087)","(7.0, 8.4, 8.22857142857143)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:37.217986,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9634482758620688)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 14.5, 14.12992125984252)","(7.0, 8.4, 8.290909090909091)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:38.302289,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9634482758620688)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 14.5, 15.454545454545455)","(7.0, 8.6, 8.305263157894736)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:39.367852,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9634482758620688)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 15.454545454545455)","(7.0, 8.6, 8.305263157894736)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.0)"
09-01-2023 14:08:40.440127,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 15.454545454545455)","(7.0, 8.6, 8.305263157894736)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.666666666666664)"
09-01-2023 14:08:41.453455,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.666666666666664)"
09-01-2023 14:08:42.481601,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.666666666666664)"
09-01-2023 14:08:43.493187,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.666666666666664)"
09-01-2023 14:08:44.527637,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.666666666666664)"
09-01-2023 14:08:45.621833,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.666666666666664)"
09-01-2023 14:08:46.725387,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 51.666666666666664)"
09-01-2023 14:08:47.805693,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 48.333333333333336)"
09-01-2023 14:08:48.842418,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 52.77777777777778)"
09-01-2023 14:08:49.848625,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.96125)","(7.5, 10.5, 10.064102564102564)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.941176470588236)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 55.0, 52.77777777777778)"
09-01-2023 14:08:50.999355,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9509302325581395)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.65)","(12.0, 16.0, 15.28)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:52.038452,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9509302325581395)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.894736842105264)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:53.099494,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9509302325581395)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.65)","(12.0, 16.0, 14.894736842105264)","(7.0, 8.6, 8.399999999999999)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:54.105562,"(21.0, 32.0, 31.705882352941178)","(1.8, 1.98, 1.9572727272727273)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.65)","(12.0, 16.0, 15.760683760683762)","(7.0, 8.6, 8.472727272727273)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:55.123755,"(21.0, 32.0, 31.5)","(1.8, 1.98, 1.9572727272727273)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.65)","(12.0, 16.0, 15.775862068965518)","(7.0, 8.8, 8.472727272727273)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:56.191290,"(21.0, 32.0, 31.5)","(1.8, 1.98, 1.9601587301587302)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.65)","(12.0, 16.0, 15.277777777777779)","(7.0, 8.8, 8.472727272727273)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:57.262547,"(21.0, 32.0, 31.5)","(1.8, 1.98, 1.9601587301587302)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.65)","(12.0, 16.0, 15.277777777777779)","(7.0, 8.8, 8.472727272727273)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:58.310740,"(21.0, 32.0, 31.5)","(1.8, 1.98, 1.9601587301587302)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.623076923076923)","(12.0, 16.0, 14.5)","(7.0, 8.8, 8.472727272727273)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:08:59.406937,"(21.0, 32.0, 31.5)","(1.8, 1.96, 1.9547826086956521)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.623076923076923)","(12.0, 14.5, 15.768595041322314)","(7.0, 8.8, 8.6)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.42857142857143)"
09-01-2023 14:09:00.486555,"(21.0, 32.0, 31.5)","(1.8, 1.95, 1.9465217391304348)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.623076923076923)","(12.0, 16.0, 15.85)","(7.0, 8.8, 8.542857142857143)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 57.368421052631575)"
09-01-2023 14:09:01.576268,"(21.0, 32.0, 31.5)","(1.8, 1.95, 1.9438461538461538)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.605633802816902)","(12.0, 15.0, 14.8)","(7.0, 8.8, 8.622222222222224)","(14.0, 24.0, 21.75)","(41.0, 60.0, 55.5)"
09-01-2023 14:09:02.680577,"(21.0, 32.0, 31.5)","(1.8, 1.95, 1.9438461538461538)","(7.5, 10.5, 10.014285714285714)","(6.0, 9.8, 9.605633802816902)","(12.0, 15.0, 14.8)","(7.0, 8.8, 8.012537313432835)","(14.0, 24.0, 22.285714285714285)","(41.0, 60.0, 55.5)"
09-01-2023 14:09:03.725363,"(21.0, 32.0, 31.5)","(1.8, 1.95, 1.947674418604651)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.605633802816902)","(12.0, 15.0, 14.8)","(7.0, 8.2, 8.010843373493977)","(14.0, 24.0, 22.153846153846153)","(41.0, 60.0, 56.875)"
09-01-2023 14:09:04.796402,"(21.0, 32.0, 31.583333333333332)","(1.8, 1.92, 1.913261296660118)","(7.5, 10.5, 10.113636363636363)","(6.0, 9.8, 9.63953488372093)","(12.0, 15.0, 14.9)","(7.0, 8.2, 8.016909620991253)","(14.0, 24.0, 22.285714285714285)","(41.0, 60.0, 56.875)"
09-01-2023 14:09:05.871388,"(21.0, 34.0, 32.21052631578947)","(1.8, 1.92, 1.9129999999999998)","(7.5, 10.5, 10.075)","(6.0, 9.8, 9.63953488372093)","(12.0, 15.0, 14.9)","(7.0, 8.2, 8.016909620991253)","(14.0, 24.0, 22.5)","(41.0, 60.0, 57.333333333333336)"
09-01-2023 14:09:06.861960,"(21.0, 34.0, 32.96774193548387)","(1.8, 1.92, 1.9010041841004184)","(7.5, 10.5, 10.097560975609756)","(6.0, 9.8, 9.650746268656716)","(12.0, 15.0, 14.944444444444445)","(7.0, 8.2, 8.009726443768997)","(14.0, 23.0, 22.944444444444443)","(41.0, 60.0, 57.333333333333336)"
09-01-2023 14:09:07.876048,"(21.0, 34.0, 33.13513513513514)","(1.8, 1.92, 1.9010833333333332)","(7.5, 10.5, 10.076923076923077)","(6.0, 9.8, 9.640816326530611)","(12.0, 16.0, 14.734375)","(7.0, 8.2, 8.015686274509804)","(14.0, 24.0, 23.22222222222222)","(41.0, 55.0, 53.92857142857143)"
09-01-2023 14:09:08.900509,"(21.0, 34.0, 33.1578947368421)","(1.8, 1.91, 1.909191919191919)","(7.5, 10.5, 10.2421875)","(6.0, 9.8, 9.655555555555555)","(12.0, 15.0, 14.91304347826087)","(7.0, 8.2, 8.021969696969697)","(14.0, 24.0, 23.5)","(41.0, 55.0, 54.0)"
09-01-2023 14:09:09.964462,"(21.0, 34.0, 33.17948717948718)","(1.8, 1.91, 1.9017061611374406)","(7.5, 10.5, 10.194444444444445)","(6.0, 9.8, 9.67)","(12.0, 15.0, 14.91304347826087)","(7.0, 8.2, 8.021969696969697)","(14.0, 24.0, 23.5)","(41.0, 55.0, 54.0)"
09-01-2023 14:09:11.038416,"(21.0, 34.0, 33.23809523809524)","(1.8, 1.91, 1.9052298850574712)","(7.5, 10.5, 10.18918918918919)","(6.0, 9.8, 9.677777777777777)","(12.0, 15.0, 14.884297520661157)","(7.0, 8.2, 8.007792207792209)","(14.0, 24.0, 23.307692307692307)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:12.119650,"(21.0, 34.0, 33.23529411764706)","(1.8, 1.96, 1.9447761194029851)","(7.5, 10.5, 10.10344827586207)","(6.0, 9.8, 9.636170212765958)","(12.0, 15.0, 14.475)","(7.0, 8.2, 8.007792207792209)","(14.0, 24.0, 23.307692307692307)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:13.188040,"(21.0, 34.0, 33.23529411764706)","(1.8, 1.96, 1.9413559322033898)","(7.5, 10.5, 10.10344827586207)","(6.0, 9.8, 9.636170212765958)","(12.0, 14.5, 14.475)","(7.0, 8.2, 8.007792207792209)","(14.0, 24.0, 23.307692307692307)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:14.304338,"(21.0, 34.0, 33.23529411764706)","(1.8, 1.96, 1.942394366197183)","(7.5, 10.5, 10.10344827586207)","(6.0, 9.8, 9.636170212765958)","(12.0, 14.5, 14.475)","(7.0, 8.2, 8.007792207792209)","(14.0, 24.0, 23.307692307692307)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:15.492969,"(21.0, 34.0, 33.31578947368421)","(1.8, 1.96, 1.942394366197183)","(7.5, 10.5, 10.10344827586207)","(6.0, 9.8, 9.636170212765958)","(12.0, 14.5, 14.475)","(7.0, 8.2, 8.007792207792209)","(14.0, 24.0, 23.1)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:16.601615,"(21.0, 34.0, 33.31578947368421)","(1.8, 1.96, 1.942394366197183)","(7.5, 10.5, 10.10344827586207)","(6.0, 9.8, 9.653333333333332)","(12.0, 14.5, 14.475)","(7.0, 8.2, 7.892733564013841)","(14.0, 24.0, 23.1)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:17.685149,"(21.0, 34.0, 33.31578947368421)","(1.8, 1.93, 1.9131944444444444)","(7.5, 10.5, 10.161764705882353)","(6.0, 9.8, 9.653333333333332)","(12.0, 14.5, 14.419117647058824)","(7.0, 8.2, 7.907894736842105)","(14.0, 24.0, 23.1)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:18.773877,"(21.0, 34.0, 33.4468085106383)","(1.8, 1.93, 1.9139202657807308)","(7.5, 10.5, 10.2125)","(6.0, 9.8, 9.653333333333332)","(12.0, 14.5, 14.39041095890411)","(7.0, 8.2, 7.869888475836431)","(14.0, 24.0, 23.1)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:19.872651,"(21.0, 34.0, 33.4468085106383)","(1.8, 1.93, 1.9139202657807308)","(7.5, 10.5, 10.180555555555555)","(6.0, 9.8, 9.653333333333332)","(12.0, 14.5, 14.39041095890411)","(7.0, 8.2, 7.869888475836431)","(14.0, 24.0, 23.1)","(41.0, 55.0, 54.583333333333336)"
09-01-2023 14:09:20.948264,"(21.0, 34.0, 33.4468085106383)","(1.8, 1.93, 1.9139202657807308)","(7.5, 10.5, 10.180555555555555)","(6.0, 9.8, 9.653333333333332)","(12.0, 14.5, 14.483870967741936)","(7.0, 8.2, 8.005714285714285)","(14.0, 24.0, 23.533333333333335)","(41.0, 55.0, 58.0)"
09-01-2023 14:09:22.012642,"(21.0, 34.0, 33.65853658536585)","(1.8, 1.93, 1.9119402985074625)","(7.5, 10.5, 10.3125)","(6.0, 9.8, 9.675247524752475)","(12.0, 14.5, 14.483870967741936)","(7.0, 8.2, 8.005714285714285)","(14.0, 24.0, 23.533333333333335)","(41.0, 60.0, 58.125)"
09-01-2023 14:09:23.132002,"(21.0, 34.0, 33.65853658536585)","(1.8, 1.93, 1.911850533807829)","(7.5, 10.5, 10.333333333333334)","(6.0, 9.8, 9.60909090909091)","(12.0, 14.5, 14.483870967741936)","(7.0, 8.2, 8.005714285714285)","(14.0, 24.0, 23.533333333333335)","(41.0, 60.0, 58.75)"
