,Mr Valentine,Lamancha,Dynamic,Kasatkina,Call Me Elf,Tiggerlong Al
10-01-2023 14:28:20.386746,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.8500000000000005)","(9.0, 13.5, 12.428571428571429)","(14.0, 24.0, 20.666666666666668)","(2.8, 3.2, 3.0615384615384618)","(5.0, 8.0, 7.847619047619047)"
10-01-2023 14:28:21.557598,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.8500000000000005)","(9.0, 13.5, 12.428571428571429)","(14.0, 24.0, 20.653061224489797)","(2.8, 3.2, 3.042105263157895)","(5.0, 8.0, 7.847619047619047)"
10-01-2023 14:28:22.670608,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.814285714285715)","(9.0, 13.5, 12.428571428571429)","(14.0, 24.0, 20.862745098039216)","(2.8, 3.2, 3.042105263157895)","(5.0, 8.0, 7.816666666666666)"
10-01-2023 14:28:23.630222,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.814285714285715)","(9.0, 13.5, 12.428571428571429)","(14.0, 24.0, 20.862745098039216)","(2.8, 3.2, 3.042105263157895)","(5.0, 8.0, 7.8769230769230765)"
10-01-2023 14:28:24.660590,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.814285714285715)","(9.0, 13.5, 12.428571428571429)","(14.0, 24.0, 20.862745098039216)","(2.8, 3.2, 3.042105263157895)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:25.679832,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.814285714285715)","(9.0, 13.5, 12.428571428571429)","(14.0, 24.0, 20.862745098039216)","(2.8, 3.2, 3.042105263157895)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:26.805242,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.814285714285715)","(9.0, 13.5, 12.428571428571429)","(14.0, 24.0, 21.6)","(2.8, 3.2, 3.0441176470588234)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:27.910464,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.8500000000000005)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.571428571428573)","(2.7, 3.15, 3.0115384615384615)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:28.994158,"(3.7, 4.8, 4.623529411764705)","(4.2, 4.9, 4.814285714285715)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.26923076923077)","(2.7, 3.15, 3.022222222222222)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:30.026944,"(3.7, 4.8, 4.623529411764705)","(4.2, 4.9, 4.864705882352942)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 20.63157894736842)","(2.7, 3.1, 3.021875)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:31.111155,"(3.7, 4.8, 4.623529411764705)","(4.2, 4.9, 4.864705882352942)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.42105263157895)","(2.7, 3.1, 3.0107142857142857)","(5.0, 8.0, 7.8769230769230765)"
10-01-2023 14:28:32.264699,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.875)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.42105263157895)","(2.7, 3.1, 3.003846153846154)","(5.0, 8.0, 7.8769230769230765)"
10-01-2023 14:28:33.489508,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.875)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.42105263157895)","(2.7, 3.1, 3.009375)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:34.455573,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.875)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.42105263157895)","(2.7, 3.1, 3.0035714285714286)","(5.0, 8.0, 7.896774193548387)"
10-01-2023 14:28:35.562015,"(3.7, 4.8, 4.6049999999999995)","(4.2, 4.9, 4.875)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.42105263157895)","(2.7, 3.1, 3.0035714285714286)","(5.0, 8.0, 7.933333333333334)"
10-01-2023 14:28:36.803244,"(3.7, 4.8, 4.623529411764705)","(4.2, 4.9, 4.85)","(9.0, 13.5, 12.346153846153847)","(14.0, 23.0, 21.26923076923077)","(2.7, 3.1, 2.9842857142857144)","(5.0, 8.0, 7.972093023255814)"
10-01-2023 14:28:37.931971,"(3.7, 4.8, 4.623529411764705)","(4.2, 5.0, 4.83125)","(9.0, 13.5, 12.428571428571429)","(14.0, 23.0, 21.043478260869566)","(2.7, 3.1, 2.9842857142857144)","(5.0, 8.0, 9.066666666666666)"
10-01-2023 14:28:39.163774,"(3.7, 4.8, 4.6049999999999995)","(4.2, 5.0, 4.83125)","(9.0, 13.5, 12.3)","(14.0, 23.0, 22.0625)","(2.7, 3.1, 2.9727272727272727)","(5.0, 9.2, 8.733333333333333)"
10-01-2023 14:28:40.386860,"(3.7, 4.8, 4.6049999999999995)","(4.2, 5.0, 4.85)","(9.0, 13.5, 12.3)","(14.0, 23.0, 22.0625)","(2.7, 3.1, 2.9838709677419355)","(5.5, 9.2, 8.56)"
10-01-2023 14:28:41.458358,"(3.7, 4.8, 4.6049999999999995)","(4.2, 5.0, 4.85)","(9.0, 13.5, 12.3)","(14.0, 23.0, 22.333333333333332)","(2.7, 3.1, 2.9838709677419355)","(5.5, 9.2, 8.635294117647058)"
10-01-2023 14:28:42.575219,"(3.7, 4.8, 4.6049999999999995)","(4.2, 5.0, 4.85)","(9.0, 13.5, 12.5625)","(14.0, 23.0, 22.333333333333332)","(2.7, 3.1, 2.9838709677419355)","(5.5, 9.2, 8.763636363636364)"
10-01-2023 14:28:43.667709,"(3.7, 4.8, 4.6049999999999995)","(4.2, 5.0, 4.83125)","(9.0, 13.5, 12.25)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.1, 2.971052631578947)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:44.710053,"(3.7, 4.8, 4.644)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.25)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.1, 2.944074074074074)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:45.729222,"(3.7, 4.8, 4.644)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.25)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9513793103448274)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:46.836701,"(3.7, 4.8, 4.644)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.25)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9513793103448274)","(5.5, 9.2, 8.763636363636364)"
10-01-2023 14:28:47.942024,"(3.7, 4.8, 4.644)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.25)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.944489795918367)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:49.042740,"(3.7, 4.8, 4.644)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.38888888888889)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.944489795918367)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:50.124879,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.38888888888889)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.944489795918367)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:51.151152,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.38888888888889)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9422916666666667)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:52.229111,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.38888888888889)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9422916666666667)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:53.348074,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.38888888888889)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9422916666666667)","(5.5, 9.2, 8.808163265306122)"
10-01-2023 14:28:54.446091,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.38888888888889)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9422916666666667)","(5.5, 9.2, 8.9)"
10-01-2023 14:28:55.502741,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 12.25)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9422916666666667)","(5.5, 9.2, 8.9)"
10-01-2023 14:28:56.587415,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.872727272727273)","(9.0, 13.5, 11.54054054054054)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9499999999999997)","(5.5, 9.2, 8.75)"
10-01-2023 14:28:57.755992,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.8950000000000005)","(9.0, 13.5, 11.54054054054054)","(14.0, 23.0, 22.466666666666665)","(2.7, 3.05, 2.9947368421052634)","(5.5, 9.2, 9.055172413793104)"
10-01-2023 14:28:58.844030,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.854054054054054)","(9.0, 13.5, 11.973684210526315)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.0, 2.9660714285714285)","(5.5, 9.2, 9.055172413793104)"
10-01-2023 14:28:59.895161,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.854054054054054)","(9.0, 13.5, 11.973684210526315)","(14.0, 23.0, 22.419354838709676)","(2.7, 3.05, 2.9227083333333335)","(5.5, 9.2, 9.088888888888889)"
10-01-2023 14:29:00.943140,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.854054054054054)","(9.0, 13.5, 11.973684210526315)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.9227083333333335)","(5.5, 9.2, 9.088888888888889)"
10-01-2023 14:29:01.984893,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.854054054054054)","(9.0, 13.5, 11.973684210526315)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.9227083333333335)","(5.5, 9.2, 9.09090909090909)"
10-01-2023 14:29:02.934945,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.854054054054054)","(9.0, 13.5, 12.012820512820513)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.9227083333333335)","(5.5, 9.2, 9.09090909090909)"
10-01-2023 14:29:03.991553,"(3.7, 4.8, 4.663636363636363)","(4.2, 4.8, 4.779166666666667)","(9.0, 13.5, 12.676470588235293)","(14.0, 23.0, 22.09090909090909)","(2.7, 3.05, 2.942820512820513)","(5.5, 9.2, 9.05)"
10-01-2023 14:29:05.012095,"(3.7, 4.8, 4.663636363636363)","(4.2, 4.8, 4.779166666666667)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.942820512820513)","(5.5, 9.2, 9.12)"
10-01-2023 14:29:06.008522,"(3.7, 4.8, 4.663636363636363)","(4.2, 4.8, 4.779166666666667)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.9427499999999998)","(5.5, 9.2, 9.092857142857142)"
10-01-2023 14:29:07.031240,"(3.7, 4.8, 4.663636363636363)","(4.2, 4.8, 4.779166666666667)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.9427499999999998)","(5.5, 9.2, 9.104761904761904)"
10-01-2023 14:29:08.141534,"(3.7, 4.8, 4.663636363636363)","(4.2, 4.8, 4.779166666666667)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.9427499999999998)","(5.5, 9.2, 9.104761904761904)"
10-01-2023 14:29:09.244829,"(3.7, 4.8, 4.663636363636363)","(4.2, 4.8, 4.751351351351351)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.9427499999999998)","(5.5, 9.2, 9.104761904761904)"
10-01-2023 14:29:10.393785,"(3.7, 4.8, 4.663636363636363)","(4.2, 5.0, 4.835714285714285)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.92325)","(5.5, 9.2, 9.104761904761904)"
10-01-2023 14:29:11.547236,"(3.7, 4.8, 4.688888888888889)","(4.2, 5.0, 4.835714285714285)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.92325)","(5.5, 9.2, 9.104761904761904)"
10-01-2023 14:29:12.874539,"(3.7, 4.8, 4.688888888888889)","(4.2, 5.0, 4.835714285714285)","(9.0, 13.0, 11.928571428571429)","(14.0, 23.0, 22.047619047619047)","(2.7, 3.05, 2.92325)","(5.5, 9.2, 8.899999999999999)"
10-01-2023 14:29:13.933236,"(3.7, 4.8, 4.688888888888889)","(4.2, 5.0, 4.835714285714285)","(9.0, 13.0, 12.035714285714286)","(14.0, 23.0, 22.09090909090909)","(2.7, 3.05, 2.9473684210526314)","(5.5, 9.2, 9.046153846153846)"
10-01-2023 14:29:15.184975,"(3.7, 4.8, 4.688888888888889)","(4.2, 5.0, 4.889473684210527)","(9.0, 13.0, 12.076923076923077)","(14.0, 23.0, 22.2)","(2.6, 3.05, 2.9345454545454546)","(5.5, 9.2, 9.0)"
10-01-2023 14:29:16.329262,"(3.7, 4.8, 4.688888888888889)","(4.2, 4.9, 4.889473684210527)","(9.0, 13.0, 12.076923076923077)","(14.0, 23.0, 22.2)","(2.6, 2.98, 2.9345454545454546)","(5.5, 9.2, 9.066666666666666)"
10-01-2023 14:29:17.418899,"(3.7, 4.8, 4.688888888888889)","(4.2, 4.9, 4.889473684210527)","(9.0, 13.0, 12.076923076923077)","(14.0, 23.0, 22.23076923076923)","(2.6, 2.98, 2.9163636363636365)","(5.5, 9.2, 9.066666666666666)"
10-01-2023 14:29:18.417405,"(3.7, 4.8, 4.699999999999999)","(4.2, 4.8, 4.75)","(9.0, 13.0, 12.076923076923077)","(14.0, 23.0, 22.23076923076923)","(2.6, 2.98, 2.898064516129032)","(5.5, 9.2, 9.066666666666666)"
10-01-2023 14:29:19.485867,"(3.7, 4.8, 4.6)","(4.2, 4.9, 4.894074074074075)","(9.0, 13.0, 12.5)","(14.0, 23.0, 22.28)","(2.6, 2.92, 2.893)","(5.5, 9.2, 9.02)"
10-01-2023 14:29:20.530391,"(3.7, 4.8, 4.63)","(4.2, 5.0, 4.905555555555556)","(9.0, 12.5, 12.108695652173914)","(14.0, 23.0, 22.28)","(2.6, 2.92, 2.893)","(5.5, 9.2, 9.073684210526316)"
10-01-2023 14:29:21.512213,"(3.7, 4.8, 4.63)","(4.2, 5.0, 4.919047619047619)","(9.0, 12.5, 12.108695652173914)","(14.0, 23.0, 22.28)","(2.6, 2.92, 2.893)","(5.5, 9.2, 9.073684210526316)"
10-01-2023 14:29:22.608771,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.957142857142857)","(9.0, 12.5, 12.017241379310345)","(14.0, 23.0, 22.28)","(2.6, 2.92, 2.88)","(5.5, 9.2, 9.073684210526316)"
10-01-2023 14:29:23.727228,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.957142857142857)","(9.0, 13.0, 12.275862068965518)","(15.0, 23.0, 22.28)","(2.6, 2.92, 2.9045454545454543)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:24.819404,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.957142857142857)","(9.0, 13.0, 12.161764705882353)","(15.0, 23.0, 22.28)","(2.6, 2.94, 2.906086956521739)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:25.992902,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.957142857142857)","(9.0, 13.0, 12.161764705882353)","(15.0, 23.0, 22.28)","(2.6, 2.94, 2.9205)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:27.151344,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.957142857142857)","(9.0, 13.0, 12.161764705882353)","(15.0, 23.0, 22.23076923076923)","(2.6, 2.94, 2.923404255319149)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:28.187945,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.957142857142857)","(9.0, 13.0, 12.161764705882353)","(15.0, 23.0, 22.23076923076923)","(2.6, 2.94, 2.915625)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:29.281770,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.957142857142857)","(9.0, 13.0, 12.161764705882353)","(15.0, 23.0, 22.23076923076923)","(2.6, 2.94, 2.915625)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:30.425611,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.947826086956522)","(9.0, 13.0, 12.161764705882353)","(15.0, 23.0, 22.23076923076923)","(2.6, 2.94, 2.908125)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:31.484467,"(3.7, 4.8, 4.625806451612903)","(4.2, 5.0, 4.947826086956522)","(9.0, 13.0, 12.25)","(15.0, 23.0, 22.23076923076923)","(2.6, 2.94, 2.911578947368421)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:32.449087,"(3.7, 4.7, 4.652941176470589)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.161764705882353)","(15.0, 23.0, 22.23076923076923)","(2.6, 2.92, 2.9228571428571426)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:33.572037,"(3.7, 4.7, 4.618181818181818)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.108108108108109)","(15.0, 23.0, 22.23076923076923)","(2.6, 2.94, 2.910322580645161)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:34.632723,"(3.7, 4.7, 4.623809523809524)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.108108108108109)","(15.0, 23.0, 22.2)","(2.6, 2.98, 2.910322580645161)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:35.610335,"(3.7, 4.7, 4.623809523809524)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.108108108108109)","(15.0, 23.0, 22.2)","(2.6, 2.98, 2.910322580645161)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:36.656326,"(3.7, 4.7, 4.623809523809524)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.175)","(15.0, 23.0, 22.2)","(2.6, 2.98, 2.910322580645161)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:37.758532,"(3.7, 4.7, 4.623809523809524)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.175)","(15.0, 23.0, 22.2)","(2.6, 2.98, 2.910322580645161)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:38.729798,"(3.7, 4.7, 4.623809523809524)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.175)","(15.0, 23.0, 22.2)","(2.6, 2.98, 2.910322580645161)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:39.664087,"(3.7, 4.7, 4.623809523809524)","(4.2, 5.0, 4.980952380952381)","(9.0, 13.0, 12.175)","(15.0, 23.0, 22.071428571428573)","(2.6, 2.98, 2.9458823529411764)","(6.0, 9.2, 9.02)"
10-01-2023 14:29:40.593864,"(3.7, 4.7, 4.555555555555555)","(4.2, 5.0, 4.974074074074074)","(9.0, 12.5, 12.125)","(15.0, 23.0, 22.21212121212121)","(2.6, 2.98, 2.9458823529411764)","(6.0, 9.2, 9.02)"
10-01-2023 14:29:41.495124,"(3.7, 4.7, 4.586956521739131)","(4.2, 5.0, 4.974074074074074)","(9.0, 12.5, 12.05)","(15.0, 23.0, 22.21212121212121)","(2.6, 2.98, 2.9468965517241377)","(6.0, 9.2, 9.02)"
10-01-2023 14:29:42.471779,"(3.7, 4.6, 4.589473684210526)","(4.2, 5.0, 4.980952380952381)","(10.0, 12.5, 12.05)","(15.0, 23.0, 22.27777777777778)","(2.6, 2.98, 2.949333333333333)","(6.5, 9.2, 9.02)"
10-01-2023 14:29:43.620762,"(3.8, 4.7, 4.560714285714286)","(4.2, 5.0, 4.980952380952381)","(10.0, 12.5, 12.314814814814815)","(15.0, 23.0, 22.27777777777778)","(2.6, 2.96, 2.9129411764705884)","(6.5, 9.2, 9.02)"
10-01-2023 14:29:44.700886,"(3.8, 4.6, 4.515384615384615)","(4.2, 5.1, 5.04074074074074)","(10.0, 13.0, 12.258064516129032)","(15.0, 23.0, 22.27777777777778)","(2.6, 2.92, 2.9066666666666667)","(6.5, 9.2, 9.02)"
10-01-2023 14:29:45.647793,"(3.8, 4.6, 4.4875)","(4.2, 5.1, 5.056)","(9.0, 13.0, 12.303030303030303)","(15.0, 23.0, 22.27777777777778)","(2.6, 2.92, 2.906206896551724)","(6.0, 9.2, 9.02)"
10-01-2023 14:29:46.644144,"(3.8, 4.6, 4.4875)","(4.2, 5.2, 5.144)","(9.0, 13.0, 12.258064516129032)","(15.0, 23.0, 22.27777777777778)","(2.6, 2.92, 2.906206896551724)","(6.0, 9.2, 9.02)"
10-01-2023 14:29:47.791900,"(3.8, 4.6, 4.4875)","(4.2, 5.2, 5.1647058823529415)","(9.0, 13.0, 12.258064516129032)","(15.0, 23.0, 22.27777777777778)","(2.6, 2.92, 2.9155555555555557)","(6.0, 9.2, 9.02)"
10-01-2023 14:29:48.980431,"(3.8, 4.6, 4.4875)","(4.2, 5.2, 5.0740740740740735)","(9.0, 13.0, 12.40625)","(15.0, 23.0, 22.27777777777778)","(2.6, 2.92, 2.9371428571428573)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:49.980803,"(3.8, 4.6, 4.4875)","(4.2, 5.1, 5.048148148148148)","(9.0, 13.0, 12.40625)","(15.0, 23.0, 22.365853658536587)","(2.6, 2.94, 2.9371428571428573)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:51.033867,"(3.8, 4.6, 4.472340425531915)","(4.2, 5.1, 5.048148148148148)","(9.0, 13.0, 12.36111111111111)","(15.0, 23.0, 22.365853658536587)","(2.6, 2.94, 2.954285714285714)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:52.028183,"(3.8, 4.5, 4.438461538461539)","(4.2, 5.1, 5.039130434782608)","(9.0, 13.0, 12.36111111111111)","(15.0, 23.0, 22.513513513513512)","(2.6, 2.96, 2.959230769230769)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:52.976925,"(3.8, 4.5, 4.445454545454545)","(4.2, 5.1, 5.06)","(9.0, 13.0, 12.424242424242424)","(15.0, 23.0, 22.513513513513512)","(2.6, 2.98, 2.959230769230769)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:53.875793,"(3.8, 4.4, 4.375)","(4.2, 5.1, 5.088235294117647)","(9.0, 13.0, 12.424242424242424)","(15.0, 23.0, 22.513513513513512)","(2.6, 2.98, 2.9617391304347827)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:55.079154,"(3.8, 4.5, 4.4375)","(4.2, 5.2, 5.074999999999999)","(9.0, 13.0, 12.363636363636363)","(15.0, 23.0, 22.365853658536587)","(2.6, 2.98, 2.964444444444444)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:55.973567,"(3.8, 4.5, 4.4375)","(4.2, 5.1, 5.074999999999999)","(9.0, 13.0, 12.363636363636363)","(15.0, 23.0, 22.365853658536587)","(2.6, 2.98, 2.964444444444444)","(6.0, 9.2, 9.058823529411764)"
10-01-2023 14:29:56.964734,"(3.8, 4.5, 4.4375)","(4.2, 5.1, 5.027272727272727)","(9.0, 13.0, 12.333333333333334)","(15.0, 23.0, 22.27777777777778)","(2.6, 3.05, 3.008235294117647)","(6.0, 9.2, 8.96)"
10-01-2023 14:29:57.981245,"(3.8, 4.5, 4.433333333333334)","(4.2, 5.0, 4.97)","(9.0, 13.0, 12.333333333333334)","(15.0, 23.0, 22.4375)","(2.6, 3.1, 3.0432432432432432)","(6.0, 9.2, 8.84)"
10-01-2023 14:29:59.063272,"(3.8, 4.5, 4.4222222222222225)","(4.2, 5.0, 4.9)","(9.0, 13.0, 12.333333333333334)","(15.0, 23.0, 22.4375)","(2.6, 3.1, 3.057142857142857)","(6.0, 9.2, 8.84)"
10-01-2023 14:30:00.051052,"(3.8, 4.5, 4.4222222222222225)","(4.2, 5.0, 4.9)","(9.0, 13.0, 12.333333333333334)","(15.0, 23.0, 22.4375)","(2.6, 3.1, 3.057142857142857)","(6.0, 9.2, 8.84)"
10-01-2023 14:30:01.057815,"(3.8, 4.5, 4.4222222222222225)","(4.2, 5.0, 4.888888888888888)","(9.0, 13.0, 12.333333333333334)","(15.0, 23.0, 22.4375)","(2.6, 3.1, 3.054054054054054)","(6.0, 9.2, 8.942857142857143)"
10-01-2023 14:30:02.157578,"(3.8, 4.6, 4.461538461538462)","(4.2, 5.0, 4.8875)","(9.0, 13.0, 12.31578947368421)","(15.0, 23.0, 22.4375)","(2.6, 3.1, 3.046875)","(6.0, 9.2, 8.899999999999999)"
10-01-2023 14:30:03.243259,"(3.8, 4.5, 4.453571428571429)","(4.2, 4.9, 4.886363636363637)","(9.0, 13.0, 12.31578947368421)","(15.0, 23.0, 24.466666666666665)","(2.6, 3.1, 3.046875)","(6.0, 9.2, 8.944)"
10-01-2023 14:30:04.122033,"(3.8, 4.5, 4.495833333333334)","(4.2, 4.7, 4.682142857142857)","(9.0, 13.0, 12.31578947368421)","(15.0, 25.0, 24.466666666666665)","(2.6, 3.1, 3.046875)","(6.0, 9.2, 8.9)"
10-01-2023 14:30:05.053961,"(3.8, 4.5, 4.496666666666667)","(4.2, 4.8, 4.719230769230769)","(9.0, 13.0, 12.31578947368421)","(15.0, 25.0, 24.1)","(2.6, 3.1, 3.0280487804878047)","(6.0, 9.2, 8.895238095238096)"
10-01-2023 14:30:05.942566,"(3.8, 4.5, 4.466666666666667)","(4.2, 4.9, 4.841666666666667)","(9.0, 12.5, 12.352941176470589)","(15.0, 25.0, 24.428571428571427)","(2.6, 3.05, 3.022549019607843)","(6.0, 9.2, 8.952)"
10-01-2023 14:30:06.830257,"(3.8, 4.5, 4.466666666666667)","(4.2, 4.9, 4.888888888888889)","(9.0, 12.5, 12.25)","(15.0, 25.0, 24.217391304347828)","(2.6, 3.05, 3.022)","(6.0, 9.0, 8.923076923076923)"
10-01-2023 14:30:07.763224,"(3.7, 4.5, 4.447058823529412)","(4.2, 4.9, 4.875)","(10.0, 13.0, 12.324324324324325)","(15.0, 25.0, 24.103448275862068)","(2.6, 3.05, 3.0202127659574467)","(6.5, 9.0, 8.881081081081081)"
10-01-2023 14:30:08.673734,"(3.7, 4.5, 4.447058823529412)","(4.2, 4.9, 4.875)","(10.0, 13.0, 12.31578947368421)","(15.0, 25.0, 24.103448275862068)","(2.6, 3.05, 3.0202127659574467)","(6.5, 9.0, 8.853333333333333)"
