,World Of Fools,Adios See Ya,Toller,Lion Of The Sea,Jaime Jamel,Dinner Bell,Scaredy Cat,Baytown Jakester,Forever The Boss,Urban Warrior
05-01-2023 12:48:15.168656,"(21.0, 140.0, 45.714285714285715)","(15.0, 25.0, 21.842105263157894)","(2.5, 3.15, 3.1416666666666666)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.44444444444444)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:16.497264,"(21.0, 140.0, 45.714285714285715)","(15.0, 25.0, 22.916666666666668)","(2.5, 3.15, 3.1416666666666666)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 47.14285714285714)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:17.835810,"(21.0, 140.0, 85.0)","(15.0, 25.0, 21.25)","(2.5, 3.15, 3.1333333333333333)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.473684210526315)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:19.584309,"(21.0, 130.0, 80.0)","(15.0, 25.0, 21.25)","(2.5, 3.15, 3.1144736842105263)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.0)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:21.197750,"(21.0, 130.0, 80.0)","(15.0, 25.0, 21.25)","(2.5, 3.15, 3.1175675675675674)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.0)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.470967741935484)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:22.710163,"(21.0, 130.0, 80.0)","(15.0, 25.0, 21.25)","(2.5, 3.15, 3.1175675675675674)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.0)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.5, 9.571428571428571)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:24.314373,"(21.0, 130.0, 80.0)","(15.0, 25.0, 21.25)","(2.5, 3.15, 3.1296610169491523)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.0)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.571428571428571)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:26.246759,"(21.0, 130.0, 80.0)","(15.0, 25.0, 21.25)","(2.5, 3.15, 3.139090909090909)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.0)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.470967741935484)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:27.779095,"(21.0, 130.0, 55.0)","(15.0, 25.0, 21.296296296296298)","(2.5, 3.15, 3.13)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.64)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:29.347877,"(21.0, 130.0, 55.0)","(15.0, 25.0, 21.296296296296298)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.0, 9.64)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:30.821731,"(21.0, 130.0, 79.5)","(15.0, 25.0, 21.296296296296298)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.0, 9.470967741935484)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:32.282932,"(21.0, 130.0, 79.5)","(15.0, 25.0, 21.296296296296298)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.470967741935484)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:33.784271,"(21.0, 130.0, 79.5)","(15.0, 25.0, 21.296296296296298)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.05)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:35.162898,"(21.0, 130.0, 79.5)","(15.0, 25.0, 21.666666666666668)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.05)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:36.512910,"(21.0, 130.0, 55.0)","(15.0, 25.0, 21.666666666666668)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.0)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.05)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:37.836207,"(21.0, 130.0, 55.0)","(15.0, 25.0, 20.526315789473685)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.05)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:39.150952,"(21.0, 160.0, 62.5)","(15.0, 25.0, 20.526315789473685)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 31.799999999999997)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.05)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:40.577124,"(21.0, 160.0, 46.25)","(15.0, 25.0, 20.526315789473685)","(2.5, 3.15, 3.1166666666666667)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 31.799999999999997)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.05)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:42.171700,"(21.0, 160.0, 46.25)","(15.0, 25.0, 20.75)","(2.5, 3.15, 3.1351851851851853)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.45454545454545)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.042857142857143)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:43.785349,"(21.0, 160.0, 46.25)","(15.0, 25.0, 20.75)","(2.5, 3.15, 3.1351851851851853)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.45454545454545)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.5, 9.166666666666666)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:45.570685,"(21.0, 160.0, 46.25)","(15.0, 25.0, 20.75)","(2.5, 3.15, 3.1351851851851853)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.45454545454545)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.0, 9.166666666666666)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:47.514537,"(21.0, 160.0, 35.90909090909091)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.123333333333333)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.6551724137931)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.5, 10.0, 9.266666666666667)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:49.110195,"(21.0, 160.0, 35.65217391304348)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.123333333333333)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.6551724137931)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.266666666666667)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:50.747970,"(21.0, 160.0, 35.65217391304348)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.123333333333333)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.6551724137931)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.266666666666667)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:52.361031,"(21.0, 160.0, 35.65217391304348)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.123333333333333)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.6551724137931)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.266666666666667)","(4.8, 6.6, 6.5777777777777775)"
05-01-2023 12:48:53.869620,"(21.0, 160.0, 35.65217391304348)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.123333333333333)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.6551724137931)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.266666666666667)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:55.295747,"(21.0, 160.0, 35.65217391304348)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.1363636363636362)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.6551724137931)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.266666666666667)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:56.696332,"(21.0, 160.0, 44.44444444444444)","(15.0, 25.0, 21.875)","(2.5, 3.15, 3.0259740259740258)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 47.0)","(21.0, 36.0, 32.45454545454545)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.663636363636363)","(8.0, 9.8, 8.945454545454545)","(4.8, 6.6, 6.564705882352941)"
05-01-2023 12:48:58.047747,"(21.0, 160.0, 44.44444444444444)","(15.0, 25.0, 21.08695652173913)","(2.5, 3.05, 3.025657894736842)","(11.0, 16.0, 14.75)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.44)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.8, 5.65)","(8.0, 9.4, 9.566666666666666)","(4.8, 6.6, 6.57391304347826)"
05-01-2023 12:48:59.521276,"(21.0, 160.0, 37.22222222222222)","(15.0, 25.0, 20.714285714285715)","(2.5, 3.05, 3.017543859649123)","(11.0, 16.0, 15.625)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.44)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.8, 5.629032258064516)","(8.0, 9.8, 9.56)","(4.8, 6.6, 6.57391304347826)"
05-01-2023 12:49:00.992108,"(21.0, 160.0, 37.22222222222222)","(15.0, 25.0, 21.869565217391305)","(2.5, 3.05, 3.123913043478261)","(11.0, 16.0, 15.5)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.30434782608695)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.666666666666668)","(4.8, 6.6, 6.4799999999999995)"
05-01-2023 12:49:02.884715,"(21.0, 160.0, 37.22222222222222)","(15.0, 25.0, 22.12)","(2.5, 3.15, 3.1307692307692307)","(11.0, 16.0, 15.375)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.30434782608695)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.666666666666668)","(4.8, 6.6, 6.4799999999999995)"
05-01-2023 12:49:04.331930,"(21.0, 160.0, 37.22222222222222)","(15.0, 25.0, 22.12)","(2.5, 3.15, 3.1307692307692307)","(11.0, 16.0, 15.375)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.44)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.666666666666668)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:05.781399,"(21.0, 160.0, 37.22222222222222)","(15.0, 25.0, 22.12)","(2.5, 3.1, 3.1062499999999997)","(11.0, 16.0, 15.375)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.30434782608695)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.666666666666668)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:07.259015,"(21.0, 160.0, 37.22222222222222)","(15.0, 25.0, 22.12)","(2.5, 3.15, 3.1062499999999997)","(11.0, 16.0, 15.375)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.30434782608695)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.666666666666668)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:08.662574,"(21.0, 160.0, 34.48275862068965)","(15.0, 25.0, 22.4)","(2.5, 3.15, 3.082258064516129)","(11.0, 16.0, 15.375)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.74193548387097)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.704)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:10.047833,"(21.0, 160.0, 34.48275862068965)","(15.0, 25.0, 22.4)","(2.5, 3.15, 3.082258064516129)","(11.0, 16.0, 15.375)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.74193548387097)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.604347826086957)","(8.0, 9.8, 9.213333333333333)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:11.756361,"(21.0, 160.0, 34.48275862068965)","(15.0, 25.0, 22.523809523809526)","(2.5, 3.15, 3.0863636363636364)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.78125)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.7, 5.7785714285714285)","(8.0, 9.8, 9.714285714285715)","(5.0, 6.6, 6.533333333333333)"
05-01-2023 12:49:13.219716,"(21.0, 160.0, 34.48275862068965)","(15.0, 25.0, 22.523809523809526)","(2.5, 3.15, 3.1115384615384616)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 33.27272727272727)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.8, 5.883333333333334)","(8.0, 9.8, 9.1625)","(5.0, 6.6, 6.533333333333333)"
05-01-2023 12:49:14.799734,"(21.0, 160.0, 45.375)","(15.0, 25.0, 22.523809523809526)","(2.5, 3.15, 3.138)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.333333333333336)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.9, 5.883333333333334)","(8.0, 9.6, 9.075)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:16.210651,"(21.0, 160.0, 45.375)","(15.0, 25.0, 22.523809523809526)","(2.5, 3.15, 3.138)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 34.333333333333336)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.9, 5.883333333333334)","(8.0, 9.6, 9.323809523809524)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:17.743279,"(21.0, 160.0, 47.714285714285715)","(15.0, 25.0, 22.142857142857142)","(2.5, 3.15, 3.1285714285714286)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.9, 5.942857142857143)","(8.0, 9.4, 9.323809523809524)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:19.255940,"(21.0, 160.0, 35.2)","(15.0, 25.0, 22.142857142857142)","(2.5, 3.15, 3.1285714285714286)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.545454545454547)","(4.8, 6.0, 5.942857142857143)","(8.0, 9.4, 9.0)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:20.795420,"(21.0, 160.0, 34.24)","(15.0, 25.0, 22.142857142857142)","(2.5, 3.15, 3.1285714285714286)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.545454545454547)","(4.8, 6.0, 5.975675675675676)","(8.0, 9.4, 9.0)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:22.246809,"(21.0, 160.0, 34.24)","(15.0, 25.0, 22.142857142857142)","(2.5, 3.15, 3.1285714285714286)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 48.666666666666664)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.545454545454547)","(4.8, 6.0, 5.957142857142857)","(8.0, 9.4, 9.142857142857142)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:23.705743,"(21.0, 160.0, 39.07692307692308)","(15.0, 25.0, 22.142857142857142)","(2.5, 3.15, 3.1285714285714286)","(11.0, 16.0, 15.444444444444445)","(21.0, 50.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.545454545454547)","(4.8, 6.0, 5.973529411764706)","(8.0, 9.2, 9.527272727272727)","(5.0, 6.6, 6.4799999999999995)"
05-01-2023 12:49:25.201311,"(21.0, 160.0, 34.24)","(15.0, 25.0, 22.142857142857142)","(2.5, 3.15, 3.12)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.642857142857142)","(4.8, 6.0, 5.94)","(8.0, 9.8, 9.288888888888888)","(5.0, 6.6, 6.2)"
05-01-2023 12:49:26.632843,"(21.0, 160.0, 44.44444444444444)","(15.0, 25.0, 22.5)","(2.5, 3.15, 3.12)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 51.16666666666667)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.642857142857142)","(4.8, 6.0, 5.8769230769230765)","(8.0, 9.6, 9.288888888888888)","(5.0, 6.6, 6.018181818181818)"
05-01-2023 12:49:27.995945,"(21.0, 160.0, 37.22222222222222)","(15.0, 25.0, 21.307692307692307)","(2.5, 3.15, 3.12)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 5.8769230769230765)","(8.0, 9.6, 9.35)","(5.0, 6.6, 6.018181818181818)"
05-01-2023 12:49:29.347526,"(21.0, 160.0, 36.27777777777778)","(15.0, 25.0, 21.307692307692307)","(2.5, 3.15, 3.1374999999999997)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.23)","(8.0, 9.6, 9.35)","(5.0, 6.6, 6.085714285714285)"
05-01-2023 12:49:30.797571,"(21.0, 160.0, 36.27777777777778)","(15.0, 25.0, 21.307692307692307)","(2.5, 3.15, 3.1374999999999997)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.011428571428572)","(8.0, 9.6, 9.35)","(5.0, 6.6, 6.085714285714285)"
05-01-2023 12:49:32.153823,"(21.0, 160.0, 36.27777777777778)","(15.0, 25.0, 21.307692307692307)","(2.5, 3.15, 3.1374999999999997)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.011428571428572)","(8.0, 9.6, 9.35)","(5.0, 6.6, 6.085714285714285)"
05-01-2023 12:49:33.511970,"(21.0, 160.0, 36.27777777777778)","(15.0, 25.0, 21.307692307692307)","(2.5, 3.15, 3.1374999999999997)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.104347826086957)","(8.0, 9.6, 9.35)","(5.0, 6.6, 6.085714285714285)"
05-01-2023 12:49:34.866240,"(21.0, 160.0, 36.27777777777778)","(15.0, 25.0, 21.307692307692307)","(2.5, 3.15, 3.1374999999999997)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.173333333333334)","(8.0, 9.6, 9.35)","(5.0, 6.6, 6.085714285714285)"
05-01-2023 12:49:36.222898,"(21.0, 160.0, 36.27777777777778)","(15.0, 25.0, 21.307692307692307)","(2.5, 3.15, 3.1374999999999997)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.173333333333334)","(8.0, 9.6, 9.35)","(5.0, 6.6, 6.12)"
05-01-2023 12:49:37.634628,"(21.0, 160.0, 36.27777777777778)","(15.0, 25.0, 22.0)","(2.5, 3.15, 3.1374999999999997)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.173333333333334)","(8.0, 9.6, 9.35)","(5.0, 6.4, 6.06)"
05-01-2023 12:49:39.012481,"(21.0, 160.0, 35.89473684210526)","(15.0, 25.0, 20.875)","(2.5, 3.15, 3.138888888888889)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.076190476190476)","(8.0, 9.6, 9.799999999999999)","(5.0, 6.6, 6.06)"
05-01-2023 12:49:40.383217,"(21.0, 160.0, 35.89473684210526)","(15.0, 25.0, 20.846153846153847)","(2.5, 3.25, 3.1115384615384616)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.666666666666664)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.076190476190476)","(8.0, 10.5, 9.885714285714286)","(5.0, 6.6, 6.12)"
05-01-2023 12:49:41.948886,"(21.0, 160.0, 35.89473684210526)","(15.0, 25.0, 20.846153846153847)","(2.5, 3.25, 3.1115384615384616)","(11.0, 16.0, 15.444444444444445)","(20.0, 55.0, 52.83333333333333)","(21.0, 34.0, 32.666666666666664)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.076190476190476)","(8.0, 10.0, 9.95)","(5.0, 6.4, 6.12)"
05-01-2023 12:49:43.614724,"(21.0, 160.0, 35.89473684210526)","(15.0, 25.0, 20.846153846153847)","(2.5, 3.25, 3.16)","(11.0, 16.0, 15.444444444444445)","(20.0, 55.0, 52.83333333333333)","(21.0, 34.0, 32.666666666666664)","(15.0, 20.0, 19.0)","(4.8, 6.4, 6.076190476190476)","(8.0, 10.0, 9.95)","(5.0, 6.4, 6.12)"
05-01-2023 12:49:45.094334,"(21.0, 160.0, 35.89473684210526)","(15.0, 25.0, 20.846153846153847)","(2.5, 3.25, 3.16)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 34.0, 32.666666666666664)","(15.0, 20.0, 19.0)","(4.8, 6.4, 5.88)","(8.0, 10.0, 9.965217391304348)","(5.0, 6.4, 6.12)"
05-01-2023 12:49:46.779789,"(21.0, 160.0, 35.89473684210526)","(15.0, 25.0, 23.0)","(2.5, 3.25, 3.16)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 34.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.0, 5.85)","(8.0, 11.0, 10.614285714285714)","(5.0, 6.6, 6.06)"
05-01-2023 12:49:48.388848,"(21.0, 160.0, 39.07692307692308)","(15.0, 24.0, 21.666666666666668)","(2.5, 3.25, 3.123333333333333)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.0, 5.85)","(8.0, 11.0, 10.040000000000001)","(5.0, 6.6, 6.06)"
05-01-2023 12:49:49.812508,"(21.0, 160.0, 39.07692307692308)","(15.0, 23.0, 21.666666666666668)","(2.5, 3.25, 3.123333333333333)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.0, 5.85)","(8.0, 11.0, 10.040000000000001)","(5.0, 6.6, 6.06)"
05-01-2023 12:49:51.135765,"(21.0, 160.0, 39.07692307692308)","(15.0, 24.0, 19.714285714285715)","(2.5, 3.25, 3.1796296296296296)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 36.0, 32.25)","(15.0, 20.0, 19.0)","(4.8, 6.0, 5.85)","(8.0, 11.0, 10.52)","(5.0, 6.6, 6.06)"
05-01-2023 12:49:52.445202,"(21.0, 160.0, 39.07692307692308)","(15.0, 24.0, 21.46153846153846)","(2.5, 3.25, 3.1796296296296296)","(11.0, 16.0, 15.444444444444445)","(21.0, 55.0, 52.83333333333333)","(21.0, 34.0, 32.666666666666664)","(15.0, 20.0, 19.0)","(4.8, 6.0, 5.904)","(8.0, 11.0, 10.133333333333333)","(5.0, 6.4, 6.12)"
