,Winklee Ted,Your Law,Dont Tell Neo,Wilanns Way,Semi Precious,Saint Zac,Buckle Up Nick,Hawk Danger
10-01-2023 14:05:36.244964,"(3.8, 6.2, 5.625)","(20.0, 60.0, 30.666666666666668)","(2.6, 4.8, 3.5999999999999996)","(6.5, 12.0, 11.55)","(9.0, 14.0, 11.1)","(10.0, 19.5, 11.185714285714287)","(31.0, 95.0, 43.45454545454545)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:37.630880,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 14.0, 11.76)","(10.0, 19.5, 14.4)","(31.0, 90.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:38.911380,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 14.0, 11.76)","(10.0, 19.0, 14.4)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:40.187490,"(3.8, 6.2, 5.625)","(20.0, 60.0, 26.944444444444443)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 14.0, 11.76)","(10.0, 19.0, 14.4)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:41.567867,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 14.0, 11.76)","(10.0, 19.0, 14.4)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:42.920261,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 14.0, 12.964285714285715)","(10.0, 19.0, 14.4)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:44.261666,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 15.5, 12.158823529411764)","(10.0, 19.0, 14.4)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:45.612724,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 15.5, 12.158823529411764)","(10.0, 19.0, 14.4)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:46.998698,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 15.5, 12.158823529411764)","(10.0, 19.0, 11.64)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:48.413596,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 15.5, 15.436363636363636)","(10.0, 19.0, 11.64)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:49.882657,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 17.0, 14.618181818181819)","(10.0, 19.0, 11.64)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:51.171446,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 16.0, 13.285714285714285)","(10.0, 19.0, 11.64)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:52.489522,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 16.0, 13.285714285714285)","(10.0, 19.0, 11.64)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:53.803624,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1679999999999997)","(6.5, 12.0, 11.55)","(9.0, 16.0, 12.66)","(10.0, 19.0, 11.64)","(31.0, 85.0, 42.09090909090909)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:55.223573,"(3.8, 6.2, 5.625)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 4.46)","(6.5, 12.0, 11.55)","(9.0, 15.5, 12.66)","(10.0, 19.0, 12.700000000000001)","(31.0, 85.0, 33.44444444444444)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:56.582027,"(3.8, 6.2, 5.625)","(20.0, 60.0, 30.666666666666668)","(2.6, 4.8, 4.46)","(6.5, 12.0, 11.55)","(9.0, 15.5, 10.633333333333333)","(10.0, 18.5, 12.700000000000001)","(31.0, 85.0, 33.44444444444444)","(4.4, 7.2, 5.96)"
10-01-2023 14:05:57.890005,"(3.8, 6.2, 4.7)","(20.0, 60.0, 30.666666666666668)","(2.6, 4.8, 3.6457142857142855)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.585714285714285)","(10.0, 18.5, 12.700000000000001)","(31.0, 85.0, 33.44444444444444)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:05:59.188137,"(3.8, 6.2, 4.7)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 4.429090909090909)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.95)","(10.0, 18.5, 12.700000000000001)","(31.0, 85.0, 33.44444444444444)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:00.484494,"(3.8, 6.2, 4.7)","(20.0, 60.0, 28.684210526315788)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 14.0, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 85.0, 33.625)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:01.824344,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 80.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:03.147256,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:04.466342,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:05.758633,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:07.100684,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:08.405405,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:09.686318,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:10.958017,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.6342857142857143)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:12.284045,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:13.591432,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.299999999999999)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:14.914960,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.1839999999999997)","(6.5, 12.0, 9.4)","(9.0, 13.5, 9.088888888888889)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:16.250896,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 4.463333333333333)","(6.5, 12.0, 9.4)","(9.0, 13.0, 9.45)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:17.636875,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 9.4)","(9.0, 12.0, 9.088888888888889)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:19.117923,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 9.4)","(9.0, 13.0, 9.088888888888889)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:20.577135,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 13.0, 10.575)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:22.013540,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 16.5, 10.325)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:23.390749,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.29)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:24.730671,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.29)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:26.150622,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.29)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:27.477728,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.29)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:28.867590,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.29)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:30.191250,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.29)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:31.473857,"(3.8, 6.2, 4.7)","(20.0, 60.0, 23.25)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 15.5, 9.19)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 31.0)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:32.807972,"(3.8, 6.2, 4.7)","(20.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 14.5, 9.833333333333332)","(10.0, 18.5, 12.700000000000001)","(31.0, 75.0, 32.25)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:34.140676,"(3.8, 6.2, 4.7)","(20.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 16.0, 9.833333333333332)","(10.0, 18.5, 12.700000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:35.497811,"(3.8, 6.2, 4.7)","(20.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.493333333333333)","(6.5, 12.0, 9.4)","(9.0, 16.0, 9.833333333333332)","(10.0, 18.5, 12.700000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:06:36.865272,"(3.8, 6.2, 4.7)","(20.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.28)","(6.5, 12.0, 10.75)","(9.0, 16.0, 9.833333333333332)","(10.0, 18.5, 12.700000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:38.192710,"(3.8, 6.2, 4.7)","(20.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.312)","(6.5, 12.0, 9.6)","(9.0, 16.0, 9.833333333333332)","(10.0, 18.5, 12.700000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:39.489742,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.312)","(5.5, 12.0, 9.6)","(10.0, 16.0, 9.833333333333332)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:40.826083,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.312)","(5.5, 12.0, 7.8625)","(10.0, 16.0, 9.833333333333332)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:42.175877,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.312)","(5.5, 12.5, 7.8625)","(10.0, 16.0, 9.833333333333332)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:43.488452,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.312)","(5.5, 12.5, 7.8625)","(10.0, 16.0, 9.833333333333332)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:44.790251,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.312)","(5.5, 12.5, 7.8625)","(10.0, 16.0, 9.833333333333332)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:46.377012,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.312)","(5.5, 12.5, 7.8625)","(10.0, 16.0, 9.833333333333332)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:47.785687,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.7058823529411766)","(5.5, 12.5, 7.8625)","(10.0, 16.0, 9.31111111111111)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:49.124870,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.7058823529411766)","(5.5, 12.5, 7.8625)","(10.0, 15.0, 9.31111111111111)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:50.903096,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.7058823529411766)","(5.5, 12.5, 7.8625)","(10.0, 15.0, 9.31111111111111)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:52.523075,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.7058823529411766)","(5.5, 12.5, 7.8625)","(10.0, 15.0, 10.2)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:54.586221,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.7058823529411766)","(5.5, 12.5, 7.8625)","(10.0, 15.0, 10.083333333333332)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:55.974306,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.7058823529411766)","(5.5, 12.5, 7.8625)","(10.0, 17.5, 10.0)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:57.336497,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 4.356097560975609)","(5.5, 12.5, 7.8625)","(10.0, 17.0, 10.0)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.65)"
10-01-2023 14:06:58.708935,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.2545454545454544)","(5.5, 12.5, 7.8)","(10.0, 17.0, 10.0)","(10.0, 18.5, 11.975000000000001)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:07:00.167733,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.2545454545454544)","(5.5, 8.6, 8.2)","(10.0, 17.0, 10.0)","(10.0, 18.5, 11.333333333333334)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.5473684210526315)"
10-01-2023 14:07:01.568365,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 3.63125)","(5.5, 8.6, 8.2)","(10.0, 17.0, 11.0)","(10.0, 19.0, 11.333333333333334)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.5473684210526315)"
10-01-2023 14:07:02.987015,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 4.479166666666666)","(5.5, 8.6, 8.0)","(10.0, 17.0, 11.350000000000001)","(10.0, 19.0, 11.333333333333334)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:07:04.418144,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 4.55)","(5.5, 8.6, 8.0)","(10.0, 16.0, 11.350000000000001)","(10.0, 19.0, 11.333333333333334)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:07:05.819355,"(3.8, 6.2, 4.7)","(19.0, 60.0, 24.46153846153846)","(2.6, 4.8, 4.566129032258065)","(5.5, 8.6, 8.0)","(10.0, 16.0, 11.350000000000001)","(10.0, 19.0, 11.333333333333334)","(31.0, 90.0, 32.25)","(4.4, 7.2, 6.166666666666666)"
10-01-2023 14:07:07.180662,"(3.8, 6.2, 5.3)","(19.0, 60.0, 23.25)","(2.6, 4.8, 4.022222222222222)","(5.5, 8.6, 7.3)","(10.0, 16.0, 11.350000000000001)","(10.0, 19.0, 11.333333333333334)","(31.0, 90.0, 32.25)","(4.4, 7.2, 5.607692307692307)"
10-01-2023 14:07:08.606370,"(3.8, 8.0, 5.3)","(19.0, 60.0, 23.25)","(2.6, 4.8, 4.582258064516129)","(5.5, 8.6, 8.185714285714285)","(10.0, 16.0, 11.350000000000001)","(10.0, 19.0, 11.333333333333334)","(31.0, 90.0, 32.25)","(4.4, 9.0, 5.406666666666666)"
10-01-2023 14:07:09.837831,"(3.8, 7.8, 4.72)","(19.0, 60.0, 23.25)","(2.6, 4.8, 4.904761904761905)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.0, 13.15)","(10.0, 19.0, 13.200000000000001)","(31.0, 90.0, 32.25)","(4.4, 9.0, 5.894117647058824)"
10-01-2023 14:07:10.954215,"(3.8, 7.8, 4.72)","(19.0, 60.0, 23.25)","(2.6, 5.8, 4.633333333333333)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 13.15)","(10.0, 20.0, 13.200000000000001)","(31.0, 90.0, 39.6)","(4.4, 9.0, 5.894117647058824)"
10-01-2023 14:07:12.147231,"(3.8, 7.8, 6.418181818181818)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.7, 5.082258064516129)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 13.15)","(10.0, 20.0, 13.200000000000001)","(31.0, 90.0, 69.0)","(4.4, 9.0, 5.894117647058824)"
10-01-2023 14:07:13.279354,"(3.8, 7.8, 6.454545454545454)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.5, 5.082258064516129)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 13.15)","(10.0, 20.0, 13.200000000000001)","(31.0, 110.0, 69.0)","(4.4, 9.0, 5.894117647058824)"
10-01-2023 14:07:14.422286,"(3.8, 7.8, 6.454545454545454)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.5, 5.13)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 13.15)","(10.0, 20.0, 13.200000000000001)","(31.0, 110.0, 69.0)","(4.4, 9.0, 4.691666666666666)"
10-01-2023 14:07:15.726588,"(3.8, 7.8, 6.977777777777778)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.5, 4.75)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 13.15)","(10.0, 20.0, 13.200000000000001)","(31.0, 110.0, 69.0)","(4.4, 9.0, 5.385714285714286)"
10-01-2023 14:07:17.067171,"(3.8, 7.8, 7.183333333333334)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.5, 3.958333333333333)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 11.475000000000001)","(10.0, 20.0, 13.200000000000001)","(31.0, 110.0, 69.0)","(4.4, 9.0, 7.16)"
10-01-2023 14:07:18.465046,"(3.8, 7.8, 7.183333333333334)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.7, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 10.757142857142858)","(10.0, 20.0, 13.200000000000001)","(31.0, 110.0, 69.0)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:19.824899,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 10.757142857142858)","(10.0, 20.0, 13.200000000000001)","(31.0, 110.0, 69.0)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:21.049401,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 24.46153846153846)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 10.757142857142858)","(10.0, 20.0, 13.200000000000001)","(31.0, 110.0, 69.0)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:22.651714,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 23.25)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 16.5, 11.225000000000001)","(10.0, 20.0, 11.4)","(31.0, 110.0, 69.0)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:23.769819,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 23.25)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 15.5, 10.370000000000001)","(10.0, 21.0, 10.92)","(31.0, 110.0, 35.75)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:25.030886,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 23.25)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 15.5, 10.370000000000001)","(10.0, 21.0, 10.733333333333334)","(31.0, 110.0, 35.75)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:26.143610,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 23.25)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 15.5, 11.225000000000001)","(10.0, 21.0, 11.5)","(31.0, 110.0, 35.75)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:27.292607,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 20.8)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 15.5, 11.225000000000001)","(10.0, 20.0, 12.225000000000001)","(31.0, 110.0, 46.75)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:28.408989,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 20.8)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 15.5, 11.225000000000001)","(10.0, 19.5, 12.225000000000001)","(31.0, 100.0, 36.888888888888886)","(4.4, 9.0, 5.4)"
10-01-2023 14:07:29.491348,"(3.8, 7.8, 6.742857142857142)","(19.0, 60.0, 20.8)","(2.6, 5.5, 4.771428571428571)","(5.5, 8.6, 8.384615384615383)","(10.0, 15.5, 11.225000000000001)","(10.0, 19.5, 12.225000000000001)","(31.0, 100.0, 36.888888888888886)","(4.4, 9.0, 5.4)"
