,Eddie Munster,Painter Of Light,Time To Go,Masie Jane,Dark Secret,Lucy The Weapon,Brockton Bomber,First Offence
10-01-2023 18:10:29.671689,"(26.0, 75.0, 35.625)","(4.2, 5.5, 4.8)","(1.8, 2.46, 2.3449999999999998)","(15.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(5.5, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:30.857653,"(26.0, 75.0, 35.625)","(4.2, 5.5, 4.8)","(1.8, 2.46, 2.3449999999999998)","(15.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(5.5, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:31.990664,"(26.0, 75.0, 35.625)","(4.2, 5.5, 4.8)","(1.8, 2.46, 2.3449999999999998)","(15.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(5.5, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:33.358573,"(26.0, 75.0, 35.625)","(4.2, 5.5, 4.8)","(1.8, 2.46, 2.3449999999999998)","(15.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(5.5, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:34.708584,"(26.0, 75.0, 35.625)","(4.2, 5.5, 4.8)","(1.8, 2.46, 2.3449999999999998)","(15.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(5.5, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:36.069400,"(26.0, 75.0, 35.625)","(4.2, 5.5, 4.8)","(1.8, 2.46, 2.3449999999999998)","(15.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(5.5, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:37.750307,"(26.0, 75.0, 35.625)","(4.2, 5.3, 4.8545454545454545)","(1.8, 2.46, 2.3449999999999998)","(15.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(5.5, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:39.253553,"(26.0, 75.0, 35.625)","(4.2, 5.3, 4.815384615384615)","(1.8, 2.46, 2.3449999999999998)","(16.0, 46.0, 31.0)","(6.0, 9.2, 8.899999999999999)","(6.0, 10.5, 9.184615384615384)","(41.0, 75.0, 61.5)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:40.647561,"(26.0, 75.0, 35.625)","(4.2, 5.3, 4.76)","(1.8, 2.46, 2.24)","(16.0, 46.0, 31.0)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 8.97)","(41.0, 75.0, 53.0625)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:41.970216,"(26.0, 75.0, 35.625)","(4.2, 5.3, 4.76)","(1.8, 2.46, 2.24)","(16.0, 46.0, 35.0)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 8.97)","(41.0, 75.0, 56.15)","(18.0, 36.0, 30.666666666666664)"
10-01-2023 18:10:43.353592,"(26.0, 75.0, 34.73684210526316)","(4.2, 5.3, 4.892307692307693)","(1.8, 2.46, 2.24)","(16.0, 42.0, 29.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 8.97)","(41.0, 75.0, 57.15384615384615)","(18.0, 36.0, 33.714285714285715)"
10-01-2023 18:10:44.809004,"(26.0, 75.0, 34.388888888888886)","(4.2, 5.2, 4.836363636363637)","(1.8, 2.46, 2.24)","(16.0, 38.0, 29.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 8.97)","(41.0, 75.0, 57.15384615384615)","(18.0, 36.0, 33.5)"
10-01-2023 18:10:46.351405,"(26.0, 75.0, 36.27777777777778)","(4.2, 5.2, 4.836363636363637)","(1.8, 2.46, 2.24)","(16.0, 38.0, 29.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 8.97)","(41.0, 75.0, 64.125)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:47.889396,"(26.0, 75.0, 36.27777777777778)","(4.2, 5.2, 4.75)","(1.8, 2.46, 2.24)","(16.0, 38.0, 29.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 9.744444444444445)","(41.0, 75.0, 64.125)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:49.227571,"(26.0, 75.0, 36.27777777777778)","(4.2, 5.2, 4.821052631578947)","(1.8, 2.46, 2.24)","(16.0, 38.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.038461538461538)","(41.0, 75.0, 64.125)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:50.572404,"(26.0, 75.0, 36.27777777777778)","(4.2, 5.2, 4.85)","(1.8, 2.46, 2.24)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.1)","(41.0, 75.0, 64.125)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:51.925385,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.1)","(41.0, 75.0, 51.523809523809526)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:53.274836,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 34.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.523809523809526)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:54.627460,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.523809523809526)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:56.018698,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.523809523809526)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:57.310540,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.523809523809526)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:58.622966,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.523809523809526)","(18.0, 36.0, 31.0)"
10-01-2023 18:10:59.894357,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:01.152243,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:02.302069,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:03.553765,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:04.850030,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:06.137003,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:07.691773,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:09.486157,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:11.066685,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.85)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:12.280493,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.1, 4.794444444444444)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 57.6)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:13.502539,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.733333333333333)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:14.843153,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.733333333333333)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:16.119401,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.733333333333333)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:17.546281,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.733333333333333)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:18.882039,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.733333333333333)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:20.205003,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.733333333333333)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:21.511542,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.733333333333333)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:22.748519,"(26.0, 75.0, 38.55555555555556)","(4.2, 5.0, 4.771428571428571)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:24.076491,"(26.0, 75.0, 38.55555555555556)","(4.2, 4.9, 4.771428571428571)","(1.8, 2.46, 2.24)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 31.0)"
10-01-2023 18:11:25.294381,"(26.0, 75.0, 38.55555555555556)","(4.2, 4.9, 4.75)","(1.8, 2.46, 2.071111111111111)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 33.85714285714286)"
10-01-2023 18:11:26.523234,"(26.0, 75.0, 38.55555555555556)","(4.2, 4.9, 4.75)","(1.8, 2.48, 2.47490022172949)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 33.85714285714286)"
10-01-2023 18:11:27.871737,"(26.0, 75.0, 38.55555555555556)","(4.2, 4.9, 4.75)","(1.8, 2.48, 2.176)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.011111111111111)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 33.85714285714286)"
10-01-2023 18:11:29.147674,"(26.0, 75.0, 38.55555555555556)","(4.2, 4.9, 4.75)","(1.8, 2.48, 2.4764963503649637)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.06)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 33.85714285714286)"
10-01-2023 18:11:30.435224,"(26.0, 75.0, 38.55555555555556)","(4.2, 4.9, 4.75)","(1.8, 2.48, 2.4521739130434783)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 9.907692307692308)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 33.85714285714286)"
10-01-2023 18:11:31.962546,"(26.0, 75.0, 38.55555555555556)","(4.2, 4.9, 4.75)","(1.8, 2.48, 2.4556521739130437)","(16.0, 36.0, 33.5)","(6.0, 9.2, 8.399999999999999)","(6.0, 10.5, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 33.85714285714286)"
10-01-2023 18:11:33.298007,"(26.0, 75.0, 40.833333333333336)","(4.2, 4.9, 4.7)","(1.8, 2.48, 2.3272727272727276)","(16.0, 36.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 11.0, 10.854545454545455)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 29.18181818181818)"
10-01-2023 18:11:34.848978,"(26.0, 75.0, 40.833333333333336)","(4.2, 4.9, 4.7)","(1.8, 2.48, 2.3272727272727276)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 32.0, 30.42857142857143)"
10-01-2023 18:11:36.123711,"(26.0, 75.0, 40.833333333333336)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.3088888888888888)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 32.0, 28.714285714285715)"
10-01-2023 18:11:37.530709,"(26.0, 75.0, 42.2)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.3088888888888888)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 30.0, 28.714285714285715)"
10-01-2023 18:11:38.919917,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.3088888888888888)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 30.0, 28.714285714285715)"
10-01-2023 18:11:40.131865,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.3088888888888888)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.399999999999999)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 30.0, 28.714285714285715)"
10-01-2023 18:11:41.327347,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.3088888888888888)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 8.0)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 30.0, 28.714285714285715)"
10-01-2023 18:11:42.461854,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.3088888888888888)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.2, 7.7749999999999995)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 30.0, 28.714285714285715)"
10-01-2023 18:11:43.569199,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.2933333333333334)","(16.0, 34.0, 31.833333333333332)","(6.0, 9.0, 7.575)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 30.0, 28.714285714285715)"
10-01-2023 18:11:44.730515,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.2933333333333334)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.490909090909091)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 30.0, 32.25)"
10-01-2023 18:11:45.822226,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.375)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:47.207828,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.375)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:48.630156,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.375)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:49.840065,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.375)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:51.632559,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.669230769230769)","(1.8, 2.48, 2.375)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.0, 10.771428571428572)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:53.045918,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.585714285714285)","(1.8, 2.48, 2.4061538461538463)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.0, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:54.383886,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.585714285714285)","(1.8, 2.48, 2.42)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:55.719283,"(26.0, 70.0, 52.0)","(4.2, 4.9, 4.585714285714285)","(1.8, 2.48, 2.4338461538461535)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:57.093266,"(26.0, 70.0, 52.0)","(4.0, 4.9, 4.585714285714285)","(1.8, 2.48, 2.4338461538461535)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:58.453697,"(26.0, 70.0, 52.0)","(4.0, 4.9, 4.585714285714285)","(1.8, 2.48, 2.4338461538461535)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:11:59.802167,"(26.0, 70.0, 62.4)","(4.0, 4.9, 4.585714285714285)","(1.8, 2.48, 2.4338461538461535)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:01.143438,"(26.0, 70.0, 62.4)","(4.0, 4.9, 4.585714285714285)","(1.8, 2.48, 2.4338461538461535)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:02.487208,"(26.0, 70.0, 62.4)","(4.0, 4.9, 4.688461538461539)","(1.8, 2.48, 2.451578947368421)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:03.811206,"(26.0, 70.0, 62.4)","(4.0, 4.9, 4.65)","(1.8, 2.48, 2.3866666666666667)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:05.213723,"(26.0, 70.0, 64.66666666666666)","(4.0, 4.9, 4.710344827586208)","(1.8, 2.48, 2.3866666666666667)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.84)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:06.617964,"(26.0, 70.0, 64.66666666666666)","(4.0, 4.9, 4.710344827586208)","(1.8, 2.48, 2.3866666666666667)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.8, 7.583333333333334)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:07.983277,"(26.0, 70.0, 64.66666666666666)","(4.0, 4.9, 4.710344827586208)","(1.8, 2.48, 2.3866666666666667)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.4, 7.583333333333334)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:09.312226,"(26.0, 70.0, 64.66666666666666)","(4.0, 4.9, 4.710344827586208)","(1.8, 2.48, 2.3866666666666667)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.4, 7.583333333333334)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:10.638695,"(26.0, 70.0, 65.33333333333334)","(4.0, 4.9, 4.7)","(1.8, 2.48, 2.3866666666666667)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.4, 7.583333333333334)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:11.984514,"(26.0, 70.0, 65.33333333333334)","(4.0, 4.9, 4.7)","(1.8, 2.48, 2.3866666666666667)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.4, 7.583333333333334)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:13.672289,"(26.0, 70.0, 68.83333333333334)","(4.0, 4.9, 4.7)","(1.8, 2.48, 2.3925)","(16.0, 34.0, 31.833333333333332)","(6.0, 8.4, 7.583333333333334)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:15.201921,"(26.0, 70.0, 68.83333333333334)","(4.0, 4.9, 4.7)","(1.8, 2.48, 2.262894736842105)","(16.0, 34.0, 26.625)","(6.0, 8.4, 7.583333333333334)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:16.635587,"(26.0, 70.0, 66.0)","(4.0, 4.9, 4.7620689655172415)","(1.8, 2.28, 2.4057142857142857)","(16.0, 30.0, 25.5)","(6.0, 8.4, 7.777777777777778)","(6.0, 11.5, 10.9)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:18.243863,"(26.0, 70.0, 66.0)","(4.0, 4.9, 4.746153846153846)","(1.8, 2.42, 2.3330434782608696)","(16.0, 30.0, 26.57142857142857)","(6.0, 8.4, 7.777777777777778)","(6.0, 11.5, 10.915384615384616)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:19.777902,"(26.0, 70.0, 62.0)","(4.0, 4.9, 4.746153846153846)","(1.8, 2.42, 2.3330434782608696)","(16.0, 30.0, 26.57142857142857)","(6.0, 8.4, 7.777777777777778)","(6.0, 11.5, 10.881818181818183)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:21.175221,"(26.0, 70.0, 62.0)","(4.0, 4.9, 4.746153846153846)","(1.8, 2.42, 2.3330434782608696)","(16.0, 30.0, 26.57142857142857)","(6.0, 8.4, 7.777777777777778)","(6.0, 11.5, 10.881818181818183)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
10-01-2023 18:12:22.517728,"(26.0, 70.0, 62.0)","(4.0, 4.9, 4.7)","(1.8, 2.42, 2.3330434782608696)","(16.0, 30.0, 26.57142857142857)","(6.0, 8.4, 7.538461538461538)","(6.0, 11.5, 10.881818181818183)","(41.0, 75.0, 51.27272727272727)","(18.0, 36.0, 32.25)"
