,What A Nose,Dairy Girl,Memories Keep,Noaki Cruise,Noaki Nipper,Stylish Rico,Lock It In,Gypsy Rico
08-01-2023 19:31:45.318178,"(71.0, 580.0, 494.16666666666663)","(81.0, 440.0, 228.88888888888889)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 21.0, 13.200000000000001)","(5.5, 11.0, 9.266666666666666)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:46.623165,"(71.0, 580.0, 494.16666666666663)","(81.0, 440.0, 228.88888888888889)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.266666666666666)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:47.818610,"(71.0, 580.0, 494.16666666666663)","(81.0, 440.0, 176.9230769230769)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.266666666666666)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:49.179261,"(71.0, 580.0, 494.16666666666663)","(81.0, 440.0, 176.9230769230769)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.266666666666666)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:50.563247,"(71.0, 580.0, 494.16666666666663)","(81.0, 440.0, 176.9230769230769)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.266666666666666)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:51.723278,"(71.0, 580.0, 494.16666666666663)","(81.0, 440.0, 176.9230769230769)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.2)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:52.895468,"(71.0, 580.0, 494.16666666666663)","(81.0, 440.0, 250.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:54.067063,"(71.0, 580.0, 494.16666666666663)","(81.0, 450.0, 255.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:55.298379,"(71.0, 580.0, 494.16666666666663)","(81.0, 450.0, 255.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:56.516942,"(71.0, 580.0, 494.16666666666663)","(81.0, 450.0, 255.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:57.728067,"(71.0, 580.0, 494.16666666666663)","(81.0, 450.0, 255.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:31:58.934889,"(71.0, 580.0, 494.16666666666663)","(81.0, 450.0, 255.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:00.144625,"(71.0, 580.0, 494.16666666666663)","(81.0, 450.0, 255.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:01.500335,"(71.0, 580.0, 410.83333333333337)","(81.0, 450.0, 183.0769230769231)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.2)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:02.805051,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 183.0769230769231)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:03.901217,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 190.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:04.963236,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 190.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:06.053818,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 190.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:07.120897,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 190.0)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:08.215775,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 206.07142857142858)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:09.359079,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 206.07142857142858)","(2.5, 3.8, 2.5815384615384613)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:10.444954,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 206.07142857142858)","(2.5, 3.8, 3.152)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:11.565569,"(71.0, 480.0, 410.83333333333337)","(81.0, 460.0, 206.07142857142858)","(2.5, 3.8, 3.152)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:12.799503,"(71.0, 480.0, 275.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 2.952)","(3.7, 6.8, 6.364285714285714)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 10.38888888888889)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:13.896625,"(71.0, 480.0, 275.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 2.952)","(3.7, 6.8, 4.8)","(11.0, 23.0, 20.916666666666668)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:15.009051,"(71.0, 480.0, 275.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 2.952)","(3.7, 6.8, 4.8)","(11.0, 23.0, 17.0)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:16.116858,"(71.0, 480.0, 275.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.8)","(11.0, 23.0, 17.0)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:17.388927,"(71.0, 480.0, 275.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.8)","(11.0, 23.0, 17.0)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:18.528305,"(71.0, 580.0, 325.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.8)","(11.0, 23.0, 17.0)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:19.689132,"(71.0, 580.0, 325.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.8)","(11.0, 23.0, 17.0)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:20.979597,"(71.0, 580.0, 325.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.8)","(11.0, 23.0, 17.0)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:22.258720,"(71.0, 580.0, 325.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.8)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:23.525707,"(71.0, 580.0, 325.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.8)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:24.785551,"(71.0, 580.0, 325.0)","(81.0, 460.0, 118.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 6.323076923076924)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:26.029493,"(71.0, 580.0, 325.0)","(81.0, 460.0, 127.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:27.255515,"(71.0, 580.0, 325.0)","(81.0, 460.0, 127.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:28.374950,"(71.0, 580.0, 325.0)","(81.0, 460.0, 127.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:29.526464,"(71.0, 580.0, 325.0)","(81.0, 460.0, 127.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:30.650362,"(71.0, 580.0, 325.0)","(81.0, 460.0, 127.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:31.725621,"(71.0, 580.0, 325.0)","(81.0, 460.0, 127.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:32.838629,"(71.0, 580.0, 325.0)","(81.0, 450.0, 150.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:34.007501,"(71.0, 580.0, 325.0)","(81.0, 440.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:35.138238,"(71.0, 580.0, 325.0)","(81.0, 440.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:36.295567,"(71.0, 580.0, 325.0)","(81.0, 440.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:37.389383,"(71.0, 580.0, 325.0)","(81.0, 440.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:38.610011,"(71.0, 580.0, 325.0)","(81.0, 440.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:39.743404,"(71.0, 580.0, 325.0)","(81.0, 440.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:40.928843,"(71.0, 580.0, 325.0)","(81.0, 440.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:42.211418,"(71.0, 580.0, 523.8888888888889)","(81.0, 440.0, 162.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:43.388184,"(71.0, 580.0, 523.8888888888889)","(81.0, 450.0, 162.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:44.478890,"(71.0, 580.0, 330.0)","(81.0, 450.0, 162.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:45.512130,"(71.0, 580.0, 330.0)","(81.0, 460.0, 151.66666666666666)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:46.701213,"(71.0, 580.0, 330.0)","(81.0, 460.0, 151.66666666666666)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:47.911163,"(71.0, 580.0, 330.0)","(81.0, 460.0, 151.66666666666666)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:49.063835,"(71.0, 580.0, 330.0)","(81.0, 460.0, 151.66666666666666)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:50.123790,"(71.0, 580.0, 330.0)","(81.0, 460.0, 151.66666666666666)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:51.176873,"(71.0, 580.0, 330.0)","(81.0, 460.0, 151.66666666666666)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:52.314750,"(71.0, 580.0, 330.0)","(81.0, 460.0, 151.66666666666666)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:53.448418,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:54.572096,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:55.671500,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:56.962866,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:58.076908,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:32:59.161686,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:33:00.288709,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:33:01.364928,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.200000000000001)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:33:02.509751,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 16.666666666666668)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 7.075)"
08-01-2023 19:33:03.619714,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 13.666666666666666)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.800000000000001)"
08-01-2023 19:33:04.797201,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 8.3)","(4.0, 8.0, 7.4)"
08-01-2023 19:33:05.911997,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:07.118667,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:08.361484,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:09.831525,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:11.154302,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:12.338962,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:13.683536,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:14.932424,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:16.108259,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 8.3)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:17.202173,"(71.0, 580.0, 330.0)","(81.0, 460.0, 155.83333333333334)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:18.448161,"(71.0, 580.0, 330.0)","(81.0, 460.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:19.538733,"(71.0, 580.0, 330.0)","(81.0, 460.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:20.686128,"(71.0, 580.0, 330.0)","(81.0, 460.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:21.762115,"(71.0, 580.0, 330.0)","(81.0, 460.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:23.021885,"(71.0, 580.0, 497.5)","(81.0, 460.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
08-01-2023 19:33:24.155057,"(71.0, 580.0, 335.0)","(81.0, 460.0, 160.0)","(2.5, 3.8, 3.005)","(3.7, 6.8, 4.766666666666667)","(11.0, 23.0, 15.333333333333334)","(10.0, 20.0, 15.25)","(5.5, 11.0, 9.233333333333334)","(4.0, 8.0, 6.25)"
