,What A Nose,Dairy Girl,Memories Keep,Noaki Cruise,Noaki Nipper,Stylish Rico,Lock It In,Gypsy Rico
08-01-2023 19:35:23.508135,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.45, 3.3, 3.15)","(3.7, 6.0, 5.6722222222222225)","(11.0, 20.0, 17.0)","(10.0, 14.5, 12.285714285714285)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:24.666662,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.45, 3.3, 3.2419354838709675)","(3.7, 5.9, 5.6722222222222225)","(11.0, 20.0, 16.92105263157895)","(10.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:25.771778,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.45, 3.3, 3.2419354838709675)","(3.7, 5.9, 5.6722222222222225)","(11.0, 20.0, 17.1875)","(10.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:26.866651,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1636363636363636)","(3.8, 5.9, 5.6722222222222225)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:27.933681,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1636363636363636)","(3.8, 5.9, 5.583333333333333)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:29.016535,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.8, 5.061111111111111)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:30.145782,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.8, 4.875)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:31.240396,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.8, 4.2390625)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:32.367199,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.8, 5.408333333333333)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:33.384809,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.7, 5.408333333333333)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.333333333333334)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.16)"
08-01-2023 19:35:34.378647,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.7, 4.6375)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.625)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.2)"
08-01-2023 19:35:35.456655,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.6, 4.6375)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.264705882352942)","(5.5, 9.8, 7.533333333333334)","(4.0, 5.7, 5.2)"
08-01-2023 19:35:36.600268,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.6, 4.6375)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.264705882352942)","(5.5, 9.8, 7.08)","(4.0, 5.7, 5.2)"
08-01-2023 19:35:37.730053,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.6, 4.6375)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.264705882352942)","(5.5, 9.8, 8.0)","(4.0, 5.7, 5.2)"
08-01-2023 19:35:38.734349,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1090909090909093)","(3.8, 5.6, 4.6375)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.264705882352942)","(5.5, 9.6, 8.0)","(4.0, 5.7, 5.2)"
08-01-2023 19:35:39.744694,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1090909090909093)","(3.8, 5.5, 5.241666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.7, 4.889473684210526)"
08-01-2023 19:35:40.783200,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.241666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.3, 4.889473684210526)"
08-01-2023 19:35:41.849494,"(71.0, 480.0, 397.5)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.35)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.3, 4.842857142857143)"
08-01-2023 19:35:42.898461,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.35)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.842857142857143)"
08-01-2023 19:35:43.908077,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.842857142857143)"
08-01-2023 19:35:44.946524,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.756603773584906)"
08-01-2023 19:35:45.986521,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.7625)"
08-01-2023 19:35:46.979659,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.7625)"
08-01-2023 19:35:48.014493,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.7625)"
08-01-2023 19:35:49.038440,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.7625)"
08-01-2023 19:35:50.237403,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.7625)"
08-01-2023 19:35:51.296697,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.5875)"
08-01-2023 19:35:52.530164,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.2, 4.8)"
08-01-2023 19:35:53.599394,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.827272727272727)"
08-01-2023 19:35:54.750909,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.5, 5.266666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.827272727272727)"
08-01-2023 19:35:55.783173,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.5, 4.433333333333333)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.7)"
08-01-2023 19:35:56.989530,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.5, 4.641666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 12.071428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.7)"
08-01-2023 19:35:58.085326,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.641666666666667)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.575)"
08-01-2023 19:35:59.125225,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.641666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.321428571428571)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.575)"
08-01-2023 19:36:00.134639,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.641666666666667)","(12.0, 20.0, 17.1875)","(11.0, 14.0, 11.833333333333334)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.575)"
08-01-2023 19:36:01.170073,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.227272727272727)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.575)"
08-01-2023 19:36:02.267250,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.227272727272727)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.575)"
08-01-2023 19:36:03.399036,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.227272727272727)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.575)"
08-01-2023 19:36:04.539680,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.227272727272727)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:05.626986,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.227272727272727)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:06.812086,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.227272727272727)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:08.107693,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.227272727272727)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:09.225989,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 12.036585365853659)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:10.224941,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 12.036585365853659)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:11.193964,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.833333333333334)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:12.273709,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.359999999999999)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.961538461538462)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:13.349488,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 11.961538461538462)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:14.404962,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:15.429035,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:16.473792,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:17.545110,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.1875)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:18.572736,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.5)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:19.562421,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.0)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:20.606447,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.066666666666666)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:21.682057,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.17142857142857)","(4.0, 5.1, 4.566666666666666)"
08-01-2023 19:36:22.761402,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.17142857142857)","(4.0, 5.1, 4.564285714285714)"
08-01-2023 19:36:23.899353,"(71.0, 480.0, 320.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.85)","(4.0, 5.1, 4.564285714285714)"
08-01-2023 19:36:24.918398,"(71.0, 480.0, 426.6666666666667)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.85)","(4.0, 5.1, 4.564285714285714)"
08-01-2023 19:36:25.918302,"(71.0, 480.0, 426.6666666666667)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.85)","(4.0, 5.1, 4.564285714285714)"
08-01-2023 19:36:26.998420,"(71.0, 480.0, 426.6666666666667)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.85)","(4.0, 5.1, 4.564285714285714)"
08-01-2023 19:36:28.071858,"(71.0, 480.0, 325.0)","(81.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.8, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.85)","(4.0, 5.1, 4.8)"
08-01-2023 19:36:29.160127,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.85)","(4.0, 5.0, 4.8)"
08-01-2023 19:36:30.156426,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.35)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.288888888888888)","(4.0, 5.0, 4.7)"
08-01-2023 19:36:31.172093,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.34074074074074)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.288888888888888)","(4.0, 5.0, 4.7)"
08-01-2023 19:36:32.187016,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.34074074074074)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.288888888888888)","(4.0, 5.0, 4.7)"
08-01-2023 19:36:33.209529,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.34074074074074)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.288888888888888)","(4.0, 5.0, 4.7)"
08-01-2023 19:36:34.247126,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.34074074074074)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.288888888888888)","(4.0, 5.0, 4.575)"
08-01-2023 19:36:35.318571,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.34074074074074)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.228571428571428)","(4.0, 5.0, 4.575)"
08-01-2023 19:36:36.289068,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.34074074074074)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.228571428571428)","(4.0, 5.0, 4.575)"
08-01-2023 19:36:37.274381,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.1285714285714286)","(3.9, 5.4, 4.34074074074074)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.447058823529412)","(4.0, 5.0, 4.575)"
08-01-2023 19:36:38.329471,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.4, 4.359999999999999)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.414285714285715)","(4.0, 5.0, 4.575)"
08-01-2023 19:36:39.308430,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.4, 4.359999999999999)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 9.414285714285715)","(4.0, 5.0, 4.575)"
08-01-2023 19:36:40.345463,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.4, 4.359999999999999)","(12.0, 20.0, 17.083333333333332)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.96)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:41.350329,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.4, 4.359999999999999)","(12.0, 20.0, 17.083333333333332)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.342857142857143)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:42.334571,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.4, 4.359999999999999)","(12.0, 20.0, 17.083333333333332)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.342857142857143)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:43.362882,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.4, 4.741666666666667)","(12.0, 20.0, 17.083333333333332)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.342857142857143)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:44.340022,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.790909090909091)","(12.0, 20.0, 17.083333333333332)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.342857142857143)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:45.334614,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 7.788235294117647)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:46.360618,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 7.871428571428572)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:47.372954,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.133333333333333)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:48.447231,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.133333333333333)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:49.535328,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.133333333333333)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:50.496100,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.133333333333333)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:51.460677,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.133333333333333)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:52.487585,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.133333333333333)","(4.0, 5.0, 4.583333333333333)"
08-01-2023 19:36:53.569865,"(71.0, 480.0, 325.0)","(71.0, 110.0, 101.25)","(2.4, 3.3, 3.125)","(3.9, 5.2, 4.66)","(12.0, 20.0, 17.666666666666668)","(11.0, 13.5, 12.045454545454545)","(5.5, 9.6, 8.133333333333333)","(4.0, 5.0, 4.583333333333333)"
