,Slay Queen,Mean Sam,Akimbo,Petite Olga,Francis Geoffrey,Hit List,Queen Norma
06-01-2023 12:02:01.252218,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 22.23076923076923)","(12.0, 15.5, 13.125)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:02.573244,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 22.23076923076923)","(12.0, 15.5, 13.125)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:03.848280,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 22.23076923076923)","(12.0, 15.5, 13.125)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:05.089724,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 22.23076923076923)","(12.0, 15.5, 13.125)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:06.350477,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 22.23076923076923)","(12.0, 15.5, 13.125)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:07.537672,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 22.23076923076923)","(12.0, 15.5, 13.125)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:08.677560,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 21.25)","(12.0, 15.5, 13.75)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:09.800621,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.60388198757764)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 21.25)","(12.0, 15.0, 13.75)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:10.936447,"(1.5, 2.1, 2.0625)","(18.0, 50.0, 37.5)","(3.6, 3.85, 3.6625)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 21.25)","(12.0, 15.0, 13.75)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:12.035323,"(1.5, 2.1, 2.0294117647058822)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 18.7)","(12.0, 15.0, 13.095238095238095)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:13.015290,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 18.7)","(12.0, 15.0, 13.095238095238095)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:14.044286,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 18.7)","(12.0, 15.0, 13.095238095238095)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:15.133448,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.623529411764706)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 20.821428571428573)","(12.0, 15.0, 13.5)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:16.249777,"(1.5, 2.1, 2.0205555555555557)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.428571428571427)","(11.0, 25.0, 21.75)","(12.0, 14.5, 13.5)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:17.371896,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.333333333333332)","(11.0, 25.0, 21.75)","(12.0, 14.5, 13.5)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:18.468891,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.25)","(11.0, 25.0, 21.75)","(12.0, 14.5, 13.5)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:19.626822,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.25)","(11.0, 25.0, 22.910714285714285)","(12.0, 14.5, 13.026315789473685)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:20.676891,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 37.5)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 25.25)","(11.0, 25.0, 22.910714285714285)","(12.0, 14.5, 13.026315789473685)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:21.761656,"(1.5, 2.1, 2.0277777777777777)","(18.0, 50.0, 33.333333333333336)","(3.6, 3.8, 3.6588235294117646)","(21.0, 44.0, 26.0)","(11.0, 25.0, 22.456521739130434)","(12.0, 14.5, 13.214285714285714)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:22.944701,"(1.5, 2.1, 2.0205555555555557)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6588235294117646)","(21.0, 44.0, 32.0)","(11.0, 25.0, 22.0)","(12.0, 14.5, 13.25)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:24.078012,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6588235294117646)","(21.0, 40.0, 32.0)","(11.0, 25.0, 22.0)","(12.0, 14.0, 13.25)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:25.237862,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6588235294117646)","(21.0, 40.0, 25.142857142857142)","(11.0, 25.0, 23.0)","(12.0, 14.0, 12.941176470588236)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:26.183172,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6588235294117646)","(21.0, 40.0, 25.142857142857142)","(12.0, 25.0, 23.0)","(12.0, 14.0, 12.941176470588236)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:27.252235,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6588235294117646)","(21.0, 40.0, 25.066666666666666)","(12.0, 25.0, 20.05)","(12.0, 14.0, 12.941176470588236)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:28.318569,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 20.05)","(12.0, 14.0, 12.941176470588236)","(15.0, 28.0, 21.795454545454547)"
06-01-2023 12:02:29.408848,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 22.352941176470587)","(12.0, 14.0, 13.0)","(15.0, 28.0, 21.4375)"
06-01-2023 12:02:30.599723,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 23.541666666666668)","(12.0, 13.5, 12.833333333333334)","(15.0, 28.0, 21.4375)"
06-01-2023 12:02:31.829254,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 23.541666666666668)","(12.0, 13.5, 12.833333333333334)","(15.0, 28.0, 21.4375)"
06-01-2023 12:02:33.274102,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 23.541666666666668)","(12.0, 13.5, 12.833333333333334)","(15.0, 28.0, 21.4375)"
06-01-2023 12:02:34.656706,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 23.541666666666668)","(12.0, 13.5, 12.833333333333334)","(15.0, 28.0, 23.2)"
06-01-2023 12:02:35.740915,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 24.615384615384617)","(12.0, 13.5, 13.0)","(15.0, 27.0, 25.15)"
06-01-2023 12:02:36.773077,"(1.5, 2.1, 2.0205555555555557)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6555555555555554)","(21.0, 40.0, 29.18181818181818)","(12.0, 25.0, 23.916666666666668)","(12.0, 13.5, 12.375)","(15.0, 26.0, 25.15)"
06-01-2023 12:02:37.808976,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.6625)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 23.333333333333332)","(12.0, 13.0, 12.375)","(15.0, 26.0, 25.15)"
06-01-2023 12:02:39.001702,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.60462962962963)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 23.916666666666668)","(12.0, 13.0, 12.375)","(15.0, 26.0, 25.15)"
06-01-2023 12:02:40.146799,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.60462962962963)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 24.684210526315788)","(12.0, 13.0, 12.375)","(15.0, 26.0, 20.232142857142858)"
06-01-2023 12:02:41.267679,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.5, 3.8, 3.60462962962963)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 24.684210526315788)","(12.0, 13.0, 12.00943396226415)","(15.0, 26.0, 20.232142857142858)"
06-01-2023 12:02:42.307888,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.60462962962963)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 24.684210526315788)","(12.0, 13.0, 12.00943396226415)","(16.0, 26.0, 20.232142857142858)"
06-01-2023 12:02:43.409698,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.60462962962963)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 24.214285714285715)","(12.0, 13.0, 12.0)","(16.0, 26.0, 20.137931034482758)"
06-01-2023 12:02:44.568596,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.60462962962963)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.5, 11.7)","(16.0, 26.0, 20.137931034482758)"
06-01-2023 12:02:45.682706,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.60462962962963)","(21.0, 40.0, 29.18181818181818)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.5, 11.7)","(16.0, 26.0, 20.137931034482758)"
06-01-2023 12:02:46.762496,"(1.5, 2.1, 2.0277777777777777)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.60462962962963)","(21.0, 40.0, 34.25)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.5, 11.7)","(16.0, 26.0, 23.125)"
06-01-2023 12:02:47.841660,"(1.5, 2.1, 2.035)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.605529953917051)","(21.0, 38.0, 31.333333333333332)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.5, 11.7)","(16.0, 25.0, 22.5)"
06-01-2023 12:02:48.969548,"(1.5, 2.1, 2.035)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.605529953917051)","(21.0, 38.0, 31.333333333333332)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.5, 11.7)","(16.0, 25.0, 22.5)"
06-01-2023 12:02:50.118706,"(1.5, 2.1, 2.035)","(19.0, 50.0, 33.333333333333336)","(3.3, 3.8, 3.605529953917051)","(21.0, 38.0, 30.275862068965516)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.5, 11.666666666666666)","(16.0, 25.0, 20.425925925925927)"
06-01-2023 12:02:51.233825,"(1.5, 2.1, 2.042222222222222)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.5546082949308753)","(21.0, 38.0, 35.07692307692308)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.5, 11.666666666666666)","(16.0, 25.0, 20.425925925925927)"
06-01-2023 12:02:52.264429,"(1.5, 2.1, 2.042222222222222)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.5546082949308753)","(21.0, 36.0, 29.759999999999998)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.5, 11.666666666666666)","(16.0, 25.0, 20.589285714285715)"
06-01-2023 12:02:53.373074,"(1.5, 2.1, 2.0492307692307694)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.5545871559633024)","(21.0, 36.0, 33.285714285714285)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.5, 11.666666666666666)","(16.0, 25.0, 20.589285714285715)"
06-01-2023 12:02:54.498794,"(1.5, 2.1, 2.0492307692307694)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.5545871559633024)","(21.0, 34.0, 33.285714285714285)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.5, 11.666666666666666)","(16.0, 25.0, 21.104166666666668)"
06-01-2023 12:02:55.677093,"(1.5, 2.1, 2.0492307692307694)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.5545871559633024)","(21.0, 34.0, 33.285714285714285)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.5, 11.5625)","(16.0, 25.0, 21.104166666666668)"
06-01-2023 12:02:56.884850,"(1.5, 2.1, 2.0492307692307694)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045662100456624)","(21.0, 34.0, 29.416666666666668)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.5, 11.375)","(16.0, 25.0, 21.104166666666668)"
06-01-2023 12:02:57.985800,"(1.5, 2.1, 2.0725000000000002)","(19.0, 50.0, 46.15384615384615)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 29.0)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.0, 11.375)","(16.0, 25.0, 21.104166666666668)"
06-01-2023 12:02:59.086644,"(1.5, 2.1, 2.0725000000000002)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 29.0)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.0, 11.23076923076923)","(16.0, 25.0, 21.104166666666668)"
06-01-2023 12:03:00.184041,"(1.5, 2.1, 2.0885714285714285)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.5)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.0, 11.545454545454545)","(16.0, 25.0, 21.104166666666668)"
06-01-2023 12:03:01.260376,"(1.5, 2.1, 2.0885714285714285)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.5)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.0, 11.5)","(16.0, 25.0, 21.304347826086957)"
06-01-2023 12:03:02.379008,"(1.5, 2.1, 2.0885714285714285)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.5)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.0, 11.5)","(16.0, 25.0, 21.304347826086957)"
06-01-2023 12:03:03.468944,"(1.5, 2.1, 2.0885714285714285)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.5)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.0, 11.5)","(16.0, 25.0, 21.304347826086957)"
06-01-2023 12:03:04.499567,"(1.5, 2.1, 2.0885714285714285)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.5)","(12.0, 26.0, 24.214285714285715)","(12.0, 12.0, 11.333333333333334)","(16.0, 25.0, 21.304347826086957)"
06-01-2023 12:03:05.535953,"(1.5, 2.1, 2.0885714285714285)","(19.0, 50.0, 46.42857142857143)","(3.3, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.5)","(12.0, 26.0, 24.214285714285715)","(12.0, 11.5, 11.333333333333334)","(16.0, 25.0, 21.304347826086957)"
06-01-2023 12:03:06.647978,"(1.5, 2.1, 2.0885714285714285)","(19.0, 50.0, 45.833333333333336)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.5)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.333333333333334)","(15.0, 25.0, 21.304347826086957)"
06-01-2023 12:03:07.714123,"(1.5, 2.12, 2.085)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.88888888888889)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.333333333333334)","(15.0, 25.0, 20.27777777777778)"
06-01-2023 12:03:08.831547,"(1.5, 2.12, 2.085)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.88888888888889)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.666666666666666)","(15.0, 25.0, 21.90909090909091)"
06-01-2023 12:03:09.822864,"(1.5, 2.12, 2.085)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045662100456624)","(21.0, 34.0, 27.88888888888889)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.0, 11.333333333333334)","(15.0, 25.0, 21.90909090909091)"
06-01-2023 12:03:10.864688,"(1.5, 2.12, 2.085)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045662100456624)","(21.0, 34.0, 27.529411764705884)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.333333333333334)","(15.0, 25.0, 22.11111111111111)"
06-01-2023 12:03:12.038993,"(1.5, 2.12, 2.057777777777778)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.529411764705884)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.333333333333334)","(15.0, 25.0, 22.11111111111111)"
06-01-2023 12:03:13.158031,"(1.5, 2.12, 2.085)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.529411764705884)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.333333333333334)","(15.0, 25.0, 22.11111111111111)"
06-01-2023 12:03:14.295924,"(1.5, 2.12, 2.085)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.529411764705884)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.333333333333334)","(15.0, 25.0, 22.11111111111111)"
06-01-2023 12:03:15.247226,"(1.5, 2.12, 2.085)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.529411764705884)","(12.0, 26.0, 24.46153846153846)","(12.0, 11.5, 11.333333333333334)","(15.0, 25.0, 22.11111111111111)"
06-01-2023 12:03:16.243724,"(1.5, 2.12, 2.09)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 27.529411764705884)","(12.0, 26.0, 24.46153846153846)","(12.0, 12.5, 11.514851485148515)","(15.0, 25.0, 22.11111111111111)"
06-01-2023 12:03:17.345176,"(1.5, 2.12, 2.09)","(19.0, 48.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 34.0, 31.11111111111111)","(12.0, 26.0, 24.18181818181818)","(12.0, 13.0, 11.514851485148515)","(15.0, 25.0, 22.11111111111111)"
06-01-2023 12:03:18.392460,"(1.5, 2.12, 2.09)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 31.11111111111111)","(12.0, 26.0, 24.18181818181818)","(12.0, 13.0, 11.514851485148515)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:19.463378,"(1.5, 2.12, 2.08)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 31.11111111111111)","(12.0, 26.0, 24.18181818181818)","(12.0, 13.0, 11.130841121495328)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:20.477334,"(1.5, 2.12, 2.0763636363636366)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 27.555555555555557)","(12.0, 26.0, 24.18181818181818)","(12.0, 13.0, 11.875)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:21.502085,"(1.5, 2.12, 2.0763636363636366)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.5, 11.875)","(15.0, 25.0, 20.5)"
06-01-2023 12:03:22.560454,"(1.5, 2.12, 2.0763636363636366)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.5, 11.875)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:23.555200,"(1.5, 2.12, 2.0763636363636366)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.5, 11.875)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:24.592898,"(1.5, 2.12, 2.0763636363636366)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.5557077625570774)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.5, 11.875)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:25.611721,"(1.5, 2.12, 2.0763636363636366)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045662100456624)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.5, 11.875)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:26.676796,"(1.5, 2.12, 2.0654545454545454)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.5, 11.12962962962963)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:27.760889,"(1.5, 2.12, 2.0654545454545454)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 13.0, 11.583333333333334)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:28.843700,"(1.5, 2.12, 2.0654545454545454)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.583333333333334)","(15.0, 25.0, 20.875)"
06-01-2023 12:03:29.853289,"(1.5, 2.12, 2.0654545454545454)","(19.0, 46.0, 36.0)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 26.666666666666668)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.583333333333334)","(15.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:30.894187,"(1.5, 2.12, 2.0654545454545454)","(19.0, 48.0, 27.833333333333332)","(3.5, 3.8, 3.6045871559633027)","(21.0, 32.0, 28.444444444444443)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.016990291262136)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:31.918333,"(1.5, 2.04, 1.9844444444444445)","(19.0, 48.0, 27.833333333333332)","(3.3, 3.8, 3.6045871559633027)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.016990291262136)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:33.008747,"(1.5, 2.04, 1.986969696969697)","(19.0, 48.0, 28.75)","(3.3, 3.8, 3.6045871559633027)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.016990291262136)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:34.144024,"(1.5, 2.04, 1.986969696969697)","(19.0, 48.0, 28.75)","(3.3, 3.8, 3.6045871559633027)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.291666666666666)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:35.179545,"(1.5, 2.04, 1.986969696969697)","(19.0, 48.0, 28.75)","(3.3, 3.8, 3.605952380952381)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 11.5, 11.291666666666666)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:36.168918,"(1.5, 2.04, 1.986969696969697)","(19.0, 48.0, 40.03448275862069)","(3.3, 3.8, 3.611299435028249)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 11.5, 11.291666666666666)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:37.196565,"(1.5, 2.04, 1.986969696969697)","(19.0, 48.0, 40.03448275862069)","(3.3, 3.8, 3.611299435028249)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 11.5, 11.012886597938145)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:38.247967,"(1.5, 2.04, 1.986969696969697)","(19.0, 48.0, 29.666666666666668)","(3.3, 3.8, 3.654360465116279)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.52716049382716)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:39.313070,"(1.5, 2.04, 1.9772413793103447)","(19.0, 48.0, 29.666666666666668)","(3.3, 3.8, 3.654360465116279)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.52363184079602)","(17.0, 25.0, 22.428571428571427)"
06-01-2023 12:03:40.353971,"(1.5, 2.04, 1.9941176470588236)","(19.0, 48.0, 40.14285714285714)","(3.3, 3.8, 3.654360465116279)","(21.0, 32.0, 29.333333333333332)","(12.0, 26.0, 24.18181818181818)","(12.0, 12.0, 11.52363184079602)","(17.0, 25.0, 22.428571428571427)"
