,Alternate Shot,Sour Lemon,Epic Rooster,Maisey,Diamond Chipper,Trousseau,Goldstar Larson,Shane Baxter
12-01-2023 16:46:01.331326,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 240.0, 124.5)"
12-01-2023 16:46:02.539198,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 230.0, 124.5)"
12-01-2023 16:46:03.720262,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 230.0, 124.5)"
12-01-2023 16:46:05.042014,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 230.0, 124.5)"
12-01-2023 16:46:06.488172,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 230.0, 124.5)"
12-01-2023 16:46:07.865901,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 230.0, 124.5)"
12-01-2023 16:46:09.376268,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 230.0, 124.5)"
12-01-2023 16:46:10.870882,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 79.10714285714286)","(4.0, 8.2, 5.290909090909091)","(19.0, 190.0, 33.85)","(19.0, 190.0, 79.10714285714286)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 79.10714285714286)","(21.0, 230.0, 124.5)"
12-01-2023 16:46:12.262679,"(1.4, 2.0, 1.8363076923076924)","(19.0, 190.0, 65.15625)","(4.0, 8.2, 5.1)","(19.0, 190.0, 29.291666666666664)","(19.0, 190.0, 152.91666666666666)","(9.0, 22.0, 13.466666666666665)","(19.0, 190.0, 147.5)","(21.0, 230.0, 90.78571428571429)"
12-01-2023 16:46:13.528088,"(1.4, 2.0, 1.8363076923076924)","(19.0, 170.0, 136.25)","(4.0, 7.8, 5.1)","(19.0, 170.0, 88.25)","(19.0, 180.0, 152.91666666666666)","(9.0, 22.0, 13.466666666666665)","(19.0, 180.0, 152.91666666666666)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:14.810054,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 5.1)","(19.0, 160.0, 88.25)","(19.0, 180.0, 152.91666666666666)","(9.0, 22.0, 13.466666666666665)","(19.0, 180.0, 152.91666666666666)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:16.151360,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 5.1)","(19.0, 160.0, 88.25)","(19.0, 180.0, 24.125)","(9.0, 22.0, 21.5)","(19.0, 180.0, 26.333333333333332)","(21.0, 220.0, 44.625)"
12-01-2023 16:46:17.421391,"(1.4, 1.63, 1.6288095238095237)","(19.0, 160.0, 136.25)","(4.0, 7.8, 6.423529411764706)","(19.0, 160.0, 88.0)","(19.0, 44.0, 91.36363636363637)","(9.0, 22.0, 24.5030303030303)","(19.0, 44.0, 91.36363636363637)","(21.0, 60.0, 90.78571428571429)"
12-01-2023 16:46:18.721518,"(1.4, 2.0, 1.8311111111111111)","(19.0, 160.0, 136.25)","(4.0, 7.8, 6.423529411764706)","(19.0, 160.0, 88.0)","(19.0, 180.0, 136.25)","(9.0, 25.0, 20.428571428571427)","(19.0, 180.0, 55.625)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:19.963850,"(1.4, 2.0, 1.8311111111111111)","(19.0, 160.0, 136.25)","(4.0, 7.8, 6.266666666666667)","(19.0, 160.0, 88.0)","(19.0, 160.0, 136.25)","(9.0, 25.0, 21.8)","(19.0, 170.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:21.272088,"(1.4, 2.0, 1.8311111111111111)","(19.0, 160.0, 136.25)","(4.0, 8.2, 6.109999999999999)","(19.0, 160.0, 88.0)","(19.0, 160.0, 136.25)","(9.0, 25.0, 21.8)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:22.538146,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.0, 6.109999999999999)","(19.0, 160.0, 88.0)","(19.0, 160.0, 136.25)","(9.0, 25.0, 17.733333333333334)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:23.709561,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.0, 6.109999999999999)","(19.0, 160.0, 88.0)","(19.0, 160.0, 136.25)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:24.903984,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.0, 6.109999999999999)","(19.0, 160.0, 88.0)","(19.0, 160.0, 136.25)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:26.257694,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.0, 6.109999999999999)","(19.0, 160.0, 88.0)","(19.0, 160.0, 136.25)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:27.585066,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.0, 6.05)","(19.0, 160.0, 88.0)","(19.0, 160.0, 136.25)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:28.860895,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 6.477777777777778)","(19.0, 160.0, 131.2)","(19.0, 160.0, 136.25)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:30.108608,"(1.4, 2.0, 1.6427586206896552)","(19.0, 160.0, 136.25)","(4.0, 7.8, 6.4)","(19.0, 160.0, 124.0)","(19.0, 160.0, 136.25)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:31.377959,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 4.825)","(19.0, 160.0, 88.5)","(19.0, 160.0, 136.25)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:32.711983,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 5.0)","(19.0, 160.0, 88.5)","(19.0, 160.0, 21.964285714285715)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:34.638019,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 5.0)","(19.0, 160.0, 88.5)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:36.011883,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 5.733333333333333)","(19.0, 160.0, 88.5)","(19.0, 30.0, 27.083333333333336)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:37.284878,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.0, 5.199999999999999)","(19.0, 160.0, 88.5)","(19.0, 29.0, 21.964285714285715)","(9.0, 22.0, 19.2)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:38.605471,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.2, 5.199999999999999)","(19.0, 160.0, 88.5)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 17.04)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:39.918235,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.2, 5.199999999999999)","(19.0, 160.0, 88.5)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 17.933333333333334)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:41.168135,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 8.2, 5.057142857142857)","(19.0, 160.0, 139.42857142857144)","(19.0, 30.0, 21.346153846153847)","(9.0, 22.0, 17.933333333333334)","(19.0, 160.0, 131.5)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:42.687271,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 131.5)","(4.0, 7.8, 5.057142857142857)","(19.0, 160.0, 88.25)","(19.0, 30.0, 21.346153846153847)","(9.0, 22.0, 17.933333333333334)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:44.052962,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 5.057142857142857)","(19.0, 160.0, 88.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 17.933333333333334)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:45.408561,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 136.25)","(4.0, 7.8, 5.057142857142857)","(19.0, 160.0, 88.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 17.933333333333334)","(19.0, 160.0, 136.25)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:46.874466,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 147.04545454545456)","(4.0, 7.8, 5.6)","(19.0, 160.0, 88.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 17.933333333333334)","(19.0, 160.0, 148.20833333333331)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:48.159568,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 147.04545454545456)","(4.0, 7.6, 5.074999999999999)","(19.0, 160.0, 124.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.95)","(19.0, 160.0, 148.20833333333331)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:49.614251,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 147.04545454545456)","(4.0, 8.4, 6.929411764705882)","(19.0, 160.0, 124.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.95)","(19.0, 160.0, 148.20833333333331)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:51.047840,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 147.04545454545456)","(4.0, 8.2, 7.119999999999999)","(19.0, 160.0, 124.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.95)","(19.0, 160.0, 148.20833333333331)","(21.0, 220.0, 90.78571428571429)"
12-01-2023 16:46:52.309955,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 74.5)","(4.0, 8.2, 7.119999999999999)","(19.0, 160.0, 40.833333333333336)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.95)","(19.0, 160.0, 148.20833333333331)","(21.0, 220.0, 161.5)"
12-01-2023 16:46:53.490133,"(1.4, 2.0, 1.8363076923076924)","(19.0, 160.0, 74.5)","(4.0, 8.2, 7.119999999999999)","(19.0, 160.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.95)","(19.0, 160.0, 148.20833333333331)","(21.0, 190.0, 161.5)"
12-01-2023 16:46:54.628946,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.2, 7.119999999999999)","(19.0, 140.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.95)","(19.0, 160.0, 148.20833333333331)","(21.0, 190.0, 161.5)"
12-01-2023 16:46:55.869401,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.2, 5.866666666666666)","(19.0, 140.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 17.2)","(19.0, 160.0, 124.75)","(21.0, 190.0, 161.5)"
12-01-2023 16:46:57.056519,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.2, 5.866666666666666)","(19.0, 140.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.166666666666668)","(19.0, 160.0, 113.16666666666667)","(21.0, 190.0, 161.5)"
12-01-2023 16:46:58.114885,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.2, 5.725)","(19.0, 140.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.166666666666668)","(19.0, 160.0, 71.7)","(21.0, 190.0, 161.5)"
12-01-2023 16:46:59.280234,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.2, 5.725)","(19.0, 140.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.166666666666668)","(19.0, 150.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:00.489898,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.2, 5.69)","(19.0, 140.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.166666666666668)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:01.621315,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.0, 5.69)","(19.0, 140.0, 109.25)","(19.0, 30.0, 21.964285714285715)","(9.0, 22.0, 18.166666666666668)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:02.678002,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 128.86363636363637)","(4.0, 8.0, 6.6)","(19.0, 140.0, 109.25)","(19.0, 30.0, 18.75)","(9.0, 22.0, 18.166666666666668)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:03.734727,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.0, 6.6)","(19.0, 140.0, 109.25)","(19.0, 30.0, 19.65)","(9.0, 22.0, 18.166666666666668)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:04.889521,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.0, 5.83)","(19.0, 140.0, 109.25)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.125)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:06.047006,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.0, 5.83)","(19.0, 140.0, 109.25)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.125)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:07.058829,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.0, 5.83)","(19.0, 140.0, 109.25)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.125)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:08.240581,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.2, 6.0)","(19.0, 140.0, 109.25)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.125)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:09.405193,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.2, 6.0)","(19.0, 140.0, 109.25)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.125)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:10.794607,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.2, 6.0)","(19.0, 140.0, 109.25)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.125)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:12.122701,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.2, 6.76)","(19.0, 140.0, 115.4)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.125)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:13.288807,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.0, 6.76)","(19.0, 140.0, 115.4)","(19.0, 30.0, 19.65)","(9.0, 22.0, 17.6)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:14.614238,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.2, 5.199999999999999)","(19.0, 140.0, 115.4)","(19.0, 30.0, 19.65)","(9.0, 22.0, 18.5)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:15.974056,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.2, 6.949999999999999)","(19.0, 140.0, 115.4)","(19.0, 30.0, 19.65)","(9.0, 22.0, 18.5)","(19.0, 140.0, 99.83333333333333)","(21.0, 190.0, 161.5)"
12-01-2023 16:47:17.171584,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 79.0)","(4.0, 8.2, 7.106249999999999)","(19.0, 140.0, 42.89473684210526)","(19.0, 30.0, 19.65)","(9.0, 22.0, 19.833333333333336)","(19.0, 140.0, 63.7)","(21.0, 190.0, 134.0)"
12-01-2023 16:47:18.357234,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 25.625)","(4.0, 8.2, 7.106249999999999)","(19.0, 140.0, 42.89473684210526)","(19.0, 30.0, 19.65)","(9.0, 24.0, 19.833333333333336)","(19.0, 130.0, 86.5)","(21.0, 180.0, 144.83333333333334)"
12-01-2023 16:47:19.711972,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 25.176470588235293)","(4.0, 8.2, 6.96470588235294)","(19.0, 140.0, 41.6)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 86.5)","(21.0, 170.0, 77.07692307692307)"
12-01-2023 16:47:20.962361,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 8.2, 6.96470588235294)","(19.0, 140.0, 45.94117647058823)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 86.5)","(21.0, 170.0, 77.75)"
12-01-2023 16:47:22.036982,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 8.2, 6.96470588235294)","(19.0, 140.0, 45.94117647058823)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 86.5)","(21.0, 160.0, 77.75)"
12-01-2023 16:47:23.474667,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 8.2, 5.76)","(19.0, 140.0, 45.94117647058823)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 48.214285714285715)","(21.0, 160.0, 100.875)"
12-01-2023 16:47:24.777063,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 8.0, 5.76)","(19.0, 140.0, 45.94117647058823)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 150.0, 51.64705882352941)"
12-01-2023 16:47:25.987966,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 7.8, 6.6)","(19.0, 140.0, 45.94117647058823)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 130.0, 49.833333333333336)"
12-01-2023 16:47:27.280837,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 7.8, 6.6)","(19.0, 140.0, 45.94117647058823)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 130.0, 49.833333333333336)"
12-01-2023 16:47:28.319041,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 7.8, 6.6)","(19.0, 140.0, 45.94117647058823)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 130.0, 49.833333333333336)"
12-01-2023 16:47:29.551603,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 7.8, 6.074999999999999)","(19.0, 140.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 130.0, 49.833333333333336)"
12-01-2023 16:47:30.798872,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 8.2, 6.074999999999999)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 130.0, 103.16666666666666)"
12-01-2023 16:47:32.105980,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 7.8, 6.705882352941177)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:33.314962,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 7.8, 6.705882352941177)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:34.608748,"(1.4, 2.0, 1.8363076923076924)","(19.0, 140.0, 26.714285714285715)","(4.0, 7.8, 6.705882352941177)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:35.769786,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.705882352941177)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:37.129706,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.705882352941177)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:38.167584,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.705882352941177)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:39.309444,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.705882352941177)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:40.526373,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.640000000000001)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:41.943738,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.640000000000001)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 20.42857142857143)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:43.220620,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.640000000000001)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 16.0)","(19.0, 120.0, 30.666666666666664)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:44.455589,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.640000000000001)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 16.0)","(19.0, 120.0, 35.368421052631575)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:45.648668,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.461538461538462)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 16.0)","(19.0, 120.0, 35.368421052631575)","(21.0, 120.0, 103.16666666666666)"
12-01-2023 16:47:46.826371,"(1.4, 2.0, 1.8363076923076924)","(19.0, 130.0, 74.0)","(4.0, 7.8, 6.553846153846154)","(19.0, 130.0, 107.4)","(19.0, 30.0, 19.65)","(9.0, 24.0, 16.0)","(19.0, 120.0, 35.368421052631575)","(21.0, 120.0, 103.16666666666666)"
