,Highway Man,Block Busted,Lucretia Ann,Charizard,Too Much Trifle,Rapid Voyage,Tower Bell,Zipping Wreck
115,"[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 43, 149714), 2.8, 4.7]"
116,"[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 44, 340536), 2.8, 4.7]"
117,"[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 45, 507260), 2.8, 4.7]"
118,"[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 46, 692591), 2.8, 4.7]"
119,"[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 47, 859156), 2.8, 4.7]"
120,"[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 48, 986142), 2.8, 4.7]"
121,"[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 50, 137832), 2.8, 4.7]"
122,"[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 51, 268167), 2.8, 4.7]"
123,"[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 52, 421841), 2.8, 4.7]"
124,"[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 53, 594288), 2.8, 4.7]"
125,"[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 54, 748603), 2.8, 4.7]"
126,"[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 55, 891121), 2.8, 4.7]"
127,"[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 57, 81826), 2.8, 4.7]"
128,"[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 58, 257210), 2.8, 4.7]"
129,"[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 20, 59, 395477), 2.8, 4.8]"
130,"[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 0, 550842), 2.8, 4.8]"
131,"[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 1, 684734), 2.8, 4.8]"
132,"[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 2, 813851), 2.8, 4.7]"
133,"[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 3, 943764), 2.8, 4.7]"
134,"[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 5, 73791), 2.8, 4.7]"
135,"[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 6, 193701), 2.8, 4.7]"
136,"[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 7, 319494), 2.8, 4.7]"
137,"[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 8, 443819), 2.8, 4.7]"
138,"[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 9, 576403), 2.8, 4.7]"
139,"[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 10, 708682), 2.8, 4.7]"
140,"[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 11, 878107), 2.8, 4.7]"
141,"[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 13, 15098), 2.8, 4.7]"
142,"[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 14, 151370), 2.8, 4.7]"
143,"[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 15, 285568), 2.8, 4.7]"
144,"[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 16, 413858), 2.8, 4.7]"
145,"[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 17, 543305), 2.8, 4.7]"
146,"[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 18, 666420), 2.8, 4.7]"
147,"[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 19, 797262), 2.8, 4.7]"
148,"[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 20, 917272), 2.8, 4.7]"
149,"[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 22, 52066), 2.8, 4.7]"
150,"[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 23, 175214), 2.8, 4.7]"
151,"[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 24, 301686), 2.8, 4.7]"
152,"[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 25, 431340), 2.8, 4.7]"
153,"[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 26, 551403), 2.8, 4.7]"
154,"[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 3.2, 4.9]","[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 3.4, 5.2]","[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 15, 21, 27, 682512), 2.8, 4.7]"
