,Austrian Legend,Referral,Freddy Vegas,Billy Nailer,Inspired Reason
04-01-2023 15:23:12.508311,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:13.376464,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:14.298116,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:15.275831,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:16.125308,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:16.984499,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:17.986411,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:18.884035,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:19.720882,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:20.587138,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:21.487180,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:22.376412,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:23.187816,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:24.020185,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:24.907035,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:25.854314,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:26.688343,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.098076923076923)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:27.482161,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:28.403951,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:29.338766,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:30.247265,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:31.102629,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:31.943667,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 337.5)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:32.753570,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:33.589079,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:34.435354,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:35.255482,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:36.125787,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:36.985933,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:37.826692,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:38.616202,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:39.461017,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:40.323989,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:41.152988,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:41.966291,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:42.784116,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:43.643395,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:44.552051,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:45.392586,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 6.4, 4.048)","(1.45, 2.24, 1.7908333333333333)"
04-01-2023 15:23:46.186092,"(26.0, 95.0, 51.30769230769231)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 4.0, 3.632)","(1.45, 2.24, 2.1681333333333335)"
04-01-2023 15:23:46.990651,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:47.861126,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:48.701072,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:49.506580,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:50.374998,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:51.213059,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:51.998439,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.120454545454545)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:52.820076,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:53.678919,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.707692307692308)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:54.548849,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:55.433206,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:56.242217,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:57.040461,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:57.844927,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:58.731825,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:23:59.531748,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:24:00.322617,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:24:01.183824,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:24:02.062722,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:24:02.880745,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:24:03.676766,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:24:04.524333,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.24, 2.0933333333333337)"
04-01-2023 15:24:05.377613,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.38, 1.8996396396396396)"
04-01-2023 15:24:06.171334,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.38, 1.8996396396396396)"
04-01-2023 15:24:06.957767,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.38, 1.8996396396396396)"
04-01-2023 15:24:07.830569,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.38, 1.8996396396396396)"
04-01-2023 15:24:08.764299,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.38, 1.8996396396396396)"
04-01-2023 15:24:09.641244,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.38, 1.8996396396396396)"
04-01-2023 15:24:10.426257,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.38, 1.8996396396396396)"
04-01-2023 15:24:11.236070,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 2.1766666666666667)"
04-01-2023 15:24:12.114740,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 340.0)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 2.128214285714286)"
04-01-2023 15:24:13.066761,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 285.3846153846154)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 2.128214285714286)"
04-01-2023 15:24:13.931153,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 285.3846153846154)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 2.128214285714286)"
04-01-2023 15:24:14.733740,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 285.3846153846154)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 2.128214285714286)"
04-01-2023 15:24:15.534474,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 285.3846153846154)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:16.368452,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 285.3846153846154)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:17.177621,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 285.3846153846154)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:18.000646,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:18.837992,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:19.717024,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:20.549138,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:21.353510,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:22.216079,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:23.087537,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:23.927321,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:24.715686,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:25.727049,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:26.665625,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:27.534984,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:28.424578,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9346666666666668)"
04-01-2023 15:24:29.450200,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.315909090909091)","(3.6, 3.95, 3.8258620689655176)","(1.45, 2.36, 1.9121428571428571)"
04-01-2023 15:24:30.426303,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 5.252272727272727)","(3.6, 3.95, 3.8258620689655176)","(1.45, 2.36, 1.9121428571428571)"
04-01-2023 15:24:31.398078,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 4.536363636363636)","(3.6, 3.95, 3.8258620689655176)","(1.45, 2.36, 1.9121428571428571)"
04-01-2023 15:24:32.229892,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 342.5)","(4.0, 6.0, 4.536363636363636)","(3.6, 3.95, 3.8258620689655176)","(1.45, 2.36, 1.9121428571428571)"
04-01-2023 15:24:33.105641,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 4.536363636363636)","(3.6, 3.95, 3.8103448275862073)","(1.45, 2.36, 1.9121428571428571)"
04-01-2023 15:24:33.999879,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:34.936119,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:35.755800,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:36.552047,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:37.453957,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:38.445133,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:39.309271,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:40.197005,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:41.076083,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:42.031559,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:42.870172,"(26.0, 95.0, 44.09090909090909)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:43.753237,"(26.0, 150.0, 56.25)","(81.0, 590.0, 266.9230769230769)","(4.0, 6.0, 5.543939393939394)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.36, 1.9493333333333334)"
04-01-2023 15:24:44.603629,"(26.0, 150.0, 56.25)","(81.0, 590.0, 266.9230769230769)","(4.0, 5.9, 5.626666666666667)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.52, 2.16)"
04-01-2023 15:24:45.519058,"(26.0, 150.0, 56.25)","(81.0, 590.0, 266.9230769230769)","(4.0, 5.9, 5.626666666666667)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.52, 2.16)"
04-01-2023 15:24:46.429736,"(26.0, 150.0, 56.25)","(81.0, 590.0, 266.9230769230769)","(4.0, 5.9, 5.626666666666667)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.52, 2.16)"
04-01-2023 15:24:47.316558,"(26.0, 150.0, 56.25)","(81.0, 590.0, 266.9230769230769)","(4.0, 5.9, 5.626666666666667)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.52, 2.16)"
04-01-2023 15:24:48.257284,"(26.0, 150.0, 56.25)","(81.0, 590.0, 266.9230769230769)","(4.0, 5.9, 5.626666666666667)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.52, 2.16)"
04-01-2023 15:24:49.128509,"(26.0, 150.0, 56.25)","(81.0, 590.0, 266.9230769230769)","(4.0, 5.9, 5.626666666666667)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.52, 2.16)"
04-01-2023 15:24:49.943256,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 5.1)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.08, 1.8746666666666667)"
04-01-2023 15:24:50.763391,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 5.1)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.08, 1.8746666666666667)"
04-01-2023 15:24:51.748438,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 4.925000000000001)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.08, 1.866875)"
04-01-2023 15:24:52.721268,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 4.925000000000001)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.08, 2.0741666666666667)"
04-01-2023 15:24:53.550433,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 4.925000000000001)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.5, 2.0741666666666667)"
04-01-2023 15:24:54.427303,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 4.925000000000001)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.5, 2.0741666666666667)"
04-01-2023 15:24:55.297788,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 5.4411764705882355)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.06, 1.8081578947368422)"
04-01-2023 15:24:56.271628,"(26.0, 150.0, 56.25)","(81.0, 590.0, 327.5)","(4.0, 5.9, 5.055555555555555)","(3.6, 3.95, 3.8346153846153848)","(1.45, 2.04, 1.854375)"
