,Seductive Angel,Fan Cool Unit,Jimary Decoder,Bugatti Moon,Jet Set Jack,Alinta Fire,Lees Bonus,Choose Well
08-12-2022 12:33:59.985042,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.433333333333333)"
08-12-2022 12:34:01.091709,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.433333333333333)"
08-12-2022 12:34:02.245515,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.433333333333333)"
08-12-2022 12:34:03.410680,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 42.375)","(2.25, 3.5, 3.409090909090909)"
08-12-2022 12:34:04.502591,"(7.5, 10.5, 8.208333333333334)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.1, 5.0)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.894117647058824)","(4.8, 7.0, 6.822222222222222)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.3833333333333333)"
08-12-2022 12:34:05.626713,"(7.5, 10.5, 8.208333333333334)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.775)","(4.8, 7.0, 6.84)","(31.0, 48.0, 39.0)","(2.25, 3.55, 3.409090909090909)"
08-12-2022 12:34:06.775902,"(7.5, 10.5, 9.397058823529411)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.775)","(4.8, 7.0, 6.84)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.363157894736842)"
08-12-2022 12:34:07.874855,"(7.5, 10.5, 8.34375)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.861538461538462)","(4.8, 7.0, 6.84)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.1285714285714286)"
08-12-2022 12:34:09.246391,"(7.5, 10.5, 8.931818181818182)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.988235294117647)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.775)","(4.8, 7.0, 6.92)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.3875)"
08-12-2022 12:34:10.394142,"(7.5, 10.5, 8.931818181818182)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.988235294117647)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.894117647058824)","(4.8, 7.0, 6.946666666666666)","(31.0, 48.0, 39.0)","(2.25, 3.45, 3.3807692307692307)"
08-12-2022 12:34:11.564477,"(7.5, 10.5, 9.094444444444445)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.775)","(4.8, 7.0, 6.946666666666666)","(31.0, 48.0, 39.0)","(2.25, 3.55, 3.3875)"
08-12-2022 12:34:12.722156,"(7.5, 10.5, 9.778125)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.775)","(4.8, 7.0, 6.946666666666666)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.3714285714285714)"
08-12-2022 12:34:13.988986,"(7.5, 10.5, 9.778125)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.946666666666666)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.4000000000000004)"
08-12-2022 12:34:15.073898,"(7.5, 10.5, 8.758333333333333)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.988235294117647)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.946666666666666)","(31.0, 48.0, 39.0)","(2.25, 3.45, 3.4000000000000004)"
08-12-2022 12:34:16.242061,"(7.5, 10.5, 8.758333333333333)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.988235294117647)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.921739130434783)","(4.8, 7.0, 6.6000000000000005)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.4)"
08-12-2022 12:34:17.329078,"(7.5, 10.5, 8.758333333333333)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.921739130434783)","(4.8, 7.0, 6.6000000000000005)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.3000000000000003)"
08-12-2022 12:34:18.438947,"(7.5, 10.5, 9.19375)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.892857142857143)","(4.8, 7.0, 6.6000000000000005)","(31.0, 48.0, 39.0)","(2.25, 3.5, 3.227777777777778)"
08-12-2022 12:34:19.545524,"(7.5, 10.5, 9.19375)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.988235294117647)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.931818181818182)","(4.8, 7.0, 6.6000000000000005)","(31.0, 48.0, 39.0)","(2.25, 3.45, 3.216666666666667)"
08-12-2022 12:34:20.698909,"(7.5, 10.5, 9.696153846153846)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.988235294117647)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.931818181818182)","(4.8, 7.0, 6.6000000000000005)","(31.0, 48.0, 39.0)","(2.25, 3.45, 3.216666666666667)"
08-12-2022 12:34:21.814854,"(7.5, 10.5, 9.696153846153846)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.931818181818182)","(4.8, 7.0, 6.6000000000000005)","(31.0, 48.0, 38.714285714285715)","(2.25, 3.45, 3.216666666666667)"
08-12-2022 12:34:22.960723,"(7.5, 10.5, 9.10892857142857)","(61.0, 120.0, 93.33333333333333)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.931818181818182)","(4.8, 7.0, 6.9)","(31.0, 48.0, 38.714285714285715)","(2.25, 3.45, 3.216666666666667)"
08-12-2022 12:34:24.327738,"(7.5, 10.5, 9.10892857142857)","(61.0, 120.0, 106.34146341463415)","(4.8, 5.2, 4.968181818181819)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.931818181818182)","(4.8, 7.0, 6.9)","(31.0, 48.0, 38.714285714285715)","(2.25, 3.45, 3.216666666666667)"
08-12-2022 12:34:25.481363,"(7.5, 10.0, 9.25625)","(61.0, 120.0, 95.5)","(4.8, 5.1, 4.925000000000001)","(91.0, 610.0, 564.5454545454545)","(4.2, 5.0, 4.90625)","(4.8, 7.0, 6.828571428571428)","(31.0, 48.0, 38.714285714285715)","(2.25, 3.45, 3.216666666666667)"
08-12-2022 12:34:26.509220,"(7.5, 10.0, 8.892307692307693)","(61.0, 120.0, 99.58333333333333)","(4.8, 5.1, 4.925000000000001)","(91.0, 610.0, 550.0)","(4.2, 5.0, 4.958333333333333)","(4.8, 7.0, 6.828571428571428)","(31.0, 48.0, 38.714285714285715)","(2.25, 3.45, 3.2961538461538464)"
08-12-2022 12:34:27.712599,"(7.5, 10.0, 8.892307692307693)","(61.0, 120.0, 99.58333333333333)","(4.8, 5.1, 4.925000000000001)","(91.0, 610.0, 558.8888888888889)","(4.2, 5.0, 4.967391304347826)","(4.8, 7.0, 6.5875)","(31.0, 48.0, 38.333333333333336)","(2.25, 3.45, 3.2961538461538464)"
08-12-2022 12:34:28.863770,"(7.5, 10.0, 8.892307692307693)","(61.0, 120.0, 99.58333333333333)","(4.8, 5.1, 4.925000000000001)","(91.0, 610.0, 577.1428571428571)","(4.2, 5.0, 4.967391304347826)","(4.8, 7.0, 6.481081081081081)","(31.0, 48.0, 38.25)","(2.25, 3.45, 3.3893939393939396)"
08-12-2022 12:34:30.036694,"(7.5, 10.0, 8.892307692307693)","(61.0, 120.0, 99.58333333333333)","(4.8, 5.1, 4.925000000000001)","(91.0, 610.0, 577.1428571428571)","(4.2, 5.0, 4.947826086956522)","(4.8, 7.0, 6.481081081081081)","(31.0, 46.0, 38.36363636363637)","(2.25, 3.45, 3.4034883720930234)"
08-12-2022 12:34:31.222876,"(7.5, 10.0, 8.892307692307693)","(61.0, 120.0, 99.58333333333333)","(4.8, 5.1, 4.925000000000001)","(91.0, 610.0, 577.1428571428571)","(4.2, 5.0, 4.947826086956522)","(4.8, 7.0, 6.481081081081081)","(31.0, 46.0, 38.36363636363637)","(2.25, 3.45, 3.4034883720930234)"
08-12-2022 12:34:32.405279,"(7.5, 10.0, 8.892307692307693)","(61.0, 120.0, 99.58333333333333)","(4.8, 5.1, 4.925000000000001)","(91.0, 610.0, 577.1428571428571)","(4.2, 5.0, 4.947826086956522)","(4.8, 7.0, 6.622222222222223)","(31.0, 46.0, 38.421052631578945)","(2.25, 3.45, 3.4034883720930234)"
08-12-2022 12:34:33.635480,"(7.5, 10.0, 8.863157894736842)","(61.0, 120.0, 99.58333333333333)","(4.6, 5.1, 4.925000000000001)","(81.0, 610.0, 577.1428571428571)","(4.2, 5.0, 4.907692307692308)","(4.8, 7.0, 6.622222222222223)","(31.0, 46.0, 39.333333333333336)","(2.35, 3.65, 3.582692307692308)"
08-12-2022 12:34:34.899912,"(7.5, 10.0, 8.830769230769231)","(61.0, 120.0, 99.58333333333333)","(4.6, 5.0, 4.938461538461539)","(81.0, 610.0, 577.1428571428571)","(4.2, 5.0, 4.85)","(4.8, 7.0, 6.536363636363637)","(31.0, 44.0, 37.411764705882355)","(2.35, 3.65, 3.585714285714286)"
08-12-2022 12:34:36.105644,"(7.5, 10.0, 8.830769230769231)","(61.0, 120.0, 108.86363636363636)","(4.6, 5.0, 4.9625)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.907692307692308)","(4.8, 7.0, 6.622222222222223)","(31.0, 44.0, 37.411764705882355)","(2.35, 3.65, 3.585714285714286)"
08-12-2022 12:34:37.277082,"(7.5, 10.0, 8.830769230769231)","(61.0, 120.0, 108.04878048780488)","(4.6, 5.0, 4.892307692307692)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.963636363636364)","(4.8, 7.0, 6.622222222222223)","(31.0, 44.0, 37.371428571428574)","(2.35, 3.65, 3.6142857142857143)"
08-12-2022 12:34:38.368445,"(7.5, 10.0, 8.894117647058824)","(61.0, 120.0, 108.04878048780488)","(4.6, 5.0, 4.892307692307692)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.963636363636364)","(4.8, 7.0, 6.622222222222223)","(31.0, 44.0, 37.371428571428574)","(2.35, 3.65, 3.6142857142857143)"
08-12-2022 12:34:39.550974,"(7.5, 9.8, 8.99047619047619)","(61.0, 120.0, 110.3921568627451)","(4.6, 5.0, 4.8545454545454545)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.963636363636364)","(4.8, 7.0, 6.536363636363637)","(31.0, 44.0, 36.94117647058823)","(2.35, 3.65, 3.5666666666666664)"
08-12-2022 12:34:40.619796,"(7.5, 9.8, 9.066666666666668)","(61.0, 120.0, 110.3921568627451)","(4.6, 5.0, 4.8374999999999995)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.963636363636364)","(4.8, 7.0, 6.536363636363637)","(31.0, 44.0, 36.96)","(2.35, 3.65, 3.611111111111111)"
08-12-2022 12:34:41.827943,"(7.5, 9.8, 9.090322580645163)","(61.0, 120.0, 110.3921568627451)","(4.6, 5.0, 4.8428571428571425)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.972093023255814)","(4.8, 7.0, 6.536363636363637)","(31.0, 44.0, 36.96)","(2.35, 3.65, 3.6435897435897435)"
08-12-2022 12:34:43.109544,"(7.5, 9.8, 9.338461538461539)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.783333333333333)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.972093023255814)","(4.8, 7.0, 6.536363636363637)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.618181818181818)"
08-12-2022 12:34:44.258223,"(7.5, 9.6, 9.157894736842106)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.783333333333333)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.972093023255814)","(4.8, 7.0, 6.622222222222223)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.618181818181818)"
08-12-2022 12:34:45.502204,"(7.5, 9.6, 9.020689655172415)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.783333333333333)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.972093023255814)","(4.8, 7.0, 6.536363636363637)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.644897959183673)"
08-12-2022 12:34:46.703387,"(7.5, 9.6, 8.290909090909091)","(61.0, 120.0, 110.3921568627451)","(4.6, 5.0, 4.79375)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.972093023255814)","(4.8, 7.0, 6.556521739130435)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.644897959183673)"
08-12-2022 12:34:47.908922,"(7.5, 9.6, 8.290909090909091)","(61.0, 120.0, 110.3921568627451)","(4.6, 5.0, 4.79375)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.972093023255814)","(4.8, 7.0, 6.556521739130435)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.644897959183673)"
08-12-2022 12:34:49.179840,"(7.5, 9.6, 8.579166666666666)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.757692307692308)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.972093023255814)","(4.8, 7.0, 6.433333333333334)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.644897959183673)"
08-12-2022 12:34:50.333387,"(7.5, 9.6, 8.6)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.753571428571429)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.930769230769231)","(4.8, 7.0, 6.433333333333334)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.644897959183673)"
08-12-2022 12:34:51.524889,"(7.5, 9.6, 8.666666666666666)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.753571428571429)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.8875)","(4.8, 7.0, 6.433333333333334)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.644897959183673)"
08-12-2022 12:34:52.796204,"(7.5, 9.4, 8.775)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.729411764705882)","(81.0, 610.0, 544.2857142857142)","(4.2, 5.0, 4.930769230769231)","(4.8, 7.0, 6.622222222222223)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.644897959183673)"
08-12-2022 12:34:54.111970,"(7.5, 9.4, 8.522448979591838)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.729411764705882)","(81.0, 670.0, 540.0)","(4.2, 5.0, 4.960869565217392)","(4.8, 7.0, 6.622222222222223)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.6264150943396225)"
08-12-2022 12:34:55.434932,"(7.5, 9.4, 8.273469387755101)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.729411764705882)","(81.0, 640.0, 395.0)","(4.2, 5.3, 5.18)","(4.8, 7.0, 6.536363636363637)","(31.0, 44.0, 36.857142857142854)","(2.35, 3.65, 3.6264150943396225)"
08-12-2022 12:34:56.777188,"(7.5, 9.4, 8.292307692307691)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.729411764705882)","(81.0, 590.0, 390.0)","(4.2, 5.3, 5.166666666666667)","(4.8, 7.0, 6.536363636363637)","(31.0, 42.0, 37.5)","(2.35, 3.65, 3.6013513513513513)"
08-12-2022 12:34:58.092590,"(7.5, 9.2, 8.6)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.1, 5.036170212765957)","(81.0, 570.0, 465.0)","(4.2, 5.0, 4.96)","(4.8, 7.0, 6.622222222222223)","(31.0, 42.0, 37.333333333333336)","(2.35, 3.75, 3.6013513513513513)"
08-12-2022 12:34:59.397880,"(7.5, 9.2, 8.6)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.1, 4.9)","(81.0, 570.0, 465.0)","(4.2, 5.0, 4.95)","(4.8, 7.0, 6.622222222222223)","(31.0, 42.0, 34.758620689655174)","(2.35, 3.75, 3.6630434782608696)"
08-12-2022 12:35:00.777636,"(7.5, 9.2, 8.225)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.1, 4.746153846153846)","(81.0, 570.0, 441.42857142857144)","(4.2, 5.0, 4.9625)","(4.8, 7.0, 6.536363636363637)","(31.0, 42.0, 35.529411764705884)","(2.35, 3.75, 3.71875)"
08-12-2022 12:35:02.120369,"(7.5, 9.2, 8.16)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.735294117647059)","(81.0, 490.0, 441.42857142857144)","(4.2, 5.0, 4.9625)","(4.8, 7.0, 6.536363636363637)","(31.0, 42.0, 35.529411764705884)","(2.35, 3.75, 3.71875)"
08-12-2022 12:35:03.413501,"(7.5, 9.2, 8.06857142857143)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.886792452830188)","(81.0, 490.0, 435.0)","(4.2, 5.3, 5.166666666666667)","(4.8, 7.0, 6.622222222222223)","(31.0, 42.0, 35.529411764705884)","(2.35, 3.75, 3.7357142857142858)"
08-12-2022 12:35:04.733435,"(7.5, 9.2, 8.053333333333333)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.886792452830188)","(81.0, 490.0, 410.0)","(4.2, 5.3, 5.128571428571428)","(4.8, 7.0, 6.556521739130435)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.8, 3.743478260869565)"
08-12-2022 12:35:06.313158,"(7.5, 9.2, 8.265217391304347)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.886792452830188)","(81.0, 490.0, 436.6666666666667)","(4.2, 5.3, 5.184615384615385)","(4.8, 7.0, 6.433333333333334)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.8, 3.7535714285714286)"
08-12-2022 12:35:07.813056,"(7.5, 9.2, 8.053333333333333)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.837837837837838)","(81.0, 490.0, 330.0)","(4.2, 5.0, 5.314705882352941)","(4.8, 7.0, 6.433333333333334)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.75, 3.7)"
08-12-2022 12:35:09.202681,"(7.5, 9.2, 8.053333333333333)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.837837837837838)","(81.0, 490.0, 330.0)","(4.2, 5.5, 5.05)","(4.8, 7.0, 6.536363636363637)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.75, 3.6852941176470586)"
08-12-2022 12:35:10.846207,"(7.5, 9.2, 8.265217391304347)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.837837837837838)","(81.0, 490.0, 330.0)","(4.2, 5.5, 5.376923076923077)","(4.8, 7.0, 6.536363636363637)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.75, 3.7357142857142858)"
08-12-2022 12:35:12.257618,"(7.5, 9.2, 8.265217391304347)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.8125)","(81.0, 490.0, 330.0)","(4.2, 5.4, 5.376923076923077)","(4.8, 7.0, 6.622222222222223)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.75, 3.7462962962962965)"
08-12-2022 12:35:13.620358,"(7.5, 9.2, 8.239473684210525)","(61.0, 120.0, 108.98148148148148)","(4.6, 5.0, 4.8125)","(81.0, 490.0, 330.0)","(4.2, 5.4, 5.2375)","(4.8, 7.0, 6.622222222222223)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.75, 3.775806451612903)"
08-12-2022 12:35:14.966352,"(7.5, 9.0, 8.4)","(61.0, 120.0, 112.91666666666667)","(4.6, 5.0, 4.763157894736842)","(81.0, 490.0, 330.0)","(4.2, 5.5, 5.0659090909090905)","(4.8, 7.0, 6.536363636363637)","(31.0, 42.0, 33.904761904761905)","(2.35, 3.8, 3.723076923076923)"
08-12-2022 12:35:16.333011,"(7.5, 9.0, 8.1)","(61.0, 120.0, 106.92307692307692)","(4.6, 5.0, 4.709677419354838)","(81.0, 490.0, 330.0)","(4.2, 5.1, 5.049056603773584)","(4.8, 7.0, 6.457692307692308)","(31.0, 42.0, 33.44578313253012)","(2.35, 3.8, 3.723076923076923)"
08-12-2022 12:35:17.866385,"(7.5, 9.0, 8.1)","(61.0, 120.0, 106.92307692307692)","(4.6, 5.0, 4.684210526315789)","(81.0, 490.0, 330.0)","(4.2, 5.1, 5.049056603773584)","(4.8, 7.0, 6.5052631578947375)","(31.0, 42.0, 33.29032258064516)","(2.35, 3.8, 3.7600000000000002)"
08-12-2022 12:35:19.245696,"(7.5, 8.8, 8.32)","(61.0, 120.0, 102.41379310344828)","(4.6, 5.0, 4.5078125)","(81.0, 490.0, 238.0)","(4.2, 5.1, 5.080851063829787)","(4.8, 7.0, 6.5052631578947375)","(31.0, 42.0, 33.276595744680854)","(2.35, 3.95, 3.7340909090909093)"
08-12-2022 12:35:20.681481,"(7.5, 8.8, 8.25)","(61.0, 120.0, 109.59183673469389)","(4.6, 5.0, 4.388888888888888)","(81.0, 510.0, 238.0)","(4.2, 5.1, 5.327272727272728)","(4.8, 7.0, 6.5052631578947375)","(31.0, 42.0, 32.888888888888886)","(2.35, 3.95, 3.7340909090909093)"
08-12-2022 12:35:22.116838,"(7.5, 8.8, 8.25)","(61.0, 120.0, 109.59183673469389)","(4.6, 4.9, 4.7025)","(81.0, 510.0, 238.0)","(4.2, 5.4, 5.3090909090909095)","(4.8, 7.0, 6.4125000000000005)","(31.0, 42.0, 33.276595744680854)","(2.35, 3.95, 3.8510416666666667)"
08-12-2022 12:35:23.432958,"(7.5, 8.8, 8.045714285714286)","(61.0, 120.0, 109.59183673469389)","(4.6, 4.8, 4.7025)","(81.0, 510.0, 238.0)","(4.2, 5.4, 5.066666666666666)","(4.8, 7.0, 6.4125000000000005)","(31.0, 42.0, 33.276595744680854)","(2.35, 3.95, 3.842857142857143)"
08-12-2022 12:35:24.744853,"(7.5, 8.8, 8.02909090909091)","(61.0, 120.0, 112.6086956521739)","(4.6, 4.8, 4.697560975609756)","(81.0, 510.0, 238.0)","(4.2, 5.1, 5.074999999999999)","(4.8, 7.0, 6.4125000000000005)","(31.0, 42.0, 33.276595744680854)","(2.35, 3.95, 3.8578947368421055)"
08-12-2022 12:35:26.089758,"(7.5, 8.8, 8.024615384615384)","(61.0, 120.0, 113.54430379746836)","(4.6, 4.8, 4.635)","(81.0, 510.0, 276.6666666666667)","(4.2, 5.1, 5.055882352941176)","(4.8, 7.0, 6.4125000000000005)","(31.0, 42.0, 33.276595744680854)","(2.35, 3.95, 3.859677419354839)"
08-12-2022 12:35:27.410264,"(7.5, 8.8, 8.021333333333333)","(61.0, 120.0, 114.26966292134831)","(4.6, 4.8, 4.635)","(81.0, 490.0, 276.6666666666667)","(4.2, 5.1, 5.055882352941176)","(4.8, 7.0, 6.525)","(31.0, 42.0, 34.74285714285714)","(2.35, 3.95, 3.986046511627907)"
08-12-2022 12:35:28.675825,"(7.5, 8.8, 8.021333333333333)","(61.0, 120.0, 114.26966292134831)","(4.6, 4.8, 4.615714285714286)","(81.0, 490.0, 234.0)","(4.2, 5.1, 5.283333333333333)","(4.8, 6.8, 6.47)","(31.0, 40.0, 33.08474576271186)","(2.35, 4.2, 4.025806451612903)"
08-12-2022 12:35:29.981605,"(7.5, 8.8, 8.23116883116883)","(61.0, 120.0, 114.26966292134831)","(4.6, 4.8, 4.615714285714286)","(81.0, 490.0, 234.0)","(4.2, 5.4, 5.166666666666667)","(4.8, 6.8, 6.38)","(31.0, 40.0, 37.333333333333336)","(2.35, 4.2, 4.069230769230769)"
08-12-2022 12:35:31.240330,"(7.5, 8.8, 8.021333333333333)","(61.0, 120.0, 114.0)","(4.6, 4.8, 4.615714285714286)","(81.0, 490.0, 234.0)","(4.2, 5.4, 5.044444444444444)","(4.8, 6.8, 6.38)","(31.0, 38.0, 37.0)","(2.35, 4.1, 3.933333333333333)"
08-12-2022 12:35:32.540597,"(7.5, 8.8, 8.2296875)","(71.0, 120.0, 115.11627906976744)","(4.6, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 5.1, 5.044444444444444)","(5.0, 6.8, 6.296)","(31.0, 38.0, 29.636363636363637)","(2.4, 4.1, 3.966666666666667)"
08-12-2022 12:35:33.881436,"(7.5, 8.6, 8.394594594594594)","(71.0, 120.0, 115.11627906976744)","(4.6, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 5.1, 5.012903225806451)","(5.0, 6.8, 6.545454545454546)","(31.0, 40.0, 30.096774193548388)","(2.4, 4.1, 4.017741935483871)"
08-12-2022 12:35:35.253007,"(7.5, 8.4, 8.31044776119403)","(71.0, 120.0, 114.8780487804878)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 5.1, 5.012903225806451)","(5.0, 6.8, 6.490566037735849)","(31.0, 38.0, 29.551724137931036)","(2.5, 4.1, 4.017741935483871)"
08-12-2022 12:35:36.591625,"(7.5, 8.4, 8.036363636363637)","(71.0, 120.0, 114.8780487804878)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 5.1, 5.064)","(5.0, 6.8, 6.317647058823529)","(31.0, 38.0, 29.038961038961038)","(2.5, 4.1, 4.017741935483871)"
08-12-2022 12:35:37.920926,"(7.5, 8.4, 8.022641509433962)","(71.0, 120.0, 114.8780487804878)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 250.0)","(4.2, 5.1, 5.064)","(5.0, 6.8, 6.243636363636364)","(31.0, 38.0, 28.824742268041238)","(2.5, 4.1, 4.017741935483871)"
08-12-2022 12:35:39.257248,"(7.5, 8.4, 8.019047619047619)","(71.0, 120.0, 114.8780487804878)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 5.1, 4.881481481481481)","(5.0, 6.8, 6.243636363636364)","(31.0, 38.0, 31.555555555555557)","(2.5, 4.1, 3.981395348837209)"
