,Lads On Fire,Balmain Juror,Style Council,Mott The Hoople,Blowin A Tune,Dragon Princess,Lenny Rocks Out,Aurora Damiro
09-01-2023 10:40:30.399723,"(3.0, 5.4, 5.12)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 110.0, 90.0)","(2.7, 3.35, 3.2814285714285716)","(81.0, 230.0, 170.0)","(11.0, 24.0, 23.029411764705884)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:31.537794,"(3.0, 5.3, 5.058064516129032)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 110.0, 90.0)","(2.7, 3.35, 3.276)","(81.0, 220.0, 142.0)","(11.0, 24.0, 23.029411764705884)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:32.663996,"(3.0, 5.3, 5.058064516129032)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 110.0, 90.0)","(2.7, 3.3, 3.276)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.029411764705884)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:33.800204,"(3.0, 5.3, 5.058064516129032)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 110.0, 90.0)","(2.7, 3.3, 3.276)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.029411764705884)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:34.996949,"(3.0, 5.3, 5.058064516129032)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 110.0, 90.0)","(2.7, 3.3, 3.3666666666666667)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.029411764705884)","(2.9, 3.35, 3.2923076923076926)"
09-01-2023 10:40:36.183901,"(3.0, 5.2, 5.066666666666666)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 110.0, 90.0)","(2.7, 3.45, 3.3666666666666667)","(81.0, 230.0, 134.0)","(11.0, 24.0, 23.029411764705884)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:37.348701,"(3.0, 5.2, 5.066666666666666)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.45, 3.3666666666666667)","(81.0, 230.0, 134.0)","(11.0, 24.0, 23.029411764705884)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:38.452594,"(3.0, 5.2, 5.0181818181818185)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 130.0, 121.42857142857143)","(2.7, 3.45, 3.3666666666666667)","(81.0, 230.0, 134.0)","(11.0, 24.0, 22.96153846153846)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:39.593126,"(3.0, 5.2, 5.0181818181818185)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 130.0, 121.42857142857143)","(2.7, 3.45, 3.3666666666666667)","(81.0, 230.0, 134.0)","(11.0, 24.0, 22.96153846153846)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:40.687902,"(3.0, 5.2, 5.0181818181818185)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 130.0, 121.42857142857143)","(2.7, 3.45, 3.3666666666666667)","(81.0, 230.0, 142.0)","(11.0, 24.0, 22.96153846153846)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:41.809476,"(3.0, 5.2, 5.0181818181818185)","(6.5, 10.5, 9.352941176470589)","(91.0, 360.0, 200.0)","(41.0, 130.0, 121.42857142857143)","(2.7, 3.45, 3.316666666666667)","(81.0, 230.0, 176.66666666666669)","(11.0, 24.0, 22.96153846153846)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:42.980450,"(3.0, 5.2, 5.0181818181818185)","(6.5, 10.0, 9.444444444444445)","(91.0, 360.0, 200.0)","(41.0, 130.0, 100.0)","(2.7, 3.45, 3.336842105263158)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:44.155177,"(3.0, 5.2, 5.0)","(6.5, 10.0, 8.892307692307693)","(91.0, 360.0, 206.66666666666669)","(41.0, 130.0, 100.0)","(2.7, 3.4, 3.336842105263158)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:45.347117,"(3.0, 5.2, 5.0)","(6.5, 10.0, 9.066666666666666)","(91.0, 360.0, 206.66666666666669)","(41.0, 130.0, 100.0)","(2.7, 3.4, 3.325)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:46.596849,"(3.0, 5.2, 5.0)","(6.5, 10.0, 9.066666666666666)","(91.0, 360.0, 206.66666666666669)","(41.0, 130.0, 104.28571428571428)","(2.7, 3.4, 3.302941176470588)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:47.901523,"(3.0, 5.2, 5.0)","(6.5, 10.0, 8.926666666666666)","(91.0, 360.0, 206.66666666666669)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.4, 3.302941176470588)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:49.161287,"(3.0, 5.2, 5.0)","(6.5, 10.0, 9.35)","(91.0, 360.0, 206.66666666666669)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.4, 3.302941176470588)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:50.414711,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.0)","(91.0, 360.0, 206.66666666666669)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.4, 3.302941176470588)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:51.665593,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.061538461538461)","(91.0, 360.0, 206.66666666666669)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.4, 3.302941176470588)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.205882352941178)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:52.939309,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.061538461538461)","(91.0, 360.0, 206.66666666666669)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.4, 3.302941176470588)","(81.0, 230.0, 142.0)","(11.0, 24.0, 22.666666666666668)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:54.206244,"(3.0, 5.2, 5.0)","(6.5, 9.8, 8.965217391304348)","(91.0, 360.0, 213.33333333333331)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.4, 3.3)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.454545454545453)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:55.460981,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.061538461538461)","(91.0, 360.0, 213.33333333333331)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.454545454545453)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:56.695300,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.061538461538461)","(91.0, 360.0, 213.33333333333331)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.454545454545453)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:57.967158,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.061538461538461)","(91.0, 360.0, 213.33333333333331)","(41.0, 110.0, 104.28571428571428)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.454545454545453)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:40:59.190221,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.061538461538461)","(91.0, 360.0, 220.0)","(41.0, 110.0, 105.0)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.61904761904762)","(2.9, 3.35, 3.2875)"
09-01-2023 10:41:00.442516,"(3.0, 5.2, 5.0)","(6.5, 9.8, 9.061538461538461)","(91.0, 360.0, 220.0)","(41.0, 110.0, 105.0)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.61904761904762)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:41:01.641618,"(3.0, 5.2, 5.0)","(6.0, 9.8, 9.061538461538461)","(91.0, 360.0, 220.0)","(41.0, 110.0, 113.75)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.61904761904762)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:41:02.857771,"(3.0, 5.2, 5.0)","(6.0, 9.8, 9.061538461538461)","(91.0, 360.0, 220.0)","(41.0, 120.0, 108.88888888888889)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.04)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:41:04.128741,"(3.0, 5.2, 5.0)","(6.0, 9.8, 9.061538461538461)","(91.0, 360.0, 220.0)","(41.0, 120.0, 108.88888888888889)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.04)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:41:05.411460,"(3.0, 5.2, 5.0)","(6.0, 9.8, 8.965217391304348)","(91.0, 360.0, 220.0)","(41.0, 120.0, 97.5)","(2.7, 3.35, 3.2804347826086957)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.1)","(2.9, 3.35, 3.3000000000000003)"
09-01-2023 10:41:06.701088,"(3.0, 5.2, 5.0)","(6.0, 9.8, 8.888)","(91.0, 360.0, 220.0)","(41.0, 110.0, 97.5)","(2.7, 3.35, 3.285)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.283823529411765)"
09-01-2023 10:41:07.954451,"(3.0, 5.2, 5.0)","(6.0, 9.8, 8.888)","(91.0, 360.0, 220.0)","(41.0, 110.0, 97.5)","(2.7, 3.35, 3.285)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.283823529411765)"
09-01-2023 10:41:09.177744,"(3.0, 5.2, 5.0)","(6.0, 9.8, 8.888)","(91.0, 360.0, 220.0)","(41.0, 110.0, 97.5)","(2.7, 3.35, 3.285)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.283823529411765)"
09-01-2023 10:41:10.360892,"(3.0, 5.2, 5.0)","(6.0, 9.8, 8.888)","(91.0, 360.0, 220.0)","(41.0, 110.0, 97.5)","(2.7, 3.35, 3.285)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.283823529411765)"
09-01-2023 10:41:11.506531,"(3.0, 5.2, 5.0285714285714285)","(6.0, 9.8, 8.888)","(91.0, 360.0, 220.0)","(41.0, 110.0, 97.5)","(2.7, 3.35, 3.285)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.283823529411765)"
09-01-2023 10:41:12.714083,"(3.0, 5.2, 5.0)","(6.0, 9.8, 8.888)","(91.0, 360.0, 180.0)","(41.0, 110.0, 97.5)","(2.7, 3.35, 3.285)","(81.0, 230.0, 142.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.283823529411765)"
09-01-2023 10:41:13.954352,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.8, 8.888)","(91.0, 360.0, 150.0)","(41.0, 110.0, 97.5)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.283823529411765)"
09-01-2023 10:41:15.191459,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.8, 8.888)","(91.0, 350.0, 148.75)","(41.0, 110.0, 105.83333333333334)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.35, 3.223170731707317)"
09-01-2023 10:41:16.452857,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.8, 8.888)","(91.0, 340.0, 230.0)","(41.0, 110.0, 96.66666666666667)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:17.681767,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.8, 8.888)","(91.0, 340.0, 147.5)","(41.0, 110.0, 86.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:18.908641,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.8, 8.888)","(91.0, 340.0, 147.5)","(41.0, 110.0, 86.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 23.57142857142857)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:20.160894,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 9.054545454545455)","(91.0, 340.0, 147.5)","(41.0, 110.0, 86.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 23.470588235294116)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:21.327900,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 9.054545454545455)","(91.0, 340.0, 147.5)","(41.0, 110.0, 86.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 23.357142857142858)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:22.497177,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 8.907692307692308)","(91.0, 340.0, 160.0)","(41.0, 110.0, 86.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:23.738274,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 8.781818181818181)","(91.0, 320.0, 176.0)","(41.0, 110.0, 86.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:24.987886,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 8.971428571428572)","(91.0, 320.0, 162.5)","(41.0, 110.0, 94.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:26.213786,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 8.719999999999999)","(91.0, 320.0, 162.5)","(41.0, 100.0, 94.0)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:27.499228,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 8.459259259259259)","(91.0, 320.0, 193.33333333333334)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:28.728819,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 8.459259259259259)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 150.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:29.944034,"(3.0, 5.2, 4.9655172413793105)","(6.0, 9.6, 8.26086956521739)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 142.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:31.211758,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.6, 8.26086956521739)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 158.0)","(11.0, 24.0, 22.941176470588236)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:32.440591,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.6, 8.26086956521739)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:33.730806,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.6, 8.25)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:34.949017,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.6, 8.25)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:36.226109,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.6, 8.244444444444444)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:37.530517,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.4, 8.244444444444444)","(91.0, 300.0, 157.77777777777777)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:38.758837,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.4, 8.244444444444444)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:40.208136,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.4, 8.244444444444444)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2272727272727275)"
09-01-2023 10:41:41.874677,"(3.0, 5.2, 4.984615384615385)","(6.0, 9.4, 8.244444444444444)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.285)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2346153846153847)"
09-01-2023 10:41:43.418447,"(3.0, 5.2, 5.0)","(6.0, 9.4, 8.466666666666667)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.2958333333333334)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2370967741935486)"
09-01-2023 10:41:44.888302,"(3.0, 5.1, 5.0)","(6.0, 9.0, 8.244444444444444)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.35, 3.36046511627907)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.2319444444444443)"
09-01-2023 10:41:46.336181,"(3.0, 5.1, 5.0)","(6.0, 9.0, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.5, 3.405555555555556)","(81.0, 230.0, 190.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.25, 3.289285714285714)"
09-01-2023 10:41:47.754688,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.405555555555556)","(81.0, 230.0, 185.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:49.083701,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.396666666666667)","(81.0, 230.0, 166.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:50.374028,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 90.0)","(2.7, 3.45, 3.396666666666667)","(81.0, 230.0, 166.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:51.621876,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 110.0, 95.71428571428572)","(2.7, 3.45, 3.396666666666667)","(81.0, 230.0, 166.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:52.864127,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.3705882352941177)","(81.0, 230.0, 166.0)","(11.0, 24.0, 23.05263157894737)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:54.120273,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.3705882352941177)","(81.0, 230.0, 166.0)","(11.0, 24.0, 23.142857142857142)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:55.331234,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.3705882352941177)","(81.0, 230.0, 166.0)","(11.0, 24.0, 24.1)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:56.527381,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.3705882352941177)","(81.0, 230.0, 166.0)","(11.0, 25.0, 24.307692307692307)","(2.9, 3.3, 3.273529411764706)"
09-01-2023 10:41:57.674212,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.375)","(81.0, 230.0, 166.0)","(11.0, 25.0, 24.307692307692307)","(2.9, 3.3, 3.3282608695652174)"
09-01-2023 10:41:58.781039,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.45, 3.4818181818181815)","(81.0, 230.0, 166.0)","(11.0, 25.0, 24.307692307692307)","(2.9, 3.35, 3.325)"
09-01-2023 10:41:59.942916,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.685714285714286)","(91.0, 300.0, 191.8181818181818)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.55, 3.4666666666666663)","(81.0, 230.0, 185.0)","(11.0, 25.0, 24.307692307692307)","(2.9, 3.35, 3.2558823529411764)"
09-01-2023 10:42:01.135289,"(3.0, 5.1, 5.0)","(6.0, 8.2, 6.92)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.55, 3.4666666666666663)","(81.0, 230.0, 185.0)","(11.0, 25.0, 26.166666666666668)","(2.9, 3.35, 3.2558823529411764)"
09-01-2023 10:42:02.340237,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.3999999999999995)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.55, 3.4666666666666663)","(81.0, 230.0, 185.0)","(11.0, 27.0, 25.125)","(2.9, 3.35, 3.26)"
09-01-2023 10:42:03.534397,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.514285714285714)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.55, 3.4666666666666663)","(81.0, 230.0, 170.0)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.26)"
09-01-2023 10:42:04.769737,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.514285714285714)","(91.0, 300.0, 160.0)","(41.0, 100.0, 95.71428571428572)","(2.7, 3.55, 3.4666666666666663)","(81.0, 230.0, 170.0)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.26)"
09-01-2023 10:42:06.054852,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.514285714285714)","(91.0, 300.0, 160.0)","(41.0, 100.0, 85.0)","(2.7, 3.55, 3.4699999999999998)","(81.0, 230.0, 170.0)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.2666666666666666)"
09-01-2023 10:42:07.326564,"(3.0, 5.1, 5.0)","(6.0, 8.2, 7.514285714285714)","(91.0, 300.0, 160.0)","(41.0, 100.0, 85.0)","(2.7, 3.5, 3.475)","(81.0, 230.0, 170.0)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.26)"
09-01-2023 10:42:08.614510,"(3.0, 5.1, 4.958823529411765)","(6.0, 8.2, 7.685714285714285)","(91.0, 300.0, 160.0)","(41.0, 100.0, 85.0)","(2.7, 3.5, 3.475)","(81.0, 230.0, 170.0)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.26)"
09-01-2023 10:42:09.889572,"(3.0, 5.1, 4.938461538461539)","(6.0, 8.2, 7.568421052631579)","(91.0, 300.0, 160.0)","(41.0, 100.0, 85.0)","(2.7, 3.5, 3.475)","(81.0, 230.0, 170.0)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.26)"
09-01-2023 10:42:11.145433,"(3.0, 5.0, 4.938461538461539)","(6.0, 8.2, 7.568421052631579)","(91.0, 300.0, 160.0)","(41.0, 100.0, 85.0)","(2.7, 3.5, 3.475)","(81.0, 230.0, 170.0)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.2666666666666666)"
09-01-2023 10:42:12.436400,"(3.0, 5.0, 4.881818181818182)","(6.0, 8.2, 7.568421052631579)","(91.0, 300.0, 160.0)","(41.0, 100.0, 85.0)","(2.7, 3.5, 3.475)","(81.0, 230.0, 158.88888888888889)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.2666666666666666)"
09-01-2023 10:42:13.754008,"(3.0, 5.0, 4.881818181818182)","(6.0, 8.2, 7.568421052631579)","(91.0, 300.0, 160.0)","(41.0, 100.0, 85.0)","(2.7, 3.5, 3.475)","(81.0, 230.0, 158.88888888888889)","(11.0, 27.0, 25.846153846153847)","(2.9, 3.35, 3.2666666666666666)"
