,Divine Law,Wicked Mad,Bourbon Over Ice,Charlie Potatoes,More Please,Royal Spy,Subject To Change,Ridiculous,Close The Case,Manolito
12-01-2023 13:01:42.916099,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.0, 18.25)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 124.875)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:44.273574,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.0, 18.25)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.82857142857143)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:45.615226,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.0, 18.875)","(18.0, 17.5, 17.90909090909091)","(4.6, 7.8, 7.457142857142857)","(8.0, 11.0, 10.933333333333334)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:46.961945,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 18.875)","(18.0, 18.0, 17.90909090909091)","(4.6, 8.0, 7.457142857142857)","(8.0, 11.5, 10.933333333333334)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:48.481408,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 18.5)","(18.0, 18.0, 17.0)","(4.6, 8.0, 7.72258064516129)","(8.0, 11.5, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:50.151615,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 21.0, 18.5)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:51.567155,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 21.0, 19.0)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:53.099639,"(7.0, 9.0, 8.384615384615385)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 19.0)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:54.635534,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 19.0)","(18.0, 17.5, 17.90909090909091)","(4.6, 7.8, 7.457142857142857)","(8.0, 11.0, 10.933333333333334)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:56.168798,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 19.0)","(18.0, 18.0, 17.90909090909091)","(4.6, 8.0, 7.457142857142857)","(8.0, 11.5, 10.933333333333334)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:57.534211,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.0)","(4.6, 8.0, 7.72258064516129)","(8.0, 11.5, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:01:58.911453,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.5, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:02:00.361636,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.5, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:02:01.819935,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.5, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:02:03.252872,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.25)","(9.0, 13.5, 11.166666666666666)","(18.0, 19.5, 19.0)","(18.0, 17.5, 17.904761904761905)","(4.6, 7.8, 7.457142857142857)","(8.0, 11.0, 10.375)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.1075)"
12-01-2023 13:02:04.659427,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 21.0, 18.75)","(18.0, 18.0, 17.5)","(4.6, 8.0, 7.72258064516129)","(8.0, 11.5, 10.933333333333334)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:05.987199,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.5)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:07.398437,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.5)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:08.852586,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.5)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:10.289427,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.6, 7.8, 7.457142857142857)","(8.0, 11.5, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:11.659465,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.6, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:13.038018,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.6, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 40.33333333333333)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:14.429324,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.6, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:15.925520,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.0)","(4.6, 8.0, 7.72258064516129)","(8.0, 11.0, 10.933333333333334)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:17.303579,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:18.673298,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:20.069260,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.5)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:21.425175,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:22.827471,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 17.5, 17.0)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:24.271075,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 17.5, 17.90909090909091)","(4.6, 7.8, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:25.707694,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.6, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:27.133841,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.5)","(4.6, 8.0, 7.72258064516129)","(8.0, 11.0, 10.65)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:28.407877,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.5)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 65.16666666666666)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:29.869752,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.5)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 76.45454545454545)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:31.361659,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.5)","(4.6, 7.8, 7.72258064516129)","(8.0, 11.5, 10.7)","(21.0, 90.0, 76.45454545454545)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:32.741696,"(7.0, 9.0, 8.181818181818182)","(13.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.6, 7.8, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:34.134655,"(6.5, 9.0, 8.181818181818182)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.8, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:35.593115,"(6.5, 9.0, 8.181818181818182)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.8, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:37.434188,"(6.5, 9.0, 8.181818181818182)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.5)","(4.8, 8.0, 7.72258064516129)","(8.0, 11.0, 10.7)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:39.015507,"(6.5, 9.0, 8.181818181818182)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.5)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.7)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.15, 3.074)"
12-01-2023 13:02:40.633492,"(6.5, 9.0, 8.181818181818182)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.5)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.65)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:42.128613,"(6.5, 9.0, 8.181818181818182)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.5)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.5, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:43.615341,"(6.5, 9.0, 8.4375)","(14.0, 21.0, 19.25)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.8, 7.8, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:45.089351,"(6.5, 9.0, 8.4375)","(14.0, 21.0, 19.25)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.8, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:46.553227,"(6.5, 9.0, 8.4375)","(14.0, 21.0, 19.25)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.8, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:48.065819,"(6.5, 9.0, 7.714285714285714)","(14.0, 21.0, 19.25)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 20.375)","(18.0, 18.0, 17.0)","(4.8, 8.0, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:49.451759,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.25)","(9.0, 13.5, 11.59090909090909)","(18.0, 21.0, 18.5)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.65)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:50.858368,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.5)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:52.269679,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.5)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.5, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:53.761604,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.5)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:55.253095,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.5)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:56.695525,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.5)","(18.0, 17.5, 17.90909090909091)","(4.8, 7.8, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:58.101487,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.5)","(18.0, 18.0, 17.5)","(4.8, 8.0, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:02:59.479326,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.5)","(18.0, 18.0, 17.5)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 11.075)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:00.918362,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.5)","(18.0, 18.0, 17.5)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.5, 10.65)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:02.316513,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.5, 18.5)","(18.0, 18.0, 17.5)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.5, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:03.740402,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.5)","(9.0, 13.5, 10.7)","(18.0, 19.5, 18.25)","(18.0, 18.0, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:05.120681,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.289473684210526)","(18.0, 19.0, 18.25)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 99.83333333333333)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:06.641921,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.0, 18.25)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 116.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:08.101566,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.0, 18.25)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 116.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:09.479732,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.0, 18.25)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.9)","(21.0, 90.0, 53.0)","(26.0, 140.0, 116.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:10.978661,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.0, 18.25)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.5, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 116.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:12.456340,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 19.0, 19.0)","(18.0, 17.5, 17.90909090909091)","(4.8, 7.8, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 116.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:13.867824,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 21.0, 19.0)","(18.0, 18.0, 17.90909090909091)","(4.8, 8.0, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 116.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:15.367528,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 21.0, 18.75)","(18.0, 18.0, 17.5)","(4.8, 8.0, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 116.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:16.864833,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.5)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 125.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:18.396988,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.59090909090909)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.90909090909091)","(4.8, 7.8, 7.457142857142857)","(8.0, 11.0, 10.5)","(21.0, 90.0, 53.0)","(26.0, 140.0, 125.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:19.894363,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.357142857142858)","(18.0, 20.0, 18.75)","(18.0, 18.0, 17.0)","(4.8, 8.0, 7.72258064516129)","(8.0, 11.0, 10.9)","(21.0, 90.0, 53.0)","(26.0, 140.0, 125.0)","(2.2, 3.1, 2.953333333333333)"
12-01-2023 13:03:21.329559,"(6.5, 9.0, 7.857142857142858)","(14.0, 21.0, 19.666666666666668)","(9.0, 13.5, 11.357142857142858)","(18.0, 19.5, 18.75)","(18.0, 17.5, 17.0)","(4.8, 7.8, 7.72258064516129)","(8.0, 11.5, 10.9)","(21.0, 90.0, 53.0)","(26.0, 140.0, 125.0)","(2.2, 3.1, 2.953333333333333)"
