,Heza Starman,Complicated,Fullon,Major Monty Nz,Sokys Falcon,Tiger Cheddar,Jaffa Nz,Mangochililime,Glamors Symbol,Got The Goods
09-01-2023 14:48:03.312680,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 132.85714285714286)","(5.0, 99999, 99990)","(10.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:04.788264,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 132.85714285714286)","(5.0, 99999, 99990)","(10.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:06.200217,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 132.85714285714286)","(5.0, 99999, 99990)","(10.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:07.669898,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 132.85714285714286)","(5.0, 99999, 99990)","(10.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:09.078963,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 132.85714285714286)","(5.0, 99999, 99990)","(10.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:10.517038,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 132.85714285714286)","(5.0, 99999, 99990)","(10.0, 12.0, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:12.074310,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 132.85714285714286)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:13.589431,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 160.0, 202.5)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:15.213098,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.4, 7.8235294117647065)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 230.0, 202.5)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:16.787451,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.666666666666666)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 230.0, 202.5)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:18.390228,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.514285714285714)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 210.0, 185.83333333333334)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:20.006038,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.514285714285714)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 210.0, 185.83333333333334)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:22.047689,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.514285714285714)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:23.968798,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:25.566718,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.5, 11.333333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:27.200417,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.5, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:28.780665,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:30.307504,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:31.772108,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:33.342513,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:34.892861,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:36.499705,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:38.071855,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:39.606677,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 200.0, 154.28571428571428)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:41.108729,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 190.0, 154.28571428571428)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:42.708975,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 190.0, 154.28571428571428)","(5.0, 99999, 99990)","(10.0, 12.0, 11.125)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:44.265913,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.3999999999999995)","(4.6, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 190.0, 154.28571428571428)","(5.0, 99999, 99990)","(10.0, 12.0, 16.25)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:45.789165,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 190.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 22.0, 15.666666666666666)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:47.291745,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 21.0, 18.0)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:48.784758,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.025)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 15.958333333333334)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:50.337134,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.938461538461539)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 19.5, 16.444444444444443)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:51.889658,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.525)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 18.0, 14.5)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:53.618133,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.525)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 17.5, 13.166666666666666)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:55.165369,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.7)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 17.5, 12.75)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:56.908155,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.171428571428572)","(4.6, 99999, 99990)","(6.0, 8.4, 7.6)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 9.0)","(4.4, 99999, 99990)"
09-01-2023 14:48:58.483079,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.4799999999999995)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 8.68)","(4.4, 99999, 99990)"
09-01-2023 14:49:00.105087,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.2, 7.285714285714286)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 8.68)","(4.4, 99999, 99990)"
09-01-2023 14:49:01.547999,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.0, 7.285714285714286)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 180.0, 140.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 8.68)","(4.4, 99999, 99990)"
09-01-2023 14:49:03.008527,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.0, 7.2)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 170.0, 140.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 9.025)","(4.4, 99999, 99990)"
09-01-2023 14:49:04.453010,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.0, 7.2)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 170.0, 140.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 8.057142857142857)","(4.4, 99999, 99990)"
09-01-2023 14:49:05.929475,"(21.0, 60.0, 48.285714285714285)","(81.0, 200.0, 173.0)","(5.5, 8.0, 7.285714285714286)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 170.0, 140.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.2, 8.066666666666666)","(4.4, 99999, 99990)"
09-01-2023 14:49:07.423517,"(21.0, 60.0, 42.64285714285714)","(81.0, 200.0, 122.0)","(5.5, 8.0, 7.545454545454545)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 170.0, 120.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.0, 8.1)","(4.4, 99999, 99990)"
09-01-2023 14:49:08.850105,"(21.0, 60.0, 42.64285714285714)","(81.0, 200.0, 122.0)","(5.5, 8.0, 7.2)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 170.0, 120.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.0, 8.057142857142857)","(4.4, 99999, 99990)"
09-01-2023 14:49:10.358556,"(21.0, 60.0, 42.64285714285714)","(81.0, 200.0, 122.0)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 170.0, 115.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.2, 8.08)","(4.4, 99999, 99990)"
09-01-2023 14:49:11.817164,"(21.0, 60.0, 40.5)","(81.0, 200.0, 106.25)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 160.0, 103.33333333333333)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 8.4, 8.851612903225806)","(4.4, 99999, 99990)"
09-01-2023 14:49:13.278971,"(21.0, 60.0, 41.0)","(81.0, 200.0, 106.25)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 160.0, 103.33333333333333)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 7.917647058823529)","(4.4, 99999, 99990)"
09-01-2023 14:49:14.742109,"(21.0, 60.0, 41.5)","(81.0, 200.0, 106.25)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.8315789473684205)","(71.0, 160.0, 103.33333333333333)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.4, 8.793333333333335)","(4.4, 99999, 99990)"
09-01-2023 14:49:16.091244,"(21.0, 60.0, 41.5)","(81.0, 200.0, 106.25)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.8315789473684205)","(71.0, 160.0, 103.33333333333333)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 8.8, 8.788235294117646)","(4.4, 99999, 99990)"
09-01-2023 14:49:17.371118,"(21.0, 60.0, 41.5)","(81.0, 200.0, 106.25)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.359999999999999)","(71.0, 160.0, 103.33333333333333)","(5.0, 99999, 99990)","(10.0, 14.0, 12.75)","(6.0, 9.2, 8.819047619047618)","(4.4, 99999, 99990)"
09-01-2023 14:49:18.643059,"(21.0, 60.0, 41.5)","(81.0, 200.0, 106.25)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.6)","(71.0, 160.0, 120.0)","(5.0, 99999, 99990)","(10.0, 14.0, 12.666666666666666)","(6.0, 9.2, 8.44)","(4.4, 99999, 99990)"
09-01-2023 14:49:19.959339,"(21.0, 60.0, 41.5)","(81.0, 200.0, 106.25)","(5.5, 8.0, 7.181818181818182)","(4.6, 99999, 99990)","(6.0, 8.2, 7.745454545454545)","(71.0, 210.0, 120.0)","(5.0, 99999, 99990)","(10.0, 13.0, 12.666666666666666)","(6.0, 9.0, 8.82857142857143)","(4.4, 99999, 99990)"
09-01-2023 14:49:21.214746,"(21.0, 60.0, 41.5)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.25)","(4.6, 99999, 99990)","(6.0, 8.2, 7.3428571428571425)","(71.0, 210.0, 142.5)","(5.0, 99999, 99990)","(10.0, 13.0, 12.7)","(6.0, 9.0, 8.926315789473684)","(4.4, 99999, 99990)"
09-01-2023 14:49:22.455653,"(21.0, 60.0, 47.66666666666667)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.25)","(4.6, 99999, 99990)","(6.0, 8.2, 7.4799999999999995)","(71.0, 210.0, 116.66666666666666)","(5.0, 99999, 99990)","(10.0, 13.0, 12.833333333333334)","(6.0, 9.0, 8.6)","(4.4, 99999, 99990)"
09-01-2023 14:49:23.629470,"(21.0, 60.0, 47.66666666666667)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.25)","(4.6, 99999, 99990)","(6.0, 8.2, 7.866666666666666)","(71.0, 200.0, 116.66666666666666)","(5.0, 99999, 99990)","(10.0, 14.0, 12.552631578947368)","(6.0, 9.2, 9.046153846153846)","(4.4, 99999, 99990)"
09-01-2023 14:49:24.898312,"(21.0, 60.0, 47.66666666666667)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.2727272727272725)","(4.6, 99999, 99990)","(6.0, 8.2, 7.755555555555555)","(71.0, 200.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 14.0, 12.552631578947368)","(6.0, 9.2, 9.122580645161289)","(4.4, 99999, 99990)"
09-01-2023 14:49:26.143721,"(21.0, 60.0, 47.66666666666667)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.2727272727272725)","(4.6, 99999, 99990)","(6.0, 8.2, 7.933333333333333)","(71.0, 190.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 14.0, 12.7)","(6.0, 9.2, 8.789473684210526)","(4.4, 99999, 99990)"
09-01-2023 14:49:27.393461,"(21.0, 60.0, 46.5)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.2727272727272725)","(4.6, 99999, 99990)","(6.0, 8.2, 7.866666666666666)","(71.0, 190.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 12.7)","(6.0, 9.0, 8.91578947368421)","(4.4, 99999, 99990)"
09-01-2023 14:49:28.683461,"(21.0, 60.0, 53.84615384615385)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.2727272727272725)","(4.6, 99999, 99990)","(6.0, 8.2, 7.866666666666666)","(71.0, 190.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 12.7)","(6.0, 9.0, 8.91578947368421)","(4.4, 99999, 99990)"
09-01-2023 14:49:29.925276,"(21.0, 60.0, 47.0)","(81.0, 200.0, 120.0)","(5.5, 8.0, 7.2727272727272725)","(4.6, 99999, 99990)","(6.0, 8.2, 7.3428571428571425)","(71.0, 190.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 12.7)","(6.0, 9.0, 8.7)","(4.4, 99999, 99990)"
09-01-2023 14:49:31.234854,"(21.0, 60.0, 47.0)","(81.0, 200.0, 120.0)","(5.5, 8.0, 7.2727272727272725)","(4.6, 99999, 99990)","(6.0, 8.2, 7.4799999999999995)","(71.0, 190.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 12.552631578947368)","(6.0, 9.2, 8.593939393939394)","(4.4, 99999, 99990)"
09-01-2023 14:49:32.530379,"(21.0, 60.0, 47.0)","(81.0, 200.0, 120.0)","(5.5, 8.0, 7.2)","(4.6, 99999, 99990)","(6.0, 8.2, 7.866666666666666)","(71.0, 190.0, 116.66666666666666)","(5.0, 99999, 99990)","(10.0, 14.0, 12.552631578947368)","(6.0, 8.6, 9.038297872340426)","(4.4, 99999, 99990)"
09-01-2023 14:49:33.869601,"(21.0, 60.0, 48.857142857142854)","(81.0, 200.0, 140.0)","(5.5, 8.0, 7.2)","(4.6, 99999, 99990)","(6.0, 8.2, 7.866666666666666)","(71.0, 190.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 14.0, 13.1)","(6.0, 9.4, 8.8)","(4.4, 99999, 99990)"
09-01-2023 14:49:35.278998,"(21.0, 60.0, 48.857142857142854)","(81.0, 200.0, 120.0)","(5.5, 8.0, 7.466666666666667)","(4.6, 99999, 99990)","(6.0, 8.2, 7.654545454545454)","(71.0, 180.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.5, 12.7)","(6.0, 9.4, 8.8)","(4.4, 99999, 99990)"
09-01-2023 14:49:36.611610,"(21.0, 60.0, 48.857142857142854)","(81.0, 200.0, 137.5)","(5.5, 8.0, 7.552)","(4.6, 99999, 99990)","(6.0, 8.2, 7.755555555555555)","(71.0, 180.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 12.7)","(6.0, 9.4, 8.963636363636363)","(4.4, 99999, 99990)"
09-01-2023 14:49:37.945875,"(21.0, 60.0, 48.857142857142854)","(81.0, 200.0, 137.5)","(5.5, 8.0, 6.933333333333334)","(4.6, 99999, 99990)","(6.0, 8.2, 7.3428571428571425)","(71.0, 180.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 12.166666666666666)","(6.0, 9.4, 12.707692307692309)","(4.4, 99999, 99990)"
09-01-2023 14:49:39.244270,"(21.0, 60.0, 27.5)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.341176470588235)","(4.6, 99999, 99990)","(6.0, 8.2, 7.290909090909091)","(71.0, 180.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 13.0, 12.4)","(4.4, 99999, 99990)"
09-01-2023 14:49:40.631573,"(21.0, 60.0, 34.0)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.341176470588235)","(4.6, 99999, 99990)","(6.0, 8.2, 7.290909090909091)","(71.0, 180.0, 113.33333333333334)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 13.0, 12.485714285714286)","(4.4, 99999, 99990)"
09-01-2023 14:49:42.043369,"(21.0, 60.0, 34.0)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.341176470588235)","(4.6, 99999, 99990)","(6.0, 8.2, 7.290909090909091)","(71.0, 180.0, 147.14285714285714)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 13.0, 9.76)","(4.4, 99999, 99990)"
09-01-2023 14:49:43.386536,"(21.0, 60.0, 34.0)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.341176470588235)","(4.6, 99999, 99990)","(6.0, 8.2, 7.3428571428571425)","(71.0, 180.0, 182.85714285714286)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 10.0, 9.68)","(4.4, 99999, 99990)"
09-01-2023 14:49:44.662730,"(21.0, 60.0, 34.0)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 7.341176470588235)","(4.6, 99999, 99990)","(6.0, 8.2, 7.290909090909091)","(71.0, 230.0, 182.85714285714286)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 10.0, 9.74)","(4.4, 99999, 99990)"
09-01-2023 14:49:45.926213,"(21.0, 60.0, 34.0)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 6.836363636363637)","(4.6, 99999, 99990)","(6.0, 8.2, 7.290909090909091)","(71.0, 230.0, 182.85714285714286)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 9.8, 9.675)","(4.4, 99999, 99990)"
09-01-2023 14:49:47.171921,"(21.0, 60.0, 33.0)","(81.0, 200.0, 116.66666666666666)","(5.5, 8.0, 6.72)","(4.6, 99999, 99990)","(6.0, 8.2, 7.290909090909091)","(71.0, 230.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 9.8, 9.512500000000001)","(4.4, 99999, 99990)"
09-01-2023 14:49:48.405750,"(21.0, 60.0, 33.333333333333336)","(81.0, 200.0, 116.66666666666666)","(5.5, 7.8, 6.766666666666667)","(4.6, 99999, 99990)","(6.0, 8.2, 7.3428571428571425)","(71.0, 200.0, 161.42857142857142)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 10.0, 12.1)","(4.4, 99999, 99990)"
09-01-2023 14:49:49.606142,"(21.0, 60.0, 33.333333333333336)","(81.0, 200.0, 116.66666666666666)","(5.5, 7.6, 6.85)","(4.6, 99999, 99990)","(6.0, 8.2, 7.290909090909091)","(71.0, 200.0, 154.28571428571428)","(5.0, 99999, 99990)","(10.0, 13.0, 11.875)","(6.0, 13.0, 12.1)","(4.4, 99999, 99990)"
