,Lord Denzel,Willsintown,Weasel Nz,Game Keeper,Milly An Eyre Nz,Datsinahurri,Living Free,Our Dolly,Three Machs
07-12-2022 19:46:25.927884,"(3.8, 5.1, 4.319999999999999)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.7142857142857144)","(5.5, 8.2, 7.533333333333333)","(7.0, 10.0, 8.8)"
07-12-2022 19:46:27.278900,"(3.8, 5.1, 4.319999999999999)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.7142857142857144)","(5.5, 8.2, 7.533333333333333)","(7.0, 10.0, 8.8)"
07-12-2022 19:46:28.585011,"(3.8, 5.1, 4.319999999999999)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.7142857142857144)","(5.5, 8.2, 7.533333333333333)","(7.0, 10.0, 8.8)"
07-12-2022 19:46:29.843765,"(3.8, 5.1, 4.319999999999999)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.7142857142857144)","(5.5, 8.2, 7.533333333333333)","(7.0, 10.0, 8.8)"
07-12-2022 19:46:31.166123,"(3.8, 5.1, 4.319999999999999)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.7142857142857144)","(5.5, 8.2, 7.533333333333333)","(7.0, 10.0, 8.8)"
07-12-2022 19:46:32.653457,"(3.8, 5.1, 4.542857142857143)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.73)","(5.5, 8.2, 7.533333333333333)","(7.0, 10.0, 8.8)"
07-12-2022 19:46:34.060202,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.7833333333333337)","(5.5, 8.2, 7.866666666666666)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:35.518780,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.7833333333333337)","(5.5, 8.2, 7.533333333333333)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:36.999600,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 3.95, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:38.374234,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:39.763043,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:41.162769,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:42.582794,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:44.224823,"(3.8, 5.1, 4.725)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:45.795730,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:47.274010,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:48.757353,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:50.200419,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:51.542984,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.949999999999999)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:52.778926,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:54.067779,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:55.397045,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:56.745411,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:58.078501,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:46:59.444334,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:00.773673,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:02.134824,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:03.557515,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:04.971397,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:06.369933,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:07.711262,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:09.043168,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:10.408498,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:11.756574,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:13.034717,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:14.307700,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:15.592859,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.89)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:16.910449,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:18.229423,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:19.621944,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:21.043904,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:22.453071,"(3.8, 5.1, 4.523076923076923)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:23.898953,"(3.8, 5.1, 4.793333333333333)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:25.319303,"(3.8, 5.1, 4.793333333333333)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:26.713088,"(3.8, 5.1, 4.366666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:28.053476,"(3.8, 5.1, 4.366666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:29.380771,"(3.8, 5.1, 4.4399999999999995)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:30.710649,"(3.8, 5.1, 4.4399999999999995)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:31.952107,"(3.8, 5.1, 4.4399999999999995)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:33.206351,"(3.8, 5.1, 4.0875)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:34.425106,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:35.682307,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:36.978553,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:38.291385,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:39.595315,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:40.896395,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:42.162197,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:43.406506,"(3.8, 5.1, 4.666666666666666)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 8.254545454545454)"
07-12-2022 19:47:44.665127,"(3.8, 5.0, 4.364705882352941)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 9.4, 9.2)"
07-12-2022 19:47:45.880397,"(3.8, 5.0, 4.076923076923077)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:47.145404,"(3.8, 5.0, 4.003333333333334)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:48.504062,"(3.8, 4.9, 4.2)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:49.964043,"(3.8, 4.9, 4.2)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:51.461601,"(3.8, 4.9, 4.642857142857143)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:52.914465,"(3.8, 4.9, 3.9785714285714286)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:54.497800,"(3.8, 4.8, 4.08125)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:55.805744,"(3.8, 4.8, 4.08125)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:57.112958,"(3.8, 4.9, 4.11875)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:58.297395,"(3.8, 4.8, 4.225)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:47:59.550564,"(3.8, 4.8, 4.25)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:48:01.041478,"(3.8, 4.8, 4.17)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:48:02.532157,"(3.8, 4.8, 4.325)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:48:04.050747,"(3.8, 4.9, 4.325)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.2)"
07-12-2022 19:48:05.615150,"(3.8, 4.9, 4.325)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:07.379366,"(3.8, 4.9, 4.625)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:08.816634,"(3.8, 4.9, 4.4)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:10.175814,"(3.8, 4.9, 4.4)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:11.516966,"(3.8, 4.9, 4.4)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:12.880591,"(3.8, 5.0, 4.67)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:14.155376,"(3.8, 5.0, 4.6850000000000005)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:15.435563,"(3.8, 5.0, 4.5)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:16.704254,"(3.8, 5.0, 4.5)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.666666666666666)"
07-12-2022 19:48:17.987102,"(3.8, 5.0, 4.5)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.4)"
07-12-2022 19:48:19.300642,"(3.8, 5.0, 4.5)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.4)"
07-12-2022 19:48:20.605306,"(3.8, 5.0, 4.5)","(101.0, 350.0, 260.0)","(101.0, 99999, 99990)","(81.0, 350.0, 310.0)","(4.6, 99999, 99990)","(9.0, 15.0, 13.4)","(2.8, 4.0, 3.875)","(5.5, 8.2, 7.6)","(7.0, 10.0, 9.4)"
