,Teamplay Miss,Thats Hectic,Shaq Owes,Jingalong Lotte,Showtime Lydia,Ebby Von
16-12-2022 11:06:32.455147,"(4.2, 6.0, 5.0)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.7156249999999997)"
16-12-2022 11:06:33.509663,"(4.2, 6.0, 5.0)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.7156249999999997)"
16-12-2022 11:06:34.545017,"(4.2, 6.0, 5.0)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.7156249999999997)"
16-12-2022 11:06:35.546320,"(4.2, 6.0, 5.0)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.7156249999999997)"
16-12-2022 11:06:36.539883,"(4.2, 6.0, 4.642857142857142)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.7156249999999997)"
16-12-2022 11:06:37.530045,"(4.2, 6.0, 4.642857142857142)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.785)"
16-12-2022 11:06:38.539309,"(4.2, 6.0, 5.052631578947368)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.738125)"
16-12-2022 11:06:39.424727,"(4.2, 6.0, 5.052631578947368)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.738125)"
16-12-2022 11:06:40.414956,"(4.2, 6.0, 5.052631578947368)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 43.42857142857143)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.738125)"
16-12-2022 11:06:41.441883,"(4.2, 6.0, 5.052631578947368)","(18.0, 70.0, 45.0)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 28.3125)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.738125)"
16-12-2022 11:06:42.582579,"(4.2, 6.0, 4.714285714285714)","(18.0, 70.0, 45.90909090909091)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 34.875)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.8049999999999997)"
16-12-2022 11:06:43.690350,"(4.2, 6.0, 5.105263157894737)","(18.0, 70.0, 45.90909090909091)","(12.0, 36.0, 17.666666666666668)","(18.0, 48.0, 26.8125)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.760625)"
16-12-2022 11:06:44.831353,"(4.2, 6.0, 5.190476190476191)","(18.0, 70.0, 45.68181818181818)","(12.0, 36.0, 17.666666666666668)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.760625)"
16-12-2022 11:06:45.997508,"(4.2, 6.0, 5.190476190476191)","(18.0, 70.0, 43.5)","(12.0, 36.0, 17.666666666666668)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.760625)"
16-12-2022 11:06:47.228217,"(4.2, 6.0, 5.190476190476191)","(18.0, 70.0, 43.5)","(12.0, 36.0, 17.666666666666668)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.760625)"
16-12-2022 11:06:48.450427,"(4.2, 6.0, 4.9375)","(18.0, 70.0, 43.5)","(12.0, 36.0, 17.666666666666668)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.6275)"
16-12-2022 11:06:49.543636,"(4.2, 6.0, 5.157894736842105)","(18.0, 70.0, 43.5)","(12.0, 36.0, 30.5)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 2.9616666666666664)","(2.0, 3.25, 2.783125)"
16-12-2022 11:06:50.477839,"(4.2, 6.0, 5.157894736842105)","(18.0, 70.0, 43.5)","(12.0, 36.0, 30.125)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.497)","(2.0, 3.25, 2.783125)"
16-12-2022 11:06:51.479343,"(4.2, 6.0, 5.157894736842105)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.783125)"
16-12-2022 11:06:52.641690,"(4.2, 6.0, 4.857142857142858)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.783125)"
16-12-2022 11:06:53.693067,"(4.2, 6.0, 4.857142857142858)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.783125)"
16-12-2022 11:06:54.789777,"(4.2, 6.0, 4.857142857142858)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.8449999999999998)"
16-12-2022 11:06:56.119984,"(4.2, 6.0, 5.166666666666667)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.805625)"
16-12-2022 11:06:57.173361,"(4.2, 6.0, 5.166666666666667)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.805625)"
16-12-2022 11:06:58.415436,"(4.2, 6.0, 4.846153846153846)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.805625)"
16-12-2022 11:06:59.531797,"(4.2, 6.0, 4.846153846153846)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.746206896551724)","(2.0, 3.25, 2.865)"
16-12-2022 11:07:00.831063,"(4.2, 6.0, 5.222222222222222)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.8718918918918916)","(2.0, 3.25, 2.865)"
16-12-2022 11:07:02.146017,"(4.2, 6.0, 5.222222222222222)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.8718918918918916)","(2.0, 3.25, 2.828125)"
16-12-2022 11:07:03.072896,"(4.2, 6.0, 5.222222222222222)","(18.0, 70.0, 43.5)","(12.0, 36.0, 18.083333333333332)","(18.0, 44.0, 26.8125)","(2.9, 4.3, 3.8718918918918916)","(2.0, 3.25, 2.828125)"
16-12-2022 11:07:04.142978,"(4.2, 6.0, 4.9230769230769225)","(18.0, 70.0, 43.5)","(12.0, 36.0, 16.153846153846153)","(18.0, 44.0, 22.392857142857142)","(2.9, 4.3, 3.290344827586207)","(2.0, 3.25, 2.828125)"
16-12-2022 11:07:05.262963,"(4.2, 6.0, 5.548387096774193)","(18.0, 70.0, 55.37931034482759)","(12.0, 36.0, 16.153846153846153)","(18.0, 44.0, 22.392857142857142)","(2.9, 4.3, 3.8016216216216216)","(2.0, 3.25, 2.850625)"
16-12-2022 11:07:06.316890,"(4.2, 6.0, 5.315789473684211)","(18.0, 70.0, 55.37931034482759)","(12.0, 36.0, 16.153846153846153)","(18.0, 44.0, 22.392857142857142)","(2.9, 4.2, 3.12)","(2.0, 3.25, 2.850625)"
16-12-2022 11:07:07.311102,"(4.2, 6.0, 5.617647058823529)","(18.0, 70.0, 55.37931034482759)","(12.0, 36.0, 16.153846153846153)","(18.0, 44.0, 22.392857142857142)","(2.9, 4.2, 3.12)","(2.0, 3.25, 2.850625)"
16-12-2022 11:07:08.369748,"(4.2, 6.0, 5.617647058823529)","(18.0, 70.0, 55.37931034482759)","(12.0, 36.0, 16.153846153846153)","(18.0, 44.0, 22.392857142857142)","(2.9, 4.2, 3.12)","(2.0, 3.25, 2.850625)"
16-12-2022 11:07:09.395535,"(4.2, 6.0, 5.551724137931035)","(18.0, 70.0, 55.37931034482759)","(12.0, 36.0, 17.1875)","(18.0, 44.0, 25.666666666666664)","(2.9, 4.2, 3.4775)","(2.0, 3.25, 2.850625)"
16-12-2022 11:07:10.379958,"(4.2, 6.0, 5.551724137931035)","(18.0, 70.0, 50.5)","(12.0, 36.0, 17.1875)","(18.0, 44.0, 25.666666666666664)","(2.9, 4.0, 3.4775)","(2.0, 3.25, 2.9050000000000002)"
16-12-2022 11:07:11.351293,"(4.2, 6.0, 5.368421052631579)","(18.0, 70.0, 58.85714285714286)","(12.0, 36.0, 17.1875)","(18.0, 44.0, 25.666666666666664)","(2.9, 4.0, 3.4775)","(2.0, 3.25, 2.9050000000000002)"
16-12-2022 11:07:12.328904,"(4.2, 6.0, 5.368421052631579)","(18.0, 70.0, 58.85714285714286)","(12.0, 36.0, 17.1875)","(18.0, 44.0, 25.666666666666664)","(2.9, 4.0, 3.1624489795918365)","(2.0, 3.25, 2.83)"
16-12-2022 11:07:13.275663,"(4.2, 6.0, 5.625)","(18.0, 70.0, 64.42857142857143)","(12.0, 36.0, 17.1875)","(18.0, 44.0, 25.666666666666664)","(2.9, 4.0, 3.1624489795918365)","(2.0, 3.7, 2.6981818181818182)"
16-12-2022 11:07:14.131572,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 36.0, 17.1875)","(18.0, 44.0, 25.666666666666664)","(2.9, 4.0, 3.1624489795918365)","(2.0, 3.7, 2.6981818181818182)"
16-12-2022 11:07:15.115604,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 36.0, 17.1875)","(18.0, 44.0, 25.666666666666664)","(2.9, 4.0, 3.296)","(2.0, 3.7, 2.962142857142857)"
16-12-2022 11:07:16.097243,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 36.0, 25.25)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.95, 3.216571428571428)","(2.0, 3.65, 3.115)"
16-12-2022 11:07:17.053932,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 20.75)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.9, 3.216571428571428)","(2.0, 3.65, 3.115)"
16-12-2022 11:07:18.009624,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 20.75)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.9, 3.216571428571428)","(2.0, 3.65, 3.115)"
16-12-2022 11:07:18.914010,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 20.75)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.9, 3.216571428571428)","(2.0, 3.65, 3.115)"
16-12-2022 11:07:19.894625,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.9, 3.0068235294117645)","(2.0, 3.65, 2.9092307692307693)"
16-12-2022 11:07:20.912900,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.9, 3.2560000000000002)","(2.0, 3.65, 3.38)"
16-12-2022 11:07:21.853480,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.85, 3.33)","(2.0, 3.9, 3.38)"
16-12-2022 11:07:22.747610,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 3.33)","(2.0, 3.9, 3.38)"
16-12-2022 11:07:23.666838,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 3.1052173913043477)","(2.0, 3.9, 3.0875)"
16-12-2022 11:07:24.528520,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 3.1052173913043477)","(2.0, 3.9, 2.873684210526316)"
16-12-2022 11:07:25.362421,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 2.9775)","(2.0, 3.9, 2.873684210526316)"
16-12-2022 11:07:26.231921,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 2.9775)","(2.0, 3.9, 2.873684210526316)"
16-12-2022 11:07:27.216515,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 2.9775)","(2.0, 3.9, 3.1)"
16-12-2022 11:07:28.161703,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 2.9775)","(2.0, 3.9, 3.1)"
16-12-2022 11:07:29.088755,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 44.0, 25.666666666666664)","(2.9, 3.8, 2.9775)","(2.0, 3.9, 3.1)"
16-12-2022 11:07:29.940992,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 23.454545454545453)","(2.9, 3.8, 2.9775)","(2.0, 3.9, 3.1)"
16-12-2022 11:07:30.798097,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 23.454545454545453)","(2.9, 3.7, 3.14)","(2.0, 3.9, 2.889473684210526)"
16-12-2022 11:07:31.623463,"(4.2, 6.0, 5.555555555555555)","(18.0, 70.0, 64.42857142857143)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 23.454545454545453)","(2.9, 3.7, 3.14)","(2.0, 3.9, 2.889473684210526)"
16-12-2022 11:07:32.466301,"(4.2, 6.0, 5.555555555555555)","(18.0, 65.0, 54.71875)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 23.454545454545453)","(2.9, 3.7, 3.14)","(2.0, 3.9, 3.1125)"
16-12-2022 11:07:33.355912,"(4.2, 6.0, 5.555555555555555)","(18.0, 65.0, 54.71875)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.7, 2.9772093023255812)","(2.0, 3.9, 3.1125)"
16-12-2022 11:07:34.240044,"(4.2, 6.0, 5.555555555555555)","(18.0, 65.0, 54.71875)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.7, 2.9772093023255812)","(2.0, 3.9, 3.1125)"
16-12-2022 11:07:35.189372,"(4.2, 6.0, 5.555555555555555)","(18.0, 65.0, 54.71875)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.7, 2.9772093023255812)","(2.0, 3.9, 2.8200000000000003)"
16-12-2022 11:07:36.098076,"(4.2, 6.0, 5.555555555555555)","(18.0, 65.0, 50.63888888888889)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.7, 3.1759999999999997)","(2.0, 3.9, 2.8200000000000003)"
16-12-2022 11:07:36.978519,"(4.2, 6.0, 5.555555555555555)","(18.0, 65.0, 50.63888888888889)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.65, 3.1759999999999997)","(2.0, 3.9, 2.983636363636364)"
16-12-2022 11:07:37.826716,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 50.63888888888889)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.6, 3.1)","(2.0, 3.9, 2.998181818181818)"
16-12-2022 11:07:38.685203,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 50.63888888888889)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.156)"
16-12-2022 11:07:39.531404,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 48.32258064516129)","(12.0, 27.0, 15.541666666666666)","(18.0, 42.0, 21.0)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.662105263157895)"
16-12-2022 11:07:40.354697,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 41.75)","(12.0, 27.0, 15.333333333333334)","(18.0, 42.0, 21.0)","(2.9, 3.6, 3.1)","(2.0, 3.85, 3.662105263157895)"
16-12-2022 11:07:41.257859,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 41.75)","(12.0, 27.0, 15.333333333333334)","(18.0, 42.0, 21.0)","(2.9, 3.6, 3.1)","(2.0, 3.85, 3.595)"
16-12-2022 11:07:42.180935,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 41.75)","(12.0, 27.0, 15.333333333333334)","(18.0, 42.0, 21.0)","(2.9, 3.6, 3.1)","(2.0, 3.85, 3.1275)"
16-12-2022 11:07:43.113946,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.541666666666664)","(18.0, 42.0, 18.2)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.102307692307692)"
16-12-2022 11:07:43.989139,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 18.2)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.102307692307692)"
16-12-2022 11:07:44.845901,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 18.2)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.102307692307692)"
16-12-2022 11:07:45.725736,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 18.2)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.102307692307692)"
16-12-2022 11:07:46.560122,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 18.2)","(2.9, 3.6, 3.1)","(2.0, 3.9, 2.9123809523809525)"
16-12-2022 11:07:47.379638,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 18.2)","(2.9, 3.6, 3.1)","(2.0, 3.9, 2.9123809523809525)"
16-12-2022 11:07:48.267650,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 18.2)","(2.9, 3.6, 3.1)","(2.0, 3.9, 2.9123809523809525)"
16-12-2022 11:07:49.238999,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.1153846153846154)"
16-12-2022 11:07:50.139553,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.1153846153846154)"
16-12-2022 11:07:51.011928,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.9, 3.1153846153846154)"
16-12-2022 11:07:51.874488,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.9, 2.960526315789474)"
16-12-2022 11:07:52.732499,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.960526315789474)"
16-12-2022 11:07:53.575743,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.88)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.857142857142857)"
16-12-2022 11:07:54.433824,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.857142857142857)"
16-12-2022 11:07:55.306494,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.857142857142857)"
16-12-2022 11:07:56.188424,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.857142857142857)"
16-12-2022 11:07:57.087307,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9710526315789476)"
16-12-2022 11:07:57.958276,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9710526315789476)"
16-12-2022 11:07:58.873472,"(4.2, 6.0, 5.418181818181818)","(18.0, 65.0, 49.955882352941174)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9710526315789476)"
16-12-2022 11:07:59.791716,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 53.175)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9710526315789476)"
16-12-2022 11:08:00.721171,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 53.175)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.8714285714285714)"
16-12-2022 11:08:01.635357,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9815789473684213)"
16-12-2022 11:08:02.473826,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9815789473684213)"
16-12-2022 11:08:03.349055,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9815789473684213)"
16-12-2022 11:08:04.210217,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9815789473684213)"
16-12-2022 11:08:05.040056,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9815789473684213)"
16-12-2022 11:08:05.897502,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.8857142857142857)"
16-12-2022 11:08:06.786196,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.8857142857142857)"
16-12-2022 11:08:07.781876,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9921052631578946)"
16-12-2022 11:08:08.687915,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 18.634615384615387)","(18.0, 42.0, 19.05)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9921052631578946)"
16-12-2022 11:08:09.609572,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 17.869565217391305)","(18.0, 42.0, 27.65625)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9921052631578946)"
16-12-2022 11:08:10.450692,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 20.225806451612904)","(18.0, 42.0, 27.65625)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9921052631578946)"
16-12-2022 11:08:11.278812,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 20.225806451612904)","(18.0, 42.0, 27.65625)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9)"
16-12-2022 11:08:12.132150,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 20.225806451612904)","(18.0, 42.0, 27.65625)","(2.9, 3.6, 3.1)","(2.0, 3.25, 2.9)"
16-12-2022 11:08:12.994688,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 20.225806451612904)","(18.0, 42.0, 27.65625)","(2.9, 3.6, 3.1)","(2.0, 3.25, 3.075925925925926)"
16-12-2022 11:08:13.853338,"(4.2, 6.0, 5.418181818181818)","(18.0, 55.0, 43.26785714285714)","(12.0, 27.0, 20.225806451612904)","(18.0, 42.0, 27.65625)","(2.9, 3.6, 3.1)","(2.0, 3.25, 3.075925925925926)"
