,Black Horizon,One More Time,Lethal Violet,Apache Vera,Zabil,Lornas Flying
14-12-2022 14:15:56.994044,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:58.066510,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:59.220745,"(3.6, 6.0, 5.045454545454545)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:00.390706,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:01.489031,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:02.736718,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:03.924475,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:05.082874,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:06.214847,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:07.366545,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:16:08.510718,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.6947368421052635)"
14-12-2022 14:16:09.716051,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.4, 5.6947368421052635)"
14-12-2022 14:16:10.926690,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.4, 5.6947368421052635)"
14-12-2022 14:16:12.068523,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.4, 5.6947368421052635)"
14-12-2022 14:16:13.214938,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.4, 5.79375)"
14-12-2022 14:16:14.302066,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.0)"
14-12-2022 14:16:15.666598,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.0)"
14-12-2022 14:16:16.920994,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.0)"
14-12-2022 14:16:18.177250,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 5.538461538461538)"
14-12-2022 14:16:19.381218,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.050000000000001)"
14-12-2022 14:16:20.601957,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.050000000000001)"
14-12-2022 14:16:21.810389,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.050000000000001)"
14-12-2022 14:16:23.001157,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 5.607692307692308)"
14-12-2022 14:16:24.148654,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 5.607692307692308)"
14-12-2022 14:16:25.369624,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 5.607692307692308)"
14-12-2022 14:16:26.516975,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 5.607692307692308)"
14-12-2022 14:16:27.622632,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 5.607692307692308)"
14-12-2022 14:16:28.740155,"(3.6, 6.0, 4.730769230769231)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.1)"
14-12-2022 14:16:29.859432,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.2, 6.1)"
14-12-2022 14:16:31.126412,"(3.6, 6.0, 4.859259259259259)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(20.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.4, 7.2, 6.1)"
14-12-2022 14:16:32.227573,"(3.6, 5.8, 4.8999999999999995)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(20.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.4, 7.2, 6.1)"
14-12-2022 14:16:33.341862,"(3.6, 5.8, 4.773684210526316)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(20.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.4, 7.2, 5.676923076923077)"
14-12-2022 14:16:34.456457,"(3.6, 5.8, 4.773684210526316)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(20.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.4, 7.2, 5.676923076923077)"
14-12-2022 14:16:35.527939,"(3.6, 5.8, 4.773684210526316)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.024)","(20.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.4, 7.2, 5.676923076923077)"
14-12-2022 14:16:36.669916,"(3.6, 5.8, 4.773684210526316)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(20.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.4, 7.2, 6.15)"
14-12-2022 14:16:37.770328,"(3.6, 5.8, 4.8999999999999995)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 18.545454545454547)","(4.4, 7.2, 6.15)"
14-12-2022 14:16:38.956119,"(3.6, 5.8, 4.8999999999999995)","(4.0, 6.4, 5.050000000000001)","(2.6, 3.2, 3.013333333333333)","(20.0, 55.0, 48.333333333333336)","(10.0, 28.0, 25.0)","(4.4, 7.2, 5.625)"
14-12-2022 14:16:40.015849,"(3.6, 5.8, 5.231034482758621)","(4.0, 6.4, 4.75)","(2.6, 3.2, 3.013333333333333)","(20.0, 55.0, 48.333333333333336)","(10.0, 27.0, 25.0)","(4.4, 7.2, 5.676923076923077)"
14-12-2022 14:16:41.056361,"(3.6, 5.8, 5.231034482758621)","(4.0, 6.4, 5.142857142857143)","(2.6, 3.2, 3.085714285714286)","(20.0, 55.0, 48.333333333333336)","(10.0, 27.0, 20.0)","(4.4, 7.2, 5.85)"
14-12-2022 14:16:42.130243,"(3.6, 5.8, 5.05)","(4.0, 6.4, 4.745454545454546)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 48.333333333333336)","(10.0, 27.0, 20.0)","(4.4, 7.2, 5.85)"
14-12-2022 14:16:43.271917,"(3.6, 5.8, 5.05)","(4.0, 6.2, 4.745454545454546)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 48.333333333333336)","(10.0, 27.0, 20.0)","(4.4, 7.2, 5.85)"
14-12-2022 14:16:44.426083,"(3.6, 5.8, 5.05)","(4.0, 6.2, 4.7)","(2.6, 3.2, 3.0782608695652174)","(20.0, 55.0, 48.333333333333336)","(10.0, 27.0, 18.928571428571427)","(4.4, 7.2, 5.676923076923077)"
14-12-2022 14:16:45.491845,"(3.6, 5.8, 5.721052631578948)","(4.0, 6.2, 5.345)","(2.6, 3.2, 3.0782608695652174)","(20.0, 55.0, 48.333333333333336)","(10.0, 26.0, 18.928571428571427)","(4.4, 7.2, 5.676923076923077)"
14-12-2022 14:16:46.555513,"(3.6, 5.8, 5.721052631578948)","(4.0, 6.2, 5.345)","(2.6, 3.2, 3.0782608695652174)","(20.0, 55.0, 48.333333333333336)","(10.0, 25.0, 18.333333333333332)","(4.4, 7.2, 5.676923076923077)"
14-12-2022 14:16:47.542927,"(3.6, 5.8, 5.747368421052632)","(4.0, 6.0, 5.7384615384615385)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 48.333333333333336)","(10.0, 25.0, 18.333333333333332)","(4.4, 7.2, 5.85)"
14-12-2022 14:16:48.657971,"(3.6, 5.8, 5.747368421052632)","(4.0, 6.0, 5.7384615384615385)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 48.333333333333336)","(10.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.457142857142857)"
14-12-2022 14:16:49.830247,"(3.6, 5.8, 5.747368421052632)","(4.0, 6.0, 5.7384615384615385)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 48.333333333333336)","(10.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.155555555555555)"
14-12-2022 14:16:50.959310,"(3.6, 5.8, 5.747368421052632)","(4.0, 6.2, 5.345)","(2.6, 3.2, 3.0782608695652174)","(20.0, 55.0, 48.333333333333336)","(10.0, 25.0, 18.333333333333332)","(4.4, 7.0, 6.0)"
14-12-2022 14:16:52.083758,"(3.6, 5.8, 5.747368421052632)","(4.0, 6.2, 5.345)","(2.6, 3.2, 2.966666666666667)","(20.0, 55.0, 46.0)","(10.0, 25.0, 20.625)","(4.4, 7.0, 6.05)"
14-12-2022 14:16:53.192002,"(3.6, 5.8, 5.764285714285714)","(4.0, 6.0, 5.635714285714286)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 46.0)","(10.0, 24.0, 18.0)","(4.4, 7.0, 5.949999999999999)"
14-12-2022 14:16:54.220610,"(3.6, 5.8, 5.775)","(4.0, 6.0, 5.377777777777778)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 46.0)","(10.0, 23.0, 18.0)","(4.4, 6.8, 5.949999999999999)"
14-12-2022 14:16:55.350866,"(3.6, 5.8, 5.775)","(4.0, 6.0, 5.377777777777778)","(2.6, 3.2, 2.9783333333333335)","(20.0, 55.0, 46.0)","(10.0, 23.0, 17.642857142857142)","(4.4, 6.8, 5.949999999999999)"
14-12-2022 14:16:56.463434,"(3.6, 5.8, 5.775)","(4.0, 6.0, 5.753846153846154)","(2.6, 3.2, 3.0782608695652174)","(20.0, 55.0, 46.0)","(10.0, 23.0, 17.642857142857142)","(4.4, 6.8, 5.949999999999999)"
14-12-2022 14:16:57.602548,"(3.6, 5.8, 5.76875)","(4.0, 6.0, 5.6)","(2.6, 3.2, 3.0782608695652174)","(20.0, 55.0, 46.0)","(10.0, 23.0, 17.642857142857142)","(4.4, 6.8, 5.949999999999999)"
14-12-2022 14:16:58.771953,"(3.6, 5.8, 5.76875)","(4.0, 6.0, 5.6)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 46.0)","(10.0, 23.0, 17.642857142857142)","(4.4, 6.8, 6.33125)"
14-12-2022 14:16:59.926440,"(3.6, 5.8, 5.76875)","(4.0, 5.7, 5.455555555555556)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 46.0)","(10.0, 23.0, 20.5)","(4.4, 6.8, 6.33125)"
14-12-2022 14:17:00.979063,"(3.6, 5.8, 5.76875)","(4.0, 5.7, 5.455555555555556)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 46.0)","(10.0, 23.0, 20.5)","(4.4, 6.8, 6.33125)"
14-12-2022 14:17:02.069898,"(3.6, 5.8, 5.76875)","(4.0, 5.7, 5.455555555555556)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 48.333333333333336)","(10.0, 23.0, 21.166666666666668)","(4.4, 6.8, 6.33125)"
14-12-2022 14:17:03.207758,"(3.6, 5.8, 5.76875)","(4.0, 5.7, 5.455555555555556)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.33125)"
14-12-2022 14:17:04.599727,"(3.6, 5.8, 5.76875)","(4.0, 5.7, 5.455555555555556)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.33125)"
14-12-2022 14:17:05.812775,"(3.6, 5.8, 5.76875)","(4.0, 5.7, 5.455555555555556)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.33125)"
14-12-2022 14:17:06.953677,"(3.6, 5.8, 5.76875)","(4.0, 5.7, 5.455555555555556)","(2.6, 3.2, 2.8991666666666664)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.33125)"
14-12-2022 14:17:08.017283,"(3.6, 5.8, 5.76875)","(4.0, 5.6, 5.279999999999999)","(2.6, 3.05, 3.0116666666666667)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.4, 6.294736842105263)"
14-12-2022 14:17:08.991449,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.2, 5.5)","(2.6, 3.2, 3.031111111111111)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.59)"
14-12-2022 14:17:09.986124,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.2, 5.825)","(2.6, 3.2, 3.031111111111111)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.59)"
14-12-2022 14:17:11.007781,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.2, 5.825)","(2.6, 3.2, 3.031111111111111)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.59)"
14-12-2022 14:17:12.062753,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.2, 5.825)","(2.6, 3.2, 3.031111111111111)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.59)"
14-12-2022 14:17:13.209332,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.2, 5.720000000000001)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.3125)"
14-12-2022 14:17:14.316998,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.4, 5.720000000000001)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.475)"
14-12-2022 14:17:15.239364,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.4, 5.720000000000001)","(2.6, 3.2, 3.0892307692307694)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.475)"
14-12-2022 14:17:16.306690,"(3.6, 5.8, 5.050000000000001)","(4.0, 6.4, 5.720000000000001)","(2.6, 3.2, 3.0892307692307694)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.475)"
14-12-2022 14:17:17.435601,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 6.23)","(2.6, 3.2, 3.02)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.35)"
14-12-2022 14:17:18.565395,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 6.23)","(2.6, 3.2, 3.02)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:19.625211,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 6.23)","(2.6, 3.2, 3.02)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:20.729596,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 6.23)","(2.6, 3.2, 3.02)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:21.777210,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 6.0600000000000005)","(2.6, 3.2, 3.02)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:22.863339,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 6.0600000000000005)","(2.6, 3.2, 3.0892307692307694)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:23.917916,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 5.8)","(2.6, 3.2, 3.0892307692307694)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:24.994091,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 5.8)","(2.6, 3.2, 3.0892307692307694)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:26.094282,"(3.6, 5.7, 4.988888888888889)","(4.0, 6.4, 5.8)","(2.6, 3.2, 2.8859999999999997)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:27.209719,"(3.6, 5.7, 5.642857142857142)","(4.0, 5.5, 5.2)","(2.6, 3.15, 2.985)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:28.363288,"(3.6, 5.7, 5.654545454545454)","(4.0, 5.5, 5.0)","(2.6, 3.15, 2.985)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:29.464365,"(3.6, 5.7, 5.654545454545454)","(4.0, 5.5, 5.0)","(2.6, 3.15, 3.031111111111111)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:30.575099,"(3.6, 5.7, 5.654545454545454)","(4.0, 5.4, 5.085714285714286)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:31.623952,"(3.6, 5.7, 5.654545454545454)","(4.0, 5.4, 5.085714285714286)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:32.681974,"(3.6, 5.7, 5.654545454545454)","(4.0, 5.4, 5.085714285714286)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:33.729069,"(3.6, 5.6, 4.844444444444445)","(4.0, 6.4, 5.107692307692307)","(2.6, 3.2, 2.896)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.5)"
14-12-2022 14:17:34.779773,"(3.6, 5.6, 4.844444444444445)","(4.0, 6.2, 5.030769230769231)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.285714285714286)"
14-12-2022 14:17:35.875269,"(3.6, 5.6, 5.066666666666666)","(4.0, 6.0, 4.747368421052632)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.285714285714286)"
14-12-2022 14:17:37.025080,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.9, 4.721052631578948)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.285714285714286)"
14-12-2022 14:17:38.219505,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.8, 4.694736842105263)","(2.6, 3.2, 2.896)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.285714285714286)"
14-12-2022 14:17:39.375687,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.8, 4.694736842105263)","(2.6, 3.2, 2.896)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.285714285714286)"
14-12-2022 14:17:40.359556,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.8, 4.694736842105263)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.285714285714286)"
14-12-2022 14:17:41.488013,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.8, 4.694736842105263)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:42.731095,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.8, 4.694736842105263)","(2.6, 3.2, 3.04)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:43.813718,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.8, 4.694736842105263)","(2.6, 3.2, 2.896)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:44.964028,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.8, 4.694736842105263)","(2.6, 3.2, 2.896)","(20.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 5.825)"
14-12-2022 14:17:46.101280,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.8, 4.675)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 5.825)"
14-12-2022 14:17:47.293934,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.6, 4.625)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:48.561527,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.6, 4.625)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:49.841539,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.6, 4.625)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:50.873880,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.6, 4.625)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:51.931753,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.6, 4.625)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:52.921158,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.6, 4.625)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 5.825)"
14-12-2022 14:17:54.038725,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.6, 4.625)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:55.190950,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.4, 4.575)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.472727272727273)"
14-12-2022 14:17:56.368889,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.4, 4.55)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.333333333333336)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 5.825)"
