,Only You,Joshua Keeping,Teskey,Mickey Wow,Corless Crazy,Pacific Gold,Winlock Pete,Lee Keeping
09-01-2023 15:41:24.292388,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 46.0, 29.8)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:25.521674,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 60.0, 29.25)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:26.814995,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 60.0, 29.25)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:28.041775,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 60.0, 29.25)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:29.214286,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 60.0, 29.285714285714285)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:30.456818,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 55.0, 29.285714285714285)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:31.649171,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 55.0, 29.285714285714285)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:32.878747,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.5)","(2.45, 3.4, 3.216)","(8.0, 14.0, 9.52)","(17.0, 55.0, 29.285714285714285)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:34.034887,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 8.91)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.216)","(8.0, 14.0, 12.225)","(17.0, 55.0, 45.64285714285714)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:35.264927,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 10.2)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.82857142857143)","(17.0, 50.0, 45.64285714285714)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:36.433610,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 10.2)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.325)","(17.0, 50.0, 45.64285714285714)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:37.605695,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 10.2)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.325)","(17.0, 50.0, 45.64285714285714)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:38.812233,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 10.2)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.225)","(17.0, 50.0, 45.64285714285714)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:40.067721,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 10.2)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.325)","(17.0, 50.0, 45.64285714285714)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:41.202320,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 10.2)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.325)","(17.0, 50.0, 45.64285714285714)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:42.296225,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 8.6)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.683333333333334)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:43.434643,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 8.6)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.683333333333334)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:44.537584,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 8.6)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 3.285)","(8.0, 13.5, 12.325)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:45.642452,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.0, 10.305555555555555)","(4.0, 7.0, 5.6000000000000005)","(7.0, 14.0, 9.0)","(2.45, 3.4, 2.76)","(8.0, 13.5, 12.325)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:46.718421,"(13.0, 36.0, 33.714285714285715)","(7.0, 10.5, 9.583333333333334)","(4.0, 7.0, 5.6)","(7.0, 14.0, 9.0)","(2.45, 3.4, 2.76)","(8.0, 13.0, 10.9)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:47.754776,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.6, 5.266666666666667)","(7.0, 14.0, 9.0)","(2.45, 3.4, 2.76)","(8.0, 13.0, 10.90909090909091)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:48.769043,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.4, 6.26923076923077)","(7.0, 14.0, 9.0)","(2.45, 3.4, 2.76)","(8.0, 13.0, 10.90909090909091)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:49.903279,"(13.0, 36.0, 33.714285714285715)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.4, 5.4363636363636365)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 13.0, 12.08)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:51.049823,"(13.0, 34.0, 32.0)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.6, 5.4363636363636365)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 13.0, 11.305263157894737)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:52.212399,"(13.0, 34.0, 32.0)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.4, 5.323076923076924)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 13.0, 11.28)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:53.369034,"(13.0, 34.0, 32.0)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.4, 5.323076923076924)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.941176470588236)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:54.540819,"(13.0, 34.0, 32.0)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.4, 5.7)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.941176470588236)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 13.8125)"
09-01-2023 15:41:55.736405,"(13.0, 34.0, 32.0)","(7.0, 11.5, 10.305555555555555)","(4.0, 6.4, 5.7)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.941176470588236)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 14.125)"
09-01-2023 15:41:56.885435,"(13.0, 34.0, 32.0)","(7.0, 11.5, 9.333333333333332)","(4.0, 6.4, 5.0)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.941176470588236)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 14.125)"
09-01-2023 15:41:58.001508,"(13.0, 34.0, 32.0)","(7.0, 11.5, 9.875)","(4.0, 6.4, 5.61764705882353)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.941176470588236)","(17.0, 50.0, 46.1875)","(10.0, 18.5, 14.125)"
09-01-2023 15:41:59.150885,"(13.0, 34.0, 32.0)","(7.0, 11.5, 9.1875)","(4.0, 6.4, 5.95)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.941176470588236)","(17.0, 50.0, 45.85714285714286)","(10.0, 18.5, 13.9375)"
09-01-2023 15:42:00.245548,"(13.0, 34.0, 32.0)","(7.0, 11.5, 9.1875)","(4.0, 6.2, 5.825)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.363636363636363)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:01.351521,"(13.0, 34.0, 32.0)","(7.0, 11.5, 9.1875)","(4.0, 6.4, 5.741176470588235)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.363636363636363)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:02.362552,"(13.0, 34.0, 32.0)","(7.0, 11.5, 9.1875)","(4.0, 6.4, 5.535294117647059)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.363636363636363)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:03.460276,"(13.0, 34.0, 27.5)","(7.0, 11.5, 9.1875)","(4.0, 6.2, 6.05)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.363636363636363)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:04.555168,"(13.0, 34.0, 27.5)","(7.0, 11.5, 9.1875)","(4.0, 6.6, 5.2153846153846155)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.363636363636363)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:05.717957,"(13.0, 34.0, 27.5)","(7.0, 11.5, 9.1875)","(4.0, 6.4, 5.2153846153846155)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.941176470588236)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:06.914134,"(13.0, 34.0, 27.5)","(7.0, 11.5, 9.1875)","(4.0, 6.4, 5.7)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 10.363636363636363)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:08.027107,"(13.0, 34.0, 27.5)","(7.0, 11.5, 10.575)","(4.0, 6.4, 5.28)","(7.0, 14.0, 9.5)","(2.45, 3.4, 2.76)","(8.0, 12.0, 9.08)","(17.0, 50.0, 46.375)","(10.0, 18.0, 13.9375)"
09-01-2023 15:42:09.195981,"(13.0, 34.0, 27.5)","(7.0, 11.5, 10.575)","(4.0, 6.0, 4.9714285714285715)","(7.0, 14.0, 12.133333333333333)","(2.45, 3.4, 2.76)","(8.0, 9.4, 9.08)","(17.0, 50.0, 46.375)","(10.0, 18.0, 14.3125)"
09-01-2023 15:42:10.390477,"(13.0, 34.0, 27.5)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.085714285714285)","(7.0, 13.5, 9.25)","(2.45, 3.4, 2.76)","(8.0, 9.4, 9.08)","(17.0, 50.0, 46.375)","(10.0, 19.0, 14.3125)"
09-01-2023 15:42:11.559679,"(13.0, 34.0, 27.5)","(7.0, 11.5, 9.269230769230768)","(4.0, 6.0, 5.199999999999999)","(7.0, 13.0, 10.5)","(2.45, 3.4, 2.76)","(8.0, 9.4, 8.82857142857143)","(17.0, 50.0, 46.375)","(10.0, 19.0, 14.3125)"
09-01-2023 15:42:12.752034,"(13.0, 34.0, 27.5)","(7.0, 11.0, 10.764705882352942)","(4.0, 6.0, 5.571428571428571)","(7.0, 13.0, 10.5)","(2.45, 3.4, 2.76)","(8.0, 9.4, 8.82857142857143)","(17.0, 50.0, 46.375)","(10.0, 19.0, 14.3125)"
09-01-2023 15:42:13.931060,"(13.0, 34.0, 27.5)","(7.0, 11.0, 10.457142857142857)","(4.0, 6.0, 5.28)","(7.0, 13.0, 10.5)","(2.45, 3.4, 2.76)","(8.0, 9.4, 8.714285714285714)","(17.0, 50.0, 46.375)","(10.0, 19.0, 14.3125)"
09-01-2023 15:42:15.209262,"(13.0, 34.0, 27.5)","(7.0, 11.0, 10.280000000000001)","(4.0, 6.0, 5.514285714285714)","(7.0, 13.0, 10.5)","(2.45, 3.4, 2.76)","(8.0, 9.4, 8.82857142857143)","(17.0, 50.0, 46.375)","(10.0, 19.0, 14.3125)"
09-01-2023 15:42:16.382428,"(13.0, 34.0, 27.5)","(7.0, 11.0, 10.15)","(4.0, 6.0, 5.085714285714285)","(7.0, 13.0, 10.5)","(2.45, 3.4, 2.76)","(8.0, 9.4, 9.08)","(17.0, 50.0, 46.375)","(10.0, 19.0, 14.3125)"
09-01-2023 15:42:17.565731,"(13.0, 36.0, 28.5)","(7.0, 11.0, 10.32)","(4.0, 6.0, 5.142857142857142)","(7.0, 13.0, 10.5)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.4, 9.08)","(17.0, 50.0, 36.0)","(10.0, 19.0, 14.3125)"
09-01-2023 15:42:18.789759,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.32)","(4.0, 6.0, 5.142857142857142)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.4, 9.08)","(17.0, 50.0, 36.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:20.159993,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.32)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.4, 9.08)","(17.0, 50.0, 36.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:21.470972,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.4, 9.1625)","(17.0, 50.0, 36.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:22.737836,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:23.985873,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:25.190549,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:26.290636,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:27.432549,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:28.622501,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.552941176470588)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:29.764030,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.4, 2.5533333333333332)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:30.902086,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.3, 2.5533333333333332)","(8.0, 9.6, 9.1625)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:32.142826,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.3, 2.85)","(8.0, 9.6, 12.364285714285714)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:33.270528,"(13.0, 36.0, 31.0)","(7.0, 11.0, 10.4)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.4375)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:34.477529,"(13.0, 34.0, 29.666666666666664)","(7.0, 11.0, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.4375)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.166666666666666)"
09-01-2023 15:42:35.595506,"(13.0, 34.0, 29.666666666666664)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.4375)","(17.0, 50.0, 37.0)","(10.0, 19.0, 13.333333333333334)"
09-01-2023 15:42:36.727768,"(13.0, 34.0, 27.5)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.4375)","(17.0, 50.0, 37.0)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:37.932592,"(13.0, 34.0, 29.666666666666664)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 37.0)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:39.173258,"(13.0, 34.0, 26.2)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 37.0)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:40.396239,"(13.0, 34.0, 25.333333333333332)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 37.0)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:41.589281,"(13.0, 34.0, 25.333333333333332)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 37.0)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:42.747014,"(13.0, 34.0, 25.333333333333332)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 13.0, 11.75)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.33333333333333)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:43.973700,"(13.0, 34.0, 25.333333333333332)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:45.180766,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:46.387004,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:47.608145,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:48.867281,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:50.097672,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:51.291517,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:52.448577,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:53.572380,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:54.705720,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 6.0, 5.35)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.333333333333334)"
09-01-2023 15:42:55.938621,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:42:57.013161,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.0, 11.0)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:42:58.195187,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:42:59.710451,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.59090909090909)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:43:01.094663,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.185714285714285)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.85)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:43:02.358031,"(13.0, 34.0, 24.714285714285715)","(7.0, 10.5, 9.5)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.54375)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:43:03.737929,"(13.0, 34.0, 24.714285714285715)","(7.0, 11.0, 9.5)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.54375)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:43:05.202163,"(13.0, 34.0, 24.714285714285715)","(7.0, 11.0, 9.5)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.54375)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:43:06.454260,"(13.0, 34.0, 24.714285714285715)","(7.0, 11.0, 9.5)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.54375)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
09-01-2023 15:43:07.676990,"(13.0, 34.0, 24.714285714285715)","(7.0, 11.0, 9.5)","(4.0, 5.9, 5.1000000000000005)","(7.0, 12.5, 11.375)","(2.45, 3.2, 2.54375)","(8.0, 13.5, 10.0)","(17.0, 50.0, 41.66666666666667)","(10.0, 20.0, 13.75)"
