,Campbell Best,Whateley,Yellow Bow,Straytothepoolroom,Enemy Lines,Galvarino,Dothedealdylan,Manhattan Lass,Power To Bolt,The Ringmaster
10-01-2023 20:58:07.151964,"(11.0, 17.5, 16.0)","(4.0, 6.4, 5.866666666666666)","(31.0, 34.0, 33.0)","(20.0, 34.0, 29.333333333333336)","(3.2, 3.85, 3.6174999999999997)","(5.0, 7.2, 6.825)","(5.5, 6.6, 5.961111111111111)","(26.0, 65.0, 62.7)","(21.0, 27.0, 24.6)","(13.0, 15.0, 14.333333333333334)"
10-01-2023 20:58:08.727420,"(11.0, 17.5, 17.88888888888889)","(4.0, 6.4, 5.866666666666666)","(31.0, 34.0, 33.333333333333336)","(20.0, 34.0, 26.0)","(3.2, 3.85, 3.6174999999999997)","(5.0, 7.2, 6.825)","(5.5, 7.0, 6.35)","(26.0, 65.0, 53.5)","(21.0, 27.0, 24.6)","(13.0, 15.0, 13.928571428571429)"
10-01-2023 20:58:10.165925,"(11.0, 21.0, 18.333333333333332)","(4.0, 6.4, 5.866666666666666)","(31.0, 34.0, 32.333333333333336)","(20.0, 32.0, 26.0)","(3.2, 3.85, 3.6174999999999997)","(5.0, 7.2, 6.825)","(5.5, 6.8, 6.35)","(26.0, 65.0, 62.7)","(21.0, 27.0, 24.6)","(13.0, 15.0, 14.25)"
10-01-2023 20:58:11.621483,"(11.0, 20.0, 17.0)","(4.0, 6.4, 5.866666666666666)","(31.0, 34.0, 32.666666666666664)","(20.0, 32.0, 26.0)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.2, 6.685714285714286)","(5.5, 6.8, 6.133333333333334)","(26.0, 65.0, 53.5)","(21.0, 27.0, 24.6)","(13.0, 15.0, 13.75)"
10-01-2023 20:58:12.997727,"(11.0, 20.0, 17.0)","(4.0, 6.4, 5.866666666666666)","(31.0, 34.0, 32.666666666666664)","(20.0, 32.0, 26.0)","(3.2, 3.85, 3.651282051282051)","(5.0, 8.4, 7.2)","(5.5, 6.6, 6.066666666666667)","(26.0, 65.0, 62.7)","(21.0, 27.0, 24.6)","(13.0, 15.0, 13.5)"
10-01-2023 20:58:14.480617,"(11.0, 20.0, 17.0)","(4.2, 6.4, 5.7846153846153845)","(31.0, 34.0, 32.666666666666664)","(19.0, 32.0, 26.0)","(3.2, 3.85, 3.651282051282051)","(5.0, 8.0, 7.5249999999999995)","(5.5, 6.4, 6.066666666666667)","(26.0, 65.0, 53.5)","(19.0, 27.0, 24.6)","(13.0, 15.0, 14.0625)"
10-01-2023 20:58:15.814249,"(11.0, 19.5, 18.5)","(4.2, 6.4, 5.7846153846153845)","(31.0, 34.0, 32.666666666666664)","(19.0, 32.0, 26.0)","(3.2, 3.85, 3.651282051282051)","(5.0, 8.2, 7.685714285714285)","(5.5, 6.4, 6.075)","(26.0, 65.0, 62.7)","(19.0, 27.0, 24.6)","(13.0, 15.0, 14.0625)"
10-01-2023 20:58:17.244068,"(11.0, 19.0, 18.0)","(4.2, 6.4, 5.7846153846153845)","(31.0, 34.0, 32.333333333333336)","(19.0, 32.0, 29.0)","(3.2, 3.85, 3.651282051282051)","(5.0, 8.2, 6.8999999999999995)","(5.5, 6.6, 6.15)","(26.0, 65.0, 53.5)","(19.0, 27.0, 24.6)","(13.0, 15.0, 14.82)"
10-01-2023 20:58:18.598195,"(11.0, 19.0, 17.75)","(4.2, 6.4, 5.7846153846153845)","(31.0, 34.0, 32.333333333333336)","(19.0, 32.0, 27.6)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 6.8)","(5.5, 6.4, 6.15)","(26.0, 65.0, 62.44444444444444)","(19.0, 27.0, 24.6)","(13.0, 15.0, 14.38)"
10-01-2023 20:58:20.223792,"(11.0, 19.0, 17.4375)","(4.2, 6.4, 5.866666666666666)","(31.0, 34.0, 32.666666666666664)","(19.0, 32.0, 28.333333333333332)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.199999999999999)","(5.5, 6.4, 5.961111111111111)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 14.5, 14.38)"
10-01-2023 20:58:21.632912,"(11.0, 19.0, 17.7)","(4.2, 6.4, 5.866666666666666)","(31.0, 34.0, 32.666666666666664)","(19.0, 32.0, 30.0)","(3.2, 3.85, 3.6654761904761903)","(5.0, 7.8, 7.199999999999999)","(5.5, 7.0, 6.35)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 14.5, 14.38)"
10-01-2023 20:58:22.965724,"(11.0, 18.5, 17.7)","(4.2, 6.4, 5.866666666666666)","(31.0, 34.0, 32.666666666666664)","(19.0, 38.0, 31.6)","(3.2, 3.85, 3.6654761904761903)","(5.0, 7.8, 7.199999999999999)","(5.5, 6.8, 6.35)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 14.5, 14.38)"
10-01-2023 20:58:24.481967,"(11.0, 18.5, 17.7)","(4.2, 6.4, 5.7846153846153845)","(31.0, 34.0, 32.666666666666664)","(19.0, 38.0, 34.25)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.199999999999999)","(5.5, 6.8, 6.35)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 17.0, 13.34375)"
10-01-2023 20:58:25.937213,"(11.0, 18.5, 17.7)","(4.2, 6.4, 5.7846153846153845)","(31.0, 34.0, 32.0)","(19.0, 38.0, 30.666666666666664)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.199999999999999)","(5.5, 6.8, 6.133333333333334)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 17.0, 14.923076923076923)"
10-01-2023 20:58:27.340384,"(11.0, 18.5, 17.7)","(4.2, 6.4, 5.65)","(31.0, 34.0, 32.333333333333336)","(19.0, 36.0, 30.0)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.199999999999999)","(5.5, 6.6, 6.066666666666667)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 15.083333333333334)"
10-01-2023 20:58:28.666510,"(11.0, 18.5, 17.7)","(4.2, 6.4, 5.65)","(31.0, 34.0, 33.666666666666664)","(19.0, 34.0, 28.4)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.199999999999999)","(5.5, 6.4, 5.961111111111111)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 14.964285714285715)"
10-01-2023 20:58:29.979979,"(11.0, 18.5, 17.7)","(4.2, 6.4, 5.65)","(31.0, 34.0, 32.8)","(19.0, 32.0, 30.5)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.4399999999999995)","(5.5, 7.0, 5.95)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 14.5625)"
10-01-2023 20:58:31.363365,"(11.0, 18.5, 17.7)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(19.0, 32.0, 36.285714285714285)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.4399999999999995)","(5.5, 7.0, 6.0125)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 14.5625)"
10-01-2023 20:58:32.860209,"(11.0, 18.5, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(20.0, 38.0, 34.714285714285715)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.35)","(5.5, 6.8, 6.133333333333334)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 14.5625)"
10-01-2023 20:58:34.136632,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(20.0, 36.0, 35.18181818181818)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.35)","(5.5, 6.6, 6.133333333333334)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 14.428571428571429)"
10-01-2023 20:58:35.503751,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(20.0, 36.0, 33.3)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.35)","(5.5, 6.6, 6.133333333333334)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.0, 14.0)"
10-01-2023 20:58:36.823529,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(20.0, 36.0, 33.3)","(3.2, 3.85, 3.651282051282051)","(5.0, 7.8, 7.35)","(5.5, 6.6, 6.133333333333334)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.0, 14.0)"
10-01-2023 20:58:38.135145,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.5)","(21.0, 36.0, 32.0)","(3.2, 3.85, 3.5593749999999997)","(5.0, 7.8, 7.35)","(5.5, 6.6, 6.279999999999999)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.0, 14.25)"
10-01-2023 20:58:39.472474,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.5)","(21.0, 36.0, 32.0)","(3.2, 3.85, 3.6888888888888887)","(5.0, 7.8, 7.138461538461538)","(5.5, 6.6, 6.046153846153846)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.0, 13.333333333333334)"
10-01-2023 20:58:40.867365,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.5)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 8.0, 7.6)","(5.5, 6.6, 6.3090909090909095)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 16.0, 13.4)"
10-01-2023 20:58:42.327757,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.0)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.6)","(5.5, 6.4, 6.0875)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 13.09375)"
10-01-2023 20:58:43.730788,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 33.25)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.6)","(5.5, 6.4, 6.0875)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.6)","(12.0, 15.5, 13.458333333333334)"
10-01-2023 20:58:45.038407,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.6)","(5.5, 6.4, 6.0769230769230775)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.375)","(12.0, 15.5, 13.458333333333334)"
10-01-2023 20:58:46.272291,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.6)","(5.5, 6.2, 5.85)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.333333333333332)","(12.0, 15.5, 13.458333333333334)"
10-01-2023 20:58:47.534569,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.6)","(5.5, 6.2, 6.0600000000000005)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.333333333333332)","(12.0, 15.5, 13.458333333333334)"
10-01-2023 20:58:48.891374,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.6)","(5.5, 6.2, 6.475)","(26.0, 65.0, 55.14285714285714)","(19.0, 27.0, 24.333333333333332)","(12.0, 15.5, 14.142857142857142)"
10-01-2023 20:58:50.207864,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 32.666666666666664)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.6)","(5.5, 6.6, 5.463636363636364)","(26.0, 65.0, 59.2)","(19.0, 27.0, 24.333333333333332)","(12.0, 15.0, 13.5)"
10-01-2023 20:58:51.563471,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 33.333333333333336)","(21.0, 38.0, 32.285714285714285)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 8.166666666666666)","(5.5, 5.5, 5.9)","(26.0, 65.0, 51.2)","(19.0, 27.0, 24.333333333333332)","(12.0, 15.0, 13.5)"
10-01-2023 20:58:52.982685,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.933333333333334)","(31.0, 34.0, 33.333333333333336)","(21.0, 38.0, 34.36363636363636)","(3.2, 3.8, 3.58125)","(5.0, 8.6, 7.625)","(5.5, 6.0, 5.9)","(26.0, 55.0, 51.2)","(19.0, 27.0, 24.333333333333332)","(12.0, 15.0, 13.5)"
10-01-2023 20:58:54.383247,"(11.0, 18.0, 16.8)","(4.2, 6.2, 5.6)","(31.0, 34.0, 33.333333333333336)","(21.0, 38.0, 34.36363636363636)","(3.2, 3.8, 3.58125)","(5.0, 7.8, 7.672727272727273)","(5.5, 6.0, 5.95)","(26.0, 55.0, 44.0)","(19.0, 27.0, 24.333333333333332)","(12.0, 15.0, 14.166666666666666)"
10-01-2023 20:58:55.766320,"(11.0, 16.0, 16.58823529411765)","(4.2, 6.2, 5.550000000000001)","(31.0, 34.0, 42.85714285714286)","(21.0, 38.0, 43.125)","(3.2, 3.8, 3.73)","(5.0, 7.8, 7.799999999999999)","(5.5, 6.0, 6.1)","(26.0, 50.0, 42.36363636363636)","(19.0, 27.0, 24.375)","(12.0, 15.0, 14.0)"
10-01-2023 20:58:57.149282,"(11.0, 18.0, 15.035294117647059)","(4.2, 6.2, 5.405555555555556)","(31.0, 48.0, 39.0)","(21.0, 65.0, 52.22222222222222)","(3.2, 3.8, 3.742857142857143)","(5.0, 8.2, 7.472727272727273)","(5.5, 6.4, 6.1)","(26.0, 50.0, 40.666666666666664)","(19.0, 27.0, 24.428571428571427)","(12.0, 15.0, 13.129032258064516)"
10-01-2023 20:58:58.479654,"(11.0, 17.5, 16.1)","(4.2, 6.2, 5.65)","(31.0, 46.0, 35.111111111111114)","(21.0, 55.0, 52.22222222222222)","(3.2, 3.8, 3.4501466275659824)","(5.0, 8.2, 7.472727272727273)","(5.5, 6.2, 5.8)","(26.0, 50.0, 39.714285714285715)","(19.0, 27.0, 24.375)","(12.0, 17.0, 14.75)"
10-01-2023 20:58:59.800769,"(11.0, 16.5, 15.5)","(4.2, 6.0, 5.65)","(31.0, 46.0, 37.833333333333336)","(21.0, 55.0, 38.625)","(3.2, 3.5, 3.4073569482288826)","(5.0, 8.2, 7.033333333333333)","(5.5, 6.8, 5.9375)","(26.0, 50.0, 41.0)","(19.0, 27.0, 24.375)","(12.0, 15.5, 15.071428571428571)"
10-01-2023 20:59:01.146874,"(12.0, 16.5, 15.5)","(4.2, 5.9, 5.7)","(31.0, 42.0, 37.666666666666664)","(21.0, 40.0, 38.625)","(3.2, 3.5, 3.4012307692307693)","(5.5, 8.2, 7.699999999999999)","(5.0, 6.0, 5.9375)","(31.0, 50.0, 41.0)","(20.0, 27.0, 24.375)","(12.0, 15.5, 15.25)"
10-01-2023 20:59:02.504762,"(12.0, 17.0, 15.8)","(4.2, 5.9, 5.65)","(31.0, 42.0, 34.61538461538461)","(21.0, 38.0, 36.0)","(3.2, 3.5, 3.4012307692307693)","(5.5, 8.2, 7.666666666666666)","(5.0, 6.0, 6.1125)","(31.0, 50.0, 46.0)","(20.0, 27.0, 24.375)","(12.0, 16.5, 15.5)"
10-01-2023 20:59:03.853429,"(12.0, 17.5, 16.1)","(4.2, 6.4, 5.544444444444444)","(31.0, 42.0, 32.666666666666664)","(21.0, 38.0, 36.0)","(3.2, 3.5, 3.4012307692307693)","(5.5, 8.2, 7.199999999999999)","(5.0, 6.2, 5.99)","(31.0, 50.0, 48.285714285714285)","(20.0, 27.0, 24.375)","(12.0, 16.5, 14.9375)"
10-01-2023 20:59:05.170022,"(12.0, 17.5, 16.1)","(4.2, 6.2, 5.8)","(31.0, 42.0, 36.666666666666664)","(21.0, 38.0, 36.0)","(3.2, 3.5, 3.4012307692307693)","(5.5, 8.2, 7.5636363636363635)","(5.0, 6.2, 5.99)","(31.0, 50.0, 48.285714285714285)","(20.0, 27.0, 24.375)","(12.0, 16.5, 15.5)"
10-01-2023 20:59:06.502142,"(12.0, 17.5, 16.1)","(4.2, 6.0, 5.86)","(31.0, 40.0, 32.857142857142854)","(21.0, 38.0, 36.0)","(3.2, 3.5, 3.4047058823529412)","(5.5, 8.2, 8.6)","(5.0, 6.2, 5.99)","(31.0, 50.0, 48.285714285714285)","(20.0, 27.0, 24.375)","(12.0, 16.5, 15.5)"
10-01-2023 20:59:07.856877,"(12.0, 17.5, 16.0)","(4.2, 6.0, 5.78)","(31.0, 40.0, 35.0)","(21.0, 38.0, 36.0)","(3.2, 3.5, 3.4035714285714285)","(5.5, 9.4, 7.8999999999999995)","(5.0, 6.2, 5.975)","(31.0, 50.0, 48.285714285714285)","(20.0, 27.0, 24.375)","(12.0, 16.5, 15.2)"
10-01-2023 20:59:09.076168,"(12.0, 16.5, 15.5)","(4.2, 5.9, 5.78)","(31.0, 40.0, 35.0)","(21.0, 38.0, 36.0)","(3.2, 3.5, 3.4035714285714285)","(5.5, 8.2, 7.6)","(5.0, 6.2, 6.08)","(31.0, 50.0, 48.285714285714285)","(20.0, 27.0, 24.375)","(12.0, 16.0, 15.5)"
10-01-2023 20:59:10.316035,"(12.0, 16.0, 15.2)","(4.2, 6.0, 5.892307692307693)","(31.0, 40.0, 36.25)","(21.0, 38.0, 34.25)","(3.2, 3.5, 3.4035714285714285)","(5.5, 8.2, 8.933333333333334)","(5.0, 6.4, 6.0769230769230775)","(31.0, 50.0, 48.285714285714285)","(20.0, 27.0, 24.75)","(12.0, 16.5, 13.583333333333334)"
10-01-2023 20:59:11.539377,"(12.0, 16.0, 15.2)","(4.2, 6.0, 5.5851851851851855)","(31.0, 40.0, 36.25)","(21.0, 38.0, 34.25)","(3.2, 3.5, 3.4035714285714285)","(5.5, 9.8, 9.2)","(5.0, 6.4, 6.0)","(31.0, 50.0, 48.285714285714285)","(20.0, 27.0, 24.75)","(12.0, 16.5, 14.0)"
10-01-2023 20:59:13.133266,"(12.0, 15.5, 14.8)","(4.2, 6.2, 5.666666666666667)","(31.0, 40.0, 35.333333333333336)","(21.0, 38.0, 33.142857142857146)","(3.2, 3.5, 3.4055555555555554)","(5.5, 9.6, 8.088888888888889)","(5.0, 6.2, 5.791666666666667)","(31.0, 50.0, 48.333333333333336)","(20.0, 27.0, 24.75)","(12.0, 16.0, 14.5)"
10-01-2023 20:59:14.618959,"(12.0, 15.5, 14.153846153846153)","(4.2, 6.0, 5.872727272727273)","(31.0, 38.0, 32.285714285714285)","(21.0, 36.0, 31.75)","(3.2, 3.5, 3.4120689655172414)","(5.5, 9.2, 7.911111111111111)","(5.0, 6.2, 5.885714285714285)","(31.0, 50.0, 49.0)","(20.0, 27.0, 24.75)","(12.0, 15.5, 15.071428571428571)"
10-01-2023 20:59:16.123021,"(11.0, 17.0, 15.333333333333332)","(4.2, 6.0, 5.825)","(31.0, 38.0, 34.0)","(21.0, 34.0, 32.875)","(3.2, 3.5, 3.4055555555555554)","(5.5, 8.8, 8.428571428571429)","(5.0, 6.0, 6.171428571428572)","(31.0, 50.0, 49.0)","(20.0, 27.0, 24.75)","(12.0, 15.5, 15.578947368421053)"
10-01-2023 20:59:17.691402,"(11.0, 16.5, 15.058823529411764)","(4.2, 6.0, 5.84)","(31.0, 38.0, 36.4)","(21.0, 34.0, 32.875)","(3.2, 3.5, 3.4055555555555554)","(5.5, 8.6, 8.066666666666666)","(5.0, 6.4, 6.0)","(31.0, 50.0, 48.18181818181818)","(20.0, 27.0, 24.75)","(12.0, 16.5, 15.25)"
10-01-2023 20:59:19.195951,"(11.0, 16.5, 14.625)","(4.2, 6.0, 5.825)","(31.0, 38.0, 39.6)","(21.0, 34.0, 30.444444444444443)","(3.1, 3.5, 3.4088235294117646)","(5.5, 8.4, 8.6)","(5.0, 6.2, 5.933333333333334)","(31.0, 50.0, 48.18181818181818)","(20.0, 27.0, 24.75)","(12.0, 16.5, 15.833333333333334)"
10-01-2023 20:59:20.681419,"(11.0, 16.5, 15.444444444444445)","(4.2, 6.0, 5.66)","(31.0, 42.0, 38.0)","(21.0, 32.0, 26.0)","(3.1, 3.5, 3.4078947368421053)","(5.5, 9.2, 8.181818181818182)","(5.0, 6.4, 6.0181818181818185)","(31.0, 50.0, 48.18181818181818)","(20.0, 27.0, 24.75)","(12.0, 16.5, 15.571428571428571)"
10-01-2023 20:59:22.030131,"(11.0, 16.0, 15.444444444444445)","(4.2, 5.9, 5.66)","(31.0, 42.0, 38.0)","(21.0, 30.0, 25.5)","(3.1, 3.5, 3.4078947368421053)","(5.5, 9.2, 8.273684210526316)","(5.0, 6.2, 6.0181818181818185)","(31.0, 50.0, 48.18181818181818)","(20.0, 27.0, 24.75)","(12.0, 16.0, 15.571428571428571)"
10-01-2023 20:59:23.313121,"(11.0, 16.0, 15.3)","(4.2, 5.7, 5.6)","(31.0, 42.0, 38.0)","(21.0, 29.0, 27.0)","(3.1, 3.5, 3.4078947368421053)","(5.5, 9.2, 8.175)","(5.0, 6.2, 6.088888888888889)","(31.0, 50.0, 48.18181818181818)","(20.0, 27.0, 24.75)","(12.0, 16.0, 14.727272727272727)"
10-01-2023 20:59:24.662807,"(11.0, 16.5, 14.05)","(4.2, 5.7, 5.533333333333333)","(31.0, 42.0, 38.0)","(21.0, 29.0, 25.5)","(3.1, 3.5, 3.4078947368421053)","(5.5, 8.8, 8.28)","(5.0, 6.2, 5.966666666666667)","(31.0, 50.0, 48.18181818181818)","(20.0, 27.0, 24.75)","(12.0, 17.0, 14.758620689655173)"
10-01-2023 20:59:26.022921,"(11.0, 16.0, 14.5)","(4.2, 5.7, 5.533333333333333)","(31.0, 42.0, 38.0)","(21.0, 28.0, 25.5)","(3.1, 3.5, 3.4078947368421053)","(5.5, 8.6, 8.28)","(5.0, 6.2, 5.966666666666667)","(31.0, 50.0, 48.18181818181818)","(20.0, 27.0, 21.9)","(12.0, 17.0, 14.685185185185185)"
10-01-2023 20:59:27.348149,"(11.0, 16.0, 14.125)","(4.2, 5.5, 5.438461538461539)","(31.0, 42.0, 38.0)","(21.0, 28.0, 25.6)","(3.1, 3.5, 3.4085714285714284)","(5.5, 9.0, 8.717647058823529)","(5.0, 6.4, 6.0)","(31.0, 50.0, 49.0)","(20.0, 21.0, 20.7)","(12.0, 17.0, 14.685185185185185)"
10-01-2023 20:59:28.757160,"(11.0, 15.5, 14.5)","(4.2, 5.7, 5.640000000000001)","(31.0, 42.0, 38.0)","(20.0, 29.0, 26.5)","(3.1, 3.4, 3.43)","(5.5, 8.8, 8.466666666666667)","(5.0, 6.2, 5.88)","(31.0, 50.0, 46.0)","(20.0, 23.0, 22.714285714285715)","(12.0, 16.5, 15.5)"
10-01-2023 20:59:30.110051,"(11.0, 15.5, 14.73076923076923)","(4.2, 5.7, 5.6761904761904765)","(31.0, 42.0, 39.6)","(20.0, 40.0, 33.0)","(3.1, 3.75, 3.5346153846153845)","(5.5, 8.8, 8.466666666666667)","(5.0, 6.0, 5.88)","(31.0, 50.0, 38.5)","(20.0, 23.0, 22.714285714285715)","(12.0, 16.5, 15.833333333333334)"
10-01-2023 20:59:31.448075,"(11.0, 15.5, 14.73076923076923)","(4.2, 5.7, 5.6761904761904765)","(31.0, 42.0, 39.6)","(20.0, 40.0, 35.33333333333333)","(3.1, 3.75, 3.3944444444444444)","(5.5, 8.6, 8.8)","(5.0, 6.0, 5.9)","(31.0, 40.0, 36.57142857142857)","(20.0, 23.0, 22.714285714285715)","(12.0, 16.5, 15.9)"
10-01-2023 20:59:32.784641,"(11.0, 15.5, 14.642857142857142)","(4.2, 5.7, 5.670588235294118)","(31.0, 42.0, 37.0)","(20.0, 38.0, 32.46153846153846)","(3.1, 3.75, 3.6300000000000003)","(5.5, 9.8, 8.68)","(5.0, 6.0, 5.509876543209876)","(31.0, 40.0, 36.0)","(20.0, 23.0, 22.714285714285715)","(12.0, 16.5, 15.9)"
10-01-2023 20:59:34.067145,"(11.0, 15.5, 14.642857142857142)","(4.2, 5.7, 5.666666666666667)","(31.0, 42.0, 37.0)","(21.0, 38.0, 32.46153846153846)","(3.1, 3.7, 3.6166666666666667)","(5.5, 9.8, 9.16)","(5.0, 5.7, 5.33764705882353)","(31.0, 40.0, 36.4)","(20.0, 23.0, 22.714285714285715)","(12.0, 16.5, 15.214285714285714)"
10-01-2023 20:59:35.319762,"(11.0, 15.5, 14.642857142857142)","(4.2, 5.7, 5.666666666666667)","(31.0, 42.0, 37.0)","(21.0, 38.0, 33.77777777777778)","(3.1, 3.65, 3.597058823529412)","(5.5, 9.8, 8.84)","(5.0, 5.7, 5.353932584269662)","(31.0, 40.0, 32.0)","(20.0, 23.0, 22.714285714285715)","(12.0, 17.0, 15.61111111111111)"
10-01-2023 20:59:36.597081,"(11.0, 15.5, 14.642857142857142)","(4.2, 5.7, 5.666666666666667)","(31.0, 42.0, 32.666666666666664)","(21.0, 36.0, 33.0)","(3.1, 3.65, 3.5558823529411767)","(5.5, 9.8, 8.84)","(5.0, 5.7, 5.353932584269662)","(31.0, 38.0, 31.5)","(20.0, 23.0, 22.7)","(12.0, 17.0, 15.129032258064516)"
10-01-2023 20:59:37.896946,"(11.0, 15.5, 14.642857142857142)","(4.2, 5.7, 5.666666666666667)","(31.0, 42.0, 30.333333333333332)","(21.0, 34.0, 33.0)","(3.1, 3.6, 3.5625)","(5.5, 9.8, 8.84)","(5.0, 5.7, 5.353932584269662)","(26.0, 36.0, 31.0)","(20.0, 23.0, 20.473684210526315)","(12.0, 17.0, 15.129032258064516)"
10-01-2023 20:59:39.322745,"(11.0, 15.5, 14.642857142857142)","(4.2, 5.7, 5.7894736842105265)","(31.0, 42.0, 31.166666666666668)","(21.0, 34.0, 31.6)","(3.1, 3.6, 3.375)","(5.5, 9.8, 9.100000000000001)","(5.0, 5.7, 5.37578947368421)","(26.0, 36.0, 31.0)","(20.0, 21.0, 20.23076923076923)","(12.0, 17.0, 15.148148148148149)"
10-01-2023 20:59:40.748597,"(11.0, 15.5, 14.642857142857142)","(4.2, 6.0, 5.955555555555556)","(31.0, 42.0, 33.42857142857143)","(21.0, 34.0, 31.6)","(3.1, 3.4, 3.368181818181818)","(6.0, 9.8, 9.0)","(5.0, 5.7, 5.361538461538461)","(26.0, 36.0, 31.0)","(20.0, 21.0, 20.23076923076923)","(12.0, 17.0, 15.61111111111111)"
