,Action Now,Bellas Blessed,Rubys Angel,Consider Me Gone,Seldom Quits,Farmor Alfas,Despicable Josh,Stick Hunter
06-01-2023 15:07:51.730039,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.625)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 55.5)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:07:52.966574,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.676190476190476)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 74.66666666666666)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:07:54.136374,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.676190476190476)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 79.1764705882353)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:07:55.279264,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.676190476190476)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 79.1764705882353)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:07:56.436308,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.676190476190476)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 71.33333333333334)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:07:57.601977,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.749019607843137)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 71.33333333333334)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:07:58.793063,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.65)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 78.0)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:07:59.997016,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.65)","(15.0, 36.0, 35.17647058823529)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:08:01.175944,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.746666666666666)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:08:02.389392,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.066666666666666)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:08:03.542652,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.066666666666666)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:08:04.658144,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 5.066666666666666)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:08:05.768220,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.8, 4.766666666666667)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:08:06.847326,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.766666666666667)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.27272727272728)"
06-01-2023 15:08:07.909439,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.766666666666667)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.66666666666666)"
06-01-2023 15:08:09.004258,"(2.45, 3.75, 3.0807692307692305)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.766666666666667)","(15.0, 36.0, 35.22222222222222)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.66666666666666)"
06-01-2023 15:08:10.121866,"(2.45, 3.75, 3.20625)","(4.2, 5.3, 4.792307692307692)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.766666666666667)","(15.0, 36.0, 33.83333333333333)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.66666666666666)"
06-01-2023 15:08:11.280797,"(2.45, 3.75, 3.4693548387096773)","(4.2, 5.2, 4.881818181818182)","(4.2, 4.5, 4.126666666666666)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 33.83333333333333)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 65.66666666666666)"
06-01-2023 15:08:12.485062,"(2.45, 3.75, 3.3875)","(4.2, 5.2, 4.783333333333333)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 35.1875)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:13.683526,"(2.45, 3.75, 3.5014285714285713)","(4.2, 5.2, 4.783333333333333)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 35.1875)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:14.898766,"(2.45, 3.75, 3.5014285714285713)","(4.2, 5.2, 4.783333333333333)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 201.25)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 35.1875)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:16.092622,"(2.45, 3.75, 3.5014285714285713)","(4.2, 5.2, 4.783333333333333)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 203.33333333333334)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 34.166666666666664)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:17.305655,"(2.45, 3.75, 3.5014285714285713)","(4.2, 5.2, 4.783333333333333)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 190.0)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 34.166666666666664)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:18.429167,"(2.45, 3.75, 3.5014285714285713)","(4.2, 5.2, 4.783333333333333)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 199.28571428571428)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 34.9)","(31.0, 90.0, 74.72727272727272)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:19.574799,"(2.45, 3.75, 3.5014285714285713)","(4.2, 5.2, 4.783333333333333)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 199.28571428571428)","(3.9, 5.5, 4.833333333333334)","(15.0, 36.0, 37.5)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:20.690571,"(2.45, 3.75, 3.4153846153846152)","(4.2, 5.2, 4.453333333333334)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 200.0)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 37.5)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:21.857435,"(2.45, 3.75, 3.142857142857143)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 200.0)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 36.0)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 64.66666666666666)"
06-01-2023 15:08:23.006497,"(2.45, 3.75, 3.142857142857143)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 175.0)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:24.158382,"(2.45, 3.75, 3.142857142857143)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:25.292684,"(2.45, 3.75, 3.142857142857143)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:26.440317,"(2.45, 3.75, 3.142857142857143)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:27.514226,"(2.45, 3.75, 3.142857142857143)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:28.599462,"(2.45, 3.75, 3.3026315789473686)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.1258064516129025)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:29.734875,"(2.45, 3.75, 3.3026315789473686)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:30.833168,"(2.45, 3.75, 3.3026315789473686)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:31.938511,"(2.45, 3.75, 3.3026315789473686)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:33.056231,"(2.45, 3.75, 3.3026315789473686)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:34.222545,"(2.45, 3.75, 3.3026315789473686)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 4.833333333333334)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:35.387713,"(2.45, 3.75, 3.3026315789473686)","(4.2, 5.2, 4.71)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 5.358823529411765)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:36.544872,"(2.45, 3.75, 3.41)","(4.2, 5.1, 4.8)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 5.366666666666667)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:37.684240,"(2.45, 3.75, 3.41)","(4.2, 5.1, 4.8)","(4.2, 4.5, 4.125)","(31.0, 220.0, 197.5)","(3.9, 5.5, 5.445454545454545)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:38.882036,"(2.45, 3.75, 3.41)","(4.2, 5.1, 4.757142857142857)","(4.2, 4.5, 4.125)","(31.0, 220.0, 200.71428571428572)","(3.9, 5.5, 5.2)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:40.050106,"(2.45, 3.75, 3.41)","(4.2, 5.1, 4.757142857142857)","(4.2, 4.5, 4.125)","(31.0, 220.0, 200.71428571428572)","(3.9, 5.5, 5.2)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:41.155442,"(2.45, 3.75, 3.41)","(4.2, 5.1, 4.656521739130435)","(4.2, 4.5, 4.125)","(31.0, 220.0, 200.71428571428572)","(3.9, 5.5, 4.9714285714285715)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:42.278750,"(2.45, 3.75, 3.4535714285714283)","(4.2, 5.1, 4.689473684210526)","(4.2, 4.5, 4.125)","(31.0, 220.0, 200.71428571428572)","(3.9, 5.4, 5.1)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:43.463020,"(2.45, 3.75, 3.2888888888888888)","(4.2, 5.1, 4.689473684210526)","(4.2, 4.5, 4.125)","(31.0, 220.0, 200.71428571428572)","(3.9, 5.4, 5.3)","(15.0, 40.0, 38.25)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:44.655335,"(2.45, 3.75, 3.41)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.5, 4.124242424242424)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.5, 5.361538461538462)","(15.0, 40.0, 36.5)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:45.817810,"(2.45, 3.75, 3.423076923076923)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.5, 4.124242424242424)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.5, 5.361538461538462)","(15.0, 38.0, 40.93333333333334)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:47.013723,"(2.45, 3.65, 3.1419354838709674)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.5, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.5, 5.361538461538462)","(15.0, 42.0, 40.93333333333334)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:48.186838,"(2.45, 3.65, 3.2389473684210524)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.5, 5.361538461538462)","(15.0, 42.0, 40.93333333333334)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:49.365397,"(2.45, 3.6, 3.5700000000000003)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.747058823529412)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:50.529668,"(2.45, 3.6, 3.2865)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.492307692307692)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.66666666666667)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:51.669768,"(2.45, 3.5, 3.4745454545454546)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.449999999999999)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 74.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:52.798646,"(2.45, 3.5, 3.4745454545454546)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.449999999999999)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 74.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:53.998545,"(2.45, 3.4, 3.1546666666666665)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.637209302325581)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:55.225281,"(2.45, 3.4, 3.1546666666666665)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.637209302325581)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:56.359496,"(2.45, 3.4, 3.1546666666666665)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.637209302325581)","(15.0, 34.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:57.537221,"(2.45, 3.4, 3.1546666666666665)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.8, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:58.597987,"(2.45, 3.4, 3.124)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:08:59.752410,"(2.45, 3.4, 3.1169230769230767)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 70.0, 65.2)"
06-01-2023 15:09:01.011209,"(2.45, 3.35, 3.19625)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 70.0, 59.6)"
06-01-2023 15:09:02.252101,"(2.45, 3.35, 3.19625)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:03.518199,"(2.45, 3.35, 3.19625)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:04.710650,"(2.45, 3.35, 3.19625)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:05.881527,"(2.45, 3.35, 3.19625)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:07.137172,"(2.45, 3.35, 3.2475)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:08.300900,"(2.45, 3.3, 3.21)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:09.470859,"(2.45, 3.3, 3.21)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:10.778076,"(2.45, 3.3, 3.21)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:12.003692,"(2.45, 3.3, 3.21)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:13.276013,"(2.45, 3.3, 3.21)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:14.511041,"(2.45, 3.35, 3.2475)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:15.739464,"(2.45, 3.25, 3.1725)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:16.957575,"(2.45, 3.25, 3.1725)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:18.174670,"(2.45, 3.25, 3.1725)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:19.405152,"(2.45, 3.25, 3.1725)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:20.658658,"(2.45, 3.25, 3.1725)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.142857142857142)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.76)","(15.0, 36.0, 35.33333333333333)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:21.941563,"(2.45, 3.25, 3.1725)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.763414634146342)","(15.0, 36.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:23.246505,"(2.45, 3.25, 3.1725)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.763414634146342)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:24.503490,"(2.45, 3.25, 3.168421052631579)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.763414634146342)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:25.693536,"(2.45, 3.25, 3.168421052631579)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.763414634146342)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:26.860493,"(2.45, 3.25, 3.168421052631579)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.763414634146342)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
06-01-2023 15:09:28.007134,"(2.45, 3.25, 3.168421052631579)","(4.4, 5.1, 4.689473684210526)","(4.2, 4.4, 4.169230769230769)","(41.0, 220.0, 200.71428571428572)","(4.0, 5.9, 5.763414634146342)","(15.0, 34.0, 33.46666666666667)","(31.0, 90.0, 80.0)","(21.0, 80.0, 59.6)"
