,Sozins Royal,Yoshi Moon,Goldstar Charm,Little Nosey,Tiggerlong Panda,Harry Baxter,Homebush Opal,Mighty Mccook
16-12-2022 12:10:44.564043,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:45.612400,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:46.692339,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:47.734265,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:48.827096,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:49.907497,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:51.032286,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:52.159191,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:53.329362,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.2)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:54.430912,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.4)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:55.513278,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.4)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:56.572170,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.4)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:57.630667,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.4)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:58.626362,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.4)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:59.651801,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.4)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:11:00.692470,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.4)","(6.0, 9.2, 7.114285714285714)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.14)","(11.0, 48.0, 24.125)","(8.5, 16.5, 14.7)"
16-12-2022 12:11:01.703333,"(8.0, 30.0, 23.836363636363636)","(4.4, 8.2, 7.313636363636363)","(11.0, 21.0, 16.2)","(6.0, 9.0, 7.114285714285714)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.14)","(11.0, 48.0, 24.125)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:02.813937,"(8.0, 30.0, 22.53333333333333)","(4.4, 8.0, 7.159090909090908)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.90909090909091)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:03.899324,"(8.0, 30.0, 22.53333333333333)","(4.4, 8.0, 6.62962962962963)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.90909090909091)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:05.000729,"(8.0, 30.0, 22.53333333333333)","(4.4, 8.0, 6.62962962962963)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.90909090909091)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:06.125357,"(8.0, 30.0, 22.53333333333333)","(4.4, 8.0, 6.62962962962963)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 23.25)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:07.305422,"(8.0, 30.0, 18.9)","(4.4, 8.0, 6.62962962962963)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.349999999999998)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:08.430905,"(8.0, 30.0, 18.9)","(4.4, 8.0, 6.62962962962963)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.349999999999998)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:09.582933,"(8.0, 30.0, 18.9)","(4.4, 8.0, 6.62962962962963)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:10.739784,"(8.0, 29.0, 23.7)","(4.4, 7.0, 6.2956521739130435)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.7)"
16-12-2022 12:11:11.877180,"(8.0, 29.0, 25.4)","(4.4, 7.0, 6.2956521739130435)","(11.0, 21.0, 16.2)","(6.0, 9.0, 6.423529411764706)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.0, 14.128571428571428)"
16-12-2022 12:11:13.010050,"(8.0, 29.0, 25.942857142857143)","(4.4, 7.0, 6.2956521739130435)","(11.0, 21.0, 16.2)","(6.0, 9.8, 6.423529411764706)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:14.078184,"(8.0, 29.0, 25.942857142857143)","(4.4, 7.0, 6.2956521739130435)","(11.0, 21.0, 16.2)","(6.0, 9.8, 6.8100000000000005)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:15.201035,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.661111111111111)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.8100000000000005)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:16.256841,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.661111111111111)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.8100000000000005)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:17.336805,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.661111111111111)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:18.472154,"(8.0, 29.0, 23.7)","(4.4, 6.8, 6.661111111111111)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:19.645733,"(8.0, 29.0, 23.7)","(4.4, 6.8, 6.661111111111111)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:20.779098,"(8.0, 29.0, 23.7)","(4.4, 6.8, 6.661111111111111)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:21.921321,"(8.0, 29.0, 23.7)","(4.4, 6.8, 6.661111111111111)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:23.013742,"(8.0, 29.0, 25.4)","(4.4, 6.8, 6.581818181818182)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:24.112727,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:25.185903,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:26.262195,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:27.282719,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 14.128571428571428)"
16-12-2022 12:11:28.305424,"(8.0, 29.0, 25.942857142857143)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 34.0, 28.77777777777778)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:29.418532,"(8.0, 30.0, 24.45)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:30.458859,"(8.0, 30.0, 24.45)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:31.481651,"(8.0, 30.0, 24.45)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:32.517391,"(8.0, 30.0, 24.45)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:33.505788,"(8.0, 30.0, 24.45)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:34.573763,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:35.616013,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.8, 6.673684210526316)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:36.775133,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.8, 6.0)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:37.819370,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.8, 6.0)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:38.897632,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.8, 6.0)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:40.013223,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.8, 6.0)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:41.020958,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.8, 6.068181818181818)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 26.88888888888889)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:42.122274,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.6, 5.025)","(11.0, 21.0, 16.2)","(6.0, 9.4, 6.625)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 48.0, 28.0)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:43.508145,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 21.0, 16.2)","(6.0, 9.2, 8.033333333333333)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:44.516950,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 21.0, 16.2)","(6.0, 9.2, 8.033333333333333)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:45.632936,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 21.0, 11.836363636363636)","(6.0, 9.0, 7.114285714285714)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:46.835305,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 21.0, 11.836363636363636)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.116666666666667)"
16-12-2022 12:11:47.842405,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 21.0, 11.571428571428571)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:48.851962,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 16.5)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:49.991888,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 16.5)","(6.0, 9.0, 7.457142857142857)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:51.032305,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.8, 7.457142857142857)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:51.997532,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.8, 7.457142857142857)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:52.983573,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.6, 8.04)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:53.994668,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:55.029882,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:56.126020,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:57.169788,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:58.242294,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:11:59.326298,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.2, 8.033333333333333)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:00.415147,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:01.481811,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:02.543911,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.2, 7.199999999999999)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:03.635605,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.2, 7.114285714285714)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:04.884805,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:05.992878,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:07.070096,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.266666666666667)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:08.366739,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.415789473684211)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:09.517659,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.415789473684211)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.8767857142857145)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:10.708357,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.415789473684211)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.0, 6.8)","(2.5, 3.15, 2.973125)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:11.879917,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.4, 5.415789473684211)","(11.0, 20.0, 15.652173913043478)","(6.0, 9.0, 6.8)","(2.5, 3.05, 2.8015151515151517)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
16-12-2022 12:12:12.943085,"(8.0, 30.0, 28.385714285714286)","(4.4, 6.2, 6.109090909090909)","(11.0, 20.0, 15.90909090909091)","(6.0, 9.0, 6.8)","(2.5, 3.05, 2.8015151515151517)","(11.0, 36.0, 30.333333333333336)","(11.0, 55.0, 28.0)","(8.5, 16.5, 15.4625)"
