,Sozins Royal,Yoshi Moon,Goldstar Charm,Little Nosey,Tiggerlong Panda,Harry Baxter,Homebush Opal,Mighty Mccook
16-12-2022 12:09:17.366997,"(8.0, 30.0, 24.3)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 32.04)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:18.494702,"(8.0, 30.0, 24.3)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 32.04)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:19.566098,"(8.0, 30.0, 24.3)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 32.04)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:20.653485,"(8.0, 30.0, 24.3)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:21.737142,"(8.0, 30.0, 24.3)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:22.797341,"(8.0, 30.0, 24.3)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:23.869954,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:24.988060,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:26.083014,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:27.128805,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:28.138905,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.6, 3.5, 3.2353846153846155)","(10.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:29.224016,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:30.275646,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:31.329762,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:32.304713,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:33.332864,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:34.337227,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:35.335973,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:36.371998,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:37.648097,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:38.702697,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 3.2353846153846155)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:39.795192,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.5, 2.9713636363636367)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:40.981944,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.45, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:42.093499,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:43.226177,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:44.310684,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:45.438094,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:46.489748,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:47.558353,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:48.652962,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:49.788786,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:50.867906,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.933333333333334)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 13.889999999999999)"
16-12-2022 12:09:51.944122,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.4, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:09:53.033643,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:09:54.087654,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:09:55.130322,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:09:56.157067,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:09:57.155036,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:09:58.173095,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:09:59.275106,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 3.0300000000000002)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:00.342968,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.4, 2.882)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:01.339341,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.55, 2.996086956521739)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 38.4)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:02.430384,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.5, 2.9918181818181817)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:03.499909,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.5, 2.9918181818181817)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:04.499139,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.7)","(2.5, 3.5, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:05.624184,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:06.759011,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:07.888539,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:08.968972,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:10.033932,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:11.124586,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:12.231930,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:13.315023,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:14.436651,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:15.542798,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.298125)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:16.636976,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.45, 3.0126666666666666)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:17.738052,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:18.825468,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:19.900022,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 33.22105263157894)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:20.955003,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:21.962074,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 22.0, 13.733333333333334)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:22.949701,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:23.942585,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:24.940999,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:26.009152,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:27.059396,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:28.138722,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:29.262952,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:30.369560,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:31.579007,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:32.683945,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:33.807642,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:35.051421,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:36.166127,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:37.257899,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:38.354135,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:39.380487,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:40.456422,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.5, 3.0126666666666666)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:41.517926,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:42.520325,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
16-12-2022 12:10:43.499516,"(8.0, 30.0, 27.466666666666665)","(4.4, 8.4, 8.027272727272727)","(11.0, 21.0, 15.3)","(6.0, 9.2, 6.4)","(2.5, 3.15, 2.9282608695652175)","(11.0, 36.0, 32.04)","(11.0, 48.0, 44.08163265306123)","(8.5, 16.5, 14.759999999999998)"
