,Aha Reaction Nz,Young Rooster,Aqua Sancta Nz,Mighty Flying Art Nz,Franco Hampton Nz,Hes Ideal,Cullenburn Nz,Diamonds N Cash Nz,Sunny Sanz,Like A Wildfire Nz,Ryley Major,The Shallows
08-01-2023 19:07:45.676603,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:47.213076,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:48.726777,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:50.215795,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:51.638570,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:53.052691,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:54.467430,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:55.875264,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:57.316445,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:58.772212,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.4)"
08-01-2023 19:08:00.260875,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:01.731891,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:03.199023,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:04.661846,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:06.182915,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:07.546262,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:08.931690,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:10.345961,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:11.789684,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:13.187832,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:14.584121,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:16.018144,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:17.471747,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:18.829826,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:20.157607,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:21.475048,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 25.916666666666664)"
08-01-2023 19:08:22.855259,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.916666666666668)"
08-01-2023 19:08:24.441660,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:25.920929,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:27.430944,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:29.023804,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:30.696382,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:32.353230,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:34.295610,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:36.027687,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:37.564200,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:38.964960,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:40.418417,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:41.791940,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:43.202005,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:44.622963,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:46.001585,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:47.538953,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:48.838533,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:50.538967,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:52.143493,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:53.701412,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:55.453553,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:56.861476,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:58.267709,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:08:59.775455,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:01.267433,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:02.969532,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:04.525321,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:06.001034,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:07.453596,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:08.936424,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:10.491573,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:11.964685,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:13.463764,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:14.840275,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:16.235302,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:17.647606,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:18.997105,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:20.359874,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:21.797915,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:23.174319,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.124)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:24.549151,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.16, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
08-01-2023 19:09:25.962782,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.6)"
