,Torque To The Max,The Crom,Risky Buziness,Furiosa,Perfect Feeling,Fly Cheval,La Pistola,Eagles Response,Mister Woodport,Bee Gees Best
10-01-2023 14:20:27.033277,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.55)","(2.1, 2.22, 2.186666666666667)"
10-01-2023 14:20:28.721957,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.55)","(2.1, 2.22, 2.186666666666667)"
10-01-2023 14:20:30.416593,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 99.0)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.55)","(2.1, 2.22, 2.186666666666667)"
10-01-2023 14:20:32.081439,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 99.0)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.55)","(2.1, 2.22, 2.186666666666667)"
10-01-2023 14:20:33.820053,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 99.0)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.55)","(2.1, 2.22, 2.186666666666667)"
10-01-2023 14:20:35.532844,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 99.0)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.55)","(2.1, 2.22, 2.186666666666667)"
10-01-2023 14:20:37.242323,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 99.0)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.55)","(2.1, 2.22, 2.186666666666667)"
10-01-2023 14:20:39.074272,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 99.0)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.45)","(2.1, 2.2, 2.1806896551724138)"
10-01-2023 14:20:40.870944,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 99.0)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.45)","(2.1, 2.2, 2.1806896551724138)"
10-01-2023 14:20:42.551433,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.675)","(2.1, 2.2, 2.131838565022422)"
10-01-2023 14:20:44.297306,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.675)","(2.1, 2.24, 2.132054794520548)"
10-01-2023 14:20:45.954113,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.675)","(2.1, 2.24, 2.132054794520548)"
10-01-2023 14:20:47.505419,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.5)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.675)","(2.1, 2.24, 2.132054794520548)"
10-01-2023 14:20:49.278723,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.25)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.675)","(2.1, 2.24, 2.132054794520548)"
10-01-2023 14:20:50.968430,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.25)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.4375)","(4.2, 6.0, 5.675)","(2.1, 2.24, 2.132054794520548)"
10-01-2023 14:20:52.630099,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 15.25)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.25)","(31.0, 110.0, 82.5)","(10.0, 16.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.132054794520548)"
10-01-2023 14:20:54.253803,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.25)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.132054794520548)"
10-01-2023 14:20:55.971176,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.25)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:20:57.661556,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.25)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:20:59.297283,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:01.006935,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:02.780630,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 99.0)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:04.416634,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 99.0)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:06.146574,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 99.0)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:07.794518,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 99.0)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:09.399373,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 99.0)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:11.058562,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 16.75)","(31.0, 110.0, 99.0)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:12.713441,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.928571428571429)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 17.833333333333332)","(31.0, 110.0, 99.0)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:14.336552,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.928571428571429)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 17.833333333333332)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.166666666666666)","(4.2, 6.0, 5.7)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:16.017166,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.928571428571429)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 17.833333333333332)","(31.0, 110.0, 82.5)","(10.0, 14.5, 12.75)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:17.656728,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.928571428571429)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 17.833333333333332)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.75)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:19.251418,"(12.0, 23.0, 14.25)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.928571428571429)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 17.833333333333332)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.392857142857142)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:21.011814,"(12.0, 23.0, 14.25)","(19.0, 32.0, 27.0)","(11.0, 16.5, 14.928571428571429)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 17.833333333333332)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.392857142857142)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.131891891891892)"
10-01-2023 14:21:22.678506,"(12.0, 23.0, 14.25)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.0)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:24.422243,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:26.373553,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:28.053506,"(12.0, 23.0, 15.0)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:29.573083,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:31.097358,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:32.759418,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:34.439108,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:36.079084,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 99.0)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:37.715259,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 99.0)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:39.281626,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 99.0)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:40.879751,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 99.0)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:42.459703,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 99.0)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:44.004821,"(12.0, 23.0, 14.25)","(19.0, 32.0, 22.333333333333332)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 99.0)","(10.0, 14.0, 12.676470588235293)","(4.2, 6.0, 5.725)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:45.976145,"(12.0, 23.0, 14.6875)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 99.0)","(10.0, 14.0, 12.73076923076923)","(4.2, 6.0, 5.7272727272727275)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:47.645086,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 13.5, 16.3)","(4.2, 6.0, 5.1)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:49.154500,"(12.0, 23.0, 16.333333333333332)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 17.5, 15.5)","(4.2, 6.0, 5.1)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:50.611725,"(12.0, 22.0, 16.0)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.357142857142858)","(4.2, 6.0, 5.723076923076923)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:52.084144,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.714285714285715)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.5, 14.357142857142858)","(4.2, 6.0, 5.723076923076923)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:53.675557,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:55.300135,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.714285714285715)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:57.019764,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:21:58.657604,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:00.240893,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:01.695503,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:03.229469,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.714285714285715)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:04.803937,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.714285714285715)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:06.414418,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.714285714285715)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:08.112688,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:10.030401,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:11.949063,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 29.0)","(11.0, 16.5, 14.142857142857142)","(10.0, 17.5, 14.5)","(19.0, 34.0, 24.666666666666668)","(12.0, 20.0, 18.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 16.0, 14.26923076923077)","(4.2, 6.0, 5.742857142857143)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:13.674786,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 24.75)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 21.75)","(12.0, 20.0, 18.8)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.214285714285714)","(4.2, 6.0, 5.7272727272727275)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:15.359027,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.333333333333336)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 21.75)","(12.0, 20.0, 18.8)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.214285714285714)","(4.2, 6.0, 5.324999999999999)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:17.049524,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.333333333333336)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 21.75)","(12.0, 20.0, 18.8)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.214285714285714)","(4.2, 6.0, 5.324999999999999)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:18.686266,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 27.333333333333336)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 21.75)","(12.0, 20.0, 18.285714285714285)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.214285714285714)","(4.2, 6.0, 5.324999999999999)","(2.1, 2.24, 2.1333333333333333)"
10-01-2023 14:22:20.294243,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 28.375)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 21.75)","(12.0, 20.0, 18.8)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.214285714285714)","(4.2, 6.0, 5.324999999999999)","(2.1, 2.24, 2.1333333333333333)"
