,Gudgeon Pin,Good Charlotte,Get A Shout,Roma Bella,Prabaker,Pepperberry,Manawata,Dr Archer
07-12-2022 19:14:55.000499,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 39.16666666666667)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:14:56.256516,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 39.16666666666667)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:14:57.557435,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 39.16666666666667)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:14:58.905540,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 39.16666666666667)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:00.217172,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 39.16666666666667)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:01.616879,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 39.16666666666667)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:02.957459,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 39.16666666666667)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:04.345105,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 40.857142857142854)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:05.586996,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 42.888888888888886)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:06.764871,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 43.81818181818181)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:08.038762,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 43.63636363636363)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:09.329610,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.142857142857142)","(15.0, 50.0, 40.42857142857143)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:10.701799,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.142857142857142)","(15.0, 50.0, 40.42857142857143)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:12.054366,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 40.42857142857143)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:13.323937,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 39.0)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:14.767802,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 39.0)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:16.152287,"(2.0, 2.74, 2.3106666666666666)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 42.666666666666664)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:17.430091,"(2.0, 2.74, 2.292)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 42.666666666666664)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:18.721719,"(2.0, 2.74, 2.292)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 39.0)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:20.091506,"(2.0, 2.74, 2.292)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 39.0)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:21.446260,"(2.0, 2.74, 2.292)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 40.714285714285715)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:22.868327,"(2.0, 2.74, 2.292)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 44.583333333333336)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:24.532198,"(2.0, 2.74, 2.292)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 40.714285714285715)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:25.973897,"(2.0, 2.74, 2.46)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 43.63636363636363)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:27.467976,"(2.0, 2.74, 2.4483333333333337)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 43.72727272727273)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:28.874617,"(2.0, 2.74, 2.4483333333333337)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.333333333333333)","(15.0, 50.0, 43.72727272727273)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:30.280601,"(2.0, 2.74, 2.4483333333333337)","(20.0, 75.0, 49.54545454545455)","(13.0, 28.0, 21.5)","(3.7, 5.4, 5.0)","(15.0, 50.0, 38.5)","(19.0, 70.0, 38.4375)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.988888888888889)"
07-12-2022 19:15:31.706350,"(2.0, 2.74, 2.276)","(20.0, 75.0, 57.5)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.315)","(15.0, 50.0, 43.1)","(19.0, 70.0, 48.95833333333333)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.9)"
07-12-2022 19:15:33.136609,"(2.0, 2.74, 2.276)","(20.0, 75.0, 57.5)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.366666666666667)","(15.0, 50.0, 43.1)","(19.0, 70.0, 48.95833333333333)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.987500000000001)"
07-12-2022 19:15:34.631056,"(2.0, 2.74, 2.281904761904762)","(20.0, 75.0, 58.67647058823529)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.254347826086956)","(15.0, 50.0, 40.285714285714285)","(19.0, 70.0, 55.294117647058826)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.550000000000001)"
07-12-2022 19:15:36.082081,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 58.67647058823529)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.366666666666667)","(15.0, 50.0, 40.285714285714285)","(19.0, 70.0, 55.294117647058826)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.4, 5.5181818181818185)"
07-12-2022 19:15:37.511704,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 52.5)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.565384615384616)","(15.0, 50.0, 38.5)","(19.0, 70.0, 42.22222222222222)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.2625)"
07-12-2022 19:15:38.870807,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 52.5)","(13.0, 28.0, 21.5)","(3.7, 5.4, 4.565384615384616)","(15.0, 50.0, 38.66666666666667)","(19.0, 70.0, 47.72727272727273)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.2625)"
07-12-2022 19:15:40.237780,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 52.5)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.4, 4.565384615384616)","(15.0, 50.0, 43.81818181818181)","(19.0, 70.0, 48.18181818181818)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.2, 5.550000000000001)"
07-12-2022 19:15:41.583136,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 42.5)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.4, 4.565384615384616)","(15.0, 50.0, 43.2)","(19.0, 70.0, 40.0)","(18.0, 60.0, 25.416666666666668)","(4.2, 6.4, 5.550000000000001)"
07-12-2022 19:15:42.941461,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 28.0, 19.666666666666668)","(3.7, 5.4, 4.565384615384616)","(15.0, 50.0, 45.14285714285714)","(19.0, 70.0, 40.0)","(18.0, 60.0, 36.66666666666667)","(4.2, 6.4, 5.514285714285714)"
07-12-2022 19:15:44.287473,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.4, 4.43)","(15.0, 50.0, 45.14285714285714)","(19.0, 70.0, 40.0)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.08)"
07-12-2022 19:15:45.642588,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.3, 5.007142857142857)","(15.0, 50.0, 45.14285714285714)","(19.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.9)"
07-12-2022 19:15:46.974171,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(19.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.4, 5.718181818181819)"
07-12-2022 19:15:48.393379,"(2.0, 2.72, 2.4000000000000004)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.4, 5.246153846153846)"
07-12-2022 19:15:49.597703,"(2.0, 2.72, 2.4000000000000004)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:15:50.911874,"(2.0, 2.72, 2.4000000000000004)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:15:52.302642,"(2.0, 2.72, 2.262857142857143)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:15:53.678759,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:15:55.087907,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:15:56.481398,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:15:57.884053,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:15:59.402522,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:16:00.811820,"(2.0, 2.72, 2.281904761904762)","(20.0, 75.0, 37.85714285714286)","(13.0, 29.0, 19.666666666666668)","(3.7, 5.2, 5.007142857142857)","(15.0, 50.0, 40.42857142857143)","(18.0, 70.0, 48.63636363636363)","(18.0, 60.0, 25.833333333333332)","(4.2, 6.6, 5.355555555555555)"
07-12-2022 19:16:02.326244,"(2.0, 2.72, 2.6472)","(20.0, 75.0, 46.5)","(13.0, 29.0, 17.8)","(3.7, 5.2, 4.525)","(15.0, 50.0, 37.4375)","(18.0, 70.0, 54.5)","(18.0, 60.0, 31.0)","(4.2, 6.6, 5.933333333333334)"
07-12-2022 19:16:03.820108,"(2.0, 2.7, 2.6100000000000003)","(20.0, 70.0, 46.5)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 54.5)","(18.0, 55.0, 31.0)","(4.2, 6.4, 5.177777777777778)"
07-12-2022 19:16:05.367712,"(2.0, 2.7, 2.4)","(20.0, 70.0, 46.5)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 54.5)","(18.0, 55.0, 31.0)","(4.2, 6.2, 6.014285714285714)"
07-12-2022 19:16:06.802927,"(2.0, 2.7, 2.55)","(20.0, 70.0, 46.5)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 54.5)","(18.0, 55.0, 31.0)","(4.2, 6.2, 6.014285714285714)"
07-12-2022 19:16:08.201554,"(2.0, 2.7, 2.55)","(20.0, 70.0, 58.25)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 54.5)","(18.0, 55.0, 31.0)","(4.2, 6.2, 6.185714285714286)"
07-12-2022 19:16:09.548496,"(2.0, 2.7, 2.4299999999999997)","(20.0, 70.0, 59.55555555555556)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.0)","(4.2, 6.4, 6.357142857142857)"
07-12-2022 19:16:10.855286,"(2.0, 2.66, 2.3892307692307693)","(20.0, 70.0, 51.2)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 53.285714285714285)","(18.0, 55.0, 31.0)","(4.2, 6.6, 6.014285714285714)"
07-12-2022 19:16:12.079440,"(2.0, 2.66, 2.3892307692307693)","(20.0, 70.0, 51.2)","(13.0, 29.0, 16.4)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 35.64285714285714)","(18.0, 65.0, 44.5)","(18.0, 55.0, 31.0)","(4.2, 6.2, 5.5)"
07-12-2022 19:16:13.290585,"(2.0, 2.64, 2.4525)","(20.0, 70.0, 51.2)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 35.64285714285714)","(18.0, 65.0, 44.5)","(18.0, 55.0, 42.66666666666667)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:14.477471,"(2.0, 2.62, 2.526666666666667)","(20.0, 70.0, 51.2)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:15.821983,"(2.0, 2.62, 2.58)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.586363636363637)","(15.0, 50.0, 37.4375)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:17.312899,"(2.0, 2.62, 2.58)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.735714285714286)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.564285714285714)"
07-12-2022 19:16:18.602202,"(2.0, 2.62, 2.58)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.6)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.711764705882353)"
07-12-2022 19:16:19.990004,"(2.0, 2.62, 2.58)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.3428571428571425)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.711764705882353)"
07-12-2022 19:16:21.274374,"(2.0, 2.62, 2.58)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.654545454545454)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.275)"
07-12-2022 19:16:22.441296,"(2.0, 2.62, 2.58)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.807142857142857)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:23.735362,"(2.0, 2.62, 2.58)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.807142857142857)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:24.880906,"(2.0, 2.62, 2.49)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.807142857142857)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:26.122080,"(2.0, 2.62, 2.49)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 17.333333333333332)","(3.7, 5.2, 4.588888888888889)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.275)"
07-12-2022 19:16:27.307512,"(2.0, 2.62, 2.49)","(20.0, 70.0, 54.33333333333333)","(13.0, 29.0, 19.333333333333332)","(3.7, 5.2, 4.588888888888889)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:28.510084,"(2.0, 2.62, 2.49)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.588888888888889)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:29.765016,"(2.0, 2.62, 2.49)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.588888888888889)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:31.091087,"(2.0, 2.62, 2.5)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.588888888888889)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.275)"
07-12-2022 19:16:32.415976,"(2.0, 2.62, 2.5)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.842857142857143)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:33.643046,"(2.0, 2.62, 2.5)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.842857142857143)","(15.0, 50.0, 44.03333333333333)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:34.872540,"(2.0, 2.62, 2.5)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.842857142857143)","(15.0, 46.0, 44.03333333333333)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.5)"
07-12-2022 19:16:36.013221,"(2.0, 2.62, 2.5)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.842857142857143)","(15.0, 46.0, 44.03333333333333)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.275)"
07-12-2022 19:16:37.308567,"(2.0, 2.62, 2.5)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.588888888888889)","(15.0, 46.0, 44.03333333333333)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.275)"
07-12-2022 19:16:38.530887,"(2.0, 2.62, 2.5)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.75)","(15.0, 46.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.4, 5.833333333333333)"
07-12-2022 19:16:39.783006,"(2.0, 2.3, 2.2816666666666663)","(20.0, 70.0, 54.33333333333333)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.75)","(15.0, 50.0, 44.08823529411765)","(18.0, 65.0, 48.599999999999994)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.0, 5.833333333333333)"
07-12-2022 19:16:41.252151,"(2.0, 2.62, 2.1533333333333333)","(20.0, 70.0, 58.75)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.2, 4.5)","(15.0, 50.0, 33.75)","(18.0, 65.0, 56.111111111111114)","(18.0, 55.0, 31.333333333333336)","(4.2, 6.0, 5.833333333333333)"
07-12-2022 19:16:42.618134,"(2.0, 2.56, 2.2520000000000002)","(20.0, 70.0, 58.75)","(13.0, 28.0, 19.333333333333332)","(3.7, 5.0, 4.45)","(15.0, 50.0, 33.75)","(18.0, 65.0, 56.111111111111114)","(18.0, 55.0, 42.666666666666664)","(4.2, 6.0, 5.675)"
07-12-2022 19:16:43.952644,"(2.0, 2.54, 2.328888888888889)","(20.0, 70.0, 58.75)","(13.0, 28.0, 19.333333333333332)","(3.7, 4.9, 4.45)","(15.0, 50.0, 37.8125)","(18.0, 65.0, 56.111111111111114)","(18.0, 55.0, 30.0)","(4.2, 6.0, 5.716666666666667)"
