,Gudgeon Pin,Good Charlotte,Get A Shout,Roma Bella,Prabaker,Pepperberry,Manawata,Dr Archer
07-12-2022 19:20:52.823063,"(2.0, 2.36, 2.34)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.525)","(16.0, 34.0, 25.333333333333336)","(19.0, 42.0, 35.411764705882355)","(18.0, 40.0, 39.0)","(4.4, 5.8, 5.415384615384616)"
07-12-2022 19:20:53.986353,"(2.0, 2.36, 2.34)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.525)","(16.0, 34.0, 25.333333333333336)","(19.0, 42.0, 35.411764705882355)","(18.0, 40.0, 39.0)","(4.4, 5.8, 5.415384615384616)"
07-12-2022 19:20:55.053243,"(2.0, 2.36, 2.34)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.525)","(16.0, 34.0, 25.333333333333336)","(19.0, 42.0, 35.411764705882355)","(18.0, 40.0, 39.0)","(4.4, 5.8, 5.415384615384616)"
07-12-2022 19:20:56.250761,"(2.0, 2.36, 2.34)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.525)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:20:57.349762,"(2.0, 2.36, 2.34)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.525)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:20:58.549956,"(2.0, 2.36, 2.34)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.525)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:00.033769,"(2.0, 2.36, 2.29)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.642857142857143)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:01.369961,"(2.0, 2.38, 2.29)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.633333333333333)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:02.728291,"(2.0, 2.38, 2.3049999999999997)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.55)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:03.814459,"(2.0, 2.38, 2.3499999999999996)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.55)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:04.972743,"(2.0, 2.38, 2.34625)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.7, 4.566666666666666)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:06.253043,"(2.0, 2.32, 2.302)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.736363636363636)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:07.556564,"(2.0, 2.32, 2.302)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.7)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:08.752403,"(2.0, 2.32, 2.295)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.7)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:09.868489,"(2.0, 2.32, 2.3)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.7)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:10.894546,"(2.0, 2.32, 2.3058823529411763)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.736363636363636)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:11.970743,"(2.0, 2.32, 2.3058823529411763)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.736363636363636)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:13.018973,"(2.0, 2.32, 2.3058823529411763)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.736363636363636)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:14.161646,"(2.0, 2.36, 2.3130434782608695)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.9, 4.633333333333333)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:15.217803,"(2.0, 2.36, 2.3070588235294114)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.633333333333333)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 35.411764705882355)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:16.998892,"(2.0, 2.36, 2.2963636363636364)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.633333333333333)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 34.0)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:18.508805,"(2.0, 2.36, 2.3070588235294114)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.522222222222222)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 34.0)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:20.113007,"(2.0, 2.36, 2.2880000000000003)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.522222222222222)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 34.0)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:21.581695,"(2.0, 2.36, 2.2611764705882353)","(20.0, 30.0, 24.75)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.522222222222222)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 34.0)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:22.879719,"(2.0, 2.36, 2.2611764705882353)","(20.0, 30.0, 23.77777777777778)","(14.0, 29.0, 25.785714285714285)","(3.7, 4.8, 4.633333333333333)","(16.0, 34.0, 25.333333333333336)","(20.0, 42.0, 34.0)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:24.292261,"(2.0, 2.36, 2.322758620689655)","(20.0, 30.0, 23.77777777777778)","(14.0, 29.0, 25.0)","(3.7, 4.8, 4.7615384615384615)","(16.0, 34.0, 25.333333333333336)","(21.0, 42.0, 34.0)","(19.0, 40.0, 39.0)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:25.710452,"(2.0, 2.36, 2.3105882352941176)","(21.0, 30.0, 25.666666666666668)","(14.0, 29.0, 26.333333333333332)","(3.7, 4.8, 4.7615384615384615)","(16.0, 34.0, 28.5)","(21.0, 42.0, 29.294117647058822)","(19.0, 40.0, 31.727272727272727)","(4.2, 5.8, 5.415384615384616)"
07-12-2022 19:21:27.029452,"(2.0, 2.36, 2.29)","(21.0, 29.0, 25.666666666666668)","(14.0, 29.0, 26.5)","(3.7, 4.8, 4.7615384615384615)","(16.0, 30.0, 27.42857142857143)","(21.0, 42.0, 29.294117647058822)","(19.0, 40.0, 31.588235294117645)","(4.2, 5.8, 5.648484848484848)"
07-12-2022 19:21:28.322702,"(2.0, 2.36, 2.29)","(21.0, 29.0, 24.263157894736842)","(14.0, 29.0, 27.285714285714285)","(3.7, 4.8, 4.767741935483871)","(16.0, 30.0, 25.0)","(21.0, 42.0, 33.63636363636363)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.228571428571429)"
07-12-2022 19:21:29.567199,"(2.0, 2.36, 2.304)","(21.0, 29.0, 24.263157894736842)","(14.0, 28.0, 26.6)","(3.7, 4.8, 4.710714285714285)","(16.0, 29.0, 27.666666666666664)","(21.0, 38.0, 36.5)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.492307692307692)"
07-12-2022 19:21:30.700462,"(2.0, 2.38, 2.374285714285714)","(21.0, 29.0, 24.263157894736842)","(14.0, 29.0, 26.6)","(3.7, 4.8, 4.710714285714285)","(16.0, 29.0, 26.333333333333332)","(21.0, 38.0, 30.14814814814815)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.492307692307692)"
07-12-2022 19:21:31.855760,"(2.0, 2.38, 2.294285714285714)","(21.0, 28.0, 24.428571428571427)","(14.0, 29.0, 26.6)","(3.7, 4.8, 4.710714285714285)","(16.0, 29.0, 21.666666666666668)","(21.0, 42.0, 34.75)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.355555555555555)"
07-12-2022 19:21:33.142394,"(2.0, 2.38, 2.3425)","(21.0, 28.0, 24.0)","(14.0, 29.0, 26.333333333333332)","(3.7, 4.8, 4.710714285714285)","(16.0, 29.0, 21.666666666666668)","(21.0, 36.0, 34.75)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.492307692307692)"
07-12-2022 19:21:34.444122,"(2.0, 2.38, 2.356923076923077)","(21.0, 28.0, 23.666666666666668)","(14.0, 29.0, 26.333333333333332)","(3.7, 4.8, 4.710714285714285)","(16.0, 29.0, 25.0)","(21.0, 36.0, 28.916666666666668)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.492307692307692)"
07-12-2022 19:21:35.573985,"(2.0, 2.38, 2.376153846153846)","(21.0, 27.0, 23.666666666666668)","(14.0, 29.0, 26.333333333333332)","(3.7, 4.8, 4.710714285714285)","(16.0, 27.0, 21.545454545454547)","(21.0, 36.0, 29.18181818181818)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.355555555555555)"
07-12-2022 19:21:36.704398,"(2.0, 2.38, 2.3653658536585365)","(21.0, 27.0, 23.470588235294116)","(14.0, 29.0, 28.384615384615387)","(3.7, 4.8, 4.734210526315789)","(16.0, 27.0, 21.444444444444443)","(21.0, 36.0, 27.666666666666668)","(19.0, 40.0, 32.473684210526315)","(4.2, 5.8, 5.492307692307692)"
07-12-2022 19:21:38.132662,"(2.0, 2.38, 2.3653658536585365)","(21.0, 27.0, 23.347826086956523)","(14.0, 29.0, 27.46153846153846)","(3.7, 4.8, 4.734210526315789)","(16.0, 27.0, 21.27906976744186)","(21.0, 36.0, 27.25)","(19.0, 40.0, 31.333333333333332)","(4.2, 5.8, 5.4818181818181815)"
07-12-2022 19:21:39.325770,"(2.0, 2.38, 2.3653658536585365)","(21.0, 27.0, 23.347826086956523)","(14.0, 29.0, 27.46153846153846)","(3.7, 4.8, 4.734210526315789)","(16.0, 27.0, 21.27906976744186)","(21.0, 36.0, 27.372549019607842)","(19.0, 40.0, 31.333333333333332)","(4.2, 5.8, 5.371428571428572)"
07-12-2022 19:21:40.459682,"(2.0, 2.38, 2.377222222222222)","(21.0, 27.0, 23.347826086956523)","(14.0, 29.0, 27.46153846153846)","(3.7, 4.8, 4.734210526315789)","(16.0, 27.0, 21.27906976744186)","(21.0, 36.0, 27.372549019607842)","(19.0, 40.0, 31.333333333333332)","(4.2, 5.8, 5.383333333333333)"
07-12-2022 19:21:41.729819,"(2.0, 2.38, 2.3674999999999997)","(21.0, 27.0, 23.347826086956523)","(14.0, 29.0, 27.46153846153846)","(3.7, 4.8, 4.734210526315789)","(16.0, 27.0, 21.27906976744186)","(21.0, 36.0, 27.372549019607842)","(19.0, 40.0, 31.333333333333332)","(4.2, 5.8, 5.442857142857143)"
07-12-2022 19:21:43.130601,"(2.0, 2.38, 2.3613953488372093)","(21.0, 27.0, 23.093023255813954)","(14.0, 29.0, 28.285714285714285)","(3.7, 4.8, 4.734210526315789)","(16.0, 27.0, 22.428571428571427)","(20.0, 36.0, 29.733333333333334)","(19.0, 40.0, 31.333333333333332)","(4.2, 5.8, 5.216666666666667)"
07-12-2022 19:21:44.465036,"(2.0, 2.38, 2.4139999999999997)","(20.0, 27.0, 23.093023255813954)","(14.0, 29.0, 28.285714285714285)","(3.7, 4.8, 4.734210526315789)","(16.0, 26.0, 21.526315789473685)","(20.0, 34.0, 29.733333333333334)","(19.0, 40.0, 31.333333333333332)","(4.2, 5.8, 5.425)"
07-12-2022 19:21:45.742812,"(2.0, 2.42, 2.413777777777778)","(20.0, 27.0, 23.085106382978722)","(14.0, 29.0, 28.473684210526315)","(3.7, 4.8, 4.7)","(16.0, 26.0, 21.714285714285715)","(20.0, 34.0, 31.6)","(19.0, 40.0, 31.333333333333332)","(4.2, 5.8, 5.3)"
07-12-2022 19:21:47.078503,"(2.0, 2.42, 2.4033333333333333)","(20.0, 27.0, 23.093023255813954)","(14.0, 29.0, 28.473684210526315)","(3.7, 4.8, 4.776470588235294)","(16.0, 26.0, 22.5)","(20.0, 34.0, 32.285714285714285)","(19.0, 40.0, 32.0)","(4.2, 5.8, 4.709090909090909)"
07-12-2022 19:21:48.345460,"(2.0, 2.44, 2.4114285714285715)","(20.0, 27.0, 23.093023255813954)","(14.0, 29.0, 28.473684210526315)","(3.7, 4.8, 4.8)","(16.0, 25.0, 22.142857142857142)","(20.0, 34.0, 29.666666666666668)","(19.0, 40.0, 31.510204081632654)","(4.2, 5.8, 4.984999999999999)"
07-12-2022 19:21:49.450513,"(2.0, 2.44, 2.3983333333333334)","(21.0, 27.0, 23.093023255813954)","(15.0, 29.0, 28.473684210526315)","(3.7, 5.0, 4.8)","(16.0, 25.0, 22.142857142857142)","(21.0, 32.0, 29.666666666666668)","(19.0, 40.0, 29.853658536585364)","(4.2, 5.7, 4.984999999999999)"
07-12-2022 19:21:50.803231,"(2.0, 2.46, 2.445)","(21.0, 27.0, 23.093023255813954)","(15.0, 29.0, 28.473684210526315)","(3.7, 5.0, 4.823529411764706)","(16.0, 25.0, 21.88888888888889)","(21.0, 32.0, 28.11111111111111)","(19.0, 40.0, 31.951219512195124)","(4.2, 5.7, 5.152631578947369)"
07-12-2022 19:21:52.133591,"(2.0, 2.46, 2.4557142857142855)","(21.0, 27.0, 23.093023255813954)","(15.0, 29.0, 28.473684210526315)","(3.7, 5.0, 4.678571428571429)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 27.454545454545453)","(19.0, 40.0, 33.18181818181818)","(4.2, 5.7, 5.093333333333334)"
07-12-2022 19:21:53.411471,"(2.0, 2.48, 2.3771428571428572)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 28.473684210526315)","(3.7, 5.0, 4.541176470588235)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 28.0)","(19.0, 40.0, 33.333333333333336)","(4.2, 5.7, 5.060869565217391)"
07-12-2022 19:21:54.620111,"(2.0, 2.48, 2.3771428571428572)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 28.473684210526315)","(3.7, 5.0, 4.86)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 28.0)","(19.0, 40.0, 33.333333333333336)","(4.2, 5.7, 5.109090909090909)"
07-12-2022 19:21:55.880976,"(2.0, 2.48, 2.42)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 28.473684210526315)","(3.7, 4.9, 4.828571428571429)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 27.892857142857142)","(19.0, 40.0, 34.285714285714285)","(4.2, 5.6, 5.070588235294117)"
07-12-2022 19:21:57.107568,"(2.0, 2.48, 2.448235294117647)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 28.473684210526315)","(3.7, 4.9, 4.763636363636364)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 34.41860465116279)","(4.2, 5.6, 5.06)"
07-12-2022 19:21:58.305234,"(2.0, 2.48, 2.3899999999999997)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 28.473684210526315)","(3.7, 4.9, 4.763636363636364)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 34.41860465116279)","(4.2, 5.6, 5.06)"
07-12-2022 19:21:59.556407,"(2.0, 2.48, 2.454285714285714)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 27.4)","(3.7, 4.9, 4.685714285714286)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 35.2)","(4.2, 5.6, 5.06)"
07-12-2022 19:22:00.688271,"(2.0, 2.48, 2.466666666666667)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 27.4)","(3.7, 4.9, 4.685714285714286)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 35.2)","(4.2, 5.6, 5.06)"
07-12-2022 19:22:01.863898,"(2.0, 2.48, 2.466666666666667)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 27.4)","(3.7, 4.9, 4.685714285714286)","(16.0, 25.0, 21.51063829787234)","(21.0, 32.0, 27.416666666666668)","(19.0, 40.0, 35.2)","(4.2, 5.6, 5.06)"
07-12-2022 19:22:02.939089,"(2.0, 2.48, 2.466666666666667)","(21.0, 27.0, 25.333333333333332)","(15.0, 29.0, 27.4)","(3.7, 4.9, 4.5632653061224495)","(16.0, 25.0, 22.636363636363637)","(21.0, 32.0, 27.454545454545453)","(19.0, 40.0, 35.2)","(4.2, 5.6, 5.06)"
07-12-2022 19:22:04.297397,"(2.0, 2.48, 2.4706976744186044)","(21.0, 26.0, 24.5)","(15.0, 29.0, 27.857142857142858)","(3.7, 4.9, 4.72)","(16.0, 24.0, 22.636363636363637)","(21.0, 32.0, 27.416666666666668)","(19.0, 40.0, 35.2)","(4.2, 5.6, 5.06)"
07-12-2022 19:22:05.609082,"(2.0, 2.48, 2.4706976744186044)","(21.0, 26.0, 24.0)","(15.0, 29.0, 27.857142857142858)","(3.7, 4.8, 4.682352941176471)","(16.0, 24.0, 21.580645161290324)","(21.0, 32.0, 27.416666666666668)","(19.0, 40.0, 35.2)","(4.2, 5.6, 5.06)"
07-12-2022 19:22:06.872661,"(2.0, 2.48, 2.4706976744186044)","(21.0, 26.0, 24.0)","(15.0, 29.0, 27.857142857142858)","(3.7, 4.7, 4.682352941176471)","(16.0, 24.0, 21.580645161290324)","(21.0, 32.0, 27.416666666666668)","(19.0, 40.0, 35.13513513513514)","(4.2, 5.6, 4.871428571428572)"
07-12-2022 19:22:08.333658,"(2.0, 2.48, 2.4706976744186044)","(21.0, 26.0, 23.75)","(15.0, 29.0, 27.857142857142858)","(3.7, 4.7, 4.682352941176471)","(16.0, 24.0, 21.391304347826086)","(21.0, 32.0, 27.416666666666668)","(19.0, 40.0, 35.5)","(4.2, 5.6, 4.863636363636363)"
07-12-2022 19:22:09.769479,"(2.0, 2.48, 2.4706976744186044)","(21.0, 26.0, 23.488372093023255)","(15.0, 29.0, 27.857142857142858)","(3.7, 4.7, 4.6069767441860465)","(16.0, 24.0, 21.391304347826086)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 35.5)","(4.2, 5.6, 5.2250000000000005)"
07-12-2022 19:22:11.124603,"(2.0, 2.48, 2.4706976744186044)","(21.0, 26.0, 23.488372093023255)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.638461538461539)","(16.0, 24.0, 21.391304347826086)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 35.5)","(4.2, 5.4, 5.0360000000000005)"
07-12-2022 19:22:12.547748,"(2.0, 2.48, 2.4699999999999998)","(21.0, 26.0, 23.488372093023255)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.54)","(16.0, 24.0, 21.391304347826086)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 36.0)","(4.2, 5.4, 5.124242424242425)"
07-12-2022 19:22:13.712145,"(2.0, 2.48, 2.448)","(21.0, 26.0, 23.488372093023255)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.54)","(16.0, 24.0, 21.391304347826086)","(21.0, 32.0, 27.657894736842106)","(19.0, 40.0, 36.0)","(4.2, 5.4, 5.221739130434782)"
07-12-2022 19:22:14.799450,"(2.0, 2.5, 2.4233333333333333)","(21.0, 26.0, 23.333333333333332)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.582666666666666)","(16.0, 24.0, 20.071428571428573)","(21.0, 32.0, 27.43103448275862)","(19.0, 40.0, 35.38461538461539)","(4.2, 5.3, 5.044827586206897)"
07-12-2022 19:22:15.899740,"(2.0, 2.5, 2.4514285714285715)","(21.0, 26.0, 23.333333333333332)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.582666666666666)","(16.0, 24.0, 19.57894736842105)","(21.0, 32.0, 27.43103448275862)","(19.0, 40.0, 35.38461538461539)","(4.2, 5.2, 5.154545454545454)"
07-12-2022 19:22:17.205084,"(2.0, 2.5, 2.452777777777778)","(21.0, 26.0, 23.333333333333332)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.582666666666666)","(16.0, 24.0, 19.652173913043477)","(21.0, 32.0, 27.43103448275862)","(19.0, 40.0, 35.38461538461539)","(4.2, 5.2, 5.11)"
07-12-2022 19:22:18.562547,"(2.0, 2.5, 2.464516129032258)","(21.0, 26.0, 23.333333333333332)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.582666666666666)","(16.0, 24.0, 21.57142857142857)","(21.0, 32.0, 27.43103448275862)","(19.0, 40.0, 35.38461538461539)","(4.2, 5.2, 5.127083333333333)"
07-12-2022 19:22:19.719973,"(2.0, 2.5, 2.464516129032258)","(21.0, 26.0, 23.333333333333332)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.521621621621622)","(16.0, 23.0, 20.24137931034483)","(21.0, 32.0, 28.153846153846153)","(19.0, 40.0, 35.38461538461539)","(4.2, 5.2, 5.050000000000001)"
07-12-2022 19:22:20.913342,"(2.0, 2.5, 2.463934426229508)","(21.0, 26.0, 23.28767123287671)","(15.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.521621621621622)","(16.0, 23.0, 19.923076923076923)","(21.0, 30.0, 27.652173913043477)","(19.0, 40.0, 35.38461538461539)","(4.2, 5.2, 4.966666666666667)"
07-12-2022 19:22:22.180176,"(2.0, 2.5, 2.474242424242424)","(21.0, 26.0, 23.28767123287671)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.559574468085106)","(16.0, 23.0, 19.67924528301887)","(21.0, 30.0, 27.789473684210527)","(20.0, 40.0, 35.38461538461539)","(4.2, 5.2, 4.966666666666667)"
07-12-2022 19:22:23.356973,"(2.0, 2.5, 2.4755555555555557)","(21.0, 26.0, 23.28767123287671)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.601492537313433)","(16.0, 23.0, 19.529411764705884)","(21.0, 30.0, 27.517241379310345)","(20.0, 40.0, 35.2)","(4.2, 5.2, 5.050000000000001)"
07-12-2022 19:22:24.543095,"(2.0, 2.5, 2.4755555555555557)","(21.0, 26.0, 23.28767123287671)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.5625)","(21.0, 30.0, 27.306122448979593)","(20.0, 40.0, 35.44303797468354)","(4.2, 5.2, 5.038461538461538)"
07-12-2022 19:22:25.772484,"(2.0, 2.5, 2.4755555555555557)","(21.0, 26.0, 23.28767123287671)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.428571428571427)","(21.0, 30.0, 27.217391304347824)","(20.0, 40.0, 35.2)","(4.2, 5.2, 5.038461538461538)"
07-12-2022 19:22:27.048090,"(2.0, 2.5, 2.480232558139535)","(21.0, 26.0, 23.28767123287671)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.428571428571427)","(21.0, 30.0, 27.217391304347824)","(20.0, 40.0, 35.2)","(4.2, 5.2, 5.125)"
07-12-2022 19:22:28.528306,"(2.05, 2.5, 2.475824175824176)","(20.0, 26.0, 23.28767123287671)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.428571428571427)","(21.0, 30.0, 27.217391304347824)","(21.0, 40.0, 35.44303797468354)","(4.2, 5.2, 5.125)"
07-12-2022 19:22:29.860706,"(2.05, 2.5, 2.475824175824176)","(20.0, 26.0, 23.253012048192772)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.428571428571427)","(21.0, 30.0, 27.217391304347824)","(21.0, 40.0, 35.2)","(4.2, 5.2, 5.038461538461538)"
07-12-2022 19:22:31.216479,"(2.05, 2.5, 2.4770833333333333)","(20.0, 26.0, 23.253012048192772)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.428571428571427)","(21.0, 30.0, 27.217391304347824)","(21.0, 40.0, 35.2)","(4.2, 5.2, 5.038461538461538)"
07-12-2022 19:22:32.412020,"(2.05, 2.5, 2.4813186813186814)","(20.0, 26.0, 23.253012048192772)","(16.0, 29.0, 28.076923076923077)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.296296296296298)","(21.0, 30.0, 27.217391304347824)","(21.0, 40.0, 35.2)","(4.2, 5.2, 5.125)"
07-12-2022 19:22:33.763166,"(2.05, 2.5, 2.4770833333333333)","(20.0, 26.0, 23.14814814814815)","(16.0, 29.0, 27.666666666666668)","(3.7, 4.7, 4.617741935483871)","(16.0, 23.0, 19.296296296296298)","(21.0, 30.0, 27.217391304347824)","(21.0, 40.0, 35.2)","(4.2, 5.2, 5.038461538461538)"
