,Spring Baron,Roy Rip,Dauntless,Zsa Zsa Express,Peta Stop,Coughlin,Candy Kaos,Tiny Sparkle
04-01-2023 13:17:38.949097,"(13.0, 29.0, 19.625)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.655555555555557)","(4.4, 5.8, 5.466666666666667)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.9, 5.128571428571429)","(21.0, 60.0, 32.36363636363636)"
04-01-2023 13:17:39.943753,"(13.0, 29.0, 19.625)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.655555555555557)","(4.4, 5.8, 6.446666666666666)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.9, 5.544444444444444)","(21.0, 60.0, 32.36363636363636)"
04-01-2023 13:17:41.003885,"(13.0, 29.0, 19.625)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.655555555555557)","(4.4, 6.6, 6.472222222222221)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 32.36363636363636)"
04-01-2023 13:17:42.061268,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.25294117647059)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 32.36363636363636)"
04-01-2023 13:17:43.084408,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.6)","(8.0, 16.5, 9.25294117647059)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 32.36363636363636)"
04-01-2023 13:17:44.253812,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.57)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 32.36363636363636)"
04-01-2023 13:17:45.417830,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.57)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 32.36363636363636)"
04-01-2023 13:17:46.505076,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 24.4)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.21)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 50.5)"
04-01-2023 13:17:47.550648,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 50.5)"
04-01-2023 13:17:48.689924,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 50.5)"
04-01-2023 13:17:49.797421,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 51.76923076923077)"
04-01-2023 13:17:50.758517,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 65.0, 51.76923076923077)"
04-01-2023 13:17:51.759916,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 65.0, 51.76923076923077)"
04-01-2023 13:17:52.775581,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 65.0, 56.199999999999996)"
04-01-2023 13:17:53.896223,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:17:54.955660,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:17:55.972731,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.544444444444444)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:17:57.050557,"(13.0, 29.0, 18.642857142857142)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.075000000000001)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:17:58.149751,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:17:59.252111,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:00.298817,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:01.491476,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:02.606448,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:03.609485,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:04.645295,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:05.718238,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:06.876342,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:07.977628,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:09.081884,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:10.119594,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:11.121303,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 56.199999999999996)"
04-01-2023 13:18:12.194905,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 60.0, 40.5625)"
04-01-2023 13:18:13.219522,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 55.0, 47.2)"
04-01-2023 13:18:14.443176,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:15.516695,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 24.4)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:16.677894,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 24.4)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:18.076838,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:19.080153,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:20.194594,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:21.220279,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:22.239505,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 46.888888888888886)"
04-01-2023 13:18:23.318813,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:24.340915,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:25.371173,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:26.403434,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:27.536821,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:28.572543,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:29.598376,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:30.756064,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:31.860098,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:32.976870,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:34.085803,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:35.212040,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:36.222164,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:37.284076,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 47.2)"
04-01-2023 13:18:38.394853,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.023076923076923)","(4.4, 6.6, 6.0)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:39.509401,"(13.0, 27.0, 22.833333333333336)","(17.0, 50.0, 26.0)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 6.640000000000001)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:40.554737,"(13.0, 27.0, 21.0)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.3, 4.4)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:41.628345,"(13.0, 27.0, 21.0)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.3, 4.122222222222223)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:42.684192,"(13.0, 27.0, 21.0)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.122222222222223)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:43.744651,"(13.0, 27.0, 25.375)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:44.762933,"(13.0, 27.0, 21.25)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:45.834858,"(13.0, 27.0, 25.375)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:46.925557,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:48.016619,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:49.127484,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:50.164628,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:51.202493,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:52.232543,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:53.268738,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:54.270190,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:55.297517,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.714285714285714)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:56.392488,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:57.499268,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:58.593878,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:18:59.614334,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:00.845167,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:01.876810,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:02.956850,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:04.001700,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:05.084949,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:06.233360,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:07.377064,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
04-01-2023 13:19:08.490835,"(13.0, 27.0, 20.75)","(17.0, 50.0, 20.923076923076923)","(2.9, 5.5, 4.0120000000000005)","(8.0, 16.5, 9.557142857142857)","(4.4, 6.6, 4.95)","(4.0, 7.2, 5.85)","(5.0, 5.7, 5.166666666666666)","(21.0, 50.0, 36.5)"
