,Scotch And Coke,Whisky Ninja,Tobys Snag,Planet Ruler,Excavator Ticket,Dr Spokes,Dr Delana,My Girl Whizbang
10-01-2023 19:24:44.375603,"(5.5, 8.8, 8.618181818181819)","(6.5, 11.5, 10.266666666666666)","(3.4, 4.8, 4.20625)","(4.0, 6.2, 5.8)","(12.0, 27.0, 18.3)","(10.0, 26.0, 22.77777777777778)","(4.2, 7.2, 6.92)","(31.0, 160.0, 51.5)"
10-01-2023 19:24:45.493485,"(5.5, 8.8, 8.618181818181819)","(6.5, 11.5, 10.266666666666666)","(3.4, 4.8, 4.20625)","(4.0, 6.2, 5.8)","(12.0, 27.0, 18.3)","(10.0, 26.0, 22.77777777777778)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:46.644430,"(5.5, 8.8, 8.618181818181819)","(6.5, 11.5, 10.677777777777777)","(3.4, 4.8, 4.20625)","(4.0, 6.2, 6.134615384615385)","(12.0, 27.0, 18.023809523809526)","(10.0, 26.0, 22.77777777777778)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:47.744150,"(5.5, 8.8, 8.618181818181819)","(6.5, 11.5, 10.677777777777777)","(3.4, 4.8, 4.20625)","(4.0, 6.2, 5.4)","(12.0, 27.0, 15.0)","(10.0, 26.0, 24.1875)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:48.803309,"(5.5, 9.0, 8.485714285714286)","(6.5, 11.0, 9.836363636363636)","(3.4, 4.8, 4.20625)","(4.0, 6.2, 5.4)","(12.0, 25.0, 15.0)","(10.0, 26.0, 18.266666666666666)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:49.847668,"(5.5, 9.0, 8.485714285714286)","(6.5, 10.5, 9.9)","(3.4, 4.7, 4.1)","(4.0, 6.2, 5.88)","(12.0, 25.0, 13.857142857142858)","(10.0, 26.0, 20.090909090909093)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:50.920069,"(5.5, 9.0, 8.485714285714286)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.225)","(4.0, 6.2, 5.88)","(12.0, 25.0, 13.857142857142858)","(10.0, 25.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:52.016657,"(5.5, 9.0, 8.485714285714286)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.225)","(4.0, 6.2, 5.4)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:53.127191,"(5.5, 9.0, 8.485714285714286)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.0)","(4.0, 6.2, 6.127272727272727)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:54.197029,"(5.5, 9.0, 8.485714285714286)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.0)","(4.0, 6.2, 6.127272727272727)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:55.224199,"(5.5, 9.0, 8.371428571428572)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.0)","(4.0, 6.2, 6.127272727272727)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:56.275217,"(5.5, 9.0, 7.666666666666667)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.0)","(4.0, 6.2, 6.127272727272727)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:57.366130,"(5.5, 9.0, 7.666666666666667)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.0)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:58.436612,"(5.5, 9.0, 7.666666666666667)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.0)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:24:59.450567,"(5.5, 9.0, 7.666666666666667)","(6.5, 10.5, 9.9)","(3.4, 4.6, 4.0)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:25:00.461540,"(5.5, 9.0, 7.666666666666667)","(6.5, 10.5, 9.9)","(3.4, 4.6, 3.96)","(4.0, 6.2, 5.825)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:25:01.523548,"(5.5, 9.0, 8.657142857142857)","(6.5, 10.5, 9.9)","(3.4, 4.6, 3.96)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 13.857142857142858)","(10.0, 23.0, 21.5625)","(4.2, 7.2, 6.92)","(31.0, 160.0, 49.77777777777778)"
10-01-2023 19:25:02.577705,"(5.5, 9.0, 8.657142857142857)","(6.5, 10.5, 9.9)","(3.4, 4.6, 3.96)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 15.823529411764707)","(10.0, 23.0, 20.525)","(4.2, 7.2, 6.335)","(31.0, 160.0, 90.28571428571428)"
10-01-2023 19:25:03.675544,"(5.5, 9.0, 8.885714285714286)","(6.5, 10.0, 9.45)","(3.4, 4.6, 3.96)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 18.807692307692307)","(10.0, 21.0, 18.75)","(4.2, 7.0, 6.152380952380952)","(31.0, 160.0, 74.18181818181819)"
10-01-2023 19:25:04.789134,"(5.5, 9.0, 8.885714285714286)","(6.5, 9.8, 9.600000000000001)","(3.4, 4.6, 3.96)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 22.484375)","(10.0, 21.0, 16.8)","(4.2, 6.8, 5.542)","(31.0, 160.0, 104.47058823529412)"
10-01-2023 19:25:05.822262,"(5.5, 9.0, 8.885714285714286)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 3.96)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 21.065789473684212)","(10.0, 21.0, 17.857142857142858)","(4.2, 6.8, 5.542)","(31.0, 160.0, 93.71428571428572)"
10-01-2023 19:25:06.874412,"(5.5, 9.0, 8.885714285714286)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.371428571428571)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 21.065789473684212)","(10.0, 20.0, 18.125)","(4.2, 6.8, 6.0285714285714285)","(31.0, 160.0, 99.19999999999999)"
10-01-2023 19:25:07.957436,"(5.5, 9.0, 8.85)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.371428571428571)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 21.065789473684212)","(10.0, 20.0, 15.5)","(4.2, 6.6, 5.9125)","(31.0, 160.0, 104.0)"
10-01-2023 19:25:09.038054,"(5.5, 9.0, 8.85)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.5)","(4.0, 6.2, 6.054545454545455)","(12.0, 25.0, 15.818181818181818)","(10.0, 20.0, 17.333333333333332)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 104.0)"
10-01-2023 19:25:10.126213,"(5.5, 9.0, 8.85)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.5)","(4.0, 6.2, 6.054545454545455)","(12.0, 16.5, 21.24074074074074)","(10.0, 19.5, 18.416666666666664)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 104.0)"
10-01-2023 19:25:11.234085,"(5.5, 9.0, 8.85)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.5)","(4.0, 6.2, 6.054545454545455)","(12.0, 23.0, 19.61111111111111)","(10.0, 19.5, 15.708333333333332)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:12.356531,"(5.5, 9.0, 8.25)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.5)","(4.0, 6.2, 6.054545454545455)","(12.0, 21.0, 19.0)","(10.0, 19.5, 17.8)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:13.523157,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 19.5, 18.083333333333336)","(10.0, 19.0, 17.8)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:14.858578,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 18.5, 17.166666666666668)","(10.0, 19.0, 17.88888888888889)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:16.094872,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.5, 16.25)","(10.0, 18.5, 17.88888888888889)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:17.430267,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 16.5, 17.32608695652174)","(10.0, 18.5, 15.2)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:18.535236,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.5, 16.35185185185185)","(10.0, 18.5, 17.444444444444443)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:19.651519,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:20.763972,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:21.906839,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:23.022574,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 6.0285714285714285)","(31.0, 160.0, 117.33333333333333)"
10-01-2023 19:25:24.099069,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 62.22222222222222)"
10-01-2023 19:25:25.183069,"(5.5, 9.0, 8.333333333333334)","(6.5, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 113.6842105263158)"
10-01-2023 19:25:26.315243,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 6.054545454545455)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 113.6842105263158)"
10-01-2023 19:25:27.428084,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.2, 4.9111111111111105)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 113.6842105263158)"
10-01-2023 19:25:28.572111,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 6.0, 5.019354838709678)","(12.0, 17.0, 16.35185185185185)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 113.6842105263158)"
10-01-2023 19:25:29.728048,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 5.9, 5.064285714285714)","(12.0, 17.0, 15.970588235294118)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 113.6842105263158)"
10-01-2023 19:25:30.881389,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 5.9, 4.783098591549296)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 141.66666666666669)"
10-01-2023 19:25:31.934603,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 5.9, 4.783098591549296)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 150.0, 110.5)"
10-01-2023 19:25:32.939420,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 5.9, 4.783098591549296)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:33.989192,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 5.9, 4.783098591549296)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:35.064851,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 5.9, 4.783098591549296)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:36.182296,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.944444444444445)","(3.4, 4.6, 4.35)","(4.0, 5.9, 5.6)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:37.263502,"(5.5, 9.0, 8.333333333333334)","(6.0, 10.5, 9.59090909090909)","(3.4, 4.6, 4.35)","(4.0, 5.7, 5.6)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:38.379081,"(5.5, 9.0, 8.083333333333334)","(6.0, 10.5, 9.25)","(3.4, 4.6, 4.35)","(4.0, 5.7, 5.333333333333333)","(12.0, 17.0, 16.07894736842105)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.966666666666667)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:39.426882,"(5.5, 9.0, 8.083333333333334)","(6.0, 10.0, 9.75)","(3.4, 4.6, 4.35)","(4.0, 5.7, 5.333333333333333)","(12.0, 17.0, 15.333333333333334)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.75)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:40.482386,"(5.5, 9.0, 8.083333333333334)","(6.0, 10.0, 9.076923076923077)","(3.4, 4.6, 4.35)","(4.0, 5.7, 5.333333333333333)","(12.0, 17.0, 15.333333333333334)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.719047619047619)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:41.534021,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3)","(3.4, 4.6, 4.35)","(4.0, 5.7, 5.333333333333333)","(12.0, 17.0, 16.18181818181818)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.719047619047619)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:42.616873,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.244444444444444)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.7, 5.333333333333333)","(12.0, 17.0, 16.689655172413794)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.388888888888888)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:43.711106,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.7, 5.078260869565217)","(12.0, 17.0, 16.689655172413794)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.388888888888888)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:44.758854,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.7, 5.078260869565217)","(12.0, 17.0, 16.689655172413794)","(10.0, 18.0, 17.444444444444443)","(4.2, 6.4, 5.388888888888888)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:45.783520,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.7, 5.078260869565217)","(12.0, 17.0, 16.689655172413794)","(10.0, 18.0, 16.333333333333332)","(4.2, 6.4, 5.747058823529412)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:46.818367,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.7, 5.078260869565217)","(12.0, 17.0, 16.689655172413794)","(10.0, 18.0, 16.333333333333332)","(4.2, 6.2, 5.918181818181818)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:47.823817,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.7, 5.078260869565217)","(12.0, 17.0, 16.689655172413794)","(10.0, 18.0, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:48.876679,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.689655172413794)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:49.944053,"(5.5, 9.0, 8.083333333333334)","(6.0, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:51.025712,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:52.096429,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:53.130948,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:54.181467,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:55.245083,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:56.344572,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 110.5)"
10-01-2023 19:25:57.473525,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 8.3625)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:58.643265,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.8, 9.436363636363637)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:25:59.746768,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.4, 9.10909090909091)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:00.854743,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.4, 9.10909090909091)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 116.0)"
10-01-2023 19:26:01.935392,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.4, 9.10909090909091)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:02.991368,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.4, 9.10909090909091)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:04.120996,"(5.5, 9.0, 8.083333333333334)","(6.5, 9.4, 8.7)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 5.509090909090909)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:05.226045,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.7)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.6, 4.7384615384615385)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:06.381927,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.7)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.5, 5.133333333333334)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:07.453627,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.42608695652174)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.4, 5.133333333333334)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:08.536912,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.42608695652174)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.4, 5.133333333333334)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 112.85714285714286)"
10-01-2023 19:26:09.611579,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.42608695652174)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.4, 5.133333333333334)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 87.3076923076923)"
10-01-2023 19:26:10.732607,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.42608695652174)","(3.4, 4.6, 4.16578947368421)","(4.0, 5.4, 4.947826086956522)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 87.3076923076923)"
10-01-2023 19:26:11.848999,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.42608695652174)","(3.4, 4.6, 4.15)","(4.0, 5.4, 4.947826086956522)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 87.3076923076923)"
10-01-2023 19:26:13.024915,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.42608695652174)","(3.4, 4.6, 4.15)","(4.0, 5.4, 4.7379310344827585)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 107.5)"
10-01-2023 19:26:14.188291,"(5.5, 8.8, 8.088888888888889)","(6.5, 9.4, 8.42608695652174)","(3.4, 4.6, 4.15)","(4.0, 5.4, 4.7379310344827585)","(12.0, 17.0, 16.608695652173914)","(10.0, 17.5, 17.0)","(4.2, 6.0, 5.7)","(31.0, 160.0, 107.5)"
