,Scotch And Coke,Whisky Ninja,Tobys Snag,Planet Ruler,Excavator Ticket,Dr Spokes,Dr Delana,My Girl Whizbang
10-01-2023 19:15:46.184639,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 20.03846153846154)","(10.0, 24.0, 20.210526315789473)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 129.5)"
10-01-2023 19:15:47.734265,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 20.03846153846154)","(10.0, 24.0, 20.210526315789473)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 129.5)"
10-01-2023 19:15:49.283640,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.533333333333335)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:15:50.707275,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.533333333333335)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:15:52.109285,"(5.5, 10.5, 6.449999999999999)","(6.5, 12.0, 7.949999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:15:53.562243,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:15:54.924278,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:15:56.380529,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:15:57.772969,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:15:59.189552,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:00.599772,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:01.925071,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:03.367797,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:04.841831,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.2287878787878785)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:06.243727,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.6, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:07.517169,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:08.757061,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:10.193604,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:11.675992,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:13.068507,"(5.5, 10.5, 6.449999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.923809523809524)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:14.688554,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.307575757575758)","(12.0, 26.0, 16.0)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.2444444444444445)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:16.217244,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.7, 5.089534883720931)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.2444444444444445)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:16:17.625102,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.9, 5.089534883720931)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.2, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:19.013205,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.9, 5.089534883720931)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:20.393280,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.9, 5.089534883720931)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:21.663171,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.9, 5.089534883720931)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:22.953837,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.9, 5.089534883720931)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 14.399999999999999)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:24.540916,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.9, 5.089534883720931)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:25.945381,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 5.9, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:27.272714,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:28.874080,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:30.401794,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:31.670609,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:33.059824,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:34.468288,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:35.817917,"(5.5, 10.5, 9.910714285714285)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.407407407407407)","(31.0, 230.0, 83.0909090909091)"
10-01-2023 19:16:37.287684,"(5.5, 10.5, 6.074999999999999)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 6.675)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:38.625335,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 6.675)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:40.006950,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:41.710709,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 13.368421052631579)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:43.432617,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:44.828553,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:46.168757,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:47.482379,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:48.791941,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:50.023403,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:51.321548,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:52.678611,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:54.057648,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:55.381015,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:56.608685,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:57.804663,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:16:59.177786,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.060869565217391)","(31.0, 230.0, 78.5)"
10-01-2023 19:17:00.408124,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:01.579578,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:02.678339,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 19.541666666666668)","(10.0, 24.0, 20.210526315789473)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 129.5)"
10-01-2023 19:17:03.932435,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 19.541666666666668)","(10.0, 24.0, 20.210526315789473)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 129.5)"
10-01-2023 19:17:05.181130,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 19.541666666666668)","(10.0, 24.0, 20.210526315789473)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 129.5)"
10-01-2023 19:17:06.505685,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 19.541666666666668)","(10.0, 24.0, 20.210526315789473)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 129.5)"
10-01-2023 19:17:07.721447,"(5.5, 10.5, 9.942857142857143)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:08.929431,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:10.153448,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:11.304285,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:12.365871,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:13.423132,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 4.857142857142857)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:14.546861,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:15.628195,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:16.711038,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:17.773909,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:18.938713,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:20.025108,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 15.09090909090909)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:21.157586,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 26.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:22.281334,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 25.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:23.370731,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 25.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:24.475840,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 25.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:25.516968,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 25.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:26.574208,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 25.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:27.740309,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 25.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
10-01-2023 19:17:28.936873,"(5.5, 11.0, 10.389285714285714)","(6.5, 11.5, 7.824999999999999)","(3.4, 5.6, 4.338636363636364)","(4.0, 6.0, 5.543939393939394)","(12.0, 25.0, 16.25)","(10.0, 24.0, 19.392000000000003)","(4.2, 7.6, 5.384615384615384)","(31.0, 230.0, 100.78571428571429)"
