,Peak Contributer,Battle Award,Bin Chicken,Coudreau,Hello Carol,Howling Victory,Lambeau Leap,Little Complicated,Sherman,Trianon
08-01-2023 12:48:06.670945,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:07.904966,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:09.149410,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:10.422056,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:11.725309,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:12.969099,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:14.209956,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:15.395264,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:16.542873,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:17.724637,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:18.962308,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:20.183714,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:21.444666,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:22.656953,"(3.7, 6.0, 5.883333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:23.881590,"(3.7, 6.0, 5.57)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:25.128617,"(3.7, 6.0, 4.805555555555555)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:26.354134,"(3.7, 6.0, 4.805555555555555)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:27.622744,"(3.7, 6.0, 4.805555555555555)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:28.881004,"(3.7, 6.0, 4.805555555555555)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:30.161429,"(3.7, 6.0, 4.805555555555555)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.707317073170732)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:31.422381,"(3.7, 5.9, 4.533333333333333)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.707317073170732)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:32.649567,"(3.7, 5.9, 5.172727272727273)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.707317073170732)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:33.880252,"(3.7, 5.9, 5.172727272727273)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.707317073170732)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:35.122041,"(3.7, 5.9, 5.172727272727273)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:36.412228,"(3.7, 5.9, 5.172727272727273)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:37.676218,"(3.7, 5.8, 4.923076923076923)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:38.938409,"(3.7, 5.8, 4.923076923076923)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:40.134362,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:41.377413,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:42.587252,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:43.817811,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:45.029614,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:46.337887,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:47.624342,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:48.889343,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:50.092328,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:51.267789,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:52.422767,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:53.679707,"(3.7, 5.8, 5.109090909090909)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:54.961115,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:56.210318,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:57.386383,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:58.569915,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:48:59.760361,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:00.971036,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7095238095238097)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:02.189372,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:03.404191,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:04.660942,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:05.946794,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 15.9)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:07.224057,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.5)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:08.525648,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 14.5)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:09.763541,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 14.5)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:11.123883,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 14.5)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:12.450524,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 14.5)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:13.732886,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 14.5)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:15.035030,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 14.5)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7155555555555555)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:16.282167,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.707317073170732)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:17.560138,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.707317073170732)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:18.829590,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.707317073170732)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:20.112226,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:21.329212,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:22.597938,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:23.858766,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:25.127635,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 16.785714285714285)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:26.375961,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.576923076923077)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:27.581638,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.576923076923077)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:28.796850,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.576923076923077)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:30.014102,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.576923076923077)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:31.236417,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.576923076923077)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.776734693877551)","(101.0, 220.0, 157.5)","(101.0, 220.0, 146.66666666666666)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:32.527264,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.576923076923077)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7770854271356784)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
08-01-2023 12:49:33.789940,"(3.7, 5.8, 5.377777777777778)","(12.0, 18.5, 17.576923076923077)","(101.0, 220.0, 157.5)","(5.0, 8.2, 6.949999999999999)","(10.0, 20.0, 14.75)","(2.3, 2.8, 2.7770854271356784)","(101.0, 220.0, 157.5)","(101.0, 220.0, 212.0)","(81.0, 220.0, 162.0)","(5.5, 9.8, 8.0)"
