,Wild Charlie,Todds Express,Commander Beven,Dixie Diner,Sick Bubblegum,Victoria Belle,Joyful Juggler,Bowser Boy
12-01-2023 18:53:21.951788,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 16.5, 14.833333333333334)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:23.161615,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 16.5, 14.833333333333334)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:24.425799,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 16.5, 14.833333333333334)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:25.621718,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.71625)","(18.0, 42.0, 40.857142857142854)","(8.0, 16.5, 14.833333333333334)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:26.763116,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.71625)","(18.0, 42.0, 40.857142857142854)","(8.0, 16.5, 13.75)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:27.951417,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.71625)","(18.0, 42.0, 40.857142857142854)","(8.0, 16.0, 13.75)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:29.111990,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.71625)","(18.0, 42.0, 40.857142857142854)","(8.0, 16.0, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:30.351174,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.71625)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:31.538069,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.7433333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:32.862902,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.7433333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:33.984442,"(17.0, 70.0, 67.71428571428571)","(9.0, 17.0, 16.7)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.76, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.237142857142857)"
12-01-2023 18:53:35.247437,"(17.0, 70.0, 58.647058823529406)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.77, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.237142857142857)"
12-01-2023 18:53:36.601572,"(17.0, 65.0, 58.647058823529406)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.77, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.237142857142857)"
12-01-2023 18:53:37.772274,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.77, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.237142857142857)"
12-01-2023 18:53:38.942354,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.77, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.237142857142857)"
12-01-2023 18:53:40.032507,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.77, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.237142857142857)"
12-01-2023 18:53:41.186225,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.428571428571429)","(1.65, 1.77, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.237142857142857)"
12-01-2023 18:53:42.342112,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 14.0, 11.3)","(1.65, 1.77, 1.7166666666666666)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:43.441425,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 13.071428571428571)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:44.511979,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 12.5)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:45.602179,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.5)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:46.670994,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.5)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:47.711976,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.5)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:48.715625,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 10.928571428571429)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:49.873984,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 10.928571428571429)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36060606060606)"
12-01-2023 18:53:50.923462,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 10.928571428571429)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 10.9)"
12-01-2023 18:53:52.040513,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.080645161290322)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.15)"
12-01-2023 18:53:53.122105,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.080645161290322)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36)"
12-01-2023 18:53:54.262827,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.080645161290322)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36)"
12-01-2023 18:53:55.331933,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.080645161290322)","(1.65, 1.77, 1.7146153846153847)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36)"
12-01-2023 18:53:56.465243,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.080645161290322)","(1.65, 1.77, 1.7692391304347825)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36)"
12-01-2023 18:53:57.568860,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 11.080645161290322)","(1.65, 1.77, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36)"
12-01-2023 18:53:58.661074,"(17.0, 65.0, 55.55)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.207692307692309)"
12-01-2023 18:53:59.778411,"(17.0, 65.0, 55.05263157894737)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.923076923076923)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.207692307692309)"
12-01-2023 18:54:00.958403,"(17.0, 65.0, 55.05263157894737)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.207692307692309)"
12-01-2023 18:54:02.100571,"(17.0, 65.0, 55.05263157894737)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.373333333333333)"
12-01-2023 18:54:03.271592,"(17.0, 65.0, 55.05263157894737)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.373333333333333)"
12-01-2023 18:54:04.401665,"(17.0, 65.0, 55.05263157894737)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.16)"
12-01-2023 18:54:05.524287,"(17.0, 65.0, 55.05263157894737)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.16)"
12-01-2023 18:54:06.649878,"(17.0, 65.0, 55.05263157894737)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.16)"
12-01-2023 18:54:07.751676,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.16)"
12-01-2023 18:54:08.817481,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36923076923077)"
12-01-2023 18:54:09.959551,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7644444444444445)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36923076923077)"
12-01-2023 18:54:11.121655,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7776923076923077)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36923076923077)"
12-01-2023 18:54:12.330026,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7776923076923077)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36923076923077)"
12-01-2023 18:54:13.520714,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7776923076923077)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36923076923077)"
12-01-2023 18:54:14.751310,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.36923076923077)"
12-01-2023 18:54:15.997834,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:17.315582,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:18.586758,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:19.771581,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:20.971635,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:22.201310,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:23.321402,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:24.513283,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:25.643681,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:26.711278,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:27.821282,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7782795698924732)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.345454545454546)"
12-01-2023 18:54:28.961281,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.2)"
12-01-2023 18:54:30.061071,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.2)"
12-01-2023 18:54:31.242008,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:32.381102,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:33.541012,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:34.664146,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:35.868132,"(17.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.0, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:37.113364,"(18.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:38.263425,"(18.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:39.329731,"(18.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7333333333333334)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.5, 14.166666666666666)","(5.5, 11.5, 11.379999999999999)"
12-01-2023 18:54:40.351785,"(18.0, 65.0, 57.73076923076923)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 33.6)","(8.0, 13.5, 10.983870967741936)","(1.65, 1.78, 1.7672727272727273)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.5, 12.166666666666666)","(5.5, 11.5, 10.826086956521738)"
12-01-2023 18:54:41.485761,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 31.5)","(8.0, 13.0, 12.0625)","(1.65, 1.78, 1.782)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.5, 13.25)","(5.5, 11.0, 10.826086956521738)"
12-01-2023 18:54:42.552057,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 34.05882352941177)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.785294117647059)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 11.0, 11.357142857142858)"
12-01-2023 18:54:43.515162,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.785294117647059)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 11.5, 11.979166666666666)"
12-01-2023 18:54:44.698969,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 12.5, 11.875)"
12-01-2023 18:54:45.687568,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 12.5, 11.875)"
12-01-2023 18:54:46.712082,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 12.5, 11.875)"
12-01-2023 18:54:47.843517,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 12.5, 11.875)"
12-01-2023 18:54:48.891992,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 12.5, 11.875)"
12-01-2023 18:54:50.007971,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.25)","(5.5, 12.5, 11.875)"
12-01-2023 18:54:51.102609,"(18.0, 65.0, 53.333333333333336)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.541666666666666)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 15.0, 13.5)","(5.5, 12.5, 11.875)"
12-01-2023 18:54:52.210775,"(18.0, 65.0, 57.04545454545455)","(9.0, 17.0, 16.653846153846153)","(21.0, 42.0, 30.545454545454547)","(8.0, 13.0, 11.068181818181818)","(1.65, 1.79, 1.729047619047619)","(18.0, 42.0, 40.857142857142854)","(8.5, 14.5, 13.5)","(5.5, 12.5, 11.875)"
