,Tiggerlong Flyer,Six Speed Manual,Shadow Riot,Kanji Yield,Aston Lira,High Tribe Rico,Black Compass,Selynya Obi
14-12-2022 19:46:58.867716,"(11.0, 32.0, 16.6875)","(18.0, 60.0, 48.68421052631579)","(2.0, 2.74, 2.625714285714286)","(26.0, 95.0, 71.5625)","(3.1, 5.0, 4.076923076923077)","(5.0, 9.4, 7.4)","(11.0, 24.0, 13.676470588235293)","(31.0, 120.0, 96.0)"
14-12-2022 19:46:59.985467,"(11.0, 32.0, 16.6875)","(18.0, 60.0, 48.68421052631579)","(2.0, 2.74, 2.625714285714286)","(26.0, 95.0, 71.5625)","(3.1, 5.0, 4.076923076923077)","(5.0, 9.4, 7.4)","(11.0, 24.0, 13.676470588235293)","(31.0, 120.0, 96.0)"
14-12-2022 19:47:01.133591,"(11.0, 32.0, 16.6875)","(18.0, 60.0, 48.68421052631579)","(2.0, 2.74, 2.625714285714286)","(26.0, 95.0, 71.5625)","(3.1, 5.0, 4.076923076923077)","(5.0, 9.4, 7.4)","(11.0, 24.0, 13.676470588235293)","(31.0, 120.0, 96.0)"
14-12-2022 19:47:02.211394,"(11.0, 30.0, 19.666666666666668)","(18.0, 55.0, 50.25)","(2.0, 2.72, 2.706060606060606)","(26.0, 90.0, 67.66666666666666)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 8.566666666666666)","(11.0, 23.0, 20.5)","(31.0, 110.0, 54.66666666666667)"
14-12-2022 19:47:03.518495,"(11.0, 30.0, 19.666666666666668)","(18.0, 55.0, 50.25)","(2.0, 2.72, 2.7095238095238097)","(26.0, 90.0, 76.6)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 8.566666666666666)","(11.0, 23.0, 20.5)","(31.0, 110.0, 54.66666666666667)"
14-12-2022 19:47:04.830172,"(11.0, 30.0, 19.666666666666668)","(18.0, 55.0, 50.25)","(2.0, 2.72, 2.7095238095238097)","(26.0, 90.0, 73.75)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 7.127272727272727)","(11.0, 23.0, 20.5)","(31.0, 110.0, 54.66666666666667)"
14-12-2022 19:47:05.921819,"(11.0, 30.0, 27.785714285714285)","(18.0, 55.0, 48.18181818181819)","(2.0, 2.72, 2.7095238095238097)","(26.0, 90.0, 73.75)","(3.1, 4.8, 4.75)","(5.0, 9.2, 7.127272727272727)","(11.0, 23.0, 15.045454545454547)","(31.0, 110.0, 54.66666666666667)"
14-12-2022 19:47:06.982167,"(11.0, 30.0, 27.785714285714285)","(18.0, 55.0, 48.18181818181819)","(2.0, 2.72, 2.7095238095238097)","(26.0, 90.0, 73.75)","(3.1, 5.0, 4.076923076923077)","(5.0, 9.2, 7.127272727272727)","(11.0, 23.0, 18.9)","(31.0, 110.0, 82.33333333333333)"
14-12-2022 19:47:08.172338,"(11.0, 28.0, 26.142857142857142)","(18.0, 55.0, 44.583333333333336)","(2.0, 2.6, 2.5357142857142856)","(26.0, 90.0, 46.66666666666667)","(3.1, 5.0, 4.076923076923077)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 110.0, 82.33333333333333)"
14-12-2022 19:47:09.224710,"(11.0, 28.0, 26.555555555555557)","(18.0, 55.0, 44.583333333333336)","(2.0, 2.6, 2.5357142857142856)","(26.0, 90.0, 46.66666666666667)","(3.1, 5.0, 4.076923076923077)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 110.0, 82.33333333333333)"
14-12-2022 19:47:10.308938,"(11.0, 28.0, 26.555555555555557)","(18.0, 55.0, 44.583333333333336)","(2.0, 2.6, 2.5357142857142856)","(26.0, 90.0, 46.66666666666667)","(3.1, 5.0, 4.574999999999999)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 110.0, 82.33333333333333)"
14-12-2022 19:47:11.474359,"(11.0, 28.0, 26.555555555555557)","(18.0, 55.0, 44.583333333333336)","(2.0, 2.6, 2.5357142857142856)","(26.0, 90.0, 46.66666666666667)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 110.0, 82.33333333333333)"
14-12-2022 19:47:12.727262,"(11.0, 28.0, 26.555555555555557)","(18.0, 55.0, 44.583333333333336)","(2.0, 2.6, 2.5300000000000002)","(26.0, 90.0, 66.25)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 110.0, 82.33333333333333)"
14-12-2022 19:47:13.899005,"(11.0, 28.0, 26.555555555555557)","(18.0, 55.0, 43.970588235294116)","(2.0, 2.6, 2.5300000000000002)","(26.0, 80.0, 66.25)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 110.0, 82.33333333333333)"
14-12-2022 19:47:15.061501,"(11.0, 28.0, 26.555555555555557)","(18.0, 55.0, 43.970588235294116)","(2.0, 2.6, 2.5300000000000002)","(26.0, 80.0, 66.25)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 110.0, 129.72727272727275)"
14-12-2022 19:47:16.218254,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 41.964285714285715)","(2.0, 2.6, 2.5300000000000002)","(26.0, 80.0, 75.5)","(3.1, 4.8, 4.574999999999999)","(5.0, 9.2, 7.127272727272727)","(11.0, 21.0, 18.9)","(31.0, 140.0, 129.72727272727275)"
14-12-2022 19:47:17.367612,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 42.83333333333333)","(2.0, 2.58, 2.4355555555555557)","(26.0, 80.0, 75.5)","(3.1, 5.3, 5.012499999999999)","(5.0, 10.0, 9.233333333333334)","(11.0, 20.0, 15.928571428571429)","(31.0, 140.0, 129.72727272727275)"
14-12-2022 19:47:18.507157,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.58, 2.5380000000000003)","(26.0, 80.0, 75.5)","(3.1, 5.3, 4.609999999999999)","(5.0, 10.0, 8.275)","(11.0, 19.5, 17.7)","(31.0, 140.0, 129.72727272727275)"
14-12-2022 19:47:19.559265,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.5380000000000003)","(26.0, 80.0, 75.5)","(3.1, 5.3, 4.609999999999999)","(5.0, 10.0, 8.275)","(11.0, 19.5, 17.7)","(31.0, 140.0, 129.72727272727275)"
14-12-2022 19:47:20.632415,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.5380000000000003)","(26.0, 80.0, 75.5)","(3.1, 5.3, 4.609999999999999)","(5.0, 10.0, 8.275)","(11.0, 19.5, 17.7)","(31.0, 140.0, 129.72727272727275)"
14-12-2022 19:47:21.724205,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.516)","(26.0, 80.0, 75.5)","(3.1, 5.3, 5.012499999999999)","(5.0, 10.0, 9.233333333333334)","(11.0, 19.5, 17.7)","(31.0, 140.0, 129.72727272727275)"
14-12-2022 19:47:22.870933,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.516)","(26.0, 80.0, 75.5)","(3.1, 5.3, 4.609999999999999)","(5.0, 10.0, 9.1375)","(11.0, 19.5, 17.7)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:23.940119,"(11.0, 28.0, 26.285714285714285)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.537777777777778)","(26.0, 80.0, 75.5)","(3.1, 5.3, 4.609999999999999)","(5.0, 10.0, 9.448)","(11.0, 19.5, 18.9)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:25.046268,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.537777777777778)","(26.0, 80.0, 75.5)","(3.1, 5.3, 4.609999999999999)","(5.0, 10.0, 9.448)","(11.0, 21.0, 18.9)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:26.223761,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.537777777777778)","(26.0, 80.0, 75.5)","(3.1, 5.3, 5.074999999999999)","(5.0, 10.0, 9.8)","(11.0, 21.0, 18.9)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:27.411896,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.5300000000000002)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 5.025)","(5.0, 10.0, 9.8)","(11.0, 21.0, 18.9)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:28.633379,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.5300000000000002)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 4.64)","(5.0, 10.0, 9.035714285714286)","(11.0, 21.0, 15.928571428571429)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:29.747578,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.4828571428571427)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 4.64)","(5.0, 10.0, 9.035714285714286)","(11.0, 20.0, 17.7)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:30.857588,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.44)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 4.64)","(5.0, 10.0, 9.035714285714286)","(11.0, 19.5, 17.7)","(31.0, 140.0, 126.125)"
14-12-2022 19:47:31.973664,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 44.26470588235294)","(2.0, 2.56, 2.44)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 5.025)","(5.0, 10.0, 9.625)","(11.0, 19.5, 17.7)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:33.053576,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 37.0)","(2.0, 2.56, 2.44)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 4.64)","(5.0, 10.0, 9.625)","(11.0, 19.5, 18.555555555555557)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:34.051940,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.56, 2.4914285714285715)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 4.64)","(5.0, 10.0, 8.3125)","(11.0, 19.5, 14.125)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:35.150768,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.56, 2.4914285714285715)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.3, 4.64)","(5.0, 10.0, 8.3125)","(11.0, 22.0, 14.125)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:36.290576,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.56, 2.4914285714285715)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.1, 4.85)","(5.0, 10.0, 8.3125)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:37.388115,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.56, 2.453333333333333)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.1, 4.85)","(5.0, 10.0, 9.25)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:38.529443,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.56, 2.4836363636363634)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.1, 4.85)","(5.0, 10.0, 9.25)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:39.782638,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.56, 2.466153846153846)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 8.620000000000001)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:41.043312,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.54, 2.466153846153846)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 8.620000000000001)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:42.258701,"(11.0, 28.0, 26.42857142857143)","(18.0, 55.0, 43.75)","(2.0, 2.54, 2.48)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 9.425)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:43.444232,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.5044444444444443)","(26.0, 80.0, 72.28571428571428)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 8.620000000000001)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:44.613776,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.4966666666666666)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 8.620000000000001)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:45.788069,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.4966666666666666)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 8.875)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:46.947752,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.4966666666666666)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 9.266666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:48.152359,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.48)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 9.266666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:49.255771,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.48)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 9.266666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 115.33333333333334)"
14-12-2022 19:47:50.398809,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.48)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.223076923076923)","(5.0, 10.0, 9.266666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 108.57142857142857)"
14-12-2022 19:47:51.477272,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.4299999999999997)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.8625)","(5.0, 10.0, 8.35)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:47:52.510562,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.52, 2.4299999999999997)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 4.8625)","(5.0, 10.0, 9.12)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:47:53.586882,"(11.0, 26.0, 24.714285714285715)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.44)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.1, 5.442857142857143)","(5.0, 10.0, 9.385714285714286)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:47:54.582718,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.3899999999999997)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.8, 5.442857142857143)","(5.0, 10.0, 9.385714285714286)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:47:55.634662,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.3899999999999997)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 5.5285714285714285)","(5.0, 10.0, 9.385714285714286)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:47:56.803815,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.466666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 5.033333333333333)","(5.0, 10.0, 9.385714285714286)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:47:57.881422,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.466666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 5.033333333333333)","(5.0, 10.0, 9.07857142857143)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:47:59.158473,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.466666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 5.033333333333333)","(5.0, 10.0, 8.3875)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:00.381127,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.38)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 5.5285714285714285)","(5.0, 10.0, 9.266666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:01.618833,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.4633333333333334)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 5.15)","(5.0, 10.0, 8.35)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:02.869077,"(11.0, 26.0, 24.857142857142858)","(18.0, 55.0, 43.75)","(2.0, 2.5, 2.3386206896551722)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 5.15)","(5.0, 10.0, 8.35)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:04.126191,"(11.0, 26.0, 24.92857142857143)","(18.0, 55.0, 42.32142857142857)","(2.0, 2.62, 2.48)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.275)","(5.0, 10.0, 8.35)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:05.253093,"(11.0, 26.0, 25.0)","(18.0, 55.0, 42.32142857142857)","(2.0, 2.6, 2.48)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.275)","(5.0, 10.0, 9.661538461538461)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:06.322807,"(11.0, 26.0, 25.0)","(18.0, 55.0, 42.32142857142857)","(2.0, 2.6, 2.3449999999999998)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.275)","(5.0, 10.0, 9.661538461538461)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:07.407313,"(11.0, 26.0, 25.0)","(18.0, 55.0, 42.32142857142857)","(2.0, 2.6, 2.3449999999999998)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.275)","(5.0, 10.0, 9.12)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:08.467388,"(11.0, 26.0, 25.0)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.828125)","(5.0, 10.0, 9.12)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:09.455557,"(11.0, 26.0, 25.0)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.828125)","(5.0, 10.0, 9.12)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:10.524731,"(11.0, 26.0, 25.0)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.7)","(5.0, 10.0, 9.661538461538461)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:11.956458,"(11.0, 26.0, 25.0)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.4299999999999997)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.7)","(5.0, 10.0, 9.661538461538461)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:13.115269,"(11.0, 26.0, 25.0)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.4299999999999997)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.7)","(5.0, 10.0, 8.566666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:14.608153,"(11.0, 26.0, 25.0)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.7)","(5.0, 10.0, 8.566666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:15.650727,"(11.0, 26.0, 25.0)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 55.45454545454545)","(3.1, 5.9, 4.7)","(5.0, 10.0, 8.566666666666666)","(11.0, 21.0, 16.25)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:16.739319,"(11.0, 26.0, 25.07142857142857)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.4299999999999997)","(26.0, 80.0, 57.5)","(3.1, 5.9, 4.7)","(5.0, 9.8, 9.228571428571428)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:17.977894,"(11.0, 26.0, 25.07142857142857)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.4299999999999997)","(26.0, 80.0, 57.5)","(3.1, 5.9, 4.7)","(5.0, 9.8, 9.228571428571428)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:19.188313,"(11.0, 26.0, 25.40909090909091)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.4299999999999997)","(26.0, 80.0, 57.5)","(3.1, 5.9, 5.425000000000001)","(5.0, 9.8, 9.228571428571428)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:20.316893,"(11.0, 26.0, 25.40909090909091)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 57.5)","(3.1, 5.7, 5.4375)","(5.0, 9.8, 9.240909090909092)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:21.463756,"(11.0, 26.0, 24.7)","(18.0, 55.0, 43.90625)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 57.5)","(3.1, 5.7, 5.4375)","(5.0, 9.8, 9.240909090909092)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:22.765286,"(11.0, 26.0, 24.7)","(18.0, 55.0, 52.04166666666667)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 57.5)","(3.1, 5.7, 5.4375)","(5.0, 9.8, 9.240909090909092)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:23.879338,"(11.0, 26.0, 24.7)","(18.0, 55.0, 52.04166666666667)","(2.0, 2.6, 2.546666666666667)","(26.0, 80.0, 57.5)","(3.1, 5.7, 4.941666666666666)","(5.0, 9.8, 9.595)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:24.899810,"(11.0, 26.0, 24.7)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.6, 2.4299999999999997)","(26.0, 80.0, 57.5)","(3.1, 5.9, 4.447368421052632)","(5.0, 9.8, 9.240909090909092)","(11.0, 21.0, 14.666666666666666)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:26.018630,"(11.0, 26.0, 24.7)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.6, 2.5300000000000002)","(26.0, 80.0, 57.5)","(3.1, 5.8, 4.04)","(5.0, 9.8, 8.63)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:27.102960,"(11.0, 26.0, 25.454545454545453)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.58, 2.5300000000000002)","(26.0, 80.0, 57.5)","(3.1, 5.8, 4.3875)","(5.0, 9.8, 8.375)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:28.240427,"(11.0, 26.0, 25.53846153846154)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.58, 2.5300000000000002)","(26.0, 80.0, 57.5)","(3.1, 5.7, 5.175000000000001)","(5.0, 9.8, 9.166666666666668)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:29.292889,"(11.0, 26.0, 25.53846153846154)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.58, 2.42)","(26.0, 80.0, 57.5)","(3.1, 5.6, 5.35)","(5.0, 9.8, 9.166666666666668)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:30.392148,"(11.0, 27.0, 25.6)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.58, 2.5300000000000002)","(26.0, 80.0, 57.5)","(3.1, 5.6, 4.523076923076923)","(5.0, 9.8, 8.375)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:31.575417,"(11.0, 27.0, 25.6)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.58, 2.5300000000000002)","(26.0, 80.0, 57.5)","(3.1, 5.6, 4.523076923076923)","(5.0, 9.8, 8.375)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:32.711892,"(11.0, 27.0, 24.666666666666668)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.58, 2.5300000000000002)","(26.0, 80.0, 57.5)","(3.1, 5.6, 4.523076923076923)","(5.0, 9.8, 7.7272727272727275)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
14-12-2022 19:48:33.836447,"(11.0, 27.0, 24.666666666666668)","(18.0, 65.0, 52.86666666666667)","(2.0, 2.58, 2.42)","(26.0, 80.0, 57.5)","(3.1, 5.6, 4.523076923076923)","(5.0, 9.8, 7.7272727272727275)","(11.0, 21.0, 19.88235294117647)","(31.0, 140.0, 116.0)"
