,Robell Ruby,Skylahs Misfit,Bugatti Hydro,My Reputation,Bokarm Nero,Tipple Valley,Kooringa Magic,Amber Jack
08-12-2022 13:34:16.910807,"(3.1, 4.8, 4.1875)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.809640287769784)","(2.7, 5.2, 4.48)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:17.999529,"(3.1, 4.8, 4.1875)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.777647058823529)","(2.7, 5.2, 4.461538461538462)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:19.129685,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.777647058823529)","(2.7, 5.2, 4.461538461538462)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:20.416694,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.777647058823529)","(2.7, 5.2, 4.461538461538462)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:21.642846,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.80948905109489)","(2.7, 5.2, 4.48)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:22.916278,"(3.1, 4.8, 4.1875)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.7494117647058824)","(2.7, 5.2, 4.909090909090909)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:24.214808,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.81)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:25.575496,"(3.1, 4.7, 4.128571428571428)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.81)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:26.779311,"(3.1, 4.7, 4.128571428571428)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8033333333333332)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:27.914283,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8066666666666666)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:29.213705,"(3.1, 4.8, 4.153846153846153)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8066666666666666)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:30.440232,"(3.1, 4.8, 4.153846153846153)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8066666666666666)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:31.665504,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.819047619047619)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:32.847011,"(3.1, 4.7, 4.128571428571428)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8057142857142856)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:33.935352,"(3.1, 4.7, 4.128571428571428)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.674999999999997)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8057142857142856)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:35.091700,"(3.1, 4.8, 4.1875)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8057142857142856)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:36.398402,"(3.1, 4.8, 4.333333333333333)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.818421052631579)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:37.696749,"(3.1, 4.8, 4.333333333333333)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8033333333333332)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:38.980237,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8033333333333332)","(2.7, 5.2, 4.9714285714285715)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:40.442200,"(3.1, 4.7, 4.154545454545454)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8057142857142856)","(2.7, 5.2, 4.933333333333334)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:41.962950,"(3.1, 4.7, 4.333333333333333)","(19.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(81.0, 480.0, 412.5)","(2.9, 2.82, 2.8184415584415583)","(2.7, 5.2, 5.015384615384615)","(5.5, 10.5, 10.282608695652174)"
08-12-2022 13:34:43.209499,"(3.1, 4.8, 4.1875)","(21.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(26.0, 40.0, 27.941176470588236)","(91.0, 480.0, 412.5)","(2.9, 2.82, 2.8066666666666666)","(2.8, 5.2, 5.015384615384615)","(6.0, 10.5, 10.282608695652174)"
08-12-2022 13:34:44.362448,"(3.1, 4.8, 4.1875)","(21.0, 38.0, 28.76923076923077)","(101.0, 650.0, 571.4285714285714)","(26.0, 40.0, 27.941176470588236)","(91.0, 480.0, 412.5)","(2.9, 2.82, 2.8066666666666666)","(2.8, 5.2, 5.015384615384615)","(6.0, 10.5, 10.282608695652174)"
08-12-2022 13:34:45.523005,"(3.1, 4.8, 4.1875)","(21.0, 38.0, 28.25)","(101.0, 650.0, 571.4285714285714)","(26.0, 40.0, 27.941176470588236)","(91.0, 480.0, 380.0)","(2.9, 2.82, 2.8066666666666666)","(2.8, 5.2, 5.015384615384615)","(6.0, 10.5, 10.282608695652174)"
08-12-2022 13:34:46.647947,"(3.1, 4.7, 4.154545454545454)","(21.0, 38.0, 28.25)","(101.0, 650.0, 571.4285714285714)","(26.0, 40.0, 27.941176470588236)","(91.0, 480.0, 380.0)","(2.9, 2.82, 2.817966101694915)","(2.8, 5.2, 5.015384615384615)","(6.0, 10.5, 10.282608695652174)"
08-12-2022 13:34:47.947609,"(3.1, 4.7, 4.154545454545454)","(21.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(26.0, 40.0, 27.941176470588236)","(91.0, 480.0, 380.0)","(2.9, 2.82, 2.803076923076923)","(2.8, 5.2, 5.022222222222222)","(6.0, 10.5, 10.282608695652174)"
08-12-2022 13:34:49.176124,"(3.1, 4.7, 4.154545454545454)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(91.0, 480.0, 380.0)","(2.9, 2.84, 2.803076923076923)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:50.398982,"(3.1, 4.7, 4.25)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(91.0, 480.0, 380.0)","(2.9, 2.84, 2.803076923076923)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:51.636959,"(3.1, 4.7, 4.25)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(91.0, 480.0, 380.0)","(2.9, 2.84, 2.8227692307692305)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:52.833535,"(3.1, 4.7, 4.25)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.941176470588236)","(91.0, 480.0, 255.71428571428572)","(2.9, 2.84, 2.7784615384615385)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:54.053921,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 700.0, 550.0)","(21.0, 40.0, 20.90909090909091)","(91.0, 490.0, 255.71428571428572)","(2.9, 2.84, 2.765)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:55.229078,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 700.0, 571.4285714285714)","(21.0, 40.0, 26.42857142857143)","(91.0, 490.0, 233.75)","(2.9, 2.82, 2.765)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:56.488856,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.42857142857143)","(91.0, 490.0, 233.75)","(2.9, 2.82, 2.776)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:57.719512,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.42857142857143)","(91.0, 490.0, 233.75)","(2.9, 2.82, 2.8005882352941174)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:58.864962,"(3.1, 4.7, 4.154545454545454)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 26.42857142857143)","(91.0, 490.0, 233.75)","(2.9, 2.82, 2.755294117647059)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:34:59.952845,"(3.1, 4.7, 4.142857142857142)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 233.75)","(2.9, 2.82, 2.755294117647059)","(2.8, 5.2, 5.022222222222222)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:01.084756,"(3.1, 4.7, 4.142857142857142)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.857142857142858)","(91.0, 490.0, 233.75)","(2.9, 2.82, 2.755294117647059)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:02.528685,"(3.1, 4.7, 4.25)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.857142857142858)","(91.0, 490.0, 233.75)","(2.9, 2.82, 2.7874999999999996)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:03.675075,"(3.1, 4.7, 4.25)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.857142857142858)","(91.0, 490.0, 233.75)","(2.9, 2.8, 2.750769230769231)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:04.806109,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 233.75)","(2.9, 2.8, 2.750769230769231)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:06.114138,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 233.75)","(2.9, 2.8, 2.750769230769231)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:07.293787,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 34.0)","(91.0, 490.0, 233.75)","(2.9, 2.8, 2.7668656716417908)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:08.359268,"(3.1, 4.7, 4.154545454545454)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 34.0)","(91.0, 490.0, 233.75)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:09.442796,"(3.1, 4.7, 4.199999999999999)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 233.75)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:10.443698,"(3.1, 4.7, 4.199999999999999)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 233.75)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:11.452515,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 233.75)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:12.456992,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 233.75)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:13.475611,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 233.75)","(2.9, 2.78, 2.7668656716417908)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.52)"
08-12-2022 13:35:14.550437,"(3.1, 4.7, 4.199999999999999)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 34.0)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:15.546404,"(3.1, 4.7, 4.199999999999999)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 34.0)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:16.603972,"(3.1, 4.7, 4.16)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.1)"
08-12-2022 13:35:17.622930,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 31.0)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.7668656716417908)","(2.8, 5.2, 4.96)","(5.5, 10.5, 10.52)"
08-12-2022 13:35:18.595344,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.7668656716417908)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.52)"
08-12-2022 13:35:19.711230,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:20.720776,"(3.1, 4.7, 4.199999999999999)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:21.722255,"(3.1, 4.7, 4.199999999999999)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:22.980437,"(3.1, 4.7, 4.166666666666666)","(20.0, 38.0, 29.0)","(101.0, 650.0, 571.4285714285714)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.78, 2.73875)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:24.082234,"(3.1, 4.7, 4.166666666666666)","(20.0, 38.0, 29.0)","(101.0, 650.0, 527.5)","(21.0, 40.0, 21.363636363636363)","(91.0, 490.0, 310.0)","(2.9, 2.78, 2.651666666666667)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:25.115183,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 29.0)","(101.0, 670.0, 527.5)","(21.0, 40.0, 21.363636363636363)","(91.0, 490.0, 310.0)","(2.9, 2.78, 2.6984615384615385)","(2.8, 5.2, 4.96)","(5.5, 11.0, 10.52)"
08-12-2022 13:35:26.228340,"(3.1, 4.6, 4.123809523809523)","(20.0, 38.0, 29.0)","(101.0, 670.0, 527.5)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.7525)","(2.8, 5.2, 5.111111111111112)","(5.5, 11.0, 10.52)"
08-12-2022 13:35:27.478659,"(3.1, 4.6, 4.123809523809523)","(20.0, 38.0, 29.0)","(101.0, 670.0, 543.3333333333334)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.7476923076923074)","(2.8, 5.2, 5.416666666666667)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:28.645462,"(3.1, 4.6, 4.1454545454545455)","(20.0, 38.0, 25.333333333333336)","(101.0, 670.0, 157.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.658181818181818)","(2.8, 5.5, 5.416666666666667)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:29.769413,"(3.1, 4.8, 4.333333333333333)","(20.0, 38.0, 26.3)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.686153846153846)","(2.8, 5.5, 5.388888888888889)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:30.921717,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 26.3)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.675294117647059)","(2.8, 5.7, 5.388888888888889)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:32.155944,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.675294117647059)","(2.8, 5.7, 5.22)","(5.5, 11.0, 10.172413793103448)"
08-12-2022 13:35:33.304373,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.686153846153846)","(2.8, 5.7, 5.22)","(5.5, 11.0, 9.810344827586206)"
08-12-2022 13:35:34.357901,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.76, 2.670526315789474)","(2.8, 5.7, 5.4)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:35.397469,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.74, 2.6723076923076925)","(2.8, 5.7, 5.4)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:36.505993,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.74, 2.6723076923076925)","(2.8, 5.7, 5.4)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:37.666938,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.74, 2.6723076923076925)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:38.919707,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.74, 2.6670588235294117)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:40.096712,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6670588235294117)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:41.305712,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6750000000000003)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:42.441487,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6750000000000003)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:43.513512,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6750000000000003)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:44.520423,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6545454545454548)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:45.678148,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6545454545454548)","(2.8, 5.7, 5.16)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:46.785064,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.664615384615385)","(2.8, 5.7, 5.155555555555555)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:47.984102,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.664615384615385)","(2.8, 5.6, 5.225)","(5.5, 10.5, 9.810344827586206)"
08-12-2022 13:35:49.178319,"(3.1, 4.8, 4.163636363636363)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6670588235294117)","(2.8, 5.6, 5.225)","(5.5, 10.5, 8.827272727272726)"
08-12-2022 13:35:50.299155,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.6670588235294117)","(2.8, 5.6, 5.225)","(5.5, 10.5, 8.827272727272726)"
08-12-2022 13:35:51.388069,"(3.1, 4.8, 4.216666666666667)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.72, 2.65875)","(2.8, 5.6, 5.225)","(5.5, 10.5, 8.827272727272726)"
08-12-2022 13:35:52.634097,"(3.1, 4.7, 4.154545454545454)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.7, 2.65875)","(2.8, 5.6, 5.45)","(5.5, 10.5, 8.827272727272726)"
08-12-2022 13:35:53.886420,"(3.1, 4.7, 4.142857142857142)","(20.0, 38.0, 29.0)","(101.0, 670.0, 166.0)","(21.0, 40.0, 27.333333333333332)","(91.0, 490.0, 287.5)","(2.9, 2.7, 2.6633333333333336)","(2.8, 5.6, 5.45)","(5.5, 10.5, 10.08)"
