,Villainess,Overhyped,Silver Valley,Good Charlotte,Barney Sun,My Shout Zoe,Nick The Quick,Dr Topaz
11-01-2023 20:21:13.426678,"(31.0, 280.0, 156.0)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:14.575059,"(31.0, 280.0, 156.0)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:15.742475,"(31.0, 250.0, 141.0)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:16.914506,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:18.108875,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:19.382378,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:20.610987,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:21.850767,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:23.019658,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:24.244716,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:25.391163,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:26.463938,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.552941176470588)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:27.540400,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 5.0)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:28.637405,"(31.0, 250.0, 75.6)","(3.8, 8.6, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 5.0)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:29.848532,"(31.0, 240.0, 136.0)","(3.8, 8.6, 6.0)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 5.4, 4.275)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:31.078594,"(31.0, 240.0, 136.0)","(3.8, 7.0, 6.0)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.275)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:32.296812,"(31.0, 190.0, 111.0)","(3.8, 8.4, 6.233333333333333)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.275)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:33.497913,"(31.0, 190.0, 111.0)","(3.8, 8.4, 6.233333333333333)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.275)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:34.655295,"(31.0, 190.0, 111.0)","(3.8, 8.4, 6.666666666666667)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.275)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:35.757424,"(31.0, 190.0, 111.0)","(3.8, 8.8, 6.014285714285714)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.275)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:36.801181,"(31.0, 190.0, 111.0)","(3.8, 8.8, 6.014285714285714)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.275)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:37.989419,"(31.0, 190.0, 111.0)","(3.8, 8.8, 6.014285714285714)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.16)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:39.157580,"(31.0, 190.0, 111.0)","(3.8, 8.4, 6.233333333333333)","(13.0, 30.0, 14.25)","(20.0, 60.0, 23.555555555555557)","(3.7, 4.3, 4.16)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:40.372263,"(31.0, 190.0, 111.0)","(3.8, 8.2, 6.6)","(13.0, 30.0, 14.25)","(20.0, 60.0, 30.545454545454547)","(3.7, 4.3, 4.16)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:41.591432,"(31.0, 190.0, 111.0)","(3.8, 8.4, 6.666666666666667)","(13.0, 30.0, 14.25)","(20.0, 60.0, 30.545454545454547)","(3.7, 4.3, 4.16)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:42.847668,"(31.0, 190.0, 111.0)","(3.8, 8.4, 6.666666666666667)","(13.0, 30.0, 14.25)","(20.0, 60.0, 24.444444444444443)","(3.7, 4.3, 4.16)","(9.0, 21.0, 10.56)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.75)"
11-01-2023 20:21:43.972860,"(31.0, 190.0, 111.0)","(3.8, 8.4, 6.666666666666667)","(13.0, 30.0, 14.25)","(20.0, 60.0, 24.444444444444443)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 15.505263157894738)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 23.615384615384613)"
11-01-2023 20:21:45.034285,"(31.0, 190.0, 112.0)","(3.8, 8.4, 6.666666666666667)","(13.0, 30.0, 14.25)","(20.0, 60.0, 30.909090909090907)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 10.74)","(2.3, 2.94, 2.3587499999999997)","(12.0, 29.0, 17.75)"
11-01-2023 20:21:46.216752,"(31.0, 190.0, 112.0)","(3.8, 8.8, 6.014285714285714)","(13.0, 30.0, 14.25)","(20.0, 60.0, 39.733333333333334)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 10.74)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 17.75)"
11-01-2023 20:21:47.493425,"(31.0, 190.0, 142.0)","(3.8, 8.8, 6.1499999999999995)","(13.0, 30.0, 14.25)","(20.0, 60.0, 39.733333333333334)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 13.67142857142857)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 17.75)"
11-01-2023 20:21:48.693418,"(31.0, 250.0, 142.0)","(3.8, 8.6, 6.233333333333333)","(13.0, 30.0, 14.25)","(20.0, 60.0, 39.733333333333334)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 15.4)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 17.75)"
11-01-2023 20:21:50.013920,"(31.0, 250.0, 142.0)","(3.8, 8.4, 6.233333333333333)","(13.0, 30.0, 14.25)","(20.0, 60.0, 33.09090909090909)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 11.1)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 22.25)"
11-01-2023 20:21:51.579503,"(31.0, 250.0, 142.0)","(3.8, 8.4, 6.233333333333333)","(13.0, 30.0, 14.25)","(20.0, 60.0, 42.0)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 11.1)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 18.583333333333332)"
11-01-2023 20:21:53.242558,"(31.0, 250.0, 143.0)","(3.8, 8.4, 6.844444444444444)","(13.0, 30.0, 14.25)","(20.0, 60.0, 42.0)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 11.1)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 23.583333333333332)"
11-01-2023 20:21:54.636678,"(31.0, 250.0, 143.0)","(3.8, 8.4, 6.844444444444444)","(13.0, 30.0, 14.25)","(20.0, 60.0, 42.0)","(3.7, 4.3, 4.2125)","(9.0, 21.0, 11.1)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 19.0)"
11-01-2023 20:21:56.100140,"(31.0, 250.0, 60.2)","(3.8, 8.4, 6.15)","(13.0, 30.0, 14.25)","(20.0, 60.0, 35.27272727272727)","(3.7, 4.3, 4.125)","(9.0, 21.0, 15.75)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 21.1875)"
11-01-2023 20:21:57.344693,"(31.0, 260.0, 60.2)","(3.8, 8.4, 6.15)","(13.0, 30.0, 14.25)","(20.0, 60.0, 37.333333333333336)","(3.7, 4.3, 4.125)","(9.0, 21.0, 15.75)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 19.416666666666668)"
11-01-2023 20:21:58.601201,"(31.0, 190.0, 114.0)","(3.8, 8.4, 6.15)","(13.0, 30.0, 14.25)","(20.0, 60.0, 37.333333333333336)","(3.7, 4.3, 4.125)","(9.0, 21.0, 12.833333333333334)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 23.75)"
11-01-2023 20:21:59.881959,"(31.0, 190.0, 114.0)","(3.8, 8.4, 6.15)","(13.0, 30.0, 14.25)","(20.0, 60.0, 37.333333333333336)","(3.7, 4.3, 4.125)","(9.0, 22.0, 12.833333333333334)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 25.5)"
11-01-2023 20:22:01.180787,"(31.0, 190.0, 114.0)","(3.8, 8.4, 6.15)","(13.0, 30.0, 14.25)","(20.0, 60.0, 29.77777777777778)","(3.7, 4.3, 4.275)","(9.0, 22.0, 18.07142857142857)","(2.3, 2.94, 2.3775)","(12.0, 29.0, 25.875)"
11-01-2023 20:22:02.524055,"(31.0, 190.0, 114.0)","(3.8, 8.4, 7.433333333333333)","(13.0, 30.0, 18.0)","(20.0, 60.0, 35.666666666666664)","(3.7, 4.3, 4.142647058823529)","(9.0, 22.0, 19.18181818181818)","(2.3, 2.94, 2.63)","(12.0, 29.0, 23.75)"
11-01-2023 20:22:03.943637,"(31.0, 190.0, 114.0)","(3.8, 8.2, 8.12)","(13.0, 29.0, 26.25)","(20.0, 55.0, 45.33333333333333)","(3.7, 4.2, 4.1097222222222225)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.92, 2.857142857142857)","(12.0, 28.0, 27.11111111111111)"
11-01-2023 20:22:05.728649,"(31.0, 190.0, 114.0)","(3.8, 8.6, 8.23076923076923)","(13.0, 29.0, 18.333333333333332)","(20.0, 55.0, 45.33333333333333)","(3.7, 4.2, 3.985)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.94, 2.8755555555555556)","(12.0, 28.0, 26.4)"
11-01-2023 20:22:07.011222,"(31.0, 190.0, 114.0)","(3.8, 8.6, 8.23076923076923)","(13.0, 29.0, 18.333333333333332)","(20.0, 55.0, 45.33333333333333)","(3.7, 4.0, 3.985)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.94, 2.8755555555555556)","(12.0, 28.0, 26.4)"
11-01-2023 20:22:08.301038,"(31.0, 190.0, 114.0)","(3.8, 8.6, 8.738461538461538)","(13.0, 29.0, 18.333333333333332)","(20.0, 55.0, 45.33333333333333)","(3.7, 4.0, 3.985)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.94, 2.8755555555555556)","(12.0, 28.0, 26.4)"
11-01-2023 20:22:09.514162,"(31.0, 190.0, 174.79999999999998)","(3.8, 9.2, 8.738461538461538)","(13.0, 29.0, 18.333333333333332)","(20.0, 55.0, 45.33333333333333)","(3.7, 4.0, 3.985)","(9.0, 21.0, 21.636363636363637)","(2.3, 2.94, 2.8755555555555556)","(12.0, 28.0, 26.4)"
11-01-2023 20:22:10.694502,"(31.0, 190.0, 176.36363636363637)","(3.8, 9.2, 8.738461538461538)","(13.0, 29.0, 18.333333333333332)","(20.0, 55.0, 45.33333333333333)","(3.7, 4.0, 3.9125)","(9.0, 24.0, 22.700000000000003)","(2.3, 2.94, 2.8755555555555556)","(12.0, 28.0, 26.4)"
11-01-2023 20:22:11.865975,"(31.0, 190.0, 176.36363636363637)","(3.8, 9.2, 8.738461538461538)","(13.0, 29.0, 18.333333333333332)","(20.0, 55.0, 45.33333333333333)","(3.7, 4.0, 3.9125)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.8755555555555556)","(12.0, 28.0, 26.4)"
11-01-2023 20:22:13.019935,"(31.0, 190.0, 176.36363636363637)","(3.8, 9.2, 8.738461538461538)","(13.0, 29.0, 18.333333333333332)","(20.0, 55.0, 49.2)","(3.7, 4.0, 3.9125)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.8755555555555556)","(12.0, 28.0, 25.6)"
11-01-2023 20:22:14.341575,"(31.0, 300.0, 196.8)","(3.8, 9.8, 8.986666666666666)","(13.0, 29.0, 18.666666666666668)","(20.0, 55.0, 53.2)","(3.7, 4.0, 3.9578125)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.8755555555555556)","(12.0, 34.0, 29.41176470588235)"
11-01-2023 20:22:15.608038,"(31.0, 300.0, 122.19999999999999)","(3.8, 10.0, 8.4875)","(13.0, 29.0, 18.666666666666668)","(20.0, 60.0, 53.2)","(3.7, 4.0, 3.9578125)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:16.892428,"(31.0, 300.0, 139.63636363636363)","(3.8, 9.8, 8.4875)","(13.0, 29.0, 18.666666666666668)","(20.0, 60.0, 53.2)","(3.7, 4.0, 3.888333333333333)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:18.195876,"(31.0, 300.0, 185.66666666666666)","(3.8, 9.8, 8.4875)","(13.0, 29.0, 18.666666666666668)","(20.0, 60.0, 53.2)","(3.7, 3.9, 3.888333333333333)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:19.562090,"(31.0, 290.0, 189.28571428571428)","(3.8, 9.8, 8.4875)","(13.0, 29.0, 18.666666666666668)","(20.0, 60.0, 53.2)","(3.7, 3.9, 3.888333333333333)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:20.907661,"(31.0, 270.0, 219.0)","(3.8, 9.8, 7.890909090909091)","(13.0, 29.0, 18.666666666666668)","(20.0, 60.0, 53.2)","(3.7, 3.9, 3.9125)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:22.211575,"(31.0, 260.0, 219.0)","(3.8, 9.8, 7.890909090909091)","(13.0, 29.0, 18.666666666666668)","(20.0, 60.0, 53.2)","(3.7, 3.95, 3.924193548387097)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:23.513517,"(31.0, 260.0, 219.0)","(3.8, 9.8, 7.890909090909091)","(13.0, 29.0, 18.666666666666668)","(20.0, 60.0, 58.666666666666664)","(3.7, 3.95, 3.84)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:24.716470,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 29.0, 18.666666666666668)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.85, 3.84)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.824)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:25.882113,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 29.0, 17.375)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.85, 3.84)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.4608695652173913)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:27.065323,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 28.0, 17.125)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.85, 3.84)","(9.0, 24.0, 21.636363636363637)","(2.3, 2.94, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:28.176652,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.85, 3.84)","(9.0, 24.0, 18.07142857142857)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:29.580730,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.85, 3.778947368421053)","(9.0, 22.0, 19.18181818181818)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:30.871750,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.85, 3.778947368421053)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:32.186839,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.85, 3.8671875)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:33.542764,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 58.666666666666664)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:34.765906,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 65.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:35.993170,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 65.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:37.355605,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 65.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 19.18181818181818)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:38.565081,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 75.0, 61.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 17.833333333333332)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:39.674737,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 70.0, 61.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 19.1)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.42857142857143)"
11-01-2023 20:22:40.852189,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 70.0, 61.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 19.1)","(2.3, 2.92, 2.808)","(12.0, 34.0, 29.0)"
11-01-2023 20:22:42.010238,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.01818181818182)","(13.0, 27.0, 20.25)","(20.0, 70.0, 61.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 17.833333333333332)","(2.3, 2.92, 2.808)","(12.0, 34.0, 29.0)"
11-01-2023 20:22:43.211456,"(31.0, 260.0, 219.0)","(3.8, 9.8, 8.257142857142858)","(13.0, 27.0, 20.25)","(20.0, 70.0, 61.2)","(3.7, 3.9, 3.8671875)","(9.0, 21.0, 15.0)","(2.3, 2.92, 2.808)","(12.0, 34.0, 29.666666666666664)"
11-01-2023 20:22:44.430503,"(31.0, 260.0, 191.66666666666666)","(3.8, 9.8, 8.257142857142858)","(13.0, 27.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.9, 3.7675)","(9.0, 21.0, 19.5)","(2.3, 2.92, 2.808)","(12.0, 34.0, 29.666666666666664)"
11-01-2023 20:22:45.712125,"(31.0, 260.0, 191.66666666666666)","(3.8, 9.6, 8.185714285714285)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.85, 3.7675)","(9.0, 21.0, 19.5)","(2.3, 2.92, 2.808)","(12.0, 34.0, 29.666666666666664)"
11-01-2023 20:22:46.943684,"(31.0, 260.0, 191.66666666666666)","(3.8, 9.6, 8.185714285714285)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.85, 3.821875)","(9.0, 21.0, 19.5)","(2.3, 2.92, 2.808)","(12.0, 34.0, 29.666666666666664)"
11-01-2023 20:22:48.216385,"(31.0, 260.0, 191.66666666666666)","(3.8, 9.6, 8.185714285714285)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.85, 3.821875)","(9.0, 21.0, 19.5)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.454545454545453)"
11-01-2023 20:22:49.430812,"(31.0, 260.0, 191.66666666666666)","(3.8, 9.6, 8.076923076923077)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.85, 3.7946236559139783)","(9.0, 21.0, 19.5)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.454545454545453)"
11-01-2023 20:22:50.987287,"(31.0, 260.0, 191.66666666666666)","(3.8, 9.6, 7.545454545454545)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.8, 3.7554455445544552)","(9.0, 21.0, 19.5)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.454545454545453)"
11-01-2023 20:22:53.014778,"(31.0, 260.0, 191.66666666666666)","(3.8, 9.2, 8.066666666666666)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.8, 3.745945945945946)","(9.0, 21.0, 19.5)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.454545454545453)"
11-01-2023 20:22:54.307398,"(31.0, 260.0, 191.66666666666666)","(3.8, 8.6, 8.257142857142856)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.8, 3.763235294117647)","(9.0, 21.0, 21.09090909090909)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.454545454545453)"
11-01-2023 20:22:55.760874,"(31.0, 260.0, 191.66666666666666)","(3.8, 8.6, 8.066666666666666)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.8, 3.763235294117647)","(9.0, 22.0, 21.09090909090909)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.454545454545453)"
11-01-2023 20:22:57.091349,"(31.0, 260.0, 191.66666666666666)","(3.8, 8.6, 8.066666666666666)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.8, 3.7026315789473685)","(9.0, 22.0, 21.09090909090909)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.454545454545453)"
11-01-2023 20:22:58.416945,"(31.0, 260.0, 191.66666666666666)","(3.8, 8.6, 7.6)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.75, 3.7026315789473685)","(9.0, 22.0, 21.09090909090909)","(2.3, 2.92, 2.808)","(12.0, 34.0, 28.5)"
11-01-2023 20:22:59.716039,"(31.0, 260.0, 191.66666666666666)","(3.8, 8.6, 7.8)","(13.0, 25.0, 19.25)","(20.0, 70.0, 65.22222222222223)","(3.7, 3.75, 3.7765625)","(9.0, 22.0, 21.09090909090909)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.333333333333336)"
11-01-2023 20:23:01.086769,"(31.0, 260.0, 191.66666666666666)","(3.8, 8.4, 7.8)","(13.0, 25.0, 19.25)","(20.0, 70.0, 56.33333333333333)","(3.7, 3.8, 3.7765625)","(9.0, 22.0, 21.09090909090909)","(2.3, 2.92, 2.808)","(12.0, 34.0, 30.333333333333336)"
