,Villainess,Overhyped,Silver Valley,Good Charlotte,Barney Sun,My Shout Zoe,Nick The Quick,Dr Topaz
11-01-2023 20:25:52.343070,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.163636363636363)","(14.0, 21.0, 20.75)","(21.0, 55.0, 52.529411764705884)","(3.5, 3.8, 3.6736842105263157)","(9.0, 14.5, 14.075757575757576)","(2.4, 2.58, 2.5)","(13.0, 27.0, 22.416666666666668)"
11-01-2023 20:25:53.995394,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.709090909090909)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.529411764705884)","(3.5, 3.8, 3.740625)","(9.0, 14.5, 14.075757575757576)","(2.4, 2.58, 2.5)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:25:55.088355,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.8, 7.709090909090909)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.529411764705884)","(3.5, 3.85, 3.753846153846154)","(9.0, 14.5, 14.075757575757576)","(2.4, 2.58, 2.5)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:25:56.211513,"(41.0, 130.0, 96.66666666666667)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.529411764705884)","(3.5, 3.8, 3.753846153846154)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.58, 2.5)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:25:57.317561,"(41.0, 130.0, 96.66666666666667)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.529411764705884)","(3.5, 3.8, 3.6447368421052633)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.58, 2.5)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:25:58.467426,"(41.0, 130.0, 96.66666666666667)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.66666666666667)","(3.5, 3.75, 3.6447368421052633)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.58, 2.5)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:25:59.556765,"(41.0, 130.0, 96.66666666666667)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.66666666666667)","(3.5, 3.75, 3.775)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.58, 2.5)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:26:00.722086,"(41.0, 130.0, 96.66666666666667)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.66666666666667)","(3.5, 3.8, 3.753846153846154)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.58, 2.5)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:26:01.887522,"(41.0, 130.0, 96.66666666666667)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 50.8)","(3.5, 3.8, 3.753846153846154)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.58, 2.5285714285714285)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:26:03.031090,"(41.0, 130.0, 96.66666666666667)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 50.8)","(3.5, 3.8, 3.572222222222222)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.58, 2.5504347826086957)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:26:04.234642,"(41.0, 130.0, 100.0)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 50.8)","(3.5, 3.75, 3.6447368421052633)","(9.0, 14.5, 12.241935483870968)","(2.4, 2.62, 2.576)","(13.0, 27.0, 24.884615384615383)"
11-01-2023 20:26:05.430516,"(41.0, 130.0, 100.0)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 48.77777777777778)","(3.5, 3.75, 3.6447368421052633)","(9.0, 14.5, 12.441176470588236)","(2.4, 2.6, 2.5700000000000003)","(13.0, 27.0, 24.5)"
11-01-2023 20:26:06.603751,"(41.0, 120.0, 93.75)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 48.77777777777778)","(3.5, 3.75, 3.6333333333333333)","(9.0, 14.5, 12.441176470588236)","(2.4, 2.6, 2.5700000000000003)","(13.0, 27.0, 24.5)"
11-01-2023 20:26:07.811242,"(41.0, 120.0, 93.75)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 48.77777777777778)","(3.5, 3.8, 3.6333333333333333)","(9.0, 14.5, 12.394736842105264)","(2.4, 2.6, 2.5700000000000003)","(13.0, 27.0, 24.5)"
11-01-2023 20:26:09.055146,"(41.0, 110.0, 97.5)","(4.0, 8.0, 7.5058823529411764)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 49.0)","(3.5, 3.8, 3.572222222222222)","(9.0, 14.5, 12.394736842105264)","(2.4, 2.6, 2.5700000000000003)","(13.0, 27.0, 24.5)"
11-01-2023 20:26:10.280108,"(41.0, 110.0, 97.5)","(4.0, 8.0, 7.3)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 42.333333333333336)","(3.5, 3.75, 3.6447368421052633)","(9.0, 14.5, 13.333333333333334)","(2.4, 2.6, 2.565714285714286)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:11.487784,"(41.0, 120.0, 102.5)","(4.0, 8.0, 7.416666666666667)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.57142857142857)","(3.5, 3.75, 3.6447368421052633)","(9.0, 14.0, 12.705882352941176)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:12.760574,"(41.0, 120.0, 102.5)","(4.0, 8.0, 7.208695652173913)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.57142857142857)","(3.5, 3.75, 3.5999999999999996)","(9.0, 14.0, 12.705882352941176)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:13.981512,"(41.0, 130.0, 107.5)","(4.0, 7.6, 7.208695652173913)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 52.57142857142857)","(3.5, 3.85, 3.5916666666666663)","(9.0, 14.0, 12.292682926829269)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:15.202410,"(41.0, 130.0, 107.5)","(4.0, 7.6, 7.208695652173913)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 48.4375)","(3.5, 3.8, 3.572222222222222)","(9.0, 14.0, 12.324324324324325)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:16.477537,"(41.0, 130.0, 107.5)","(4.0, 7.6, 7.208695652173913)","(14.0, 21.0, 20.72222222222222)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.6447368421052633)","(9.0, 14.0, 12.324324324324325)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:17.700854,"(41.0, 130.0, 107.5)","(4.0, 7.6, 7.208695652173913)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 48.82352941176471)","(3.5, 3.75, 3.775)","(9.0, 14.0, 12.324324324324325)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:18.896802,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.208695652173913)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 48.82352941176471)","(3.5, 3.8, 3.6333333333333333)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:20.167524,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.208695652173913)","(14.0, 21.0, 20.666666666666664)","(21.0, 55.0, 48.82352941176471)","(3.5, 3.8, 3.5999999999999996)","(9.0, 14.0, 12.324324324324325)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:21.402133,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.208695652173913)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 48.82352941176471)","(3.5, 3.85, 3.5777777777777775)","(9.0, 14.0, 12.324324324324325)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:22.657251,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.3428571428571425)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 48.82352941176471)","(3.5, 3.8, 3.5777777777777775)","(9.0, 14.0, 12.324324324324325)","(2.4, 2.6, 2.58)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:23.896747,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.375)","(3.5, 3.8, 3.5999999999999996)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:25.094480,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.12)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.375)","(3.5, 3.8, 3.6785714285714284)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:26.297644,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.12)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.375)","(3.5, 3.85, 3.6333333333333333)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:27.470574,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.12)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.6447368421052633)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:28.674695,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.12)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6447368421052633)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:29.846759,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.12)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.7823529411764705)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:31.004493,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.078260869565217)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.6333333333333333)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:32.129575,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.078260869565217)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.6333333333333333)","(9.0, 14.0, 12.176470588235293)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:33.284851,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.078260869565217)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.65)","(9.0, 14.0, 12.428571428571429)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:34.423855,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.078260869565217)","(14.0, 21.0, 20.642857142857142)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6810344827586206)","(9.0, 13.0, 12.31578947368421)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:35.605377,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.138461538461538)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6810344827586206)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:36.767683,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.078260869565217)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6125)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:38.065865,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.5999999999999996)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:39.222523,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.572222222222222)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:40.366219,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.67)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:41.449003,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.67)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5431578947368423)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:42.598219,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6333333333333333)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:43.842488,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.5999999999999996)","(9.0, 14.0, 12.17142857142857)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:45.004720,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.85, 3.5749999999999997)","(9.0, 14.0, 11.658536585365853)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:46.240071,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.572222222222222)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:47.502621,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.65)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:48.791370,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6714285714285713)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:50.021557,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.6714285714285713)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:51.269445,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.65)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:52.486672,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.625)","(9.0, 14.0, 11.658536585365853)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:53.678422,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.65)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:54.903268,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6565217391304348)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:56.154078,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.6565217391304348)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:57.415815,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.65)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5625)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:58.673986,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.65)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5653846153846156)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:26:59.868291,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.65)","(9.0, 14.0, 11.658536585365853)","(2.4, 2.6, 2.5653846153846156)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:27:01.060175,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.75, 3.6565217391304348)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.5653846153846156)","(13.0, 27.0, 24.962962962962962)"
11-01-2023 20:27:02.251984,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.257142857142857)","(14.0, 21.0, 20.5625)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.682142857142857)","(9.0, 14.0, 12.117647058823529)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:03.416292,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.199999999999999)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.67)","(9.0, 14.0, 12.117647058823529)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:04.628886,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.67)","(9.0, 14.0, 12.117647058823529)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:05.780102,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.67)","(9.0, 14.0, 12.117647058823529)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:06.968358,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.682142857142857)","(9.0, 14.0, 11.91304347826087)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:08.175006,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.682142857142857)","(9.0, 14.0, 13.205882352941178)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:09.374775,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.67)","(9.0, 13.5, 13.205882352941178)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:10.829106,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.6893939393939394)","(9.0, 13.5, 12.785714285714285)","(2.4, 2.6, 2.570967741935484)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:12.412659,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.7249999999999996)","(9.0, 13.5, 12.552631578947368)","(2.4, 2.6, 2.556774193548387)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:13.696280,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.696875)","(9.0, 13.5, 12.863636363636363)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:14.883878,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.696875)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:16.006935,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.67)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:17.158276,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.67)","(9.0, 13.0, 12.863636363636363)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:18.460104,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.75, 3.7027777777777775)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:19.699327,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 51.785714285714285)","(3.5, 3.8, 3.675)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:21.190695,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 49.705882352941174)","(3.5, 3.8, 3.675)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:22.611917,"(41.0, 130.0, 96.66666666666667)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 47.5)","(3.5, 3.8, 3.63)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:23.837753,"(41.0, 140.0, 125.0)","(4.0, 7.6, 7.066666666666666)","(14.0, 21.0, 20.708333333333332)","(21.0, 55.0, 51.785714285714285)","(3.5, 3.75, 3.642)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.5542857142857143)","(13.0, 27.0, 24.5)"
11-01-2023 20:27:25.085546,"(41.0, 140.0, 125.0)","(4.0, 7.6, 7.2)","(14.0, 21.0, 20.84090909090909)","(21.0, 55.0, 48.68421052631579)","(3.5, 3.75, 3.61875)","(9.0, 13.0, 12.863636363636363)","(2.4, 2.58, 2.54)","(13.0, 27.0, 23.904761904761905)"
11-01-2023 20:27:26.331685,"(41.0, 140.0, 125.0)","(4.0, 7.6, 7.236363636363636)","(14.0, 21.0, 20.84090909090909)","(21.0, 55.0, 48.68421052631579)","(3.5, 3.75, 3.625)","(9.0, 13.0, 12.863636363636363)","(2.4, 2.58, 2.54)","(13.0, 27.0, 23.904761904761905)"
11-01-2023 20:27:27.522767,"(41.0, 140.0, 125.0)","(4.0, 7.6, 7.236363636363636)","(14.0, 21.0, 20.84090909090909)","(21.0, 55.0, 51.785714285714285)","(3.5, 3.75, 3.646666666666667)","(9.0, 13.0, 12.75)","(2.4, 2.58, 2.54)","(13.0, 27.0, 23.904761904761905)"
11-01-2023 20:27:28.725459,"(41.0, 140.0, 125.0)","(4.0, 7.6, 7.236363636363636)","(14.0, 21.0, 20.84090909090909)","(21.0, 55.0, 48.68421052631579)","(3.5, 3.7, 3.62)","(9.0, 13.0, 12.863636363636363)","(2.4, 2.58, 2.54)","(13.0, 27.0, 23.904761904761905)"
11-01-2023 20:27:29.961923,"(41.0, 140.0, 125.0)","(4.0, 7.6, 7.236363636363636)","(14.0, 21.0, 20.84090909090909)","(21.0, 55.0, 48.68421052631579)","(3.5, 3.7, 3.62)","(9.0, 13.0, 12.863636363636363)","(2.4, 2.58, 2.54)","(13.0, 27.0, 23.904761904761905)"
