,Tricky Shacoby,Sammy Buttons,Tap Out Diesel,Lady On Fire,Skyla Blue,Monday Blues,Blazin Shirl,Black Book
04-01-2023 15:48:27.802527,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:28.992184,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:30.164782,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:31.308950,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:32.456609,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:33.595149,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:34.706341,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:35.803703,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:36.851782,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:37.926946,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:38.987066,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:40.079542,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:41.210727,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:42.305695,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:43.411601,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:44.529442,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:45.634652,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:46.733908,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:47.711103,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:48.840856,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:49.877650,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:51.031105,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:52.211813,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:53.363922,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:54.507263,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:55.636444,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:56.837882,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:58.025002,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:48:59.182145,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:00.300775,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:01.381266,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.287045454545454)","(81.0, 570.0, 379.61538461538464)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:02.459826,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.45, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:03.474150,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:04.588612,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:05.689886,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:06.754731,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:07.771377,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:08.803250,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:09.854083,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:10.863731,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:11.963607,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:13.103786,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:14.293747,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:15.461032,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:16.622422,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:17.737558,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:18.856376,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:19.863201,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:20.861085,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:21.897156,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:22.946830,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:24.001929,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:25.038538,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:26.071056,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:27.092166,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:28.145428,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:29.226506,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:30.314589,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:31.431669,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:32.473141,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:33.439628,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:34.507943,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:35.574414,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:36.700643,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:37.898662,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:39.043912,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:40.116524,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:41.215397,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:42.233407,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 381.53846153846155)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:43.233306,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:44.298223,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:45.314487,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:46.352001,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:47.410365,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:48.420968,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:49.470374,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:50.587645,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 327.5)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:51.748826,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 149.16666666666669)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:52.914895,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 377.6923076923077)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:54.061709,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 377.6923076923077)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:55.178573,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 377.6923076923077)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:56.291699,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 377.6923076923077)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
04-01-2023 15:49:57.430342,"(18.0, 55.0, 32.5)","(15.0, 55.0, 30.625)","(2.2, 3.35, 2.3811111111111107)","(81.0, 570.0, 377.6923076923077)","(5.0, 8.4, 7.987500000000001)","(3.0, 4.8, 3.405)","(21.0, 70.0, 51.15384615384615)","(7.5, 14.5, 12.642857142857142)"
